科目,2012年度,2013年度,2014年度,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"404,846,896.32","493,940,055.05","572,817,470.49","273,228,363.73","429,762,019.95","605,281,097.19","175,408,874.38","311,788,808.42","526,316,546.40","669,102,336.08","188,330,202.62","340,917,537.60","517,354,510.23","738,103,637.10","224,033,436.02","394,840,398.62","597,604,350.10","896,460,882.29","230,087,634.24"
取得借款收到的现金,"127,000,000.00","25,000,000.00","18,000,000.00","19,500,000.00","24,700,000.00","32,132,000.00","16,000,000.00","24,000,000.00","8,000,000.00","38,000,000.00","2,000,000.00","5,000,000.00","5,000,000.00","460,000,000.00",,,,"3,000,000.00","100,000,000.00"
支付的各项税费,"137,912,310.86","168,032,152.96","133,194,031.05","74,719,650.01","109,131,444.85","137,029,095.13","51,229,605.50","74,435,472.97","97,417,549.41","128,821,025.24","55,688,274.49","78,501,449.20","106,327,276.36","139,848,017.84","57,332,095.51","113,153,314.94","132,150,502.30","139,200,925.44","56,022,350.85"
收到其他与筹资活动有关的现金,"145,874,463.41","158,280,153.78","173,602,106.48","146,445,853.35","146,445,853.35","187,662,015.42","42,732,189.50","120,387,348.24","180,828,798.60","105,811,016.93","35,065,858.06","112,419,694.64","153,969,466.16","197,722,896.14","49,017,636.92","98,155,013.43","116,251,790.45","142,074,327.80","13,378,506.85"
支付其他与经营活动有关的现金,"390,808,669.81","423,875,918.56","404,587,818.10","175,555,058.01","330,246,223.61","427,534,911.07","91,554,241.52","188,953,787.55","305,595,070.98","486,651,620.45","94,387,800.44","249,928,644.01","350,328,461.22","797,736,923.51","114,370,615.61","237,404,989.23","361,696,071.24","557,103,399.34","313,204,174.01"
筹资活动现金流入小计,"288,997,063.41","196,356,879.34","191,602,106.48","166,974,853.35","172,174,853.35","220,823,015.42","1,065,177,448.50","1,160,832,607.24","1,196,224,057.60","1,153,756,275.93","37,065,858.06","133,929,694.64","160,929,466.16","659,682,896.14","49,017,636.92","98,155,013.43","116,251,790.45","145,074,327.80","113,378,506.85"
经营活动现金流出小计,"3,156,543,375.00","3,340,445,382.52","4,068,898,530.33","1,909,190,212.27","2,784,831,050.01","4,058,425,616.74","975,289,185.05","2,192,952,723.73","3,289,623,277.60","4,615,147,595.55","1,034,519,424.52","2,223,446,731.91","3,276,377,235.46","5,030,833,379.21","1,121,561,070.37","2,302,838,180.83","3,680,639,506.97","5,279,627,497.68","1,362,559,809.14"
偿还债务支付的现金,"232,300,000.00","124,400,000.00","20,000,000.00","19,968,000.00","26,068,000.00","38,000,000.00","14,450,000.00","17,900,000.00","4,350,000.00","38,800,000.00","550,000.00","4,100,000.00","4,650,000.00","118,200,000.00","2,000,000.00","5,000,000.00","5,000,000.00","361,000,000.00",
经营活动产生的现金流量净额,"286,334,970.34","395,806,922.33","518,665,840.87","452,648,972.79","252,505,122.91","475,575,196.90","-223,256,191.03","168,240,635.88","418,580,782.15","542,787,895.57","71,513,117.92","661,267,229.82","401,036,418.64","332,390,719.21","-311,811,234.40","248,349,274.03","210,781,412.51","473,357,349.09","182,090,026.26"
分配股利、利润或偿还利息支付的现金,"77,060,665.78","8,341,993.50","57,640,444.92","27,941,599.31","30,626,104.66","31,732,886.20","427,810.82","42,078,240.37","154,209,311.79","155,036,041.72","41,159,355.42","128,960,527.15","131,009,407.41","236,422,125.16","4,493,473.53","13,280,558.96","201,152,508.33","207,665,487.26","1,265,119.70"
收回投资收到的现金,"6,583,289,763.91","2,927,647,082.07","3,633,697,120.02","1,700,777,636.77","2,359,857,628.91","5,380,777,714.23","1,113,400,000.00","2,681,705,700.00","4,417,938,133.28","5,637,975,789.12","1,514,800,000.00","3,183,300,000.00","4,939,486,484.00","7,127,456,062.08","812,750,000.00","1,743,240,498.29","2,337,240,000.00","2,041,749,956.46","101,000,000.00"
支付其他与筹资活动有关的现金,"129,668,249.25","83,775,967.37","68,599,029.35","64,223,384.45","101,422,749.63","112,741,432.96","33,131,970.84","104,166,777.33","152,746,763.32","122,962,224.10","32,678,459.86","68,095,292.04","112,013,724.22","169,726,270.12","16,363,664.28","56,427,550.93","84,110,327.37","112,391,886.97","9,382,825.86"
取得投资收益收到的现金,"36,661,377.45","26,433,194.02","49,362,139.47","26,036,145.61","38,098,029.64","58,117,355.53","10,196,269.45","22,208,443.92","41,828,632.79","61,212,483.56","10,299,085.92","24,359,870.21","44,043,360.82","61,742,523.57","6,001,051.18","15,913,999.93","22,289,825.49","33,900,297.02","2,563,115.29"
筹资活动现金流出小计,"439,028,915.03","216,517,960.87","146,239,474.27","112,132,983.76","158,116,854.29","182,474,319.16","48,009,781.66","164,145,017.70","311,306,075.11","316,798,265.82","74,387,815.28","201,155,819.19","247,673,131.63","524,348,395.28","22,857,137.81","74,708,109.89","290,262,835.70","681,057,374.23","10,647,945.56"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,997,414.20","3,866,661.71","360,629.57","8,853.57","137,870.16","218,927.39","5,140.00","105,202.38","150,146.00","183,663.01","35,328.90","290,838.90","107,872.10","1,718,737.36","3,820.00","1,171,166.07","1,361,134.19","1,499,918.83","-341,161.02"
筹资活动产生的现金流量净额,"-150,031,851.62","-20,161,081.53","45,362,632.21","54,841,869.59","14,057,999.06","38,348,696.26","1,017,167,666.84","996,687,589.54","884,917,982.49","836,958,010.11","-37,321,957.22","-67,226,124.55","-86,743,665.47","135,334,500.86","26,160,499.11","23,446,903.54","-174,011,045.25","-535,983,046.43","102,730,561.29"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,-31.33,"-2,466.05",957.22,-112.75,"11,340.00","13,622.23",-592.19,"5,119.64","11,854.85","-906,448.00",,,"-12,274.65","-28,051.63","-9,621.96","-1,741.02","-1,944.70","-1,087.45","-18,946.70"
收到其他与投资活动有关的现金,"81,125,310.84","45,550,786.81","8,727,934.72","3,429,017.92","3,429,017.92","17,916,750.20",,,"45,658.01",,,"3,890,601.19","3,890,601.19","6,026,112.46",,"4,097.55","4,097.55","918,959.16",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"6,704,073,866.40","3,003,497,724.61","3,692,147,823.78","1,730,251,653.87","2,401,522,546.63","5,457,030,747.35","1,123,601,409.45","2,704,019,346.30","4,459,962,570.08","5,699,371,935.69","1,525,134,414.82","3,211,841,310.30","4,987,528,318.11","7,196,943,435.47","818,754,871.18","1,760,329,761.84","2,360,895,057.23","2,078,069,131.47","103,221,954.27"
五、现金及现金等价物净增加额,"-112,196,876.59","-84,429,232.49","-52,967,117.98","503,636,300.50","-227,649,902.80","602,123,290.90","368,256,702.50","-157,437,718.07","370,841,089.20","-519,451,620.56","-338,453,874.37","613,890,815.67","-534,813,706.19","462,414,599.27","-1,043,375,208.40","-436,238,684.95","-749,891,049.03","-383,126,236.77","-141,910,205.09"
购建固定资产、无形资产和其他长期资产支付的现金,"498,450,965.32","74,497,870.31","88,587,232.87","36,899,434.20","58,703,507.17","70,259,344.15","326,797,101.20","844,701,920.06","902,793,611.00","1,700,334,699.07","71,779,449.89","83,712,449.51","158,927,215.97","750,112,310.43","55,716,722.33","78,738,659.73","146,650,796.88","215,755,717.01","47,053,800.21"
期初现金及现金等价物余额,"1,425,067,874.45","1,312,870,997.86","1,228,441,765.37","1,175,474,647.39","1,175,474,647.39","1,175,474,647.39","1,776,932,143.15","1,777,597,938.29","1,784,070,149.82","1,777,597,938.29","1,258,146,317.73","1,258,146,317.73","1,258,146,317.73","1,258,146,317.73","1,720,560,917.00","1,720,560,917.00","1,720,560,917.00","1,720,560,917.00","1,291,737,460.97"
投资支付的现金,"6,424,908,087.03","3,385,395,523.00","4,220,457,074.42","1,697,206,648.80","2,825,232,081.55","5,295,801,281.00","1,222,458,489.37","3,181,688,489.37","4,489,838,489.37","5,885,321,615.18","1,826,000,000.00","3,108,279,150.39","5,677,695,286.85","6,452,113,694.21","1,520,753,000.00","2,389,624,223.61","3,000,903,731.94","2,177,250,436.28","482,250,000.00"
期末现金及现金等价物余额,"1,312,870,997.86","1,228,441,765.37","1,175,474,647.39","1,679,110,947.89","947,824,744.59","1,777,597,938.29","2,145,188,845.65","1,620,160,220.22","2,154,911,239.02","1,258,146,317.73","919,692,443.36","1,872,037,133.40","723,332,611.54","1,720,560,917.00","677,185,708.60","1,284,322,232.05","970,669,867.97","1,337,434,680.23","1,149,827,255.88"
