科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应收关联公司款,,,,,,,,,,,,,,
应交税费,"-242,592.98","1,181,931.67","4,981,205.61","6,438,899.01","2,283,377.48","3,742,554.78","1,962,253.69","4,924,230.49","4,459,403.92","7,018,297.48","3,380,943.00","4,416,352.87","7,658,394.89","8,558,215.71"
应收利息,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,"29,000.00",,,
应收股利,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,
存货,"25,217,287.71","30,944,271.97","43,962,268.35","31,263,765.99","33,206,001.00","31,996,600.08","31,941,900.97","28,049,466.87","31,710,947.33","21,029,172.07","31,346,346.95","45,083,327.52","42,345,939.32","46,704,651.61"
其他应付款,"393,565.93","1,346,978.32","707,878.59","1,640,853.61","6,072,165.73","680,698.19","498,477.75","903,855.43","588,312.01","415,070.10","453,027.66","434,392.79","2,218,814.45","1,151,416.91"
其中:消耗性生物资产,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,
其他流动资产,"1,940,111.02",,"1,528,085.95",,,,"102,250,000.00","124,549,516.00","62,625,504.00","62,854,776.00","65,334,242.24","30,000,000.00","433,578.96","381,476.19"
其他流动负债,,,,,,,,,,,,,,
流动资产合计,"105,726,933.18","111,055,640.35","135,464,865.74","121,799,056.54","265,632,742.68","239,111,029.96","246,275,799.72","261,777,075.49","238,955,812.63","249,878,286.03","286,083,978.24","299,601,079.85","290,415,586.42","291,626,633.20"
流动负债合计,"36,058,933.71","59,566,582.69","68,983,194.31","48,486,789.06","38,920,515.24","20,985,585.23","22,217,345.10","24,683,669.91","25,547,611.49","23,731,688.71","54,658,698.93","51,013,129.28","58,700,626.79","69,875,519.99"
可供出售金融资产,,,,,,,,,,,,,,
长期借款,,,"19,000,000.00","19,000,000.00","19,000,000.00",,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,
固定资产,"45,284,874.57","53,320,186.47","68,559,819.68","67,138,717.11","66,110,424.24","118,057,932.93","124,012,133.43","122,728,991.56","121,318,572.39","120,749,002.00","146,434,490.44","147,778,559.68","145,530,761.71","144,053,809.05"
递延所得税负债,,,,,,,,,,,,,,
在建工程,"21,440,241.73","54,589,492.10","71,216,198.74","77,512,161.70","87,725,527.27","44,713,996.67","46,511,110.12","48,223,254.81","53,019,122.79","56,180,965.38","39,700,265.71","42,671,550.94","57,235,954.64","65,154,052.14"
其他非流动负债,,,,,,"8,961,916.58",,,,,,,,
工程物资,,,,,,,,,,,,,,
非流动负债合计,"4,780,000.00","2,977,291.65","22,882,791.61","22,809,166.60","22,735,541.59","8,961,916.58","8,762,416.58","9,062,916.58","8,363,416.58","8,163,916.58","9,444,416.58","9,244,916.58","9,045,416.58","8,845,916.58"
固定资产清理,,,,,,,,,,,,,,
负债合计,"40,838,933.71","62,543,874.34","91,865,985.92","71,295,955.66","61,656,056.83","29,947,501.81","30,979,761.68","33,746,586.49","33,911,028.07","31,895,605.29","64,103,115.51","60,258,045.86","67,746,043.37","78,721,436.57"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00"
油气资产,,,,,,,,,,,,,,
资本公积,"33,472,028.82","33,472,028.82","33,472,028.82","33,472,028.82","159,462,028.82","159,462,028.82","159,462,028.82","159,462,028.82","79,462,028.82","79,462,028.82","79,462,028.82","79,462,028.82","79,462,028.82","79,462,028.82"
无形资产,"24,715,369.34","45,200,553.68","44,401,540.88","44,103,739.64","43,805,938.40","43,588,969.60","44,081,046.37","43,759,789.78","43,437,433.18","43,115,147.88","43,426,755.26","43,201,160.18","42,898,571.99","65,526,542.22"
盈余公积,"6,796,573.41","11,561,496.50","14,743,618.64","14,743,618.64","14,743,618.64","14,743,618.64","20,492,579.02","20,492,579.02","20,492,579.02","20,482,735.96","27,020,963.77","27,020,963.77","27,020,963.77","27,020,963.77"
开发支出,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,
未分配利润,"56,369,160.72","96,253,468.52","120,092,567.77","131,552,791.44","148,588,607.40","162,847,600.15","171,833,211.19","184,718,137.28","163,566,633.73","178,711,291.54","190,194,560.07","203,892,656.93","205,809,975.77","225,495,654.44"
长期待摊费用,,,,,,,,,,,"82,245.42","82,245.42","66,343.55","57,395.42"
少数股东权益,,,,,,,,,"816,416.24","758,847.63","578,364.97","4,114,108.49","3,910,115.86","3,907,421.17"
递延所得税资产,"746,313.05","758,245.76","1,520,737.84","1,390,997.54","1,323,293.11","1,323,293.11","2,412,390.66","2,412,390.66","2,016,687.25","1,886,050.31","2,076,086.88","2,076,086.88","2,288,930.91","2,305,863.36"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"4,111,636.00",,"6,231,367.71","6,360,027.71"
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"92,186,798.69","153,868,478.01","185,698,297.14","190,145,615.99","198,965,183.02","207,684,192.31","217,016,680.58","217,124,426.81","219,791,815.61","221,931,165.57","235,831,479.71","235,809,603.10","254,251,930.51","283,457,689.90"
所有者权益(或股东权益)合计,"157,074,798.16","202,380,244.02","229,297,176.96","240,648,716.87","402,941,868.87","416,847,720.46","432,312,718.62","445,154,915.81","424,836,600.17","439,913,846.31","457,812,342.44","475,152,637.09","476,921,473.56","496,362,886.53"
资产总计,"197,913,731.87","264,924,118.36","321,163,162.88","311,944,672.53","464,597,925.70","446,795,222.27","463,292,480.30","478,901,502.30","458,747,628.24","471,809,451.60","521,915,457.95","535,410,682.95","544,667,516.93","575,084,323.10"
负债和所有者(或股东权益)合计,"197,913,731.87","264,924,118.36","321,163,162.88","311,944,672.53","464,597,925.70","446,795,222.27","463,292,480.30","478,901,502.30","458,747,628.24","471,809,451.60","521,915,457.95","535,410,682.95","544,667,516.93","575,084,323.10"
