科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付的各项税费,"17,267,140.60","37,560,054.60","27,901,190.49","6,454,789.03","15,087,851.58","3,805,194.18","7,277,197.08","12,401,728.23","17,783,926.93","2,863,257.97","8,241,725.24","11,682,590.33","16,407,075.04","4,358,169.65","8,894,309.63","14,787,813.02","21,153,331.17","5,814,409.99","13,479,368.61","20,673,212.95","26,374,360.77","5,151,271.39","13,009,516.54","20,155,890.71","25,601,813.33","5,189,570.57","11,896,768.74","20,959,358.76","27,711,408.18","6,098,063.99","13,648,562.76","20,772,613.65"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"17,059,833.37","13,156,119.45","13,896,565.59","12,356,392.24","20,440,716.89","6,146,389.21","10,235,179.68","16,005,331.93","21,991,048.61","6,827,861.53","10,390,254.07","16,490,382.28","20,731,972.19","5,713,638.38","10,673,753.50","16,579,834.58","19,665,961.16","2,652,242.82","9,648,008.66","18,577,078.89","22,295,512.53","3,617,487.40","8,826,550.20","13,889,819.57","22,728,913.03","1,034,479.92","8,752,512.44","15,246,551.83","25,361,923.08","6,609,214.70","10,622,950.63","17,027,573.34"
筹资活动现金流入小计,"77,200,000.00","140,500,000.00","101,000,000.00","102,000,000.00","189,000,000.00","345,200,000.00","345,200,000.00","345,200,000.00","345,200,000.00",,,,,,,,,,,,,,,,,,,,,,,
经营活动现金流出小计,"144,661,717.17","161,513,633.86","134,856,415.54","86,740,008.08","165,537,422.87","49,059,439.50","93,758,683.92","139,422,464.06","207,802,970.77","43,060,799.89","98,631,342.44","139,426,893.30","193,745,376.97","49,178,963.18","104,252,387.91","159,033,969.81","216,108,655.43","63,823,714.58","125,944,243.24","186,585,127.52","247,547,714.47","64,216,079.80","129,697,462.70","191,205,258.72","252,782,328.16","62,183,914.98","125,095,993.83","193,903,501.00","262,988,847.31","75,622,324.04","148,476,935.25","229,540,210.53"
偿还债务支付的现金,"45,600,000.00","145,100,000.00","90,000,000.00","72,000,000.00","160,000,000.00","39,000,000.00","87,000,000.00","87,000,000.00","87,000,000.00",,,,,,,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"25,620,477.92","12,378,754.49","18,459,281.28","25,881,264.72","41,856,268.21","5,086,093.04","12,765,365.86","26,457,827.71","36,148,295.71","21,609,625.17","17,080,366.21","40,014,381.28","55,720,957.40","22,061,523.47","33,623,581.16","51,052,431.24","59,963,148.36","11,521,554.15","23,726,047.31","45,640,776.05","62,027,872.89","16,268,630.88","24,276,256.01","47,359,162.85","64,121,506.03","21,388,065.17","34,268,055.25","52,816,808.03","69,670,965.39","16,353,686.85","43,551,053.63","64,764,272.58"
分配股利、利润或偿还利息支付的现金,"17,480,642.16","4,025,192.04","2,320,753.53","7,928,772.50","9,565,408.58","829,339.44","774,019.97","774,224.36","774,530.16",,"7,869,216.01","8,700,000.00","8,700,000.00",,"8,700,000.00","8,700,000.00","8,700,000.00","39,150,000.00","39,150,000.00","39,150,000.00","39,150,000.00",,"34,800,000.00","34,800,000.00","34,800,000.00",,"34,800,000.00","34,800,000.00","34,800,000.00",,"69,600,000.00","69,600,000.00"
收回投资收到的现金,,,,,,,,,,,,,,,,,"189,000,459.97","20,000,000.00","338,000,000.00","329,050,000.00","328,000,000.00","165,000,000.00","298,000,000.00","318,000,000.00","318,000,000.00","40,000,000.00","160,000,000.00","250,000,000.00","355,000,000.00","80,000,000.00","160,000,000.00","200,000,000.00"
支付其他与筹资活动有关的现金,,,,,,,"4,226,273.90","4,542,487.70","4,957,269.00",,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,"1,294,131.93","5,147,355.64","7,664,748.87","9,267,214.62","14,464,435.28","6,857,049.13","12,414,829.37","14,214,969.93","14,934,972.33","3,424,657.54","10,446,712.33","15,885,616.44","20,126,087.11","3,014,278.62","6,332,967.66","6,439,972.06"
筹资活动现金流出小计,"63,080,642.16","149,125,192.04","92,320,753.53","79,928,772.50","169,565,408.58","39,829,339.44","92,000,293.87","92,316,712.06","92,731,799.16",,"7,869,216.01","8,700,000.00","8,700,000.00",,"8,700,000.00","8,700,000.00","8,700,000.00","39,150,000.00","39,150,000.00","39,150,000.00","39,150,000.00",,"34,800,000.00","34,800,000.00","34,800,000.00",,"34,800,000.00","34,800,000.00","34,800,000.00",,"69,600,000.00","69,600,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,957,752.78","65,100.00",,,"3,000.00",,"61,800.00","106,512.02","61,800.00",,,,"210,769.23",,,,,,"110,000.00","110,000.00","157,215.00",,"45,400.00","45,400.00","65,184.50","16,000.00","88,708.85","94,708.85","94,708.85",,"256,410.25","281,410.25"
筹资活动产生的现金流量净额,"14,119,357.84","-8,625,192.04","8,679,246.47","22,071,227.50","19,434,591.42","305,370,660.56","253,199,706.13","252,883,287.94","252,468,200.84",,"-7,869,216.01","-8,700,000.00","-8,700,000.00",,"-8,700,000.00","-8,700,000.00","-8,700,000.00","-39,150,000.00","-39,150,000.00","-39,150,000.00","-39,150,000.00",,"-34,800,000.00","-34,800,000.00","-34,800,000.00",,"-34,800,000.00","-34,800,000.00","-34,800,000.00",,"-69,600,000.00","-69,600,000.00"
处置子公司及其他营业单位收到的现金净额,,"1,159.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-34,794.78","-269,887.07","-64,246.05","-62,839.36","-356,206.17","-66,278.36","-119,638.42","-167,565.86","-192,996.03","-70,068.15","285,997.59","366,173.60","-170,748.69","-282,412.01","-568,844.75","-818,284.05","-92,755.81","-121,348.37","309,770.14","303,856.50","329,835.79","730,187.88","711,317.65","1,360,468.51","1,627,452.43","-475,242.08","451,692.55","1,032,989.42","2,358,892.83","-119,551.56","-1,198,524.52","-2,358,143.35"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,957,752.78","66,259.49",,,"3,000.00",,"61,800.00","106,512.02","61,800.00",,,,"210,769.23",,,,"190,294,591.90","25,147,355.64","345,774,748.87","338,427,214.62","342,621,650.28","171,857,049.13","310,460,229.37","332,260,369.93","333,000,156.83","43,440,657.54","170,535,421.18","265,980,325.29","375,220,795.96","83,014,278.62","166,589,377.91","206,721,382.31"
五、现金及现金等价物净增加额,"21,948,591.58","-16,403,362.35","-2,776,313.93","27,681,215.32","35,021,625.47","305,297,691.40","249,501,003.16","255,071,651.49","261,301,514.10","15,174,692.81","-481,599.19","13,192,749.24","25,458,552.00","14,979,728.00","-126,181,342.75","-110,380,843.84","-214,674,594.97","-7,452,436.40","-12,146,092.90","5,077,104.15","40,464,484.71","-77,611,018.31","-82,815,830.93","-45,518,040.88","-90,173,272.96","18,587,431.61","17,324,782.05","7,325,473.37","3,333,972.08","14,553,989.91","-19,325,916.59","1,069,766.32"
购建固定资产、无形资产和其他长期资产支付的现金,"19,350,355.54","19,953,297.22","29,850,595.63","20,208,437.54","25,916,027.99","5,092,783.84","16,406,230.41","24,208,410.32","27,183,786.42","6,364,864.21","9,978,746.98","18,487,805.64","21,602,425.94","6,799,383.46","10,536,079.16","11,914,991.03","17,139,119.45","4,849,997.82","5,806,659.22","11,094,743.02","22,364,874.25","6,666,886.20","13,663,633.96","21,898,042.17","29,322,388.25","5,766,049.02","13,130,386.93","16,929,149.37","18,341,182.10","4,694,424.00","8,667,823.61","18,457,745.22"
期初现金及现金等价物余额,"4,213,440.90","26,162,032.48","9,758,670.13","6,982,356.20","6,982,356.20","42,003,981.67","42,003,981.67","42,003,981.67","42,003,981.67","303,305,495.77","303,305,495.77","303,305,495.77","303,305,495.77","328,764,047.77","328,764,047.77","328,764,047.77","328,764,047.77","115,139,452.80","114,089,452.80","114,089,452.80","114,089,452.80","154,553,937.51","154,553,937.51","154,553,937.51","154,553,937.51","64,380,664.55","64,380,664.55","64,380,664.55","64,380,664.55","67,714,636.63","67,714,636.63","67,714,636.63"
投资支付的现金,,,,,,,,,,,,,,,,,"439,000,459.97",,"337,000,000.00","329,050,000.00","303,000,000.00","259,800,000.00","369,800,000.00","369,800,000.00","424,800,000.00","40,000,000.00","140,000,000.00","260,775,500.00","390,775,500.00","80,000,000.00","150,000,000.00","180,000,000.00"
期末现金及现金等价物余额,"26,162,032.48","9,758,670.13","6,982,356.20","34,663,571.52","42,003,981.67","347,301,673.07","291,504,984.83","297,075,633.16","303,305,495.77","318,480,188.58","302,823,896.58","316,498,245.01","328,764,047.77","343,743,775.77","202,582,705.02","218,383,203.93","114,089,452.80","107,687,016.40","101,943,359.90","119,166,556.95","154,553,937.51","76,942,919.20","71,738,106.58","109,035,896.63","64,380,664.55","82,968,096.16","81,705,446.60","71,706,137.92","67,714,636.63","82,268,626.54","48,388,720.04","68,784,402.95"
