科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
财务费用,"-12,828,789.69","-15,664,475.23","-12,635,621.66","-5,327,150.74","-6,760,288.10","-13,963,933.49","-11,400,423.53","-25,461,894.45","-37,242,671.09","-50,763,492.11","-13,566,597.47","-26,847,083.01","-36,184,058.54","-47,682,403.58","-8,856,341.79","-17,427,275.59","-24,815,735.73","-33,341,528.21","-7,069,079.29","-14,441,175.01","-21,459,118.66","-26,564,597.79","-4,696,669.68","-7,442,660.65","-9,971,844.58","-13,233,704.90","-3,072,126.19","-6,424,101.88","-9,615,914.59","-13,087,250.43","-3,311,200.34","-7,706,449.63"
三、利润总额,"199,498,642.38","325,432,205.92","675,971,800.96","349,441,371.42","484,945,696.10","499,314,809.43","91,636,677.52","237,612,363.09","290,667,927.37","344,725,014.37","78,509,459.35","201,091,011.14","261,664,742.63","366,015,933.98","98,746,832.08","205,724,647.35","268,839,473.57","304,915,140.62","46,195,846.48","73,427,980.10","121,732,113.39","168,589,269.89","30,933,253.98","57,502,042.40","76,786,518.47","112,315,126.56","40,360,795.63","68,886,164.08","88,620,921.40","150,779,516.58","44,011,774.11","93,967,470.51"
资产减值损失,"2,207,122.43","4,075,861.22","3,893,461.77","6,465,615.99","5,439,756.99","5,201,836.25",,"-4,040,006.86","-4,040,006.86","9,025,716.33","-880,549.34","2,256,393.20","2,256,393.20","8,121,434.38","431,322.96","4,962,110.91","4,962,110.91","11,833,796.70","572,556.65","7,443,148.47","6,543,148.47","26,007,873.32","798,756.11","7,914,729.42","8,871,122.13","13,645,155.32","5,025,896.10","11,252,456.74","11,142,904.72","5,508,065.75","1,177,062.81","676,507.85"
减:所得税,"29,277,527.27","50,356,625.47","99,422,223.04","54,002,064.47","73,999,159.00","74,729,227.51","12,483,711.41","36,711,368.92","43,575,623.58","51,735,900.22","9,898,857.41","29,281,779.23","39,489,352.64","54,853,994.83","14,239,445.76","28,652,637.25","39,762,757.42","44,134,732.84","7,415,242.59","11,093,909.46","18,429,435.98","23,747,023.39","6,051,581.33","10,331,471.77","12,119,060.96","16,385,315.31","5,849,887.29","10,177,485.01","13,465,010.74","22,041,687.09","6,856,327.65","14,641,803.62"
加:公允价值变动净收益,"-12,052,440.00","3,910,960.00","-2,106,690.00","846,960.00","-36,640.00","-222,390.00","44,140.00","-435,600.00","-458,900.00","55,630.00","-810,100.00","-1,842,580.00","-1,793,290.00","-1,911,220.00","-457,240.00","-264,160.00","2,100.00","1,676,860.00","140,760.00","8,872,130.00","8,872,130.00","8,872,130.00",,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"2,634,453.55","121,580.21","2,526,774.55","1,698,844.52","2,070,298.26","2,158,708.74",,"164,650.00","184,075.16","202,070.16",,,"190,135.08","209,144.88",,"2,132,714.32","4,824,260.14","7,496,040.97","2,613,698.63","-4,735,695.85","-4,735,695.85","-4,735,695.85","701,589.04","3,547,844.75","6,622,330.13","9,574,468.72","2,508,412.92","5,759,563.73","9,177,552.60","12,843,486.37","865,356.24","5,999,845.86"
四、净利润,"170,221,115.11","275,075,580.45","576,549,577.92","295,439,306.95","410,946,537.10","424,585,581.92","79,152,966.11","200,900,994.17","247,092,303.79","292,989,114.15","68,610,601.94","171,809,231.91","222,175,389.99","311,161,939.15","84,507,386.32","177,072,010.10","229,076,716.15","260,780,407.78","38,780,603.89","62,334,070.64","103,302,677.41","144,842,246.50","24,881,672.65","47,170,570.63","64,667,457.51","95,929,811.25","34,510,908.34","58,708,679.07","75,155,910.66","128,737,829.49","37,155,446.46","79,325,666.89"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"170,221,115.11","275,075,580.45","576,549,577.92","295,439,306.95","410,946,537.10","424,585,581.92","79,152,966.11","200,900,994.17","247,092,303.79","292,989,114.15","68,610,601.94","171,809,231.91","222,175,389.99","311,161,939.15","84,507,386.32","177,072,010.10","229,076,716.15","260,780,407.78","38,780,603.89","62,334,070.64","103,302,677.41","144,842,246.50","24,881,672.65","47,170,570.63","64,667,457.51","95,929,811.25","34,510,908.34","58,708,679.07","75,155,910.66","128,737,829.49","37,155,446.46","79,325,666.89"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
