科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"17,521,356.89","23,082,307.85","42,167,912.51","25,125,391.68","36,144,461.65","46,617,128.17","14,184,725.88","24,109,452.56","36,357,229.61","47,789,472.44","17,865,072.37","29,972,882.50","45,722,670.91","57,317,087.55","20,249,475.88","36,692,509.88","54,916,412.07","52,549,776.88","17,703,668.72","31,495,765.97","44,386,837.58","56,956,085.47","21,598,858.81","640,693,232.44","933,608,060.02","1,236,727,279.38","627,137,377.25","934,993,209.30","1,312,227,305.93","1,703,170,763.27"
取得借款收到的现金,"70,700,000.00","77,700,000.00","116,000,000.00","92,000,000.00","160,000,000.00","189,000,000.00","5,000,000.00","93,800,000.00","118,600,000.00","232,400,000.00","45,000,000.00","129,076,970.00","173,670,340.00","244,370,340.00","68,700,000.00","175,800,000.00","292,700,000.00","408,245,500.00","176,521,400.00","843,468,920.00","860,362,060.00","1,372,074,120.00","739,213,000.00","1,397,194,000.00","2,054,273,500.00","2,828,627,500.00","68,993,000.00","369,360,000.00","545,565,300.00","622,852,371.53"
支付的各项税费,"21,204,307.81","35,424,043.07","29,624,822.02","17,000,855.84","24,566,643.27","27,627,063.81","4,885,158.36","13,681,567.07","21,327,322.65","26,779,638.52","818,207.56","4,224,017.17","11,926,469.78","16,339,265.41","3,570,030.99","7,844,551.95","13,263,305.76","115,994,327.16","40,444,348.45","65,748,973.53","79,602,788.10","106,476,532.20","71,430,730.40","297,723,175.29","396,913,296.24","515,496,832.08","168,462,238.03","342,205,248.62","428,055,970.85","528,948,995.63"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,"77,600,000.00","20,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,"250,000,000.00","368,595,400.00","1,567,425,868.39","500,000,000.00","500,000,000.00","502,663,074.71","512,333,380.99"
支付其他与经营活动有关的现金,"26,648,989.60","45,756,325.07","38,789,261.70","16,985,901.61","28,605,428.02","36,164,651.63","9,190,279.99","26,912,903.50","40,497,411.91","31,460,071.43","16,884,780.88","38,348,277.72","42,637,044.37","57,351,562.13","11,501,731.60","24,292,195.59","34,631,364.07","147,059,356.88","47,575,962.58","103,680,083.62","119,431,482.27","143,351,086.17","46,665,591.16","128,335,335.58","226,645,415.83","460,727,742.68","179,689,540.85","377,330,776.83","536,490,162.04","675,590,221.76"
筹资活动现金流入小计,"70,700,000.00","140,370,000.00","116,000,000.00","92,000,000.00","160,000,000.00","441,500,000.00","5,000,000.00","93,800,000.00","118,600,000.00","232,400,000.00","45,000,000.00","129,076,970.00","173,670,340.00","244,370,340.00","68,700,000.00","175,800,000.00","292,700,000.00","485,845,500.00","196,521,400.00","853,468,920.00","870,362,060.00","1,438,074,120.00","1,731,213,000.00","7,660,862,530.82","8,436,537,430.82","10,409,722,899.21","570,839,767.51","871,423,117.77","1,060,487,864.45","1,138,189,542.78"
经营活动现金流出小计,"101,557,784.67","136,438,705.67","164,311,797.64","88,182,247.92","141,706,458.91","187,171,582.74","45,068,289.21","100,666,629.85","148,119,995.34","201,749,254.73","76,324,881.12","105,062,209.86","178,523,140.99","260,306,870.02","57,302,104.36","125,069,582.23","179,705,505.67","1,014,791,025.62","227,581,297.93","494,642,654.95","727,727,718.24","1,028,411,894.69","715,379,730.95","2,310,109,923.34","3,840,174,784.51","5,556,306,612.01","2,103,634,213.20","4,020,920,961.63","6,143,589,565.13","8,045,453,352.36"
偿还债务支付的现金,"75,000,000.00","49,400,000.00","114,000,000.00","57,000,000.00","117,000,000.00","152,000,000.00","63,000,000.00","92,000,000.00","163,800,000.00","240,700,000.00","39,900,000.00","108,925,075.00","157,715,130.80","232,570,340.00","45,700,000.00","105,400,000.00","218,400,000.00","210,035,500.00","10,000,000.00","10,000,000.00","75,100,000.00","163,739,400.00","522,025,000.00","1,110,412,040.00","1,505,551,160.00","1,808,199,900.00","108,644,050.00","792,140,400.00","941,465,400.00","1,090,148,371.53"
经营活动产生的现金流量净额,"35,539,298.84","5,985,233.74","29,964,739.46","22,073,943.63","15,473,439.01","15,789,981.11","17,569,677.78","16,614,597.25","19,216,267.51","14,587,419.47","-13,511,188.37","16,537,727.10","7,702,135.15","9,068,665.81","-14,062,398.48","-17,947,774.10","-45,542,759.99","-227,648,921.00","-50,359,968.94","-93,978,417.53","-72,631,560.75","198,336,843.73","-546,957,420.71","83,856,690.06","445,005,307.78","1,154,900,313.16","-25,133,248.32","275,251,252.11","207,897,468.23","804,382,386.88"
分配股利、利润或偿还利息支付的现金,"14,662,669.86","26,958,943.07","2,584,122.06","2,018,218.33","3,017,435.90","4,473,680.19","1,062,877.06","24,154,006.01","23,460,417.89","28,407,355.16","1,063,584.30","2,707,294.60","3,484,300.22","5,529,485.21","1,502,498.12","13,294,361.39","15,745,762.00","58,543,407.61","6,399,711.27","50,387,736.13","85,223,906.36","105,455,958.75","13,863,928.76","59,994,614.85","89,466,405.17","137,842,500.50","25,955,125.25","174,154,359.53","199,390,595.37","379,868,465.62"
收回投资收到的现金,,,,,,,,,,"20,000,000.00",,,,,,,,"40,000,000.00","30,000,000.00","31,300,000.00","31,300,000.00","231,300,000.00","160,000,000.00","130,000,000.00","1,615,556,000.00","196,740,000.00","2,951,341,196.21","3,306,074,758.50","3,930,074,758.50","4,789,969,458.92"
支付其他与筹资活动有关的现金,,,,,,"5,495,308.49","1,480,000.00","2,640,000.00","5,280,000.00","2,640,000.00","552,161.76","550,000.00","550,000.00","550,000.00",,,,"21,111,275.00","20,000,000.00","170,900,000.00","182,100,000.00","245,860,000.00",,"276,972,495.28","563,236,706.29","301,675,529.52","268,064,966.14","559,637,141.57","1,086,827,141.57","1,119,143,027.89"
取得投资收益收到的现金,"31,000.00","55,500.00","309,000.00","128,579.64","928,579.64","928,579.64",,"2,029,534.24","2,029,534.24","2,029,534.24",,"153,300.00","903,300.00","903,300.00","945,000.00","1,098,300.00","2,973,300.00","1,042,571.05","15,616.44","15,616.44","883,016.44","1,061,536.99","239,835.62","1,189,278.08","3,231,695.97","10,295,568.43","14,631,656.69","20,197,555.38","89,607,817.83","103,072,156.42"
筹资活动现金流出小计,"89,662,669.86","76,358,943.07","116,584,122.06","59,018,218.33","120,017,435.90","161,968,988.68","65,542,877.06","118,794,006.01","192,540,417.89","271,747,355.16","41,515,746.06","112,182,369.60","161,749,431.02","238,649,825.21","47,202,498.12","118,694,361.39","234,145,762.00","289,690,182.61","36,399,711.27","231,287,736.13","342,423,906.36","515,055,358.75","535,888,928.76","1,447,379,150.13","2,158,254,271.46","2,247,717,930.02","402,664,141.39","1,525,931,901.10","2,227,683,136.94","2,589,159,865.04"
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,181,500.00","169,660.08","3,923.08",,"16,673.08","57,000.00","76,500.00","120,000.00","127,062.55","121,000.00",,147.12,147.12,"100,000.00",,,"188,557.69","500,000.00",,,,,,,,"12,700,886.90","272,337.23","6,012,593.87","6,120,337.85","5,832,422.79"
筹资活动产生的现金流量净额,"-18,962,669.86","64,011,056.93","-584,122.06","32,981,781.67","39,982,564.10","279,531,011.32","-60,542,877.06","-24,994,006.01","-73,940,417.89","-39,347,355.16","3,484,253.94","16,894,600.40","11,920,908.98","5,720,514.79","21,497,501.88","57,105,638.61","58,554,238.00","196,155,317.39","160,121,688.73","622,181,183.87","527,938,153.64","923,018,761.25","1,195,324,071.24","6,213,483,380.69","6,278,283,159.36","8,162,004,969.19","168,175,626.12","-654,508,783.33","-1,167,195,272.49","-1,450,970,322.26"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,"5,300,000.00",,"475,987.98","475,987.98","1,246,332.16",,,,,,,,
四、汇率变动对现金的影响,,,"-104,091.00","307,237.75","340,856.38","12,493.63","-11,523.22","15,792.27","22,402.08","-110,790.02","-83,713.50","-78,792.98","-233,076.07","-421,064.37","73,002.65","198,329.91","179,488.42",,,,,,,"20,709,612.62","33,517,410.46","20,285,976.78","513,648.88","-11,365,003.54","-27,084,842.52","-36,795,807.30"
收到其他与投资活动有关的现金,,,"900,000.00",,,"3,218,000.00","6,100,000.00","23,000,000.00","23,000,000.00","6,746,361.27",,"9,900,000.00","12,500,000.00","18,621,900.00",,"170,000.00","170,000.00",,,,"8,000,000.00","21,652,912.63",,"10,994,363.70","10,994,363.70","9,890,000.00",,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,212,500.00","225,160.08","1,212,923.08","128,579.64","945,252.72","4,203,579.64","6,176,500.00","25,149,534.24","25,156,596.79","28,896,895.51",,"10,053,447.12","13,403,447.12","19,625,200.00","945,000.00","1,268,300.00","3,331,857.69","46,842,571.05","30,015,616.44","31,791,604.42","40,659,004.42","255,260,781.78","160,239,835.62","142,183,641.78","1,629,782,059.67","229,626,455.33","2,966,245,190.13","3,332,284,907.75","4,025,802,914.18","4,898,874,038.13"
五、现金及现金等价物净增加额,"7,978,108.74","58,563,589.61","-24,740,625.52","-8,036,460.20","-18,283,393.81","198,804,255.21","-53,086,551.88","-50,960,013.32","-130,168,733.59","-155,543,678.22","-31,074,460.56","-26,811,742.93","-52,960,870.96","-70,678,780.69","-4,357,711.11","21,062,751.29","-12,090,440.38","-62,074,958.02","67,320,590.03","178,025,814.86","-42,509,958.04","611,055,088.93","736,342,785.15","355,375,972.82","-72,978,624.31","726,592,433.38","2,553,404,702.84","246,077,011.80","119,828,511.57","1,031,555,735.98"
购建固定资产、无形资产和其他长期资产支付的现金,"6,811,020.24","9,032,861.14","49,675,675.00","60,310,002.89","71,807,506.02","96,868,449.22","16,278,329.38","44,745,931.07","71,623,582.08","123,109,848.02","20,963,812.63","56,673,724.57","72,209,286.14","90,957,096.92","12,810,817.16","19,561,743.13","28,613,264.50","31,123,925.46","276,746.20","615,755.90","1,136,905.35","2,218,497.83","63,701.00","97,740,661.33","127,145,449.29","168,437,533.29","46,124,378.02","123,090,315.54","138,773,785.35","193,845,775.30"
期初现金及现金等价物余额,"6,026,365.95","14,004,474.69","72,568,064.30","47,827,438.78","47,827,438.78","47,827,438.78","246,631,693.99","246,631,693.99","246,631,693.99","246,631,693.99","91,088,015.77","91,088,015.77","91,088,015.77","91,088,015.77","20,409,235.08","20,409,235.08","20,409,235.08","293,155,379.78","231,080,421.76","231,080,421.76","231,080,421.76","231,080,421.76","842,135,510.69","1,173,314,689.45","1,173,314,689.45","1,173,314,689.45","1,899,907,122.83","1,899,907,122.83","1,899,907,122.83","1,899,907,122.83"
投资支付的现金,"5,000,000.00","2,625,000.00","5,554,400.00",,,,,,"6,000,000.00","26,000,000.00",,"13,545,000.00","13,545,000.00","13,545,000.00",,,,"38,300,000.00","72,180,000.00","381,352,800.00","537,338,650.00","763,342,800.00","72,200,000.00","6,007,116,691.00","8,317,766,691.00","7,256,624,272.90","460,496,500.00","1,849,325,306.00","2,057,328,056.00","2,267,188,677.54"
期末现金及现金等价物余额,"14,004,474.69","72,568,064.30","47,827,438.78","39,790,978.58","29,544,044.97","246,631,693.99","193,545,142.11","195,671,680.67","116,462,960.40","91,088,015.77","60,013,555.21","64,276,272.84","38,127,144.81","20,409,235.08","16,051,523.97","41,471,986.37","8,318,794.70","231,080,421.76","298,401,011.79","409,106,236.62","188,570,463.72","842,135,510.69","1,578,478,295.84","1,528,690,662.27","1,100,336,065.14","1,899,907,122.83","4,453,311,825.67","2,145,984,134.63","2,019,735,634.40","2,931,462,858.81"
