科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
实收资本(或股本),"110,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00","141,350,000.00","141,350,000.00","141,350,000.00","310,970,000.00","310,970,000.00","310,970,000.00","310,970,000.00","310,970,000.00","310,970,000.00","310,970,000.00","310,970,000.00","310,970,000.00","310,970,000.00","372,709,129.00","372,709,129.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"41,652,235.42","41,652,235.42","42,252,235.42","42,252,235.42","233,387,629.57","233,387,629.57","233,387,629.57","120,307,629.57","120,307,629.57","120,307,629.57","120,307,629.57","120,507,629.57","120,507,629.57","122,207,629.57","122,207,629.57","122,207,629.57","122,207,629.57","751,641,371.69","751,641,371.69"
无形资产,"22,404,136.82","47,547,829.95","46,947,418.89","46,569,321.21","46,359,141.00","46,074,519.99","45,909,831.40","48,805,249.35","48,425,033.70","45,102,478.68","47,936,447.06","44,325,064.18","123,131,089.45","122,543,578.69","122,365,373.67","121,456,827.41","121,361,806.44","119,822,282.87","118,671,911.44"
盈余公积,"30,538,156.96","38,211,859.24","43,983,824.70","43,983,824.70","43,983,824.70","50,360,008.76","50,360,008.76","50,360,008.76","50,360,008.76","54,934,086.88","54,934,086.88","54,934,086.88","54,934,086.88","59,783,134.86","59,783,134.86","59,783,134.86","59,783,134.86","64,848,630.96","64,848,630.96"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,"976,805.04","976,805.04","976,805.04","976,805.04","976,805.04","976,805.04","976,805.04","976,805.04","976,805.04","976,805.04","976,805.04","976,805.04","976,805.04","976,805.04","976,805.04","976,805.04","976,805.04","976,805.04","976,805.04"
未分配利润,"239,044,071.53","309,431,034.11","326,224,818.07","313,809,172.98","326,221,418.47","346,364,359.11","353,697,166.17","298,496,806.22","306,737,020.27","321,499,314.30","328,195,982.48","335,153,936.18","340,605,958.17","360,729,372.03","368,513,336.08","374,834,019.21","383,575,546.29","391,863,785.92","412,140,557.52"
长期待摊费用,,,,,,,,,,,,,"546,457.02",,,"1,553,172.74",,"12,937,285.98","12,990,133.00"
少数股东权益,,,,,,,,,,,,,,,,,,,
递延所得税资产,"4,609,726.89","5,531,882.35","4,488,634.25","5,316,523.62","7,359,861.14","5,148,304.47","5,148,304.47","5,829,033.49","7,086,200.24","5,154,935.85","5,562,991.83","6,380,783.48","6,824,314.84","6,073,790.08","6,760,664.45","8,045,608.34","9,807,247.21","7,167,033.40","9,424,228.95"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,"19,923,704.00","292,050.00","553,000.00","2,811,208.00","3,347,250.00","1,158,480.00",,"11,927,112.00","13,283,822.30","22,546,400.00","30,055,130.00","35,797,491.00","34,056,781.00","20,999,668.72","43,924,417.05","61,088,922.29","105,616,859.98","22,863,689.07","31,813,286.29"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"342,780,719.34","389,608,786.64","377,373,184.07","368,139,115.66","365,132,560.85","364,258,756.11","358,492,408.17","376,961,297.54","384,632,545.15","403,634,397.06","413,917,578.34","416,796,994.44","502,596,376.53","535,982,249.99","545,822,174.07","558,929,033.74","599,988,737.92","637,699,974.40","655,102,995.57"
所有者权益(或股东权益)合计,"421,234,463.91","499,295,128.77","522,460,878.19","510,045,233.10","744,942,872.74","771,461,997.44","778,794,804.50","780,134,444.55","788,374,658.60","807,711,030.75","814,407,698.93","821,565,652.63","827,017,674.62","853,690,136.46","861,474,100.51","867,794,783.64","876,536,310.72","1,581,062,917.57","1,601,339,689.17"
资产总计,"1,098,172,442.96","1,299,889,786.48","1,403,870,648.51","1,406,681,303.92","1,697,858,461.42","1,644,552,581.15","1,703,400,101.09","1,733,581,359.49","1,882,179,235.25","1,744,251,093.75","1,718,124,406.75","1,781,684,328.12","1,963,705,755.05","2,057,696,270.94","2,023,223,258.99","2,165,834,841.14","2,397,206,796.96","2,956,101,015.43","3,025,223,303.44"
负债和所有者(或股东权益)合计,"1,098,172,442.96","1,299,889,786.48","1,403,870,648.51","1,406,681,303.92","1,697,858,461.42","1,644,552,581.15","1,703,400,101.09","1,733,581,359.49","1,882,179,235.25","1,744,251,093.75","1,718,124,406.75","1,781,684,328.12","1,963,705,755.05","2,057,696,270.94","2,023,223,258.99","2,165,834,841.14","2,397,206,796.96","2,956,101,015.43","3,025,223,303.44"
