科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"17,262,665.46","6,435,137.31","9,912,309.14","19,630,972.85","7,773,835.77","7,599,204.11","19,364,080.44","34,132,507.76","25,613,165.99","32,733,093.10","37,967,754.70","51,931,131.45","33,088,272.68","35,985,763.50","28,524,847.39","56,557,713.64","43,685,627.23","76,115,721.02","42,322,281.63","41,802,700.20","43,576,686.78","48,083,742.60","27,343,367.45","43,426,433.46","37,634,587.32","63,292,128.92","57,685,157.07","77,475,808.41","78,243,390.94","90,017,119.83","87,855,674.18","124,811,156.41","332,759,527.46","175,059,110.78","58,562,731.39","185,673,535.46","200,949,869.47","217,475,424.53","64,678,487.15","155,121,037.04"
应付职工薪酬,"941,998.19","3,587,723.04","3,941,107.39","857,048.71","1,915,176.09","2,227,682.69","3,946,978.30","1,062,696.07","-952,316.83","-1,123,303.56","10,250,578.86","5,746,785.49","7,865,813.87","1,532,030.19","14,764,169.27","9,473,092.76","11,666,724.01","13,144,985.60","17,176,555.70","13,654,049.77","15,308,669.55","17,128,179.29","17,810,166.11","14,959,782.43","17,648,976.39","23,834,442.86","36,965,925.59","26,773,714.27","20,232,439.66","23,218,998.27","46,455,917.65","15,045,313.51","22,585,613.13","28,753,957.17","51,279,305.80","29,029,363.90","26,794,106.71","26,453,220.47","39,331,829.30","32,651,982.16"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"7,520,901.11","38,460,005.45","-7,456,839.26","-15,107,374.24","-12,715,114.20","-6,916,781.05","3,748,715.42","-11,209,090.19","-11,202,670.36","-2,579,256.00","12,040,135.35","-13,346,838.14","-19,931,791.11","-12,221,395.97","27,618,704.45","20,738,599.06","10,540,887.47","9,393,943.80","38,185,751.87","26,901,588.25","19,793,229.37","23,906,979.84","40,022,221.66","43,997,680.96","24,917,530.93","24,788,811.51","88,720,561.49","49,841,976.60","33,711,046.02","52,712,623.34","100,772,938.70","30,646,464.53","48,070,168.68","85,234,746.11","76,886,029.69","44,020,201.34","36,162,145.22","90,920,831.93","83,892,858.29","65,759,075.71"
应收利息,,,,,"4,008,590.96","10,693,833.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"834,151.45","614,693.52","655,791.31","655,034.25","79,733.33","64,133.33","187,515.60","182,271.50","147,275.00","108,691.67","4,080,836.39","894,898.98","1,177,049.87","1,050,361.25","945,758.34","823,151.12","1,004,484.06","1,481,299.81","1,141,524.12","1,108,416.58","754,040.58","1,105,555.26","1,880,342.79","2,050,178.48","2,344,404.08","13,929,842.82","3,975,832.10","3,010,181.78","3,753,785.12","3,186,100.76","10,690,103.21","15,502,248.80","4,286,636.22","10,511,923.17","22,135,729.00","37,887,153.87","51,457,358.59",,"24,374,724.06","36,237,734.01"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,"9,800,000.00",,,,,,,,,,,,,,,,,
存货,"119,896,080.16","88,991,581.50","191,693,447.61","219,875,596.67","198,210,390.11","214,471,239.94","236,115,934.09","271,288,004.59","224,318,545.94","235,560,059.09","375,005,795.13","419,734,615.13","443,552,473.98","501,567,564.58","512,711,614.28","533,146,854.09","567,524,828.31","625,325,781.83","685,250,924.17","654,197,321.19","805,929,609.40","779,467,490.03","827,985,613.65","691,762,001.97","775,883,788.97","1,208,582,901.90","1,199,430,147.62","1,541,285,404.65","1,770,419,337.26","2,036,926,508.70","2,101,573,054.57","2,094,725,060.44","2,260,307,126.21","2,604,319,963.71","2,738,354,917.52","3,199,205,476.29","3,282,939,468.46","2,788,780,392.45","3,279,017,682.63","3,466,529,267.38"
其他应付款,"7,894,093.06","9,605,502.74","10,830,320.89","18,397,283.99","25,273,428.92","18,891,894.36","7,308,464.15","5,176,760.52","5,411,595.94","5,544,884.00","134,177,489.22","101,204,351.25","41,110,536.07","32,281,740.81","13,793,749.67","31,119,669.88","30,425,338.63","58,756,030.11","38,124,234.02","20,462,952.27","15,111,662.62","22,541,954.10","10,776,745.18","16,648,077.56","53,722,766.76","250,895,027.68","276,404,001.40","235,396,387.50","181,049,040.61","109,928,124.25","30,421,486.23","20,078,435.73","52,345,404.88","51,109,385.11","69,081,130.97","53,503,974.46","71,423,992.92","99,288,845.38","138,758,487.73","148,029,740.17"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"50,000,000.00","50,000,000.00",,,,,,,,,,,,,,,,,,,"240,000,000.00","40,000,000.00","40,000,000.00","20,000,000.00","147,700,000.00","147,700,000.00","47,700,000.00","27,700,000.00","100,000,000.00",,,"15,000,000.00",,,"200,000,000.00","300,000,000.00","600,000,000.00","825,000,000.00"
其他流动资产,"45,862.31",,,,,,,,,"7,197,843.95","3,686,783.90","4,130,196.90","1,992,229.33","5,626,995.24","40,513,981.75","32,054,984.92","25,807,083.27","17,280,678.55","44,984,260.47","22,884,706.98","39,578,091.79","25,903,627.38","44,023,734.80","30,535,419.20","39,061,205.46","52,580,386.65","182,151,779.43","148,705,147.63","147,271,023.21","119,066,031.28","129,553,556.56","124,662,558.98","189,259,334.98","185,382,799.19","237,874,584.29","340,672,138.81","451,395,785.77","298,338,919.40","458,898,822.23","567,401,801.57"
其他流动负债,"6,262,230.61","21,737,253.98","13,590,372.34","13,560,538.66","5,394,711.48","4,173,094.42","8,572,705.33","4,886,715.67","4,822,585.32","3,440,829.93","10,177,393.73","13,278,267.70","11,016,120.24","9,435,202.51","21,008,811.47","16,110,243.84","24,487,254.25","20,793,929.58","22,630,471.84","17,505,644.63","24,546,739.81","22,162,416.50","17,759,067.56","14,135,877.30","25,346,599.08","14,268,978.07","29,166,695.63","29,477,999.55","20,128,443.48","20,823,548.30","40,192,033.21","37,591,111.13","15,611,696.39","29,327,626.51","32,885,956.00","24,805,858.62","907,048,121.52","908,627,039.18","32,669,270.68","15,500,631.93"
流动资产合计,"670,744,773.56","796,088,548.08","873,476,839.63","896,283,066.58","2,350,973,095.56","2,365,194,840.05","2,491,432,940.99","2,376,672,004.28","2,297,007,335.95","2,331,459,509.79","2,275,150,500.07","2,149,805,864.59","2,208,186,448.29","2,386,238,373.46","2,556,780,340.10","2,579,863,961.66","2,509,356,356.65","2,540,589,048.64","2,614,769,579.00","2,521,220,476.51","2,779,942,424.02","2,799,666,684.45","3,147,649,976.63","3,086,530,966.97","3,710,218,645.63","4,065,181,510.00","4,381,314,989.15","4,511,937,518.53","7,118,139,920.23","6,329,793,050.99","6,358,981,527.37","5,953,216,725.21","5,832,437,785.44","6,982,042,859.31","6,682,083,368.59","7,790,733,999.46","7,656,365,884.65","7,568,952,088.51","6,793,292,591.81","7,191,192,375.71"
流动负债合计,"461,294,454.05","535,460,222.95","529,546,545.09","554,169,448.89","205,107,714.50","246,372,038.23","345,206,783.38","238,375,554.84","203,277,162.66","238,542,631.56","576,206,613.25","528,367,992.91","566,305,237.06","705,848,238.70","860,384,979.60","695,420,667.52","687,706,840.97","742,986,054.54","786,672,725.03","686,077,520.46","796,807,436.19","807,778,948.66","1,533,601,362.38","1,402,989,275.51","2,024,803,276.52","2,803,666,214.51","3,396,466,182.44","3,505,713,417.23","3,292,631,412.96","2,461,726,586.74","2,454,269,434.78","2,171,708,488.24","2,362,658,123.42","3,261,204,898.03","3,459,607,638.20","3,489,954,053.14","4,950,767,829.64","5,106,058,382.38","5,195,288,340.51","5,772,337,395.69"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,"10,850,000.00","10,850,000.00","20,040,350.00","20,040,350.00","20,040,350.00","20,040,350.00","20,040,350.00","20,040,350.00","50,040,650.00","10,850,000.00","10,850,000.00","10,850,000.00","10,850,000.00","10,850,000.00","10,850,000.00","10,850,000.00","10,850,000.00","10,850,000.00",
长期借款,"50,000,000.00","50,000,000.00","155,000,000.00","155,000,000.00",,,,,,,,,"62,000,000.00","112,700,000.00","112,700,000.00","312,700,000.00","312,700,000.00","312,700,000.00","352,700,000.00","352,700,000.00","552,700,000.00","542,700,000.00","292,700,000.00","392,700,000.00","392,700,000.00","392,700,000.00","100,000,000.00","100,000,000.00","115,000,000.00","115,000,000.00","15,000,000.00","215,000,000.00","215,000,000.00","300,000,000.00","300,000,000.00","652,462,284.00","643,960,420.00","628,376,308.00","626,364,844.00","442,845,396.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,442,191.78","304,162,191.78","297,960,000.00","298,080,000.00","298,200,000.00","893,653,333.33","894,422,389.92","1,792,512,201.23","895,409,559.71","895,957,861.58","597,484,276.67","597,981,635.15"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"6,276,984.87","7,503,040.79","5,000,000.00","5,000,000.00","5,000,000.00","6,340,222.88","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","10,850,000.00","10,850,000.00","10,850,000.00","10,850,000.00","10,850,000.00","10,850,000.00","10,850,000.00","10,850,000.00","10,850,000.00",,,,,,,,,,"37,681,089.13","384,599,703.17","398,771,057.30","397,385,775.81","413,448,024.66","417,278,539.60","411,719,260.03","403,354,465.01","456,459,295.40","452,412,825.01"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"73,761,205.05","77,727,955.71","231,823,531.73","237,212,324.11","244,402,449.88","251,125,975.36","301,877,303.25","302,303,194.88","312,124,500.18","317,174,033.94","499,928,932.07","507,463,833.58","531,876,378.29","639,161,826.26","713,863,201.72","718,136,411.91","717,780,847.18","721,518,635.05","925,864,906.31","939,424,435.89","969,147,596.61","1,151,313,570.58","1,219,941,033.14","1,205,735,887.60","1,204,560,658.34","1,497,894,175.07","1,523,813,593.94","1,538,773,352.37","1,603,171,155.91","1,597,819,724.87","1,628,255,966.21","1,643,237,887.10","1,663,143,157.42","1,692,500,532.11","2,175,587,546.20","2,162,134,794.79","2,186,019,719.70","2,262,660,875.34","2,356,511,192.34","2,607,073,243.44"
递延所得税负债,,,"18,647.81","18,644.40","18,647.81","18,647.81","60,650.69","60,650.69","60,650.69","60,650.69","49,172.22","49,120.72","49,359.52","49,485.16",,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"5,469,155.60","40,309,244.08","26,066,120.90","43,982,733.01","52,497,941.57","87,534,399.50","42,953,285.82","61,998,781.06","67,063,798.08","78,011,269.97","69,685,622.55","220,828,217.45","272,565,647.04","224,011,511.79","193,823,567.72","236,485,407.81","298,290,140.07","365,113,584.42","247,947,946.82","264,568,281.11","260,228,202.23","118,856,567.53","50,527,677.25","97,880,936.60","159,791,294.92","201,421,140.01","276,993,450.84","312,067,230.96","288,222,791.62","373,493,062.11","358,101,080.03","437,975,785.01","592,012,804.60","674,512,171.57","517,244,239.48","637,863,708.62","1,327,070,935.64","1,737,517,019.07","2,250,961,307.23","2,171,249,000.65"
其他非流动负债,"9,520,000.00","12,155,000.00","4,025,000.00","4,265,000.00","2,925,000.00","2,925,000.00","75,000.00","75,000.00","150,000.00","150,000.00","500,000.00","3,000,000.00","36,820,000.00","39,470,000.00","40,070,000.00","43,430,000.00","40,445,000.00","40,445,000.00","66,315,000.00","60,469,500.00","59,624,000.00","77,608,500.00",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,"1,457,949.71",,,,,"56,379,958.55","73,427,744.23","89,613,654.45","28,810,768.12","79,640,369.15","184,406,023.89","123,107,358.79",,,
非流动负债合计,"59,520,000.00","62,155,000.00","159,043,647.81","159,283,644.40","2,943,647.81","2,943,647.81","135,650.69","135,650.69","210,650.69","210,650.69","549,172.22","3,049,120.72","98,869,359.52","152,219,485.16","152,770,000.00","356,130,000.00","353,145,000.00","353,145,000.00","419,015,000.00","413,169,500.00","612,324,000.00","620,308,500.00","369,464,000.00","468,242,500.00","470,397,000.00","469,551,500.00","176,006,000.00","175,160,500.00","489,757,191.78","492,631,691.78","385,584,000.00","584,858,500.00","562,303,000.00","1,241,910,833.33","1,270,033,945.57","2,519,373,555.85","1,609,144,164.47","1,602,854,760.78","1,331,530,017.73","1,144,468,987.28"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"520,814,454.05","597,615,222.95","688,590,192.90","713,453,093.29","208,051,362.31","249,315,686.04","345,342,434.07","238,511,205.53","203,487,813.35","238,753,282.25","576,755,785.47","531,417,113.63","665,174,596.58","858,067,723.86","1,013,154,979.60","1,051,550,667.52","1,040,851,840.97","1,096,131,054.54","1,205,687,725.03","1,099,247,020.46","1,409,131,436.19","1,428,087,448.66","1,903,065,362.38","1,871,231,775.51","2,495,200,276.52","3,273,217,714.51","3,572,472,182.44","3,680,873,917.23","3,782,388,604.74","2,954,358,278.52","2,839,853,434.78","2,756,566,988.24","2,924,961,123.42","4,503,115,731.36","4,729,641,583.77","6,009,327,608.99","6,559,911,994.11","6,708,913,143.16","6,526,818,358.24","6,916,806,382.97"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"186,000,000.00","186,000,000.00","186,000,000.00","186,000,000.00","248,000,000.00","248,000,000.00","248,000,000.00","248,000,000.00","297,600,000.00","297,600,000.00","297,600,000.00","297,600,000.00","297,600,000.00","297,600,000.00","299,600,000.00","299,600,000.00","599,200,000.00","599,200,000.00","599,200,000.00","601,679,950.00","600,464,409.00","600,464,409.00","604,980,000.00","604,980,000.00","604,980,000.00","604,980,000.00","604,980,000.00","604,980,000.00","779,980,000.00","779,980,000.00","786,669,250.00","786,669,250.00","786,669,250.00","871,554,329.00","874,168,519.00","874,894,167.00","874,894,167.00","877,505,321.00","877,505,321.00","877,505,321.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"36,428,147.46","39,847,037.04","39,314,037.04","39,314,037.04","1,942,962,731.44","1,942,962,731.44","1,952,041,611.44","1,952,041,611.44","1,902,441,611.44","1,910,345,504.39","1,902,816,486.44","1,902,816,486.44","1,902,731,486.44","1,902,731,486.44","1,915,128,986.44","1,915,128,986.44","1,615,581,111.44","1,615,581,111.44","1,623,581,277.24","1,638,431,689.14","1,638,442,971.00","1,630,313,307.96","1,673,024,935.51","1,673,024,935.51","1,673,024,935.51","1,673,024,935.51","1,707,095,260.51","1,707,095,260.51","3,959,364,260.51","3,959,364,260.51","4,047,090,744.40","4,047,090,744.40","4,047,090,744.40","3,891,108,848.74","3,914,025,997.49","3,920,789,036.85","3,920,789,036.85","3,944,602,761.33","3,946,900,277.95","3,946,900,277.95"
无形资产,"25,642,462.85","44,799,021.79","45,945,527.77","45,592,051.77","45,218,185.26","44,895,173.46","45,186,203.77","44,794,582.96","44,404,404.46","44,048,893.91","157,842,510.78","157,773,628.42","156,458,425.93","155,331,049.35","157,410,119.11","156,339,686.84","175,897,229.10","174,598,116.76","204,559,623.10","201,511,186.28","198,346,948.27","195,157,844.83","191,387,228.81","190,579,145.30","188,635,523.03","206,158,564.58","235,574,572.80","231,807,708.41","228,899,865.54","225,695,988.48","222,770,428.68","219,835,598.15","223,762,640.29","233,296,677.57","282,783,102.07","282,808,392.39","281,608,633.68","280,823,891.06","286,437,426.87","308,262,432.61"
盈余公积,"9,560,855.99","18,931,122.91","31,405,118.42","31,405,118.42","31,405,118.42","31,405,118.42","37,146,855.50","37,146,855.50","37,146,855.50","37,146,855.50","38,442,349.94","38,442,349.94","38,442,349.94","38,442,349.94","44,624,017.80","44,624,017.80","44,624,017.80","44,624,017.80","52,114,172.60","52,114,172.60","52,114,172.60","52,114,172.60","82,003,004.89","82,003,004.89","82,003,004.89","82,003,004.89","91,336,382.03","91,336,382.03","91,336,382.03","91,336,382.03","103,655,026.39","103,655,026.39","103,655,026.39","103,655,026.39","103,655,026.39","103,655,026.39","103,655,026.39","103,655,026.39","123,186,338.28","123,186,338.28"
开发支出,,,,,,"3,126,222.33","8,918,844.26","14,085,047.53","17,975,096.06","22,826,825.42","24,503,797.45","28,606,058.85","30,706,307.28","33,698,691.13","33,071,867.77","36,025,050.54","36,462,589.77","36,458,528.27",,,,,,,"2,106,432.82","2,429,554.27",,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,"191,533,550.65","222,853,083.41","222,853,083.41","222,853,083.41","191,533,550.65","191,533,550.65","182,032,750.51","182,032,750.51","176,684,295.10","176,684,295.10","176,684,295.10","176,684,295.10","166,239,611.34","166,239,611.34","166,239,611.34","397,830,953.69","387,873,847.57","387,873,847.57","387,873,847.57","387,873,847.57","387,873,847.57","387,873,847.57","387,873,847.57","387,873,847.57","387,873,847.57","387,873,847.57","387,873,847.57","387,873,847.57","369,345,083.06","369,345,083.06"
未分配利润,"29,615,818.59","136,618,067.53","247,738,228.34","270,247,424.84","280,361,404.04","298,315,179.88","323,634,291.91","341,709,433.32","315,628,399.24","327,918,423.30","368,837,192.28","390,510,975.82","389,591,268.04","426,433,688.44","458,984,652.98","487,213,810.47","484,721,419.39","520,806,499.11","551,667,277.78","598,014,012.90","567,742,859.90","602,756,719.51","447,081,149.36","474,592,397.13","527,418,331.18","587,745,056.31","641,050,680.51","701,547,406.61","794,913,607.46","887,379,301.59","958,075,413.15","1,023,994,688.48","956,631,600.11","1,167,214,968.34","1,181,577,976.51","1,316,536,479.18","1,307,729,678.02","1,440,389,132.66","1,229,090,153.77","1,434,222,887.07"
长期待摊费用,"3,017,896.60","4,158,666.92","3,633,839.21","3,998,446.76","4,808,657.96","4,514,086.84","4,933,377.62","6,671,666.61","6,761,142.50","6,310,142.51","8,919,621.49","8,898,871.83","8,473,661.41","8,004,755.11","6,767,849.64","10,044,182.45","8,768,189.18","8,335,543.65","6,434,309.16","6,882,809.68","5,649,127.97","4,804,775.69","3,720,051.10","6,240,708.62","7,157,951.09","9,832,025.26","12,915,718.99","14,819,847.19","14,749,402.22","16,635,394.71","25,092,089.03","29,471,441.74","28,475,607.79","28,295,664.82","27,730,828.87","33,639,731.15","36,064,198.90","34,632,591.03","32,696,308.20","34,776,312.14"
少数股东权益,"5,716,959.25",,,,,,"402,529.97","402,529.97","402,529.97","402,529.97","59,220,719.43","150,884,549.96","159,788,992.28","168,144,913.03","176,710,133.29","184,992,061.92","198,790,475.29","207,496,833.34","201,658,274.34","175,576,432.22","178,662,287.54","183,674,507.77","159,718,466.50","155,256,661.93","163,701,355.48","273,339,722.06","316,573,907.90","325,332,019.97","340,286,094.46","399,689,273.20","453,908,149.69","513,625,760.32","527,938,132.00","104,786,194.95","93,412,221.41","91,159,152.35","62,273,100.92","39,434,739.14","-21,753,657.18","-16,562,858.72"
递延所得税资产,"3,383,754.81","7,804,056.42","6,464,727.60","7,463,107.40","6,893,683.20","6,290,979.66","5,059,841.40","5,117,494.71","4,992,980.92","5,444,369.10","8,960,116.34","8,448,139.18","9,361,101.48","9,581,289.15","10,815,731.89","10,293,555.98","10,533,908.84","10,577,610.27","13,433,645.80","10,284,829.25","12,227,761.92","14,412,046.26","15,357,580.65","14,809,022.12","15,456,876.56","16,099,993.49","32,618,023.09","31,589,408.68","33,068,702.62","32,126,238.51","34,785,757.63","33,990,848.82","27,177,851.20","28,529,135.87","30,422,518.92","30,422,518.92","30,422,518.92","30,422,518.92","74,747,258.25","74,614,502.25"
外币报表折算价差,"159,998.00","-620,916.64","-627,989.86","-887,943.96","-986,602.78","-976,815.70","-1,205,925.78","-1,168,863.73","-1,377,951.35","-1,891,550.77","-2,147,882.16","-1,993,778.48","-1,997,640.15","-1,689,582.05","-1,966,099.01","-2,217,293.81","-2,476,411.09","-2,445,256.16","-2,043,979.20","-2,316,521.00","-2,161,337.61","-2,474,001.60",,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,"31,320,442.50","31,320,442.50","31,320,442.50","31,320,442.50","31,320,442.50","31,320,442.50","31,320,442.50","31,320,442.50","62,191,207.50","69,907,402.13","69,330,442.50","73,400,442.50","61,040,581.17","60,471,309.07","52,631,455.07","57,181,785.23","68,588,622.98","57,093,341.81","91,906,600.14","176,470,146.44","286,821,886.85","374,721,325.83","373,986,412.05","400,165,528.36","49,683,194.81","53,583,417.32"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
