科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"32,890,220.92","57,601,678.30","103,443,723.75","38,445,097.77","62,932,486.50","86,638,586.28","109,029,506.95","37,593,460.93","66,773,832.07","89,076,302.98","123,748,131.10","37,332,731.51","64,378,620.61","93,694,290.51","116,159,016.85","45,965,445.06","77,735,364.17","116,018,828.37","183,412,532.58","59,790,448.37","100,398,953.48","140,225,558.96","210,985,155.04","68,208,798.76","115,683,010.11","158,304,961.18","231,656,624.90","67,387,293.99","110,853,142.25","155,052,882.93","322,243,406.49","94,355,793.85","152,280,196.83","221,291,385.41","402,735,900.55","117,106,567.07","199,292,561.94","277,533,529.63","393,141,515.03","135,755,906.96","225,149,076.91","327,718,802.22","425,731,671.77","135,607,292.03","234,368,025.16"
取得借款收到的现金,,"50,000,000.00","100,000,000.00",,,,,,,,,,,,,,,"100,000,000.00","145,000,000.00",,"2,000,000.00","2,000,000.00","2,000,000.00",,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"16,558,718.13","43,926,758.81","58,710,602.02","4,769,220.93","15,281,970.93","22,323,165.46","25,297,014.69","10,563,407.03","26,285,922.19","39,982,970.87","46,145,509.02","14,976,664.73","31,834,546.35","47,353,085.62","57,276,543.01","13,386,499.09","25,790,750.07","40,540,879.23","37,521,364.08","13,007,410.12","29,734,518.52","42,814,306.26","40,848,167.39","13,271,527.02","26,853,484.32","35,944,745.78","42,815,286.57","10,817,125.18","27,797,478.08","41,903,835.95","59,279,086.71","14,260,028.26","26,354,974.61","41,878,830.71","52,592,384.93","14,013,469.24","30,132,827.20","38,681,075.14","34,608,160.57","12,425,953.30","23,034,321.13","29,257,115.10","22,235,788.91","10,991,512.39","15,430,841.12"
收到其他与筹资活动有关的现金,,,"14,030,000.00",,,"8,000,000.00",,"6,320,000.00","11,320,000.00","16,320,000.00","28,570,000.00",,"2,320,000.00","2,320,000.00","12,000,000.00","4,400.00","4,400.00","4,400.00",,"3,000,000.00","13,800,000.00","18,106,400.00",,,,,,,"2,750,000.00","7,200,000.00",,,,,"18,408,378.05",,,"430,675.34","8,795,307.48",,,,"1,654,118.99",,
支付其他与经营活动有关的现金,"28,377,080.70","41,689,958.03","63,843,851.68","20,183,890.38","31,866,776.80","49,362,158.88","62,554,593.94","15,000,054.34","32,947,117.72","58,718,217.96","73,134,384.08","18,284,799.59","39,237,599.26","60,328,608.39","64,326,739.01","76,168,588.45","98,365,153.95","122,685,244.97","73,029,430.66","33,147,473.31","63,309,241.58","95,978,014.88","90,222,642.36","29,511,985.72","59,736,898.21","89,353,542.40","100,823,134.32","32,058,373.79","66,803,861.44","96,884,656.85","124,181,992.70","32,328,148.95","69,369,492.05","95,757,963.96","161,397,576.42","46,955,219.86","93,516,430.05","146,499,454.39","184,175,832.84","47,272,360.91","106,146,107.75","160,933,867.06","177,759,472.51","81,909,205.17","66,402,624.20"
筹资活动现金流入小计,,"50,000,000.00","114,030,000.00",,"451,759,560.00","459,759,560.00","451,759,560.00","6,320,000.00","11,320,000.00","20,320,000.00","32,570,000.00",,"2,320,000.00","2,320,000.00","12,000,000.00","8,004,400.00","8,004,400.00","128,004,400.00","173,000,000.00","3,000,000.00","24,744,100.00","29,050,500.00","10,944,100.00",,"11,407,986.00","11,407,986.00","11,331,978.00",,"2,750,000.00","7,200,000.00",,,,"2,450,000.00","20,858,378.05","10,500,000.00","111,386,471.00","111,817,146.34","19,295,307.48",,,,"1,654,118.99",,
经营活动现金流出小计,"119,187,846.25","238,229,226.20","402,952,970.34","98,592,957.59","191,605,984.18","292,823,190.07","431,109,292.95","106,204,966.94","228,658,163.93","345,638,927.35","452,229,925.25","120,132,884.90","252,764,684.76","387,068,604.12","486,860,581.98","197,145,156.12","321,931,172.14","468,299,434.10","551,700,760.81","143,193,924.34","294,516,706.16","472,964,706.90","587,084,334.74","176,358,440.34","335,178,515.08","477,501,487.20","608,089,825.51","150,312,391.05","317,741,277.14","486,387,012.35","796,389,183.08","241,540,843.40","414,991,099.19","616,348,394.99","1,275,104,452.17","332,794,641.21","703,304,770.73","971,934,466.99","1,197,381,909.20","347,584,183.62","693,523,754.56","1,036,710,544.53","1,258,031,703.83","361,691,736.85","619,849,653.81"
偿还债务支付的现金,,,"50,000,000.00",,"100,000,000.00","250,000,000.00","250,000,000.00",,,,"100,000,000.00",,"4,000,000.00","54,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","107,983,334.00","3,365,334.00","106,730,668.00","114,714,002.00","144,016,666.00",,,,,,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"90,514,375.54","119,370,543.62","274,754,065.01","67,413,201.60","152,212,561.26","243,171,467.21","285,344,458.82","57,607,079.57","145,772,930.93","209,364,608.90","313,138,772.19","73,714,452.37","126,958,296.73","211,216,461.41","323,430,402.32","46,942,870.47","120,884,138.56","211,632,801.08","345,213,828.23","71,372,562.20","174,116,037.36","259,100,369.22","361,253,449.38","30,214,653.53","133,482,041.70","217,605,785.48","348,638,444.03","73,857,137.83","158,919,057.70","275,115,553.54","670,002,878.10","103,754,766.69","321,094,090.78","468,057,529.41","715,915,431.95","99,802,072.48","246,534,397.26","419,516,199.70","650,533,232.95","55,257,601.30","164,010,161.29","333,587,837.53","543,517,823.82","68,703,654.95","184,908,491.50"
分配股利、利润或偿还利息支付的现金,"21,057,000.00","128,789,400.00","144,186,566.89","7,072,406.26","14,222,531.29","18,710,687.60","23,452,037.63","3,676,500.01","34,154,800.01","36,962,050.03","39,662,750.03","1,368,000.00","29,466,400.00","30,591,200.00","31,284,222.08","684,000.00","27,026,189.83","32,186,753.49","38,505,557.01","1,995,143.16","36,398,017.67","36,875,518.49","36,440,948.75","800,000.00","13,858,337.84","32,840,000.00","32,840,000.00",,"42,320,000.00","42,320,000.00","41,875,913.69",,"79,147,846.20","79,147,846.20","79,147,846.20",,"43,448,346.00","102,892,200.00","102,892,200.00",,"148,207,022.80","185,205,960.00","185,205,960.00",,"154,338,300.00"
收回投资收到的现金,,,,,,,,,,"8,011,100.00","8,011,100.00","1,127,800.00","1,127,800.00","3,822,614.72","3,822,614.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,"2,165,449.82","2,165,449.82","4,963,917.82",,,,,,"30,900.00","30,900.00","168,482.25",,,,,,,,,,,,,,,,"9,163,062.06",,,,"20,256,916.97",,,"1,057,526.57","8,600,887.55",,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,"390,000.00","400,709.28","495,298.30",,,,,,,,,,,,,,,"630,000.00",,,,,,,,,"780,000.00",,,,,,"2,762,191.77"
筹资活动现金流出小计,"21,057,000.00","128,789,400.00","194,186,566.89","7,072,406.26","116,387,981.11","270,876,137.42","278,415,955.45","3,676,500.01","34,154,800.01","36,962,050.03","139,662,750.03","1,368,000.00","33,497,300.00","84,622,100.00","81,452,704.33","684,000.00","77,026,189.83","82,186,753.49","146,488,891.01","5,360,477.16","143,128,685.67","151,589,520.49","180,457,614.75","800,000.00","13,858,337.84","32,840,000.00","32,840,000.00",,"42,320,000.00","42,320,000.00","51,038,975.75",,"79,147,846.20","79,147,846.20","99,404,763.17",,"43,448,346.00","103,949,726.57","111,493,087.55",,"148,207,022.80","185,205,960.00","185,205,960.00",,"154,338,300.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"465,770.00","98,625,441.27","103,819,312.12",,"6,000.00","6,000.00","23,860.00",,,"31,500.00","31,500.00",,,,"23,000.00",,,"7,948.50","131,518.33",,,,,,,,"137,701.05","5,823.00","5,823.00","5,823.00","151,433.78",,,,"9,708.74",,"51,563.20","51,563.20","71,561.07",,,"150,836.10","65,221.90","3,432.04","5,932.04"
筹资活动产生的现金流量净额,"-21,057,000.00","-78,789,400.00","-80,156,566.89","-7,072,406.26","335,371,578.89","188,883,422.58","173,343,604.55","2,643,499.99","-22,834,800.01","-16,642,050.03","-107,092,750.03","-1,368,000.00","-31,177,300.00","-82,302,100.00","-69,452,704.33","7,320,400.00","-69,021,789.83","45,817,646.51","26,511,108.99","-2,360,477.16","-118,384,585.67","-122,539,020.49","-169,513,514.75","-800,000.00","-2,450,351.84","-21,432,014.00","-21,508,022.00",,"-39,570,000.00","-35,120,000.00","-51,038,975.75",,"-79,147,846.20","-76,697,846.20","-78,546,385.12","10,500,000.00","67,938,125.00","7,867,419.77","-92,197,780.07",,"-148,207,022.80","-185,205,960.00","-183,551,841.01",,"-154,338,300.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,"8,011,100.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-98,739.37","-218,871.64","-477,810.16","-280,952.22","-458,632.88","-463,305.02","-498,210.26",127.57,-204.22,-631.02,"-3,162.51",-765.83,"-6,087.86","-15,357.28","-24,969.53","-7,656.40","-17,302.33","-27,801.60","-37,011.29","-1,020.76","3,412.86","5,521.32","16,065.35","-2,341.19","-14,271.13","-17,635.59","-18,434.02","6,162.49","6,162.49","-5,890.90","2,408.52",-993.10,410.38,"25,595.23","42,894.72","147,792.34","170,874.78","177,431.61","50,214.37","206,939.49","206,939.49","-208,977.61","-37,317.64","-30,549.90","-1,330.53"
收到其他与投资活动有关的现金,,"120,000.00",,,,"18,431,636.09","22,801,636.09",,,,,,,,,,,,,,,,"32,186,400.00","450,000.00","1,005,000.00","1,785,000.00","2,585,000.00","630,000.00",,,"7,520,000.00",,"5,110,150.00","5,110,150.00","34,636,686.83",,"163,450.00","163,450.00","17,589,603.00",,"12,550,000.00","7,250,000.00","54,184,030.59","125,815,538.12","154,863,715.11"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"465,770.00","98,745,441.27","103,819,312.12",,"6,000.00","18,437,636.09","22,825,496.09",,"8,011,100.00","8,042,600.00","8,042,600.00","1,127,800.00","1,517,800.00","4,223,324.00","4,340,913.02",,,"7,948.50","131,518.33",,,,"32,186,400.00","450,000.00","1,005,000.00","1,785,000.00","2,722,701.05","635,823.00","5,823.00","635,823.00","7,671,433.78",,"5,110,150.00","5,110,150.00","34,646,395.57",,"215,013.20","215,013.20","18,441,164.07",,"12,550,000.00","7,400,836.10","54,249,252.49","125,818,970.16","157,631,838.92"
五、现金及现金等价物净增加额,"17,739,569.52","89,757,791.70","66,549,377.28","27,497,660.45","418,763,395.24","338,072,860.10","368,015,945.20","47,793,432.49","59,878,737.64","115,339,689.15","73,339,970.90","28,953,804.57","19,068,289.00","-8,203,527.68","81,927,247.31","-195,217,230.85","-245,542,826.80","-128,644,436.06","-171,971,506.69","21,047,524.76","-59,329,576.07","-13,557,707.80","3,792,482.36","-16,177,732.27","39,534,825.12","51,919,717.32","94,105,583.65","27,559,043.48","39,199,054.59","98,722,192.86","290,071,423.45","53,206,976.76","123,709,992.04","213,192,022.51","204,167,361.43","-104,924,651.58","-70,446,056.66","-92,304,333.48","-23,946,796.45","-14,874,689.11","-151,981,044.60","-117,201,715.28","-370,772,434.80","-314,431,286.88","-483,134,414.00"
购建固定资产、无形资产和其他长期资产支付的现金,"52,084,836.65","49,349,921.55","191,509,173.85","32,562,182.67","68,368,112.03","109,156,360.76","110,199,404.00","12,457,274.64","58,070,289.06","72,424,838.70","127,745,488.75","44,519,681.97","78,224,419.87","141,325,855.81","173,696,194.17","249,472,844.92","297,387,873.20","324,559,760.55","479,639,850.95","47,963,539.52","115,064,440.62","150,124,577.85","215,006,632.38","46,040,044.61","92,487,593.61","146,021,418.57","235,729,105.41","46,940,079.84","80,161,988.60","141,903,292.78","310,721,815.27","50,546,796.83","123,346,812.92","183,303,405.93","317,885,975.69","82,031,765.08","153,175,244.58","287,951,175.44","471,608,347.20","70,339,229.90","180,541,122.58","260,689,519.47","430,864,420.63","72,923,362.09","163,335,113.89"
期初现金及现金等价物余额,"151,638,373.67","151,638,373.67","151,638,373.67","218,187,750.95","218,187,750.95","218,187,750.95","218,187,750.95","586,203,696.15","586,203,696.15","586,203,696.15","586,203,696.15","659,543,667.05","659,543,667.05","659,543,667.05","659,543,667.05","741,639,396.61","741,639,396.61","741,639,396.61","743,682,142.36","571,710,635.67","571,710,635.67","571,710,635.67","571,710,635.67","575,503,118.03","575,503,118.03","575,503,118.03","575,503,118.03","669,608,387.30","669,608,701.68","669,608,701.68","925,692,775.80","1,246,751,990.42","1,215,764,199.25","1,215,764,199.25","1,396,065,969.67","1,600,233,331.10","1,600,233,331.10","1,600,233,331.10","1,600,233,331.10","1,576,286,534.65","1,576,286,534.65","1,576,286,534.65","1,576,286,534.65","1,205,514,099.85","1,205,514,099.85"
投资支付的现金,,,,,,"2,800,000.00","2,800,000.00",,"13,000,000.00","13,000,000.00","13,000,000.00",,,,"2,670,200.00",,,"61,480,900.00","2,670,200.00",,,,,,,,,,,,,,,,"24,425,000.00","100,425,000.00","100,425,000.00","100,425,000.00","100,425,000.00",,,,,,
期末现金及现金等价物余额,"169,377,943.19","241,396,165.37","218,187,750.95","245,685,411.40","636,951,146.19","556,260,611.05","586,203,696.15","633,997,128.64","646,082,433.79","701,543,385.30","659,543,667.05","688,497,471.62","678,611,956.05","651,340,139.37","741,470,914.36","546,422,165.76","496,096,569.81","612,994,960.55","571,710,635.67","592,758,160.43","512,381,059.60","558,152,927.87","575,503,118.03","559,325,385.76","615,037,943.15","627,422,835.35","669,608,701.68","697,167,430.78","708,807,756.27","768,330,894.54","1,215,764,199.25","1,299,958,967.18","1,339,474,191.29","1,428,956,221.76","1,600,233,331.10","1,495,308,679.52","1,529,787,274.44","1,507,928,997.62","1,576,286,534.65","1,561,411,845.54","1,424,305,490.05","1,459,084,819.37","1,205,514,099.85","891,082,812.97","722,379,685.85"
