科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"20,979,319.19","41,935,738.34","42,804,477.28","48,998,321.77","70,194,291.20","21,705,996.69","49,885,879.11","74,583,048.30","96,104,325.47","30,512,846.17","60,415,771.07","88,648,241.48","116,420,553.45","26,579,182.68","52,726,474.01","82,953,943.69","107,745,589.24","28,160,579.80","53,756,760.11","76,538,311.11","100,794,458.12","27,767,617.97","47,797,411.65","70,599,593.03","105,515,425.30","28,124,100.79","51,018,649.29","79,199,562.61","111,493,781.33","30,044,993.02","49,032,447.10","65,474,623.45","98,104,129.03","25,686,197.64","44,878,029.50","69,010,611.26","106,872,254.50","34,221,228.42"
取得借款收到的现金,"116,923,269.68","151,356,502.51","227,400,000.00","211,100,000.00","385,600,000.00",,"210,000,000.00","290,000,000.00","320,000,000.00",,"180,000,000.00","200,000,000.00","230,000,000.00","10,000,000.00","15,000,000.00","20,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"40,672,286.38","79,055,734.37","65,507,673.75","54,008,928.53","64,395,491.02","47,628,246.80","83,031,500.30","112,057,789.14","112,297,628.08","30,150,465.22","43,403,886.94","61,320,772.80","68,162,591.83","8,437,137.04","17,837,983.78","33,323,631.15","44,149,734.28","6,882,331.12","14,123,258.22","28,168,996.21","34,468,452.72","5,487,312.41","17,987,018.02","20,222,848.44","33,264,412.08","2,094,252.57","13,690,865.47","22,708,751.52","34,268,912.84","5,809,909.10","13,140,968.43","23,036,069.56","28,104,210.44","8,812,418.80","18,965,337.69","25,194,551.46","38,276,140.16","9,821,754.66"
收到其他与筹资活动有关的现金,,,,,,,,,"30,000,000.00",,,,,,"14,819,400.00",,"14,819,400.00",,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"129,922,401.16","200,450,991.79","187,474,583.77","98,828,734.15","138,237,138.46","25,670,121.27","80,136,277.22","158,394,451.58","150,956,502.55","46,490,738.28","60,984,032.94","82,634,731.38","138,467,608.53","58,180,364.60","62,345,724.27","83,492,874.22","190,043,278.39","77,615,999.23","69,534,407.02","87,863,881.08","135,475,691.35","14,241,712.79","49,724,157.84","67,315,778.81","101,965,514.19","14,345,979.72","59,685,805.67","77,322,702.44","131,608,083.10","26,905,829.07","70,449,601.84","90,417,146.44","119,188,933.20","19,361,398.24","60,243,979.49","89,244,678.37","135,426,983.28","34,030,477.54"
筹资活动现金流入小计,"116,923,269.68","151,356,502.51","239,502,906.25","220,188,606.25","412,397,439.21","1,995,000,000.00","2,205,000,000.00","2,293,609,220.00","2,211,642,400.00",,"181,470,000.00","201,470,000.00","231,470,000.00","10,000,000.00","29,819,400.00","20,000,000.00","45,746,220.00",,,,,"2,681,190.00","2,681,189.99","2,681,190.00","8,312,357.50",,,"2,507,895.00","2,507,895.00",,,,,,,,,
经营活动现金流出小计,"1,208,256,690.42","1,270,133,151.40","1,344,371,101.34","892,882,278.85","1,113,839,526.08","316,497,504.08","583,946,417.84","1,001,954,738.04","1,325,427,589.67","272,751,779.27","520,834,892.32","713,244,071.65","1,156,455,119.22","253,240,154.49","460,481,219.12","746,758,289.60","976,998,587.72","326,134,318.78","441,203,012.34","668,379,580.90","923,433,449.41","265,254,015.34","548,926,555.70","795,945,412.01","872,967,680.21","196,629,813.81","453,590,583.82","690,347,804.27","838,388,768.19","180,865,245.82","420,860,683.48","626,445,808.18","820,648,618.19","176,146,781.28","392,440,890.97","557,864,535.11","763,533,536.73","163,105,767.65"
偿还债务支付的现金,"121,264,915.00","168,900,000.00","166,379,772.19","116,000,000.00","204,000,000.00","409,500,000.00","409,500,000.00","409,500,000.00","439,500,000.00",,"280,000,000.00","430,000,000.00","465,502,000.00","10,000,000.00","30,000,000.00","50,000,000.00","70,000,000.00",,"5,000,000.00","10,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"19,638,050.22","46,697,768.32","21,383,520.39","-70,117,393.57","-38,835,667.70","-69,823,897.12","-86,406,415.68","-110,008,443.52","-87,792,403.97","-21,354,289.92","-56,442,587.71","21,271,832.07","86,901,763.20","2,020,953.34","-3,165,546.91","2,567,727.01","85,570,132.91","-42,533,419.62","-46,735,542.14","-46,592,794.11","36,442,598.57","1,855,338.56","-14,460,361.22","1,391,087.37","57,103,998.35","6,740,205.37","12,207,954.85","45,512,951.53","76,441,135.67","-11,597,539.11","4,239,173.91","14,389,074.90","31,182,736.45","17,478,485.26","61,063,326.47","229,256,773.74","232,776,508.20","21,252,583.39"
分配股利、利润或偿还利息支付的现金,"9,994,665.58","13,652,258.69","35,192,551.41","11,938,662.32","57,831,164.88","3,632,449.35","164,100,135.12","181,828,486.83","187,901,834.04","4,458,007.80","39,221,784.85","62,377,799.94","62,556,671.93","787,127.89","94,859,924.92","95,479,924.92","95,957,526.65","175,834.57","47,239,001.23","47,289,022.67","47,492,821.44",,"46,665,037.50","46,665,037.50","46,763,952.43",,,"46,743,025.00","46,886,614.46",,,,,,,"18,711,500.00","18,711,500.00",
收回投资收到的现金,,,,"3,426,446.00","7,141,446.00",,,,,,,,,,,,"500,000.00","10,000,000.00","50,000,000.00",,,,,,"51,331,350.52",,,,"133,938,992.85",,"44,619,604.14","95,123,482.08","2,193,530,654.75","50,701,428.07","19,190,449.88","178,204,614.62","2,561,540,267.09","10,628,981.03"
支付其他与筹资活动有关的现金,,,,,"31,070,000.00","146,966,820.00","151,966,820.00","151,966,820.00","15,017,400.00","5,502,000.00","18,019,270.23","18,019,270.23",,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,"44,860,000.00",,"149,364,347.40","114,477,652.00","114,477,652.00","66,000,000.00","66,000,000.00","92,651,076.80","91,992,435.89","20,000,000.00","43,127,574.19","43,127,574.19","43,127,574.19","20,000,000.00","41,691,323.20","41,691,323.20","46,691,323.20","26,464,602.73","60,052,694.81","65,956,846.29","69,973,777.00","4,668,852.15","38,720,310.71","45,415,181.27","28,701,272.88","6,700,670.77","12,233,079.15","73,864,146.91","58,128,070.40","6,964,067.31","51,377,572.52","51,377,572.52","49,559,460.44","1,245,670.70","29,113,074.00","47,113,074.00","80,037,910.96",
筹资活动现金流出小计,"131,259,580.58","182,552,258.69","201,572,323.60","127,938,662.32","292,901,164.88","560,099,269.35","725,566,955.12","743,295,306.83","642,419,234.04","9,960,007.80","337,241,055.08","510,397,070.17","528,058,671.93","10,787,127.89","124,859,924.92","145,479,924.92","165,957,526.65","175,834.57","52,239,001.23","57,289,022.67","67,492,821.44",,"46,665,037.50","46,665,037.50","46,763,952.43",,,"46,743,025.00","46,886,614.46",,,,,,,"18,711,500.00","18,711,500.00",
处置固定资产、无形资产和其他长期资产收回的现金净额,,"28,920.40","1,311.00","49,215.38","51,215.38",,,,"727,185.16",,"464,420.06","836,436.63","932,119.00","100,000.00","100,604.20","100,867.45","601,314.50",,,,"141,552.47","81,460.32","81,616.69","122,660.69","36,891.73",,,,"1,003,922.00","342,087.99","1,243,360.54","1,741,587.11","3,031,444.91","1,055.76","41,759.92","157,779.46","10,632,492.35","824,999.93"
筹资活动产生的现金流量净额,"-14,336,310.90","-31,195,756.18","37,930,582.65","92,249,943.93","119,496,274.33","1,434,900,730.65","1,479,433,044.88","1,550,313,913.17","1,569,223,165.96","-9,960,007.80","-155,771,055.08","-308,927,070.17","-296,588,671.93","-787,127.89","-95,040,524.92","-125,479,924.92","-120,211,306.65","-175,834.57","-52,239,001.23","-57,289,022.67","-67,492,821.44","2,681,190.00","-43,983,847.51","-43,983,847.50","-38,451,594.93",,,"-44,235,130.00","-44,378,719.46",,,,,,,"-18,711,500.00","-18,711,500.00",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,"4,361,482.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,"-7,545.52","-111,723.20","-291,785.81","-12,624.08","-117,917.18","-213,870.41","-1,477,326.54","-18,452.94","28,064.41","53,496.71","-357,259.11","-55,032.60","-173,091.85","220,572.24","-668,929.70","33,758.90","88,744.20","86,855.90","416,740.00","126,040.53",,,"-209,698.47","69,913.89","212,104.58","175,552.10","989,443.51","158,250.35","-626,554.36","-1,052,145.59","-1,641,725.92","-1,094,147.93","316,874.24","1,622,634.70","1,929,196.98","-4,216,657.93"
收到其他与投资活动有关的现金,"4,669,479.30",,,,,,,,,,,,,,,,"3,361,195.19",,,,"22,040,276.11","42,419,199.48",,,,"120,000,000.00",,,,"57,631,660.00",,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"49,529,479.30","28,920.40","149,365,658.40","117,953,313.38","121,670,313.38","66,000,000.00","66,000,000.00","92,651,076.80","97,081,103.49","20,000,000.00","43,591,994.25","43,964,010.82","44,059,693.19","20,100,000.00","41,791,927.40","41,792,190.65","51,153,832.89","36,464,602.73","110,052,694.81","65,956,846.29","92,155,605.58","47,169,511.95","38,801,927.40","45,537,841.96","80,069,515.13","126,700,670.77","12,233,079.15","73,864,146.91","193,070,985.25","64,937,815.30","97,240,537.20","148,242,641.71","2,246,121,560.10","51,948,154.53","48,345,283.80","225,475,468.08","2,652,210,670.40","11,453,980.96"
五、现金及现金等价物净增加额,"14,594,054.93","-4,828,369.94","59,793,778.23","17,389,091.20","24,396,064.04","1,406,657,884.99","1,301,678,414.66","1,315,868,966.69","1,238,195,597.59","-89,460,390.07","-287,675,502.43","-457,982,555.82","-424,544,486.82","-15,389,159.34","-125,047,129.83","-335,136,202.24","-553,336,041.52","-55,367,409.19","-57,795,715.28","-109,935,455.14","-134,156,783.24","41,781,723.67","-86,491,488.00","-66,991,949.47","51,190,392.91","116,757,040.20","-16,188,091.18","-76,129,364.04","-34,488,001.94","51,849,252.30","87,502,355.81","147,767,700.58","-57,345,697.73","68,234,476.47","43,170,499.84","405,485,301.85","301,667,066.46","9,480,212.67"
购建固定资产、无形资产和其他长期资产支付的现金,"40,237,163.69","20,359,302.48","123,217,346.28","113,658,056.14","157,658,454.96","24,406,324.46","111,603,073.26","169,655,781.75","322,061,807.65","37,730,369.18","69,302,443.53","146,166,258.80","243,542,741.94","33,390,327.64","68,459,893.55","74,236,767.22","117,679,770.97","8,135,516.63","27,941,610.92","31,076,340.55","31,157,905.95","10,050,357.37","11,849,106.67","17,936,931.30","30,321,827.17","7,228,749.83","2,248,729.76","2,854,384.58","18,454,186.91","1,649,274.24","3,350,800.94","3,811,870.44","8,008,268.36","98,015.39","1,554,984.67","2,158,074.67","10,037,809.12","2,009,693.75"
期初现金及现金等价物余额,"37,468,421.34","52,062,476.27","47,234,106.33","107,027,884.56","107,240,531.51","141,551,847.54","131,636,595.55","131,636,595.55","131,636,595.55","1,385,815,425.24","1,385,815,425.24","1,385,815,425.24","1,369,832,193.14","966,252,868.50","966,252,868.50","966,252,868.50","948,076,496.45","394,740,454.93","394,740,454.93","394,740,454.93","394,740,454.93","260,583,671.69","260,583,671.69","260,583,671.69","260,583,671.69","311,774,064.59","311,774,064.60","311,774,064.60","311,774,064.60","289,864,953.87","277,286,062.66","277,286,062.66","277,286,062.66","219,940,364.93","219,940,364.93","219,940,364.93","219,940,364.93","521,607,431.39"
投资支付的现金,,,"1,700,000.00",,,,,,"16,777,133.70","1,530,000.00",,,"2,500,000.00",,,"180,000,000.00",,"41,021,000.00","41,021,000.00","41,021,000.00","41,021,000.00",,"55,000,100.00","52,000,100.00","17,000,000.00",,"38,592,500.00","148,592,500.00","242,156,660.00",,"10,000,000.00","10,000,000.00","2,325,000,000.00",,"65,000,000.00","30,000,000.00","2,556,500,000.00","17,000,000.00"
期末现金及现金等价物余额,"52,062,476.27","47,234,106.33","107,027,884.56","124,416,975.76","131,636,595.55","1,548,209,732.53","1,433,315,010.21","1,447,505,562.24","1,369,832,193.14","1,296,355,035.17","1,098,139,922.81","927,832,869.42","945,287,706.32","950,863,709.16","841,205,738.67","631,116,666.26","394,740,454.93","339,373,045.74","336,944,739.65","284,804,999.79","260,583,671.69","302,365,395.36","174,092,183.69","193,591,722.22","311,774,064.60","428,531,104.79","295,585,973.42","235,644,700.56","277,286,062.66","341,714,206.17","364,788,418.47","425,053,763.24","219,940,364.93","288,174,841.40","263,110,864.77","625,425,666.78","521,607,431.39","531,087,644.06"
