科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应交税费,"632,278,205.22","561,918,497.13","866,861,568.96","728,798,243.55","967,441,915.81","677,142,656.05","532,279,102.23","573,039,222.07","929,671,388.47","739,804,690.57","798,760,459.57","702,347,593.58","789,198,475.83","564,022,191.08","717,044,832.20","432,055,024.52","596,351,490.89","677,919,654.17","414,177,569.43","593,630,855.90","730,423,882.58","341,808,859.48"
应收利息,,,,"147,463,472.77",,,,,,,,,,,,,,,,,,
应付利息,"80,032,334.74","90,893,203.06","95,263,205.19","322,830,328.88","137,738,691.26","245,624,967.55","317,569,582.65","442,721,293.47","174,926,745.35","289,932,503.48","266,434,013.68","353,486,761.34","152,897,626.83","208,506,963.59","152,838,110.95","211,294,447.22","101,559,813.66","155,753,719.82","114,274,513.08","166,604,225.36","105,300,078.02","155,250,998.31"
应收股利,,"202,300,000.00",,,,,"1,516,434,090.89","227,068,531.10","470,389,276.35","470,389,276.35","511,579,966.49",,"435,808,149.67","122,926,852.69","148,910,605.88",,,,"225,702,848.88",,"388,123,161.40","372,142,818.68"
应付股利,"15,597,861.61","5,940,581.14","586,948,606.05","5,940,581.14","7,408,123.77",,"21,182,591.64","5,543,007.04","7,964,825.03","7,408,123.77","2,400,109,751.40","7,408,123.77","7,408,123.77","7,408,123.77","155,074,888.70","8,089,800.47","15,503,664.33","7,408,123.77","7,658,227.50","12,113,581.30","11,723,074.73","11,723,074.73"
存货,"2,768,864,843.67","3,786,078,208.71","3,163,677,522.17","3,388,139,310.62","3,197,565,978.71","3,598,551,903.58","2,882,053,726.79","3,247,167,460.42","2,700,520,395.59","2,626,147,160.80","2,431,584,509.65","2,474,786,019.59","1,884,842,835.08","2,006,909,847.39","1,981,196,428.68","2,281,600,469.46","2,378,494,348.72","2,814,192,393.12","2,990,025,130.77","2,876,921,705.00","2,730,836,986.88","3,681,811,316.70"
其他应付款,"1,144,703,044.79","705,571,492.05","667,743,370.09","784,454,693.29","821,927,914.18","1,099,654,967.69","929,304,313.81","4,185,523,226.50","1,214,491,679.90","1,405,854,286.97","1,476,838,286.00","1,655,760,528.82","863,963,163.73","1,107,310,995.59","1,124,116,385.21","1,378,218,283.89","1,124,425,281.64","1,195,133,933.17","1,133,537,018.57","1,226,853,670.18","1,547,857,294.80","1,165,486,492.78"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,"17,847,267.67","17,847,267.67",,,,"14,517,600.00","16,444,500.00","3,012,600.00","1,506,300.00","19,500,662.32","19,500,662.32","20,166,896.06","19,811,965.80","55,739,917.10","63,118,579.82","75,386,615.49","57,911,556.94","65,521,932.63","58,444,207.28"
一年内到期的非流动负债,"1,438,286,468.60","3,038,091,692.39","2,244,408,533.17","2,191,872,486.78","1,043,291,085.22","797,207,765.60","1,138,064,665.37","836,284,906.03","1,012,637,583.25","1,061,117,230.51","906,500,000.00","497,500,000.00","1,734,074,193.30","1,702,523,161.51","1,336,469,674.16","1,285,503,105.17","1,610,029,399.21","1,127,294,580.01","970,157,403.36","935,230,816.98","1,370,067,044.41","1,212,342,495.17"
其他流动资产,"119,882,532.36","606,480,698.83","211,953,637.61","282,129,455.04","882,162,470.91","652,083,212.03","767,399,372.22","902,691,138.88","1,179,683,081.91","1,001,702,391.22","1,207,975,957.07","1,185,777,593.14","1,386,441,072.32","1,101,783,086.04","895,391,784.66","776,681,169.86","985,142,552.63","678,999,807.98","774,488,720.65","744,830,341.44","1,312,717,024.02","954,789,395.97"
其他流动负债,,,,,"27,000,000.00","27,000,000.00","27,000,000.00","27,000,000.00",,,,,,,,,,"29,100,573.10","830,769.54","1,224,963.24",,
流动资产合计,"16,436,914,500.13","16,618,445,679.27","16,806,986,622.12","17,915,119,379.25","19,062,148,340.54","20,193,245,845.79","17,805,291,612.94","20,238,551,585.47","24,709,993,789.90","25,288,026,024.80","24,478,001,180.79","21,625,874,695.22","21,594,097,956.77","22,615,263,276.89","22,124,021,833.79","24,956,619,887.82","24,807,828,367.51","25,674,015,936.75","22,174,302,603.06","24,123,469,093.13","23,444,869,958.61","22,959,360,416.55"
流动负债合计,"19,273,215,074.62","21,529,714,914.51","19,219,566,287.39","22,290,047,593.89","24,133,354,786.20","21,578,689,358.22","19,507,931,852.75","22,826,823,806.58","17,484,010,395.20","16,492,156,787.35","19,185,440,116.80","15,401,814,857.19","16,239,762,322.53","15,197,031,523.82","15,137,637,599.14","15,894,783,832.99","15,534,770,283.86","14,560,006,458.56","14,565,932,243.34","14,741,777,481.79","18,288,892,162.64","17,124,301,271.22"
可供出售金融资产,"3,695,940,282.76","3,264,805,036.96","3,731,958,667.62","3,134,413,466.69","3,228,812,825.40","3,043,980,891.06","2,980,750,266.39","3,639,900,550.18","5,912,443,804.89","5,947,635,123.47","6,521,740,539.01","5,427,674,952.89","5,887,751,833.17","5,300,218,376.27","5,388,411,389.28","5,487,183,179.21","5,582,328,116.85","5,829,541,709.57","9,004,462,091.09","9,288,754,261.88","8,653,622,484.92","8,609,119,053.76"
长期借款,"21,129,290,966.62","18,118,809,969.75","21,588,464,122.06","22,862,489,427.83","23,482,780,051.69","24,673,842,928.67","25,168,434,074.20","25,904,074,074.20","25,572,500,351.65","25,303,907,842.54","24,187,584,602.79","23,317,464,498.50","21,334,328,487.17","21,469,780,646.92","21,683,111,606.38","21,325,002,141.13","22,215,644,917.77","22,546,284,133.88","22,550,016,676.16","22,754,110,367.52","23,582,598,267.70","23,335,397,775.08"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,"8,445,020,576.35","8,540,924,577.39",,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","69,013,778.73","83,109,331.81","64,730,157.66","63,031,128.49","57,575,664.48","58,493,171.60","50,263,143.67","51,265,145.67","268,665,829.73","275,716,331.14","438,974,037.00","482,355,851.58","523,657,846.33","535,928,386.73"
长期股权投资,"6,279,386,165.17","7,924,197,934.42","10,679,802,893.21","13,540,974,135.31","14,227,065,815.28","15,153,483,881.07","13,691,149,049.65","13,840,081,244.45","14,169,701,066.36","14,769,406,388.89","15,426,209,121.43","15,405,069,973.37","15,055,838,922.38","15,700,065,916.69","15,137,751,695.41","15,281,812,456.89","15,203,329,035.13","15,728,400,936.02","15,114,432,480.96","15,799,420,783.59","19,417,456,063.18","20,137,980,902.88"
专项应付款,,,,,,"7,990,000.00",,,,,,,,,,,,,,,,
投资性房地产,"22,998,326.42","33,170,521.08","73,985,323.94","71,924,586.74","69,863,849.69","68,833,481.09","67,803,112.49","66,792,925.49","65,782,738.55","64,772,551.55","63,762,364.55","62,752,177.49","63,733,566.02","62,723,270.72","61,448,466.25","60,408,040.89","97,127,430.22","95,766,982.59","114,546,645.54","111,506,259.68","112,741,601.57","111,186,218.88"
预计负债,,,,,,,,,,,,,,,,,,,,,,
固定资产,"45,470,550,174.80","44,467,135,123.17","42,297,057,310.20","40,804,280,661.44","41,588,565,403.38","38,942,750,346.81","38,468,602,643.35","49,410,695,734.78","49,165,367,361.66","47,759,507,825.89","46,561,438,691.51","50,294,616,784.02","56,700,507,571.28","55,508,551,164.54","54,414,437,510.88","53,106,205,890.47","54,574,964,184.41","53,405,809,588.24","54,040,001,715.41","53,474,220,350.12","57,634,355,650.66","56,275,108,618.08"
递延所得税负债,"657,007,948.12","547,682,678.35","666,342,511.01","516,310,481.62","519,623,361.58","473,520,119.52","457,712,463.34","499,597,799.91","1,064,508,743.57","1,073,306,573.21","1,214,282,927.10","939,966,530.57","1,050,944,500.64","904,061,136.42","921,109,389.66","945,802,337.15","963,805,571.56","1,025,623,507.21","1,124,980,734.65","1,165,539,708.34","1,170,832,729.58","1,113,305,847.70"
在建工程,"3,140,211,171.74","1,013,778,366.03","3,941,199,637.34","5,524,356,366.24","8,281,432,360.52","8,943,502,411.83","10,690,970,514.16","3,631,855,045.17","6,146,562,299.01","7,331,609,805.09","8,480,668,870.12","5,884,496,748.66","1,386,880,341.72","1,610,112,590.64","2,032,864,804.18","3,419,380,619.80","2,618,370,097.47","2,811,653,696.93","1,393,493,805.42","1,420,606,383.96","845,433,439.55","1,024,943,802.62"
其他非流动负债,"474,129,266.49","394,788,568.22","400,000,844.25","405,908,886.18","446,219,026.54","443,248,642.44","418,360,471.22","412,424,325.33",,,,"90,102,102.95","694,950,968.05","662,051,564.76","555,754,639.21","363,493,806.78","165,874,848.69","162,137,531.81","219,515,444.46","190,437,240.26","162,845,793.07","163,884,952.42"
工程物资,"29,144,585.40","7,395,307.17","16,307,651.02","13,011,881.36","874,069,741.84","219,644,327.39","1,077,582,252.54","56,250,041.89","3,147,187.44","4,024,108.90","219,766,226.93","30,286,881.79","33,062,303.50","27,894,924.39","320,234,369.98","66,902,286.72","29,837,068.21","55,765,898.77","99,229,526.89","37,531,669.95","9,642,912.45","10,370,131.13"
非流动负债合计,"22,290,428,181.23","19,091,281,216.32","22,684,807,477.32","23,814,708,795.63","24,478,622,439.81","25,628,601,690.63","26,074,507,008.76","26,846,096,199.44","35,590,080,627.03","35,441,772,457.97","25,909,541,911.97","24,836,324,899.33","23,554,533,464.11","23,498,949,683.97","23,614,986,955.07","23,079,944,614.33","23,993,922,090.74","24,377,274,993.89","24,715,618,709.63","24,954,389,251.26","25,796,273,208.49","25,499,148,976.12"
固定资产清理,"19,181,316.10","21,410,250.51","166,767.02",,"51,771,820.13","52,418,869.85","81,648,381.86","103,439,959.45","50,810,415.63","50,810,415.63","21,687,542.38","8,646,209.78","4,523,415.52","4,644,496.17","3,226,781.86","8,923,034.55","154,312,787.39","119,226,509.07","233,771,866.73","204,059,957.55","1,469,094.71","3,603,994.88"
负债合计,"41,563,643,255.85","40,620,996,130.83","41,904,373,764.71","46,104,756,389.52","48,611,977,226.01","47,207,291,048.85","45,582,438,861.51","49,672,920,006.02","53,074,091,022.23","51,933,929,245.32","45,094,982,028.77","40,238,139,756.52","39,794,295,786.64","38,695,981,207.79","38,752,624,554.21","38,974,728,447.32","39,528,692,374.60","38,937,281,452.45","39,281,550,952.97","39,696,166,733.05","44,085,165,371.13","42,623,450,247.34"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"3,300,000,000.00","7,700,000,000.00","8,033,340,000.00","8,033,340,000.00","9,105,432,605.00","9,105,432,605.00","11,837,062,387.00","11,837,062,387.00","11,837,062,387.00","11,837,062,387.00","13,600,689,988.00","13,600,689,988.00","13,600,689,988.00","13,600,689,988.00","13,600,689,988.00","13,600,689,988.00","13,600,689,988.00","13,600,689,988.00","13,600,689,988.00","13,600,689,988.00","13,600,689,988.00","13,600,689,988.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"16,546,025,419.73","12,164,014,587.31","13,325,232,567.77","13,124,069,489.19","18,355,452,548.70","18,217,142,822.50","15,438,090,072.00","15,011,788,533.04","16,584,808,621.02","16,584,808,621.02","23,452,501,668.02","23,452,501,668.02","23,419,811,622.77","23,419,811,622.77","23,439,339,749.57","23,852,379,749.57","23,830,767,407.80","23,830,767,407.80","23,830,767,407.80","23,830,767,407.80","24,092,307,117.00","24,092,307,117.00"
无形资产,"744,135,442.77","912,864,002.97","1,577,342,328.59","1,567,907,844.81","1,689,190,919.59","1,730,820,233.79","1,613,226,421.11","1,601,983,489.92","1,755,646,583.25","1,739,706,083.86","1,723,879,676.84","1,867,427,390.90","2,040,390,848.97","2,015,277,216.48","2,053,069,699.24","2,163,012,189.76","2,091,505,857.55","2,066,594,860.08","2,086,903,952.66","2,060,046,755.47","2,193,142,459.50","2,167,949,858.37"
盈余公积,"264,902,827.23","108,635,812.65","509,403,487.43","509,403,487.43","770,858,506.39","770,858,506.39","770,858,506.39","770,858,506.39","1,374,233,203.34","1,374,233,203.34","1,374,233,203.34","1,374,233,203.34","1,986,757,699.92","1,986,757,699.92","1,986,757,699.92","1,986,757,699.92","2,620,483,518.30","2,620,483,518.30","2,620,483,518.30","2,620,483,518.30","3,160,090,756.09","3,160,090,756.09"
开发支出,,,,,,"11,367.52",,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"5,438,722,833.12","3,806,877,258.32","5,925,828,546.84","5,364,680,491.97","7,909,878,743.43","9,114,562,669.33","9,094,486,710.45","10,334,719,854.56","11,449,170,346.66","12,717,735,470.13","11,957,399,875.83","13,675,770,853.34","14,412,949,205.98","15,885,769,190.02","14,904,441,742.97","16,582,274,685.33","16,384,104,305.16","17,318,926,762.98","15,638,635,345.21","17,028,399,725.27","17,373,300,173.02","17,946,130,220.81"
长期待摊费用,"26,736,487.63","70,451,517.79","116,253,403.91","105,759,468.61","99,135,608.38","93,159,856.18","86,893,205.69","79,955,072.54","62,942,704.04","56,838,496.80","86,863,619.33","88,141,836.37","72,029,705.99","67,884,764.69","78,229,780.76","73,257,315.24","420,719,368.05","390,942,385.60","362,237,491.63","365,539,204.44","334,643,655.30","323,243,367.23"
少数股东权益,"11,398,466,343.62","11,116,882,066.10","11,679,805,322.13","12,455,946,700.27","7,264,103,513.91","7,403,509,564.69","6,675,122,914.87","7,208,854,787.61","7,657,231,214.25","7,889,515,134.01","7,546,988,831.23","7,919,153,983.79","8,249,216,238.70","8,463,157,874.07","8,140,791,716.29","8,324,271,540.65","8,031,199,734.83","8,130,653,491.44","7,708,426,347.80","7,870,429,889.24","8,020,069,681.24","8,092,905,988.82"
递延所得税资产,"206,769,665.66","238,098,597.06","212,225,458.36","210,633,665.33","342,516,297.16","310,451,914.93","309,595,707.21","243,869,756.58","277,258,466.33","245,044,459.56","235,023,238.13","194,674,912.99","186,264,912.13","139,694,132.55","143,050,655.62","101,020,624.27","131,276,484.28","126,849,881.47","110,193,779.30","104,389,241.91","120,523,490.21","124,103,792.02"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"2,439,792,560.97","945,653,518.78","1,924,697,625.55","2,703,815,102.60","2,503,130,161.53","3,066,493,789.45","2,524,546,284.83","2,474,786,217.27","1,883,931,564.86","1,333,287,452.74","1,883,856,178.58","1,223,979,354.35","637,224,152.46","757,772,347.76","828,593,557.08","478,796,226.96","124,985,594.70","160,291,493.50","254,340,767.22","102,408,218.91","115,477,273.30","109,609,225.95"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"62,074,846,179.42","58,898,960,175.94","64,570,997,066.76","67,677,077,179.13","72,955,554,802.90","71,625,551,370.97","71,592,767,839.28","75,149,610,037.72","79,493,594,192.02","79,302,642,712.38","81,224,896,068.81","80,487,767,222.61","82,068,207,573.14","81,194,839,200.90","80,461,318,710.54","80,246,901,864.76","81,028,756,024.26","80,790,843,941.84","82,813,614,122.85","82,968,483,087.46","89,438,508,125.35","88,897,218,965.80"
所有者权益(或股东权益)合计,"36,948,117,423.70","34,896,409,724.38","39,473,609,924.17","39,487,440,168.86","43,405,725,917.43","44,611,506,167.91","43,815,620,590.71","45,715,241,617.17","51,129,496,959.69","52,656,739,491.86","60,607,915,220.83","61,875,502,161.31","63,868,009,743.27","65,114,121,270.00","63,832,715,990.12","66,228,793,305.26","66,307,892,017.17","67,527,578,426.14","65,706,365,772.94","67,395,785,447.54","68,798,212,712.83","69,233,129,135.01"
资产总计,"78,511,760,679.55","75,517,405,855.21","81,377,983,688.88","85,592,196,558.38","92,017,703,143.44","91,818,797,216.76","89,398,059,452.22","95,388,161,623.19","104,203,587,981.92","104,590,668,737.18","105,702,897,249.60","102,113,641,917.83","103,662,305,529.91","103,810,102,477.79","102,585,340,544.33","105,203,521,752.58","105,836,584,391.77","106,464,859,878.59","104,987,916,725.91","107,091,952,180.59","112,883,378,083.96","111,856,579,382.35"
负债和所有者(或股东权益)合计,"78,511,760,679.55","75,517,405,855.21","81,377,983,688.88","85,592,196,558.38","92,017,703,143.44","91,818,797,216.76","89,398,059,452.22","95,388,161,623.19","104,203,587,981.92","104,590,668,737.18","105,702,897,249.60","102,113,641,917.83","103,662,305,529.91","103,810,102,477.79","102,585,340,544.33","105,203,521,752.58","105,836,584,391.77","106,464,859,878.59","104,987,916,725.91","107,091,952,180.59","112,883,378,083.96","111,856,579,382.35"
