科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应付利息,,"16,296.00","46,909.39","67,556.93","48,265.70",351.14,,,,,,"5,500.00","8,910.00","15,400.00","8,800.00",,"14,080.00","1,100.00","11,843.33","10,633.33","10,555.56","11,611.11","11,611.11",,,"5,805.56","5,805.56"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,"691,747.50",,,
存货,"6,367,841.63","11,090,287.49","22,572,719.26","28,641,422.24","31,845,267.94","33,050,694.18","37,286,033.24","39,932,556.07","43,506,543.11","42,283,210.01","49,616,058.92","50,856,811.55","52,887,620.00","49,285,903.72","53,769,024.35","53,356,855.80","55,394,677.40","49,290,660.86","55,724,373.15","55,102,377.48","54,242,562.25","47,898,297.22","57,299,325.78","55,335,811.01","57,926,940.44","50,457,300.13","64,973,095.98"
其他应付款,"396,049.12","437,415.02","662,710.20","419,251.83","5,158,925.85","720,136.29","536,702.38","2,110,378.83","2,235,922.51","602,812.06","711,431.40","505,077.69","607,505.57","626,550.69","376,097.68","614,798.91","484,265.79","554,839.27","526,727.18","1,083,399.02","1,049,955.57","941,929.53","960,012.00","1,001,950.57","936,750.31","1,198,488.62","923,980.40"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"1,321,666.66",,"7,393,892.45","8,369,779.55","7,369,779.55","186,861.55",0.60,,,,,,,,,,,,,,,"4,000,000.00","4,000,000.00","8,000,000.00","6,000,000.00","4,000,000.00","2,000,000.00"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,"249,631.31","219,380.17","423,615.23","414,948.17","30,290,636.32","30,224,490.12"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"30,814,275.43","66,098,057.44","85,926,615.69","91,121,742.49","285,582,559.55","275,164,657.96","256,875,952.67","244,981,292.24","248,257,831.72","257,219,790.03","251,264,362.51","250,639,724.57","251,337,096.93","273,770,884.14","264,872,888.18","265,003,252.82","270,722,947.34","267,496,331.48","257,035,135.91","260,108,283.58","263,715,383.45","246,111,305.98","240,607,673.27","244,819,898.24","245,745,330.72","245,638,122.07","226,689,699.82"
流动负债合计,"21,998,043.99","35,399,085.51","33,627,500.92","40,894,859.67","34,426,879.98","21,151,922.71","10,478,719.47","8,546,879.88","8,151,055.85","11,169,742.63","7,008,318.41","9,148,157.56","12,824,613.95","17,805,845.78","12,512,901.35","9,693,841.96","16,473,168.72","13,084,670.47","18,091,794.70","19,456,357.06","20,161,208.32","18,618,053.95","18,847,409.54","23,242,432.68","26,376,018.45","39,352,932.91","24,989,945.70"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,"9,499,132.07","9,499,132.07","10,157,842.07",,,,,,,,,,,,,,,,,"4,000,000.00","4,000,000.00",,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"11,395,035.73","10,796,883.36","10,198,731.00","9,899,654.82","9,750,116.73","9,600,578.64","9,451,040.55","9,301,502.46","9,151,964.37","9,002,426.28","8,852,888.19","8,703,350.10","8,553,812.01","8,404,273.92","8,254,735.83","8,105,197.74","3,830,865.71","3,758,859.08","3,686,852.45","3,614,845.82","3,542,839.19","3,470,832.56","3,398,825.93","3,326,819.30","3,254,812.67","6,447,135.52","6,375,128.89"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"10,339,940.33","11,198,547.94","13,303,151.08","49,927,741.91","49,675,875.41","52,793,896.29","56,721,218.09","66,614,716.88","65,965,560.47","65,546,098.19","65,560,778.40","67,277,723.27","66,133,992.97","66,686,499.99","67,146,329.06","65,503,221.97","68,808,087.67","67,670,828.98","68,269,162.53","66,973,127.09","64,733,660.60","63,510,555.95","62,998,543.34","61,313,340.84","63,753,617.00","121,019,545.18","119,447,499.19"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"1,016,217.44","15,339,506.14","32,935,436.32","7,693,839.69","8,602,607.05","11,620,958.82","12,739,401.82","1,784,307.30","1,784,307.30","2,624,426.97","2,282,546.62","2,282,546.62","6,617,507.30","2,020,307.30","2,570,307.30","2,646,682.70","2,646,682.70","13,889,215.70","13,870,718.30","14,555,597.29","14,986,858.58","16,497,645.46","16,823,850.60","22,517,053.24","23,437,088.24",,"1,576,579.45"
其他非流动负债,"910,000.00","3,090,000.00","2,060,000.00","3,160,000.00","660,000.00","3,660,000.00","3,660,000.00","3,100,000.00","3,100,000.00","100,000.00","175,000.00","176,416.00","1,276,348.89",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"910,000.00","3,090,000.00","11,559,132.07","12,659,132.07","10,817,842.07","3,660,000.00","3,660,000.00","3,100,000.00","3,100,000.00","100,000.00","175,000.00","176,416.00","1,276,348.89","10,686,281.78","10,686,214.67","10,511,147.56","11,511,080.45","11,705,893.34","10,693,646.23","11,681,399.12","13,069,152.01","16,206,904.90","16,194,657.79","12,182,410.68","12,670,163.57","12,657,916.46","12,467,861.23"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"22,908,043.99","38,489,085.51","45,186,632.99","53,553,991.74","45,244,722.05","24,811,922.71","14,138,719.47","11,646,879.88","11,251,055.85","11,269,742.63","7,183,318.41","9,324,573.56","14,100,962.84","28,492,127.56","23,199,116.02","20,204,989.52","27,984,249.17","24,790,563.81","28,785,440.93","31,137,756.18","33,230,360.33","34,824,958.85","35,042,067.33","35,424,843.36","39,046,182.02","52,010,849.37","37,457,806.93"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"30,000,000.00","33,259,424.00","33,259,424.00","33,259,424.00","44,349,424.00","44,349,424.00","44,349,424.00","66,524,136.00","66,524,136.00","66,524,136.00","66,524,136.00","86,481,376.00","86,481,376.00","86,481,376.00","86,481,376.00","138,370,201.00","138,370,201.00","138,370,201.00","138,370,201.00","138,370,201.00","138,370,201.00","138,370,201.00","138,350,201.00","138,341,201.00","138,341,201.00","138,341,201.00","138,341,201.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"343,559.35","14,359,079.35","14,434,079.35","14,434,079.35","198,417,704.49","198,417,704.49","198,417,704.49","176,242,992.49","176,242,992.49","176,242,992.49","176,242,992.49","156,285,752.49","156,285,752.49","156,285,752.49","156,285,752.49","104,396,927.49","104,396,927.49","106,448,260.94","106,448,260.94","106,448,260.94","106,448,260.94","111,465,360.94","111,229,800.94","111,123,798.94","111,123,798.94","110,432,701.61","110,432,701.61"
无形资产,"6,582,418.18","6,427,791.46","6,273,164.74","6,235,268.86","6,206,470.78","6,211,826.60","6,167,911.89","6,271,129.65","6,229,594.32","5,522,547.89","5,477,515.22","5,432,909.45","5,389,158.77","5,483,604.32","5,817,815.59","5,823,189.05","5,790,183.84","5,789,888.77","17,566,073.01","18,788,793.60","17,716,742.02","18,394,251.33","18,897,759.04","18,656,910.25","19,206,861.51","18,559,988.24","18,369,808.36"
盈余公积,"810,203.39","2,885,840.22","5,668,395.95","5,668,395.95","5,668,395.95","8,995,996.13","8,995,996.13","8,995,996.13","8,995,996.13","11,793,153.00","11,793,153.00","11,793,153.00","11,793,153.00","13,306,498.23","13,306,498.23","13,306,498.23","13,306,498.23","15,393,128.90","15,393,128.90","15,393,128.90","15,393,128.90","16,657,547.01","16,657,547.01","16,657,547.01","16,657,547.01","16,657,547.01","16,657,547.01"
开发支出,,,,,,,,,,,,,,,,,,,"249,427.05","342,398.77","902,265.96","499,139.30",,,"929,062.28",,
减:库存股,,,,,,,,,,,,,,,,,"1,058,666.55",,,,,"638,900.00","383,340.00","268,338.00","268,338.00","268,338.00","268,338.00"
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"7,100,927.26","22,082,393.80","51,091,465.49","59,105,426.39","66,841,481.77","80,271,969.33","77,455,846.50","67,454,582.22","70,662,698.13","76,632,252.92","74,178,324.51","73,546,807.19","72,841,680.08","75,891,134.88","73,512,531.62","75,654,565.65","75,194,167.49","79,807,844.50","77,824,313.40","79,649,984.28","79,291,445.25","78,861,264.72","74,575,688.18","78,374,426.78","79,545,543.09","82,737,854.59","78,617,165.67"
长期待摊费用,"765,328.52","545,978.72","326,628.92","216,954.02","163,934.08","112,601.72","237,592.89","179,513.80","176,595.81","718,058.30","636,932.48","588,306.66","507,180.84","426,055.02","406,939.90","288,803.38","280,327.56","213,521.75","151,331.12","98,267.99","34,251.86","259,230.72","221,666.68","218,354.76","220,205.59","605,352.01","570,686.46"
少数股东权益,"148,805.19","141,561.28","152,222.07","161,423.69","163,773.12","174,392.84","276,645.01",,,,,,,,,,,,,,,,,,,,
递延所得税资产,"398,323.55","810,619.10","828,492.10","1,087,539.33","703,937.78","1,516,889.47","1,441,217.69","1,732,124.39","2,111,024.61","1,828,929.38","1,846,900.99","2,480,461.57","2,937,445.59","3,622,534.47","3,654,945.02","4,475,102.09","6,300,832.12","6,347,830.18","6,349,452.27","6,937,205.41","7,571,062.11","9,228,338.84","9,233,631.00","9,735,360.93","9,952,356.83","7,393,598.01","8,208,682.05"
外币报表折算价差,,,,,,,,,,,,"-26,640.00","-26,730.00",,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,"22,033,125.73","23,780,251.79","19,553,672.22","18,208,631.91","248,074.55",
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"30,497,263.75","45,119,326.72","63,865,604.16","75,060,998.63","75,102,941.83","81,856,751.54","86,758,382.93","85,883,294.48","85,419,046.88","85,242,487.01","84,657,561.90","86,765,297.67","90,139,097.48","86,643,275.02","87,851,072.70","86,842,196.93","87,656,979.60","97,670,144.46","110,143,016.73","111,310,235.97","109,487,680.32","133,893,119.89","135,354,528.38","135,321,511.54","138,962,636.03","154,273,693.51","154,548,384.40"
所有者权益(或股东权益)合计,"38,403,495.19","72,728,298.65","104,605,586.86","112,628,749.38","315,440,779.33","332,209,486.79","329,495,616.13","319,217,706.84","322,425,822.75","331,192,534.41","328,738,606.00","328,080,448.68","327,375,231.57","331,922,031.60","329,524,844.86","331,640,460.23","330,395,677.77","340,375,912.13","338,392,711.71","340,280,763.37","339,972,703.44","345,179,467.02","340,920,134.32","344,716,566.42","345,661,784.73","347,900,966.21","343,780,277.29"
资产总计,"61,311,539.18","111,217,384.16","149,792,219.85","166,182,741.12","360,685,501.38","357,021,409.50","343,634,335.60","330,864,586.72","333,676,878.60","342,462,277.04","335,921,924.41","337,405,022.24","341,476,194.41","360,414,159.16","352,723,960.88","351,845,449.75","358,379,926.94","365,166,475.94","367,178,152.64","371,418,519.55","373,203,063.77","380,004,425.87","375,962,201.65","380,141,409.78","384,707,966.75","399,911,815.58","381,238,084.22"
负债和所有者(或股东权益)合计,"61,311,539.18","111,217,384.16","149,792,219.85","166,182,741.12","360,685,501.38","357,021,409.50","343,634,335.60","330,864,586.72","333,676,878.60","342,462,277.04","335,921,924.41","337,405,022.24","341,476,194.41","360,414,159.16","352,723,960.88","351,845,449.75","358,379,926.94","365,166,475.94","367,178,152.64","371,418,519.55","373,203,063.77","380,004,425.87","375,962,201.65","380,141,409.78","384,707,966.75","399,911,815.58","381,238,084.22"
