科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
在建工程,"45,237,259.56","236,335,997.89","195,252,034.96","253,866,669.54","39,395,375.25","52,322,616.28","56,909,945.07","31,615,598.71","66,983,937.30","122,603,510.10"
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,"27,695,866.28","25,150,876.16","92,583,001.14","59,552,651.39","60,678,754.94","60,994,739.45","59,588,623.89","58,992,670.55","63,760,693.33","80,007,664.07"
固定资产清理,,,,,,,,,,
负债合计,"836,533,154.01","784,388,887.56","728,043,553.20","759,467,545.77","728,586,320.41","980,482,422.82","1,071,583,405.96","1,368,813,165.85","1,354,190,470.93","1,462,787,859.65"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"155,000,000.00","155,000,000.00","155,000,000.00","155,000,000.00","155,000,000.00","155,000,000.00","206,670,000.00","206,670,000.00","206,670,000.00","206,670,000.00"
油气资产,,,,,,,,,,
资本公积,"2,177,450.28","2,809,457.22","2,809,457.22","2,809,457.22","2,500,735.89","2,500,735.89","816,558,470.14","815,970,739.21","815,970,739.21","815,970,739.21"
无形资产,"135,927,530.63","134,107,099.07","142,667,206.67","144,290,812.61","143,296,489.57","142,883,207.32","167,661,315.20","144,176,476.29","163,383,694.83","168,380,424.89"
盈余公积,"39,858,737.18","53,510,232.51","61,143,315.88","61,143,315.88","61,143,315.88","77,858,011.82","77,858,011.82","77,858,011.82","77,858,011.82","99,118,046.41"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,,"168,529.01","168,529.01","168,529.01","168,529.01","168,529.01","168,529.01","168,529.01","17,896,548.57","20,416,095.57"
未分配利润,"317,008,729.40","477,914,612.65","615,336,917.04","667,938,829.33","730,178,275.17","774,037,925.93","855,418,803.75","845,669,359.73","940,118,148.82","1,008,631,481.34"
长期待摊费用,,,,,,,,,,"1,628,333.34"
少数股东权益,"7,366,275.61","31,626.31","-665,622.22","-306,176.07","-248,628.57","-141,026.39","-164,404.57",,,
递延所得税资产,"5,616,002.32","5,292,588.71","10,897,604.19","9,150,818.83","9,732,174.32","11,966,885.84","12,584,346.57","16,678,408.63","14,779,038.68","16,619,277.24"
外币报表折算价差,,,,,,,,,,
其他非流动资产,"27,462,917.04","6,193,538.83","8,049,516.00","2,071,632.15","11,225,950.00","2,739,335.00","4,295,105.03","29,828,525.52","48,559,823.73","22,881,632.83"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"499,916,577.80","707,923,700.57","785,269,415.53","818,245,780.00","780,878,729.76","815,915,781.84","825,767,875.87","824,159,899.46","923,197,644.09","1,000,722,759.37"
所有者权益(或股东权益)合计,"521,184,257.27","687,947,301.80","831,998,624.63","885,663,954.53","948,033,573.52","1,008,050,815.08","1,955,166,766.18","1,946,836,144.75","2,041,631,947.47","2,131,051,688.59"
资产总计,"1,357,717,411.28","1,472,336,189.36","1,560,042,177.83","1,645,131,500.30","1,676,619,893.93","1,988,533,237.90","3,026,750,172.14","3,315,649,310.60","3,395,822,418.40","3,593,839,548.24"
负债和所有者(或股东权益)合计,"1,357,717,411.28","1,472,336,189.36","1,560,042,177.83","1,645,131,500.30","1,676,619,893.93","1,988,533,237.90","3,026,750,172.14","3,315,649,310.60","3,395,822,418.40","3,593,839,548.24"
