科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付的各项税费,"17,646,810.41","22,452,168.30","25,645,405.37",,"18,159,098.48","27,088,020.80","32,364,920.67","10,421,374.45","23,897,453.46","33,853,305.52","49,537,355.63","15,527,313.44","44,811,353.96","62,790,573.74","81,785,928.23","22,883,334.62","52,033,444.33"
收到其他与筹资活动有关的现金,,,,,,,"3,000,000.00",,,,,,,,,,
支付其他与经营活动有关的现金,"25,329,682.88","24,865,383.27","27,942,884.14",,"34,908,611.96","25,311,770.57","28,480,741.54","50,352,759.81","26,098,356.73","39,660,026.41","59,976,748.91","45,493,556.07","47,584,648.18","46,934,017.72","69,848,617.12","40,369,934.00","63,223,360.41"
筹资活动现金流入小计,"30,000,000.00","103,000,000.00","63,000,000.00",,"353,917,500.00","349,413,312.95","380,400,000.00","50,000,000.00","58,000,000.00","248,000,000.00","329,600,000.00","159,000,000.00","384,280,000.00","536,280,000.00","552,180,000.00","908,500,000.00","1,126,600,000.00"
经营活动现金流出小计,"406,877,009.87","469,863,511.66","624,142,726.76",,"333,463,910.91","497,758,847.08","766,611,147.32","197,076,275.07","496,478,334.23","737,819,699.62","1,075,269,173.15","294,896,274.03","612,458,886.93","992,102,055.18","1,502,407,937.13","497,756,243.98","1,158,667,885.57"
偿还债务支付的现金,"30,000,000.00","45,000,000.00","68,000,000.00",,"13,562,500.00","111,000,000.00","111,000,000.00",,,,"15,600,000.00","93,500,000.00","132,500,000.00","250,000,000.00","380,280,000.00","411,000,000.00","431,000,000.00"
经营活动产生的现金流量净额,"42,385,248.54","13,526,104.08","24,242,435.51","-52,009,900.00","-50,494,350.22","-121,023,256.52","-83,156,167.12","-53,316,618.05","-26,041,024.09","-53,263,272.07","-13,422,251.54","-94,548,276.24","-133,689,968.64","-151,835,935.13","54,757,669.80","-174,677,450.27","-213,582,743.13"
分配股利、利润或偿还利息支付的现金,"2,208,545.00","2,850,377.32","5,790,104.08",,"2,561,990.84","3,135,214.60","3,760,123.98","16,024,650.00","16,523,812.50","18,620,488.33","21,990,786.12","3,347,513.15","32,278,385.86","38,774,849.82","47,190,610.33","6,377,634.62","44,710,253.88"
收回投资收到的现金,,,,,,,,,,,"17,000,000.00",,,,"50,000,000.00",,
支付其他与筹资活动有关的现金,,,,,,,"27,986,687.05",,,"154,042.45",,,"26,099.96","26,099.96","1,200,000.00","1,031,250.00","1,397,178.66"
取得投资收益收到的现金,,,,,,,,,,"4,071.34","11,462.49","36,301.37","36,301.37","36,301.37","36,301.37",,
筹资活动现金流出小计,"32,208,545.00","47,850,377.32","73,790,104.08",,"16,124,490.84","114,135,214.60","142,746,811.03","16,024,650.00","16,523,812.50","18,774,530.78","37,590,786.12","96,847,513.15","164,804,485.82","288,800,949.78","428,670,610.33","418,408,884.62","477,107,432.54"
处置固定资产、无形资产和其他长期资产收回的现金净额,"19,929.22","18,100.00","3,008,385.00",,,"20,077.54","96,188.73",,,,"1,107,602.59",,,,"220,000.00",,"6,115.00"
筹资活动产生的现金流量净额,"-2,208,545.00","55,149,622.68","-10,790,104.08","-1,279,400.00","337,793,009.16","235,278,098.35","237,653,188.97","33,975,350.00","41,476,187.50","229,225,469.22","292,009,213.88","62,152,486.85","219,475,514.18","247,479,050.22","123,509,389.67","490,091,115.38","649,492,567.46"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,"63,866.15",,,,"-39,216.22","-4,978.39","68,109.40"
收到其他与投资活动有关的现金,"8,303,844.00","2,900,000.00","20,900,000.00",,,,,,,"30,800,000.00","42,472,300.00","12,381,840.00","14,181,840.00","14,181,840.00","14,804,520.00","4,337,105.71","4,337,105.71"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"8,323,773.22","2,918,100.00","23,908,385.00",,,"20,077.54","96,188.73",,,"30,804,071.34","60,591,365.08","12,418,141.37","14,218,141.37","14,218,141.37","65,060,821.37","4,337,105.71","4,343,220.71"
五、现金及现金等价物净增加额,"-15,751,688.81","11,996,534.85","-2,980,729.54","-54,990,000.00","283,338,224.16","89,684,109.11","109,749,593.89","-47,309,294.88","-36,780,626.69","-77,962,578.05","-14,266,371.67","-70,156,274.25","-62,749,315.57","-98,643,211.37","-17,454,891.57","258,299,098.31","307,215,771.23"
购建固定资产、无形资产和其他长期资产支付的现金,"64,252,165.57","57,697,291.91","40,341,445.97",,"3,960,434.78","24,590,810.26","44,843,616.69","18,780,297.31","35,177,160.58","81,112,846.54","118,934,796.60","37,953,126.23","151,671,335.09","206,343,267.83","203,695,500.48","58,036,741.30","121,346,723.59"
期初现金及现金等价物余额,"66,234,974.35","50,483,285.54","62,479,820.39",,"59,499,090.85","59,499,090.85","59,499,090.85","169,248,684.74","169,248,687.74","172,953,363.10","169,248,684.74","154,982,313.07","154,982,313.07","154,982,313.07","154,982,313.07","137,527,421.50","137,527,421.50"
投资支付的现金,,,,,,,,,,"178,000,000.00","15,300,000.00",,,,"50,000,000.00",,
期末现金及现金等价物余额,"50,483,285.54","62,479,820.39","59,499,090.85",,"342,837,315.01","149,183,199.96","169,248,684.74","121,939,389.86","132,468,058.05","94,990,785.05","154,982,313.07","84,826,038.82","92,232,997.50","56,339,101.70","137,527,421.50","395,826,519.81","444,743,192.73"
