科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"98,847,101.96","120,783,872.46","146,045,832.95","104,409,980.59","171,877,937.10","180,397,393.45","50,536,091.56","91,801,947.96","192,047,246.81","210,976,197.30","46,553,260.79","140,256,705.70","199,751,878.65","262,021,213.63","57,025,213.87","139,668,181.59","194,362,543.60","265,572,882.00","61,861,416.39","147,079,417.60","211,890,228.43","304,005,225.54","59,875,669.24","154,923,692.84","236,809,593.55","367,420,734.96","78,367,459.02","153,111,893.23"
取得借款收到的现金,"200,000,000.00",,"10,000,000.00",,,"2,830,000.00",,,,,,,,,,,,,,,,,,,"5,000,000.00","5,000,000.00",,
支付的各项税费,"34,103,269.48","79,084,961.90","119,779,202.86","85,662,551.28","118,583,122.25","147,692,453.57","42,486,757.82","76,468,181.07","106,506,389.68","149,822,415.12","53,948,610.12","82,107,286.37","120,493,237.15","169,123,397.91","35,585,488.11","85,853,525.57","110,431,422.32","124,504,804.01","56,124,540.30","106,317,340.23","139,290,436.15","168,502,785.79","48,237,285.48","82,971,106.30","106,618,008.22","135,694,340.55","37,755,728.28","71,080,743.88"
收到其他与筹资活动有关的现金,,,"193,864,805.19","21,630,671.22","14,221,450.11","34,369,892.72",,,,,,,,"3,348,594.90","1,715,284.07","5,392,544.18","23,995,809.60","7,942,228.91","20,122,519.66","27,272,505.58","9,707,533.50",,,"15,937,475.10","8,897,980.88",,"2,157,243.23","12,553,430.20"
支付其他与经营活动有关的现金,"68,166,899.91","98,308,448.24","126,671,062.27","48,743,105.97","77,687,916.74","88,180,434.48","20,094,309.04","53,323,878.95","65,136,587.80","86,731,547.92","24,718,783.43","54,731,129.31","92,085,083.91","116,187,326.16","35,332,377.29","78,586,101.89","132,895,338.69","90,548,448.90","47,921,536.34","105,504,364.46","144,757,763.33","117,310,941.36","48,018,050.91","92,635,249.09","152,929,302.17","195,220,793.61","42,287,244.14","90,165,664.02"
筹资活动现金流入小计,"202,000,000.00",,"203,864,805.19","1,538,798,671.22","1,531,389,450.11","1,554,367,892.72",,,,,,,"8,000,000.00","11,348,594.90","1,715,284.07","10,217,014.30","28,820,279.72","12,766,699.03","20,122,519.66","27,272,505.58","9,707,533.50",,,"15,937,475.10","53,076,280.88","60,638,300.00","55,603,668.23","65,999,855.20"
经营活动现金流出小计,"1,290,035,350.66","1,649,103,364.51","1,450,199,281.95","460,890,150.08","676,443,435.03","788,488,388.19","172,782,759.20","341,076,766.38","631,778,060.88","815,954,859.10","197,897,342.45","419,133,637.23","737,251,602.42","1,028,274,512.67","197,263,107.10","525,433,513.91","733,112,527.42","896,396,884.62","237,556,236.58","634,617,252.40","886,651,485.71","1,239,874,712.83","339,464,192.97","787,118,613.02","1,211,763,728.75","1,521,887,473.20","390,028,833.11","904,046,584.98"
偿还债务支付的现金,,,"200,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,,,"5,000,000.00","5,000,000.00"
经营活动产生的现金流量净额,"249,271,457.58","344,645,291.75","-87,250,274.24","59,892,123.42","68,134,588.53","200,570,700.62","16,206,364.58","129,636,495.84","18,459,915.43","350,046,421.14","68,703,205.73","118,160,930.01","-21,767,277.28","86,113,466.71","-27,965,371.24","-22,461,513.34","-16,922,120.71","363,353,655.90","-18,344,967.13","32,447,349.71","202,047,842.63","455,487,555.99","-64,335,787.14","79,798,729.90","176,936,239.06","565,147,863.96","-11,420,360.76","32,283,931.29"
分配股利、利润或偿还利息支付的现金,"1,909,099.00","8,036,000.00","7,936,801.00",,"150,000.00","140,000.00",,"63,283,308.90","64,078,657.80","64,214,034.25",,"129,258,555.30","129,258,555.30","129,396,281.97",,"66,142,017.80","71,042,017.80","69,119,572.57","980,000.00","97,423,900.01","99,600,900.01","97,716,090.70",,,"144,304,159.67","144,176,980.05",,"193,876,047.25"
收回投资收到的现金,,,"1,035,851.84",,,,,,,,,,,,,,,,,,,,"300,594,520.55","400,594,520.55","702,423,287.67","10,000,000.00","100,000,000.00","480,000,000.00"
支付其他与筹资活动有关的现金,"102,162,121.18","85,996,044.14",,"6,558,411.66","6,658,411.66","7,149,288.92","13,028,664.72","21,678,458.58","7,954,629.68","5,834,817.36","23,697,583.24","42,694,988.56","17,813,515.52",,,,,,,,,"17,350,868.89",,"7,393,158.47","13,740,607.71","33,381,386.50","4,016,453.07","36,085,837.80"
取得投资收益收到的现金,"7,796,927.21","19,474,396.59","842,436.75",,,,,"1,848,479.45","2,598,479.45","22,332,479.45","5,380,019.42","6,721,958.47","8,033,534.95","25,292,850.94","14,884,936.93","14,884,936.93","14,884,936.93","23,185,770.26","4,322,500.00","8,692,500.00","23,209,166.67","29,204,851.60","1,972,602.74","3,117,808.22","6,353,086.53","17,472,575.33","1,314,383.56","8,112,575.33"
筹资活动现金流出小计,"104,071,220.18","94,032,044.14","207,936,801.00","16,558,411.66","16,808,411.66","17,289,288.92","13,028,664.72","84,961,767.48","72,033,287.48","70,048,851.61","23,697,583.24","171,953,543.86","147,072,070.82","129,396,281.97",,"66,142,017.80","71,042,017.80","69,119,572.57","980,000.00","97,423,900.01","99,600,900.01","115,066,959.59",,"7,393,158.47","158,044,767.38","177,558,366.55","9,016,453.07","234,961,885.05"
处置固定资产、无形资产和其他长期资产收回的现金净额,"138,770.49","314,710.00","36,450.32","6,497.00","6,497.00","6,497.00","10,896.96","308,301.62","309,459.17","120,359,379.99","169,086.17","36,936.70","120,292,277.70","170,340,439.23","39,050,275.00","39,046,225.00","39,049,576.64","39,105,362.01",,"27,900.00","35,418.50","62,416.77","3,350.00","6,996.00","6,996.00","1,034,902.00","6,130.00","7,260.00"
筹资活动产生的现金流量净额,"97,928,779.82","-94,032,044.14","-4,071,995.81","1,522,240,259.56","1,514,581,038.45","1,537,078,603.80","-13,028,664.72","-84,961,767.48","-72,033,287.48","-70,048,851.61","-23,697,583.24","-171,953,543.86","-139,072,070.82","-118,047,687.07","1,715,284.07","-55,925,003.50","-42,221,738.08","-56,352,873.54","19,142,519.66","-70,151,394.43","-89,893,366.51","-115,066,959.59",,"8,544,316.63","-104,968,486.50","-116,920,066.55","46,587,215.16","-168,962,029.85"
处置子公司及其他营业单位收到的现金净额,"4,835,300.00","76,820.47",,,,,,,,,,,,,,,,,,,,"31,941.92",,,,"6,771,003.50",,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,59.25,413.53,413.53,"14,050.48",,
收到其他与投资活动有关的现金,"1,886,140,615.00","3,632,728,460.00","1,161,595,200.00",,,,,,,"1,550,000,000.00","770,000,000.00","940,000,000.00","990,000,000.00","990,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,"200,000,000.00","600,000,000.00",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,898,911,612.70","3,652,594,387.06","1,163,509,938.91","6,497.00","6,497.00","6,497.00","10,896.96","2,156,781.07","2,907,938.62","1,692,691,859.44","775,549,105.59","946,758,895.17","1,118,325,812.65","1,185,633,290.17","553,935,211.93","553,931,161.93","553,934,513.57","562,291,132.27","4,322,500.00","8,720,400.00","223,244,585.17","629,299,210.29","302,570,473.29","403,719,324.77","708,783,370.20","35,278,480.83","101,320,513.56","488,119,835.33"
五、现金及现金等价物净增加额,"-193,032,759.35","571,047,244.40","-309,822,669.09","1,416,466,664.01","1,296,429,600.98","1,328,688,264.69","-99,892,127.44","-533,847,724.24","-725,723,290.40","-55,900,121.20","82,752,994.12","-429,864,301.17","-605,487,426.99","-477,232,245.01","468,923,360.68","364,036,409.03","126,406,021.35","243,089,502.74","-105,366,280.06","-193,726,828.48","-65,618,618.76","94,987,391.00","-162,010,506.01","-135,906,274.68","-120,479,207.61","2,888,166.21","-128,106,470.91","-380,464,812.82"
购建固定资产、无形资产和其他长期资产支付的现金,"185,146,974.45","174,021,850.27","257,632,237.95","162,672,215.97","283,292,523.00","405,967,536.73","103,080,724.26","180,679,233.67","275,057,856.97","358,589,550.17","67,801,733.96","152,830,582.49","192,973,891.54","260,931,314.82","58,761,764.08","111,508,236.06","168,384,633.43","226,202,411.89","110,486,332.59","141,734,533.76","178,009,030.05","231,723,765.69","64,120,526.41","131,844,334.51","195,531,548.90","412,420,043.28","94,593,838.87","171,506,549.59"
期初现金及现金等价物余额,"241,323,828.33","48,291,068.98","619,338,313.38","309,515,644.29","309,515,644.29","309,515,644.29","1,638,203,908.98","1,638,203,908.98","1,638,203,908.98","1,638,203,908.98","1,582,303,787.78","1,582,303,787.78","1,582,303,787.78","1,582,303,787.78","1,105,071,542.77","1,105,071,542.77","1,107,095,942.77","1,105,071,542.77","1,348,161,045.51","1,348,161,045.51","1,348,161,045.51","1,348,161,045.51","1,443,148,436.51","1,443,148,436.51","1,443,148,436.51","1,443,148,436.51","1,446,036,602.72","1,446,036,602.72"
投资支付的现金,"19,600,000.00","19,600,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,,,,,"23,008,650.00","23,008,650.00","23,008,650.00","336,124,725.00","496,124,725.00","705,699,195.00","47,099,195.00","170,000,000.00","560,400,000.00"
期末现金及现金等价物余额,"48,291,068.98","619,338,313.38","309,515,644.29","1,725,982,308.30","1,605,945,245.27","1,638,203,908.98","1,538,311,781.54","1,104,356,184.74","912,480,618.58","1,582,303,787.78","1,665,056,781.90","1,152,439,486.61","976,816,360.79","1,105,071,542.77","1,573,994,903.45","1,469,107,951.80","1,233,501,964.12","1,348,161,045.51","1,242,794,765.45","1,154,434,217.03","1,282,542,426.75","1,443,148,436.51","1,281,137,930.50","1,307,242,161.83","1,322,669,228.90","1,446,036,602.72","1,317,930,131.81","1,065,571,789.90"
