科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"8,339,219.87","18,009,821.39","45,731,716.09","22,423,782.06","38,743,747.73","60,665,523.69","97,581,597.39","20,741,705.97","52,805,960.49","71,854,316.13","114,288,967.09","32,511,945.85","59,956,606.38","97,858,723.74","138,039,704.22","44,662,262.88","88,202,559.65","142,522,601.69","230,199,863.71","60,037,241.71","132,618,241.19","176,504,792.91","313,184,943.85","101,258,708.34","183,880,001.41","264,732,225.83","385,269,330.76","81,477,150.49","172,257,735.41","258,654,500.55","410,156,445.30","100,259,524.77","187,590,645.10","293,488,369.57","432,800,887.05","97,418,324.27","202,746,576.32","274,982,465.36","420,219,136.59","98,950,489.80","198,091,930.41","267,533,225.37","449,437,901.45","104,415,457.44","211,695,552.70","375,511,718.65","512,590,286.28","131,534,952.54"
取得借款收到的现金,"192,575,000.00","357,075,000.00","501,575,000.00","84,000,000.00","138,560,000.00","175,560,000.00","394,500,000.00","207,000,000.00","569,412,378.16","999,482,578.85","1,612,263,584.83","603,440,273.86","1,684,932,637.38","2,753,643,336.52","3,988,592,279.41","1,449,933,314.57","2,949,525,703.32","4,248,858,428.67","5,165,746,707.01","2,139,121,285.56","3,276,937,460.07","4,664,998,222.27","6,511,961,522.02","1,920,547,476.55","2,802,770,344.68","3,662,847,349.09","6,384,289,429.40","2,892,677,869.49","3,588,054,904.48","4,864,005,330.16","7,257,954,763.11","1,145,705,208.95","2,083,706,364.55","5,716,929,285.70","4,679,207,085.03","2,001,830,278.08","2,595,768,361.62","4,348,109,330.66","2,521,211,913.10","2,671,064,110.76","1,116,461,342.41","1,687,119,990.42","7,918,667,866.18","2,706,901,264.13","5,171,218,613.37","6,637,266,558.96","7,047,840,934.48","2,791,312,316.52"
支付的各项税费,"8,929,379.48","23,166,582.67","52,344,563.38","20,656,976.39","50,554,308.94","87,851,554.78","109,927,032.76","15,402,458.04","33,664,134.73","40,269,191.78","53,141,296.52","12,668,947.37","31,442,323.93","56,459,173.72","86,309,272.03","20,926,406.22","65,601,303.88","79,751,454.22","146,647,245.51","15,924,035.17","71,705,104.74","112,695,092.84","159,246,634.16","26,175,117.52","83,218,684.44","104,531,445.42","127,918,905.67","20,251,871.59","44,152,106.01","80,973,460.39","128,428,931.66","30,403,155.77","96,679,870.91","120,523,409.91","124,057,773.47","15,810,125.67","49,588,487.53","75,471,832.75","98,831,694.42","20,514,736.71","95,381,246.86","143,784,508.41","187,628,524.58","22,550,090.70","104,595,118.67","156,904,800.71","255,196,684.03","68,533,929.36"
收到其他与筹资活动有关的现金,"15,228,587.90",,,,"869,181.36","895,253.27",,,,,,"5,932.32",,,"499,615,850.00",,"51,472,000.00","52,141,921.84","163,599,100.00","177,123,052.84","213,534,370.00","468,236,400.00","667,396,480.00","88,607,640.00","238,824,370.00","962,040,080.00","1,315,764,920.00","718,875,880.00","1,531,485,190.00","1,989,524,480.00","1,570,842,761.47","1,414,129,500.00","2,101,319,460.00","2,530,448,870.00","4,360,334,230.00",,"2,012,202,710.00","3,147,589,185.70","2,655,310,158.22","946,970,523.02","2,833,415,531.52","3,463,749,110.40","1,216,666,481.22","738,906,105.05","672,477,999.63","841,301,581.72","205,273,749.75","626,631,719.90"
支付其他与经营活动有关的现金,"3,619,900.81","8,807,564.88","16,565,632.01","5,493,301.36","11,717,046.38","18,206,182.46","68,008,337.94","4,941,045.96","1,085,154.77","3,220,630.85","110,526,253.11","5,064,958.74","64,587,729.85","67,469,302.92","325,819,146.96","6,184,834.33","47,206,923.37","48,107,455.45","95,021,698.41","46,551,775.23","986,408,945.73","1,022,748,564.24","189,867,424.79","47,903,132.97","816,105,435.72","860,852,174.10","288,891,642.95","60,086,718.00","83,245,726.24","110,548,879.87","205,495,682.10","54,424,150.43","84,837,403.30","109,997,256.93","221,265,028.19",,"118,389,600.25","115,390,889.86","266,312,461.43","29,734,030.64","100,698,180.01","165,809,067.25","557,862,529.50","62,937,648.12","132,739,911.81","225,031,194.40","629,381,728.96","75,042,569.51"
筹资活动现金流入小计,"207,803,587.90","407,475,000.00","551,975,000.00","84,000,000.00","762,949,181.36","799,975,253.27","1,008,020,000.00","207,000,000.00","569,412,378.16","999,482,578.85","1,612,263,584.83","603,446,206.18","1,684,932,637.38","2,753,643,336.52","4,488,208,129.41","1,449,933,314.57","3,000,997,703.32","5,559,277,678.51","6,582,473,135.01","2,316,244,338.40","3,490,471,830.07","5,133,234,622.27","8,297,311,402.02","2,009,155,116.55","3,041,594,714.68","4,624,887,429.09","7,700,054,349.40","3,611,553,749.49","5,119,540,094.48","6,853,529,810.16","8,829,997,524.58","2,559,834,708.95","4,185,025,824.55","8,247,378,155.70","9,039,543,305.26","2,001,830,278.08","4,607,971,071.62","7,495,698,516.36","5,176,522,071.32","3,618,034,633.78","3,949,876,873.93","5,150,869,100.82","9,135,334,347.40","3,445,807,369.18","5,943,096,613.00","7,577,968,140.68","7,352,514,684.23","3,417,944,036.42"
经营活动现金流出小计,"162,241,942.81","574,359,766.17","1,150,887,268.18","437,625,238.99","1,189,149,962.33","1,625,112,626.68","2,041,488,271.54","544,316,456.60","1,292,979,362.02","2,016,407,792.81","3,246,218,094.91","969,092,489.27","2,479,742,655.98","4,309,997,899.96","6,633,580,975.69","2,195,306,365.51","4,925,363,526.10","8,299,860,031.65","10,363,031,994.42","2,164,173,023.72","5,028,115,832.57","7,950,879,334.02","12,241,183,123.25","2,709,917,092.84","6,746,208,554.99","9,933,084,741.60","13,196,179,008.66","3,071,651,131.49","6,277,978,753.04","10,298,198,250.84","14,872,023,236.21","3,274,123,620.59","6,862,407,112.34","10,854,924,487.79","14,106,276,526.53","3,376,927,544.04","7,612,221,549.65","12,140,120,595.47","17,591,048,197.12","5,266,445,130.47","11,597,643,018.48","18,680,560,940.79","20,170,101,957.44","4,826,589,244.64","10,680,815,315.88","15,722,567,007.58","22,784,417,849.87","5,662,866,948.41"
偿还债务支付的现金,"290,140,000.00","477,932,500.00","665,382,500.00","40,600,000.00","103,560,000.00","229,560,000.00","251,500,000.00","144,500,000.00","265,500,000.00","354,336,084.61","589,685,219.32","266,710,112.90","663,676,061.25","1,236,670,718.93","2,240,395,692.01","884,714,579.81","2,277,175,903.57","3,590,265,051.74","4,653,368,553.71","1,750,876,323.69","2,764,560,872.01","3,959,065,338.19","6,307,912,141.78","1,710,480,234.77","2,862,348,119.75","4,115,186,149.44","5,656,389,152.32","2,367,132,849.05","4,807,796,949.29","6,406,904,964.88","7,933,955,593.48","1,869,097,068.76","2,506,942,632.59","5,855,804,367.53","5,358,616,933.93","1,600,835,958.48","3,114,048,740.40","3,976,327,401.05","1,117,198,343.37","1,712,100,868.37","1,745,770,012.29","1,949,591,786.16","8,180,173,115.41","2,570,352,466.96","4,327,103,289.51","5,020,663,524.97","6,235,067,382.90","2,431,662,821.99"
经营活动产生的现金流量净额,"103,619,057.56","155,798,942.03","258,073,188.39","-9,693,512.40","-112,105,572.99","-120,335,783.69","68,359,667.30","-55,575,063.75","-370,705,766.74","-445,308,036.83","-649,535,239.09","-280,924,563.86","-718,360,639.09","-958,358,994.55","-1,393,062,379.82","-236,648,893.72","-501,488,896.53","-873,114,085.27","-237,221,707.55","-71,628,093.20","-446,509,399.78","-185,897,805.04","-773,680,386.15","103,528,687.37","188,573,781.83","217,865,084.94","-370,015,945.65","-163,867,586.03","418,612,956.24","780,003,219.14","1,573,462,579.35","300,799,482.31","398,841,434.23","250,769,259.76","877,308,446.93","312,525,984.28","762,084,528.28","624,426,724.82","259,784,490.94","249,487,740.41","-96,883,262.97","-208,339,865.91","695,361,164.70","477,806,367.86","687,252,578.98","649,891,484.63","1,157,063,713.28","338,373,788.28"
分配股利、利润或偿还利息支付的现金,"7,129,472.90","10,641,919.16","19,901,402.39","4,025,280.45","9,524,824.86","15,044,017.86","19,466,298.87","2,851,324.67","47,279,831.42","59,769,168.09","75,399,516.93","17,634,396.45","42,439,719.13","73,057,083.70","108,417,724.01","45,538,736.19","100,614,244.05","150,761,997.72","226,084,848.12","58,811,492.86","181,848,087.93","249,800,036.87","329,966,732.36","85,422,805.33","174,209,606.92","239,092,032.75","353,480,722.74","87,593,144.15","144,224,964.03","196,463,690.59","376,307,908.64","57,919,196.38","206,719,790.19","274,240,670.29","376,020,054.57","66,637,634.24","133,312,588.75","195,454,797.55","260,323,118.48","75,248,239.89","146,460,979.19","224,308,430.50","323,322,226.57","65,700,822.59","137,714,625.63","305,868,612.66","472,100,469.49","81,045,650.13"
收回投资收到的现金,,"796,375.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,607,499.04",,,,"1,821,100.31",,,,"4,058,616.56",,,,"100,000.00",,,,"43,420,446.61",
支付其他与筹资活动有关的现金,"20,181,600.54",,,"2,781.31","14,000,140.03","14,308,729.42","3,859,680.00","29,200.00",,,"47,900,000.00","50,100.00",,,,"60,032.06",,,"166,227,910.00","17,363,176.00","67,132,000.00","323,442,950.00","354,720,971.09","56,505,048.96","70,541,310.00","313,891,310.00","865,776,070.00","747,793,240.00","466,195,970.00","848,748,820.00","1,681,731,515.00","773,316,750.00","1,592,417,790.00","2,159,709,610.00","3,889,373,160.80",,"1,491,106,245.70","3,059,318,410.02","3,001,670,702.09","1,936,106,771.57","1,969,787,710.40","2,843,309,526.70","1,252,011,263.05","776,954,770.95","1,406,120,303.29","2,126,529,470.02","829,338,183.62","992,643,419.48"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,"720,000.00","800,000.00","800,000.00","800,000.00",,,,"2,637,961.35",,,,"1,184,755.45",,,,"5,585,673.33",,,,"1,334,194.81",,,"600,000.00","12,999,323.30",,,,"11,876,043.70",
筹资活动现金流出小计,"317,451,073.44","488,574,419.16","685,283,902.39","44,628,061.76","127,084,964.89","258,912,747.28","274,825,978.87","147,380,524.67","312,779,831.42","414,105,252.70","712,984,736.25","284,394,609.35","706,115,780.38","1,309,727,802.63","2,348,813,416.02","930,313,348.06","2,377,790,147.62","3,741,027,049.46","5,045,681,311.83","1,827,050,992.55","3,013,540,959.94","4,532,308,325.06","6,992,599,845.23","1,852,408,089.06","3,107,099,036.67","4,668,169,492.19","6,875,645,945.06","3,202,519,233.20","5,418,217,883.32","7,452,117,475.47","9,991,995,017.12","2,700,333,015.14","4,306,080,212.78","8,289,754,647.82","9,624,010,149.30","1,667,473,592.72","4,738,467,574.85","7,231,100,608.62","4,379,192,163.94","3,723,455,879.83","3,862,018,701.88","5,017,209,743.36","9,755,506,605.03","3,413,008,060.50","5,870,938,218.43","7,453,061,607.65","7,536,506,036.01","3,505,351,891.60"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"3,930,000.00","3,930,000.00",,,,"9,500.00",,,,,"152,154.35","160,727.83","160,727.83","159,169.09",,,,,,,,"169,672.00",,,,"413,188.30",,,,"6,926,040.75",,"414,786.82","414,786.82","1,372,692.04","197,145.04","197,145.04","197,145.04","1,424,785.44",,"320,221.37","352,254.59","1,986,770.37","46,173.61","46,173.61","49,014.16","1,162,106.74","13,835.99"
筹资活动产生的现金流量净额,"-109,647,485.54","-81,099,419.16","-133,308,902.39","39,371,938.24","635,864,216.47","541,062,505.99","733,194,021.13","59,619,475.33","256,632,546.74","585,377,326.15","899,278,848.58","319,051,596.83","978,816,857.00","1,443,915,533.89","2,139,394,713.39","519,619,966.51","623,207,555.70","1,818,250,629.05","1,536,791,823.18","489,193,345.85","476,930,870.13","600,926,297.21","1,304,711,556.79","156,747,027.49","-65,504,321.99","-43,282,063.10","824,408,404.34","409,034,516.29","-298,677,788.84","-598,587,665.31","-1,161,997,492.54","-140,498,306.19","-121,054,388.23","-42,376,492.12","-584,466,844.04","334,356,685.36","-130,496,503.23","264,597,907.74","797,329,907.38","-105,421,246.05","87,858,172.05","133,659,357.46","-620,172,257.63","32,799,308.68","72,158,394.57","124,906,533.03","-183,991,351.78","-87,407,855.18"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"431,760.28",,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,"113,615.95",,,,"-31,140.18","-31,140.18","-1,181,433.31",,,"-25,640,553.42","-849,811.88","34,641.32",,,"-4,199,537.84",,"-11,596,174.73","15,696,628.85","29,902,146.26",,"5,952,455.99","7,952,975.46","194,961.71",,"763,265.68","2,822,263.95","-6,842,043.86",,"-5,218,908.14","-6,945,252.80","-22,392,638.62","-1,054,532.48","-507,772.14","-7,637,151.63","-1,006,387.14","17,068,916.89","-12,682,998.97","27,672,872.00","1,883,235.35","239,345.25"
收到其他与投资活动有关的现金,,"1,129,832.47","1,129,832.47",,,,,,,,,,,,"10,000,000.00",,,,,,"5,000,000.00","15,000,000.00","28,503,251.71",,,,"31,000,000.00",,,,"86,458,605.11",,,,"135,133,034.87",,,"17,294,132.03","7,780,000.00",,,,"3,941,312.51",,,,"3,273,975.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"5,856,208.00","5,059,832.47",,,,"9,500.00",,,,,"152,154.35","160,727.83","160,727.83","10,159,169.09",,,,,"720,000.00","5,800,000.00","15,800,000.00","29,472,923.71",,,,"34,051,149.65",,,,"106,176,900.35",,"414,786.82","414,786.82","144,344,260.83","197,145.04","197,145.04","17,491,277.07","14,597,596.81",,"320,221.37","952,254.59","19,027,406.18","46,173.61","46,173.61","49,014.16","59,732,572.05","13,835.99"
五、现金及现金等价物净增加额,"-11,040,846.52","-11,164,110.37","-20,100,742.74","21,594,141.79","501,155,376.65","313,253,840.08","504,035,871.10","-124,815,505.78","-344,431,477.63","-337,342,914.13","-468,548,509.78","-60,738,570.26","26,265,854.81","128,555,667.42","142,166,343.62","244,186,541.66","-69,902,796.20","501,171,833.39","383,449,615.53","339,966,683.01","-110,674,341.00","196,188,474.10","-61,305,559.97","138,016,682.67","-181,822,715.71","-181,822,715.71","-254,611,348.20","159,592,113.71","-59,719,872.04","-55,121,850.42","166,618,036.40","47,390,306.47","-2,118,837.16","-162,444,766.75","-200,625,742.41","546,776,350.49","317,169,179.68","373,940,957.56","264,334,707.17","88,028,000.87","-151,728,854.42","-374,444,336.55","-379,200,183.37","207,926,540.31","348,361,626.99","220,352,871.67","106,982,080.27","135,909,470.10"
购建固定资产、无形资产和其他长期资产支付的现金,"5,012,418.54","91,719,841.24","129,118,336.26","8,084,284.05","22,603,266.83","81,855,519.09","237,289,274.27","128,859,917.36","230,471,873.58","477,412,203.45","708,242,202.63","99,017,757.58","234,319,950.75","357,130,459.57","613,143,725.73","38,784,531.13","191,621,455.37","418,324,156.97","804,241,088.22","78,353,210.96","146,895,811.35","234,640,018.07","611,610,116.48","122,259,032.19","293,296,000.82","372,102,366.40","716,957,102.80","85,574,816.55","185,607,495.43","244,490,379.71","351,218,912.47","112,910,869.65","281,083,935.66","374,074,585.16","620,631,122.59","89,965,024.51","309,397,082.27","520,629,699.27","575,557,309.40","53,483,961.01","126,951,212.73","277,513,931.06","392,571,859.18","300,829,726.73","398,412,521.20","582,167,032.15","842,613,075.70","115,309,644.24"
期初现金及现金等价物余额,"40,566,529.20","40,566,529.20","40,566,529.20",,"20,465,786.46","20,465,786.46","23,324,620.65","551,860,491.75","551,860,491.75","551,860,491.75","527,360,491.75","184,711,981.97","184,711,981.97","184,711,981.97","58,811,981.97","256,978,325.59","263,592,260.50","217,583,121.27","217,583,121.27","654,605,538.96","601,032,736.80","650,466,080.80","601,032,736.80","539,727,176.83","539,727,176.83","539,727,176.83","539,727,176.83","285,115,828.63","285,115,828.63","285,115,828.63","285,115,828.63","451,733,865.03","451,733,865.03","451,733,865.03","451,733,865.03","251,108,122.62","251,108,122.62","251,108,122.62","251,108,122.62","515,442,829.79","515,442,829.79","515,442,829.79","515,442,829.79","136,242,646.42","136,242,646.42","136,242,646.42","140,391,403.60","247,373,483.87"
投资支付的现金,,,"20,806,524.95",,,"25,617,363.13","60,238,043.06",,,,"915,470.00",,,,,,,,"111,029,600.00",,,,"6,000,000.00",,,,"56,000,000.00",,,,,,,,,,,"5,000,000.00","66,431,449.84","1,500,000.00",,"15,565,000.00","75,704,435.27","18,964,500.00",,,"60,421,620.60",
期末现金及现金等价物余额,"29,525,682.68","29,402,418.83","20,465,786.46",,"521,621,163.11","333,719,626.54","527,360,491.75","427,044,985.97","207,429,014.12","214,517,577.62","58,811,981.97","123,973,411.71","210,977,836.78","313,267,649.39","200,978,325.59","501,164,867.25","193,689,464.30","718,754,954.66","601,032,736.80","994,572,221.97","490,358,395.80","846,654,554.90","539,727,176.83","677,743,859.50","357,904,461.12","357,904,461.12","285,115,828.63","444,707,942.34","225,395,956.59","229,993,978.21","451,733,865.03","499,124,171.50","449,615,027.87","289,289,098.28","251,108,122.62","797,884,473.11","568,277,302.30","625,049,080.18","515,442,829.79","603,470,830.66","363,713,975.37","140,998,493.24","136,242,646.42","344,169,186.73","484,604,273.41","356,595,518.09","247,373,483.87","383,282,953.97"
