科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应付利息,"1,141,067.86","1,336,820.15","973,892.71","901,561.68","784,561.03","477,224.03","356,236.18","325,759.28","120,833.33","184,270.83","326,898.58","705,666.66","700,881.66"
应收股利,,,,,,,,,,,,,
应付股利,"10,348,040.71",,"2,420,800.00","2,420,800.00","1,795,800.00","1,795,800.00","1,795,800.00","1,795,800.00","2,584,128.45","1,795,800.00","43,800.00","43,800.00","24,043,800.00"
存货,"75,834,739.79","83,849,405.59","68,905,455.77","62,444,987.44","61,989,648.48","67,768,761.49","72,829,369.60","72,534,154.49","70,958,843.20","84,954,326.83","92,007,849.34","93,435,790.02","87,952,210.40"
其他应付款,"79,287,553.12","98,407,338.55","96,840,954.78","93,218,265.87","89,435,801.23","83,381,157.60","97,657,230.76","95,287,681.70","90,049,494.16","95,942,584.15","116,539,063.22","130,081,938.03","122,093,697.01"
其中:消耗性生物资产,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,
一年内到期的非流动负债,,,"2,000,000.00","2,000,000.00",,,,,,,,,
其他流动资产,,,,,,,"7,340,932.57","20,012,287.41","13,955,287.98","9,446,092.21","9,664,986.89","21,914,966.59","23,156,287.02"
其他流动负债,,,,,,,,,,,,,
流动资产合计,"391,048,460.61","328,662,041.07","401,726,628.35","254,681,828.77","652,614,160.25","409,673,342.41","508,635,368.91","509,248,376.10","392,650,233.62","467,112,956.41","548,583,202.99","925,716,449.34","490,251,778.98"
流动负债合计,"911,006,638.93","1,062,438,235.42","1,012,674,169.28","802,984,557.11","706,503,060.53","656,525,724.45","704,214,323.55","702,340,551.80","765,418,835.32","835,140,398.71","1,137,749,923.80","1,474,320,044.97","1,328,986,527.92"
可供出售金融资产,"19,500,000.00","19,500,000.00","19,500,000.00","19,500,000.00","19,500,000.00","19,500,000.00","19,500,000.00","19,500,000.00","19,500,000.00","19,500,000.00","7,000,000.00","7,000,000.00","7,000,000.00"
长期借款,"438,362,791.00","512,533,787.00","421,519,283.00","436,825,657.00","414,572,031.00","234,806,405.00","216,301,279.00","197,796,153.00",,,,,"70,000,000.00"
持有至到期投资,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,"200,000,000.00","200,000,000.00","200,000,000.00"
长期应付款,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"13,472,780.30","13,469,381.80","13,466,453.36"
专项应付款,,,,,,,,,,,,,
投资性房地产,"141,785,268.39","463,766,880.40","451,981,021.81","447,860,198.03","442,332,901.93","439,541,861.41","456,200,668.60","474,286,189.13","471,254,330.30","468,222,471.47","468,402,548.52","465,348,880.29","462,295,212.06"
预计负债,"389,342.36",,,,,,,,,,"1,316,613.00","1,316,613.00",
固定资产,"607,514,150.89","912,810,461.99","861,601,099.02","847,467,513.97","834,027,620.33","826,751,757.08","826,375,998.55","819,704,079.13","813,352,819.42","807,987,145.69","829,271,825.32","822,294,804.42","819,794,961.45"
递延所得税负债,,,,,,,,,,,,,
在建工程,"230,219,591.09","11,803,807.70","10,304,372.53","11,058,969.31","14,979,578.44","32,162,302.35","28,612,227.15","34,725,461.94","45,331,219.00","79,514,766.83","42,599,320.32","67,122,879.14","113,487,715.44"
其他非流动负债,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,
非流动负债合计,"438,752,133.36","512,533,787.00","421,519,283.00","436,825,657.00","414,572,031.00","234,806,405.00","216,301,279.00","197,796,153.00",,,"7,100,871.10","8,132,286.75","78,002,086.96"
固定资产清理,,,,,,,,,,,,,
负债合计,"1,349,758,772.29","1,574,972,022.42","1,434,193,452.28","1,239,810,214.11","1,121,075,091.53","891,332,129.45","920,515,602.55","900,136,704.80","765,418,835.32","835,140,398.71","1,144,850,794.90","1,482,452,331.72","1,406,988,614.88"
生产性生物资产,,,,,,,,,,,,,
实收资本(或股本),"180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00"
油气资产,,,,,,,,,,,,,
资本公积,"17,880,964.95","17,880,964.95","17,880,964.95","17,880,964.95","437,180,266.99","437,180,266.99","437,180,266.99","437,180,266.99","437,180,266.99","437,180,266.99","437,180,266.99","437,180,266.99","437,180,266.99"
无形资产,"333,199,399.04","274,482,532.21","171,218,788.91","171,105,758.98","169,762,651.75","168,751,836.20","129,735,069.65","128,769,381.73","128,384,485.48","127,208,191.39","126,091,645.95","125,503,663.64","124,546,491.90"
盈余公积,"12,441,501.29","31,824,556.17","34,327,584.19","34,327,584.19","34,327,584.19","34,327,584.19","36,149,119.70","36,149,119.70","36,149,119.70","36,149,119.70","37,808,210.64","37,808,210.64","37,808,210.64"
开发支出,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,
未分配利润,"266,976,641.17","327,087,445.88","402,252,537.71","423,473,484.81","440,478,049.54","462,777,446.15","497,041,082.69","530,042,067.25","542,099,361.05","571,693,809.58","578,086,063.30","622,674,094.16","634,143,717.21"
长期待摊费用,"101,797,719.64","115,225,736.60","122,131,231.19","113,825,684.79","109,868,856.64","111,352,211.09","151,075,768.72","148,887,058.13","142,709,847.32","141,704,600.43","199,543,209.72","190,542,587.69","193,024,819.49"
少数股东权益,,,,,,,,,,,,,
递延所得税资产,"1,993,290.04","3,893,529.45","6,655,364.57","6,773,385.71","6,902,991.41","6,574,220.74","5,478,738.85","4,585,381.08","3,862,416.42","3,049,219.62","2,460,802.71","2,616,257.19","2,793,477.04"
外币报表折算价差,,,,,,,,,,,,,
其他非流动资产,,"1,620,000.00","23,536,032.75","23,218,908.50","23,072,231.50","51,309,895.50","5,272,231.50","3,802,231.50","3,802,231.50","5,864,243.14","500,000.00","500,000.00","27,500,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,
非流动资产合计,"1,436,009,419.09","1,803,102,948.35","1,666,927,910.78","1,640,810,419.29","1,620,446,832.00","1,655,944,084.37","1,622,250,703.02","1,634,259,782.64","1,628,197,349.44","1,653,050,638.57","1,889,342,132.84","1,894,398,454.17","2,265,869,030.74"
所有者权益(或股东权益)合计,"477,299,107.41","556,792,967.00","634,461,086.85","655,682,033.95","1,151,985,900.72","1,174,285,297.33","1,210,370,469.38","1,243,371,453.94","1,255,428,747.74","1,285,023,196.27","1,293,074,540.93","1,337,662,571.79","1,349,132,194.84"
资产总计,"1,827,057,879.70","2,131,764,989.42","2,068,654,539.13","1,895,492,248.06","2,273,060,992.25","2,065,617,426.78","2,130,886,071.93","2,143,508,158.74","2,020,847,583.06","2,120,163,594.98","2,437,925,335.83","2,820,114,903.51","2,756,120,809.72"
负债和所有者(或股东权益)合计,"1,827,057,879.70","2,131,764,989.42","2,068,654,539.13","1,895,492,248.06","2,273,060,992.25","2,065,617,426.78","2,130,886,071.93","2,143,508,158.74","2,020,847,583.06","2,120,163,594.98","2,437,925,335.83","2,820,114,903.51","2,756,120,809.72"
