科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
盈余公积,"3,951,835.43","10,159,172.14","19,087,248.33","19,087,248.33","28,905,288.01","28,905,288.01","28,905,288.01","28,905,288.01","37,646,484.89","37,646,484.89","37,646,484.89","37,646,484.89","47,668,489.60","47,668,489.60","47,668,489.60","47,668,489.60","58,202,944.51","58,202,944.51","58,202,944.51","58,202,944.51","72,126,307.30","72,126,307.30","72,126,307.30"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,"74,998,019.80","74,998,019.80",,,,
商誉,,,,,,,,,,,,,"626,026.72","2,412,592.87","5,506,615.75","5,506,615.75","5,595,436.01","5,595,436.01","5,595,436.01","13,703,298.66","13,703,298.66","13,703,298.66","20,370,029.27"
未分配利润,"34,048,482.49","70,707,418.79","150,485,653.13","199,804,990.01","237,100,858.86","254,131,039.68","261,749,622.95","266,332,222.54","287,489,997.88","311,796,935.62","256,357,696.48","271,497,222.81","295,451,016.26","309,060,246.68","279,736,977.56","290,960,363.97","334,842,921.53","348,466,410.58","380,172,831.80","267,408,477.19","332,218,081.53","349,208,698.56","231,071,164.55"
长期待摊费用,,,,,,,,,,,,"4,789,166.00","4,700,000.00","4,651,664.00","4,734,426.08","4,532,820.03","6,970,000.00","7,444,348.25","7,198,329.92","7,512,175.35","6,728,099.51","6,846,848.68","7,052,917.61"
少数股东权益,"74,833.68","86,343.25","56,567.28","31,273.57","21,814.59","26,092.64","24,706.38","24,706.38","30,903.12","28,218.88","39,445.66","25,850,232.33","28,180,137.37","27,519,390.65","26,924,670.43","26,516,437.80","25,958,581.64","25,686,355.31","26,195,669.33","24,999,961.28","26,565,289.97","24,896,880.48","22,965,811.90"
递延所得税资产,"4,737,911.78","153,446.54","402,815.60","748,391.37","936,524.21","936,524.21","1,277,958.14","1,215,061.49","1,592,442.15","1,592,442.15","1,806,906.84","9,522,846.65","10,283,964.90","10,497,647.03","11,176,594.44","11,436,386.38","12,679,001.84","12,585,339.34","13,795,104.98","14,892,012.05","14,669,949.28","14,513,526.22","14,002,865.40"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,"1,200,000.00","1,200,000.00","1,200,000.00","1,210,200.00","5,273,400.00","3,910,600.00","47,370,600.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"32,078,284.76","46,736,837.42","57,711,714.42","57,419,698.05","57,228,230.07","61,193,291.73","104,836,681.31","107,432,505.30","124,422,221.82","149,565,138.68","152,012,777.96","227,447,045.65","298,653,018.34","305,492,466.09","310,898,611.99","314,558,207.28","333,365,964.35","307,322,281.99","307,578,255.00","317,650,057.82","336,048,518.58","340,470,843.01","410,286,312.58"
所有者权益(或股东权益)合计,"86,395,254.09","129,273,036.67","219,196,082.04","269,190,414.86","316,995,154.05","565,523,025.72","584,629,736.92","589,597,931.01","619,888,694.47","644,561,773.88","589,502,587.43","630,821,726.34","667,496,255.45","680,704,948.59","653,489,518.80","1,001,906,468.65","1,059,219,827.41","998,718,763.91","1,033,335,684.22","995,996,792.03","1,082,156,788.55","1,101,716,920.12","985,333,080.57"
资产总计,"178,351,039.53","260,181,425.13","481,843,659.18","483,206,498.35","562,064,190.20","777,679,746.72","807,512,097.60","791,076,762.34","790,883,615.32","798,581,365.41","719,836,926.27","851,921,308.93","834,393,261.39","864,107,020.61","923,847,576.99","1,224,475,537.37","1,223,356,644.29","1,180,000,930.00","1,260,003,464.78","1,308,674,554.19","1,389,203,455.06","1,437,837,418.85","1,561,756,599.62"
负债和所有者(或股东权益)合计,"178,351,039.53","260,181,425.13","481,843,659.18","483,206,498.35","562,064,190.20","777,679,746.72","807,512,097.60","791,076,762.34","790,883,615.32","798,581,365.41","719,836,926.27","851,921,308.93","834,393,261.39","864,107,020.61","923,847,576.99","1,224,475,537.37","1,223,356,644.29","1,180,000,930.00","1,260,003,464.78","1,308,674,554.19","1,389,203,455.06","1,437,837,418.85","1,561,756,599.62"
