科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30
专项应付款,"33,352,255.06","35,995,622.91","35,693,500.94",,,,,,,,
投资性房地产,"24,415,422.79","24,080,287.06","16,893,158.75","14,302,329.31","12,814,538.99","14,713,390.00","3,958,506.08","16,263,518.22","16,892,102.44","16,699,815.40","16,507,528.36"
预计负债,,,,,,,,,,,
固定资产,"590,668,371.92","583,024,719.60","581,010,745.44","595,081,727.12","585,217,394.17","575,345,116.33","575,836,791.06","647,604,917.30","639,370,846.94","650,001,471.03","651,900,926.30"
递延所得税负债,"965,166.10","965,166.10","965,166.10","5,633,493.70","2,542,612.05","2,444,256.91","2,243,382.83","2,192,882.61","2,199,951.48","2,358,906.37","2,426,734.19"
在建工程,"46,067,581.58","57,338,302.97","73,279,605.22","64,112,513.44","72,760,779.52","80,545,455.84","99,452,139.06","15,906,758.61","29,551,365.52","26,382,308.27","34,004,920.79"
其他非流动负债,"5,000,000.00","5,000,000.00","5,000,000.00","26,445,322.10","29,232,322.10","29,226,992.10","29,209,660.10","28,961,192.79","44,783,538.09","41,863,899.90","42,013,899.90"
工程物资,"542,256.00","525,253.76","285,768.91","277,217.20","250,516.88","254,661.27","215,579.25",,,,"354,876.88"
非流动负债合计,"46,847,709.41","46,591,077.26","46,288,955.29","47,353,612.65","47,049,731.00","46,946,045.86","46,727,839.78","46,428,872.25","102,258,286.42","99,497,603.12","99,715,430.94"
固定资产清理,,,,,,,,,,,
负债合计,"796,731,732.06","913,857,395.66","902,804,709.19","859,333,452.90","958,651,013.74","1,033,240,703.87","1,075,646,440.71","917,849,355.83","1,232,015,585.26","1,221,934,411.48","1,174,309,051.42"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"367,814,821.00","367,814,821.00","367,814,821.00","367,814,821.00","367,814,821.00","367,814,821.00","367,814,821.00","367,814,821.00","367,814,821.00","367,814,821.00","367,814,821.00"
油气资产,,,,,,,,,,,
资本公积,"865,486,267.12","876,214,743.67","876,110,068.26","874,706,829.04","868,441,436.04","867,140,249.61","866,726,277.53","866,094,866.34","763,640,162.10","764,066,226.51","764,358,360.84"
无形资产,"105,950,398.95","104,444,958.15","103,250,343.35","107,809,093.82","106,733,163.46","105,487,789.88","104,236,195.60","99,624,448.25","98,446,395.73","96,227,137.51","101,235,886.91"
盈余公积,"286,057,915.26","161,725,308.29","161,725,308.29","120,759,506.25","120,759,506.25","120,759,506.25","120,759,506.25","126,836,900.21","126,836,900.21","126,836,900.21","126,836,900.21"
开发支出,,,,,,,,,,,
减:库存股,,,,,,,,,,,
商誉,"113,009,248.94","118,517,371.42","118,517,371.42","115,588,004.01","115,588,004.01","115,588,004.01","115,588,004.01","115,588,004.01","115,588,004.01","115,588,004.01","115,588,004.01"
未分配利润,"277,947,276.72","390,885,267.92","423,864,663.30","496,273,905.67","534,770,985.21","542,569,671.39","582,656,331.26","642,833,376.83","1,040,719,615.89","1,012,802,798.19","1,047,604,331.37"
长期待摊费用,"7,722,703.05","11,508,489.00","10,750,044.60","11,396,236.56","10,455,892.35","7,475,756.62","6,559,538.00","7,484,184.57","11,278,501.29","10,329,525.75","8,260,399.34"
少数股东权益,"454,641,292.79","476,067,807.13","485,627,506.74","464,530,206.96","480,132,692.17","474,580,110.13","497,356,270.15","517,998,238.08","531,762,250.39","547,542,419.51","655,393,040.40"
递延所得税资产,"12,734,744.01","13,199,332.40","13,022,171.64","3,461,396.20","4,656,864.12","4,012,982.74","3,864,592.76","4,871,985.16","4,383,211.66","10,368,221.04","4,439,896.60"
外币报表折算价差,"333,725.25","852,877.08","1,085,589.13","2,295,379.39","2,320,383.28","2,337,318.88","2,339,278.43","4,205,916.93","4,217,998.31","4,218,560.06","4,218,560.06"
其他非流动资产,"86,650,044.98","87,542,070.86","84,915,086.24","84,047,606.93","83,180,127.57","82,312,648.21","81,445,168.85","80,577,689.51","79,710,210.15","78,842,730.79","56,694,503.42"
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"1,597,696,625.10","1,624,044,090.76","1,643,811,212.97","1,651,372,555.30","1,653,549,620.77","1,653,833,679.79","1,663,558,447.75","1,675,336,944.30","1,191,489,466.19","1,199,650,212.36","1,191,999,727.92"
所有者权益(或股东权益)合计,"2,252,281,298.14","2,273,560,825.09","2,316,227,956.72","2,326,380,648.31","2,374,239,823.95","2,375,201,677.26","2,437,652,484.62","2,525,784,119.39","2,834,991,747.90","2,823,281,725.48","2,966,226,013.88"
资产总计,"3,049,013,030.20","3,187,418,220.75","3,219,032,665.91","3,185,714,101.21","3,332,890,837.69","3,408,442,381.13","3,513,298,925.33","3,443,633,475.22","4,067,007,333.16","4,045,216,136.96","4,140,535,065.30"
负债和所有者(或股东权益)合计,"3,049,013,030.20","3,187,418,220.75","3,219,032,665.91","3,185,714,101.21","3,332,890,837.69","3,408,442,381.13","3,513,298,925.33","3,443,633,475.22","4,067,007,333.16","4,045,216,136.96","4,140,535,065.30"
