科目,2011年度,2012年度,2013年度,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
分配股利、利润或偿还利息支付的现金,"46,587,304.82","18,258,967.96","17,174,292.13","34,703,349.96","39,530,636.90","3,678,350.22","34,451,964.02","36,857,864.02","36,857,864.02","5,400,000.00","65,400,000.00","65,400,000.00","65,400,000.00",,"89,928,218.82","91,327,493.13","93,156,230.64","4,502,062.51","66,680,308.35","70,690,417.39","77,878,741.69","6,462,607.91"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,"12,250,000.00",
支付其他与筹资活动有关的现金,,"61,012,451.75","21,997,750.00",,,"4,864,833.00","4,864,833.00","4,864,833.00","4,864,833.00",,,,,,,,,,,,,
取得投资收益收到的现金,,"32,810.96",,,,,,,,,,,"164,869.67","342,246.57","551,727.64","601,207.09","1,126,425.81","194,082.19","807,870.22","807,353.75","807,353.75",
筹资活动现金流出小计,"309,586,646.65","439,476,414.81","451,172,042.13","252,703,349.96","447,530,636.90","238,543,183.22","269,316,797.02","346,722,697.02","346,722,697.02","5,400,000.00","65,400,000.00","65,400,000.00","65,400,000.00",,"89,928,218.82","91,327,493.13","93,156,230.64","34,502,062.51","96,680,308.35","150,690,417.39","257,878,741.69","46,462,607.91"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,524,417.24","1,000.00","13,000.00","82,000.00","111,400.00",,"58,000.00","87,000.00","87,000.00",,,,,"12,000.00","12,000.00","28,000.00","28,000.00",,,,"17,700.00","23,000.00"
筹资活动产生的现金流量净额,"173,433,353.35","48,460,580.29","78,463,957.87","12,296,650.04","-112,430,636.90","406,207,816.78","375,584,202.98","298,178,302.98","298,178,302.98","-5,400,000.00","-65,400,000.00","-65,400,000.00","-65,400,000.00","23,200,000.00","-39,928,218.82","8,672,506.87","56,843,769.36","15,497,937.49","-26,680,308.35","89,309,582.61","60,321,258.31","28,537,392.09"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-2,277,879.81","-1,173,382.49","-6,419,954.92","811,773.36","406,889.53","1,235,535.04","3,124,188.01","4,911,620.11","5,773,834.09","-160,022.30","332,211.18","465,248.52","1,270,512.94","-19,556.59","-467,686.00","-1,085,943.52","-2,254,647.62","-974,826.27","-212,631.36","870,389.17","-1,142,671.41","-638,682.34"
收到其他与投资活动有关的现金,,,"22,917,000.00",,,,,,,,,,"51,364,782.04",,"30,000,000.00","40,000,000.00","60,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,524,417.24","33,810.96","22,930,000.00","82,000.00","111,400.00",,"58,000.00","87,000.00","87,000.00",,,,"51,529,651.71","354,246.57","30,563,727.64","40,629,207.09","61,154,425.81","10,194,082.19","10,807,870.22","10,807,353.75","23,075,053.75","23,000.00"
五、现金及现金等价物净增加额,"23,077,786.58","26,134,708.70","48,729,193.25","56,029,911.70","-24,038,234.90","404,845,382.92","417,064,789.52","275,348,423.10","376,571,818.41","-17,432,848.07","-203,990,624.38","-300,156,916.91","-285,954,916.78","-48,932,136.19","-136,019,873.24","-128,489,356.88","-80,564,297.78","-21,629,004.30","-21,990,578.62","120,425,278.46","97,301,146.20","-104,888,648.05"
购建固定资产、无形资产和其他长期资产支付的现金,"66,065,105.16","31,762,604.70","110,033,571.28","55,457,795.45","67,134,290.07","15,845,439.61","63,182,131.95","97,495,233.09","115,964,890.67","22,154,481.96","38,415,609.16","56,843,213.59","76,366,195.63","37,478,072.46","65,255,101.44","81,652,251.98","117,935,576.16","40,705,194.49","119,808,002.83","153,887,014.91","181,851,040.86","27,107,535.52"
期初现金及现金等价物余额,"23,219,735.31","46,297,521.89","72,432,230.59","121,161,423.84","121,161,423.84","97,123,188.94","97,123,188.94","97,123,188.94","97,123,188.94","473,695,007.35","473,695,007.35","473,695,007.35","473,695,007.35","187,740,090.57","187,740,090.57","187,740,090.57","187,740,090.57","107,175,792.79","107,175,792.79","107,175,792.79","107,175,792.79","204,476,938.99"
投资支付的现金,,,"5,208,000.00",,,,,"23,750,000.00","23,750,000.00",,"29,500,000.00","29,500,000.00","29,500,000.00",,"4,000,000.00","4,000,000.00","4,000,000.00",,,,,
期末现金及现金等价物余额,"46,297,521.89","72,432,230.59","121,161,423.84","177,191,335.54","97,123,188.94","501,968,571.86","514,187,978.46","372,471,612.04","473,695,007.35","456,262,159.28","269,704,382.97","173,538,090.44","187,740,090.57","138,807,954.38","51,720,217.33","59,250,733.69","107,175,792.79","85,546,788.49","85,185,214.17","227,601,071.25","204,476,938.99","99,588,290.94"
