科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应交税费,"7,229,591.88","4,799,132.45","5,372,234.04","24,712,851.89","13,841,049.17","7,679,505.03","2,872,640.15","18,720,821.99","10,190,072.10","12,662,841.11","10,723,961.43","25,963,812.29","15,357,893.95","5,491,676.83","14,193,914.29","31,534,937.94","33,121,605.70"
应收利息,,,,,,,,,,,,,,,,,
应付利息,"524,024.13","511,068.63","1,012,569.54","1,685,806.78","464,290.86","1,904,675.02","201,789.05","207,693.75","108,458.00",,,"28,304.00",,"70,048.29","625,252.63","485,053.34","5,156.47"
应收股利,,,,,,,,,,,,,,,,,
应付股利,"315,045.00","314,275.00","304,845.00","153,820.00","230,718.75","305,950.00","76,777.50","152,840.00",,,,,,"561,050.00","561,050.00","1,310,250.00","1,310,250.00"
存货,"340,424,239.01","355,664,595.03","411,570,125.01","292,390,127.77","338,352,997.91","472,515,169.54","491,733,121.23","384,957,148.14","330,101,509.84","428,471,882.17","490,728,461.44","450,872,697.70","403,383,823.21","552,647,196.68","674,266,843.01","582,728,499.42","491,905,175.09"
其他应付款,"5,477,659.72","7,846,173.59","1,100,248.57","804,691.29","2,603,358.98","21,218,456.86","21,897,868.11","12,964,671.40","19,081,916.91","48,964,440.18","47,353,388.49","46,300,652.29","46,718,111.67","40,827,757.65","38,915,594.50","33,842,278.86","34,543,088.78"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,"20,957,691.60","18,734,752.80","19,311,288.90","20,129,008.80",,,,,,,,
其他流动资产,"8,243,349.30","10,874,464.13","17,287,844.37","36,138.86","5,673,442.70","19,504,093.71","116,813,148.36","110,005,009.46","110,708,139.32","70,960,653.43","15,635,386.97","113,169,458.89","34,231,966.50","24,702,955.64","42,836,665.00","17,282,758.19","3,675,148.38"
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"610,339,325.31","574,995,345.73","697,135,492.80","676,920,570.55","657,702,534.77","1,160,392,927.69","941,435,131.46","921,244,076.33","894,174,171.16","862,616,390.70","887,156,913.20","1,046,145,484.60","887,717,884.70","890,839,967.17","1,241,982,002.00","1,095,901,675.46","1,609,530,763.45"
流动负债合计,"534,792,429.20","481,618,580.63","594,524,237.91","568,978,146.60","530,032,825.83","625,426,312.76","378,747,432.49","351,721,531.89","325,215,142.67","324,937,090.08","329,534,450.11","474,551,158.42","352,193,201.31","445,448,874.60","829,456,422.63","717,131,727.81","317,582,016.75"
可供出售金融资产,,,,,,,,,,,,,,,,,
长期借款,,,"22,756,286.70","23,597,220.60","21,939,573.90",,,,,,,"22,800,000.00",,,,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,"12,250,000.00","12,264,525.32","12,273,917.36","12,279,114.71","12,278,997.78","12,278,997.78","12,278,900.78","2,546,633.88","2,552,564.66","2,558,236.55","2,563,785.88","2,569,287.85","2,573,825.27","2,574,877.58","2,579,650.32"
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,"1,466,649.35","1,340,215.85","1,213,782.31","1,149,466.66","1,118,957.14","1,087,348.72","1,054,926.00","1,023,363.33","991,800.69","960,238.02","928,675.38","895,940.24","866,722.53","835,159.86","803,597.23","772,034.60","740,471.98"
预计负债,,,,,,,,,,,,,,,,,
固定资产,"213,248,603.14","276,591,375.54","338,920,646.00","329,431,141.76","328,254,246.55","342,656,802.52","336,845,027.29","328,020,598.60","322,792,736.36","389,514,524.86","397,463,648.68","388,865,159.93","402,025,788.38","399,212,032.70","390,849,292.30","499,238,593.89","574,371,394.37"
递延所得税负债,"432,930.19","412,136.29","1,531,182.61","686,893.82","686,893.82","412,136.29","412,136.29","698,927.19","412,136.29","412,136.29","412,136.29","412,136.29","412,136.29","430,425.96","430,425.96","430,425.96","430,425.96"
在建工程,"44,812,043.85","24,483,529.90","40,222,511.80","50,005,879.12","59,668,516.75","62,568,490.82","67,847,749.76","73,721,359.10","99,207,679.73","91,856,760.31","98,958,129.02","129,125,220.18","177,259,713.30","284,661,152.64","364,994,245.30","304,488,790.63","242,089,172.21"
其他非流动负债,"1,075,750.00","2,037,703.33","1,784,143.33","1,657,363.33","4,457,958.33",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"1,508,680.19","2,449,839.62","26,071,612.64","25,941,477.75","27,084,426.05","4,729,299.62","4,588,504.62","4,734,500.52","4,306,914.62","4,166,119.62","4,025,324.62","26,684,529.62","3,743,734.62","3,621,229.29","3,480,434.29","3,339,639.29","3,198,844.29"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"536,301,109.39","484,068,420.25","620,595,850.55","594,919,624.35","557,117,251.88","630,155,612.38","383,335,937.11","356,456,032.41","329,522,057.29","329,103,209.70","333,559,774.73","501,235,688.04","355,936,935.93","449,070,103.89","832,936,856.92","720,471,367.10","320,780,861.04"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","106,680,000.00","106,680,000.00","160,020,000.00","160,020,000.00","162,310,000.00","162,310,000.00","324,620,000.00","324,620,000.00","325,160,000.00","325,160,000.00","325,160,000.00","393,651,068.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"8,612,714.42","8,612,714.42","8,337,956.89","8,337,956.89","8,337,956.89","412,488,614.42","412,488,614.42","359,148,614.42","379,841,364.42","410,874,672.75","412,891,781.07","252,598,889.39","254,615,997.71","259,558,352.47","261,328,853.29","263,099,354.11","1,072,665,986.26"
无形资产,"26,168,152.82","25,932,199.01","25,555,347.06","55,202,989.06","54,885,778.32","67,654,039.98","67,241,532.43","67,371,939.15","79,282,410.46","79,264,658.58","79,243,498.13","79,284,420.17","79,040,772.64","79,458,137.67","79,057,086.60","78,481,717.68","78,319,989.66"
盈余公积,"17,336,851.44","23,653,722.75","30,986,023.64","30,986,023.64","30,986,023.64","40,366,321.55","40,366,321.55","40,366,321.55","40,366,321.55","51,159,525.59","51,159,525.59","51,159,525.59","51,159,525.59","63,286,589.65","63,286,589.65","63,286,589.65","63,286,589.65"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,"34,418,700.00","34,418,700.00","34,418,700.00","34,418,700.00","27,403,840.00","27,403,840.00","26,654,640.00","26,654,640.00"
商誉,,,,,,,,,,,,,,,,,
未分配利润,"212,117,471.73","263,339,524.41","334,771,956.54","365,508,073.13","392,335,214.13","409,015,092.62","435,797,365.05","437,898,490.27","469,034,693.53","476,985,479.03","508,390,293.99","518,266,025.61","561,815,748.64","567,223,431.83","603,957,940.90","614,114,509.51","661,304,881.62"
长期待摊费用,"1,233,060.50","589,724.54",,,,,,,,,,,,,,,
少数股东权益,"44,912,994.92","45,892,661.28","48,491,752.26","50,074,207.92","50,667,818.02","51,843,779.62","52,099,425.49","54,067,735.26","34,670,344.55","35,015,385.59","36,342,935.32","38,656,026.82","40,166,251.36","24,979,474.96","25,579,829.40","26,833,021.57","27,191,997.24"
递延所得税资产,"2,385,671.37","1,634,652.54","1,748,375.52","4,810,102.03","3,761,094.60","3,204,460.51","3,163,370.30","3,268,554.41","3,475,310.79","3,285,202.56","3,374,349.38","4,494,926.55","3,760,096.88","3,650,402.99","4,200,559.85","4,413,394.07","4,121,856.82"
外币报表折算价差,"372,364.44",,"-137,384.39","-41,211.43","-379,219.07",,,,,,,,,,,,
其他非流动资产,,,"6,000,000.00",,"1,400,000.00",,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"289,314,181.03","330,571,697.38","425,910,662.69","452,864,103.95","461,362,510.72","489,450,257.26","488,431,603.56","485,684,812.37","518,028,838.81","567,428,018.21","582,520,865.25","605,223,903.62","665,516,879.61","770,386,173.71","842,478,606.55","889,969,408.45","902,222,535.36"
所有者权益(或股东权益)合计,"363,352,396.95","421,498,622.86","502,450,304.94","534,865,050.15","561,947,793.61","1,019,687,572.57","1,046,530,797.91","1,050,472,856.29","1,082,680,952.68","1,100,941,199.21","1,136,118,003.72","1,150,133,700.18","1,197,297,828.38","1,212,156,036.99","1,251,523,751.63","1,265,399,716.81","2,190,972,437.77"
资产总计,"899,653,506.34","905,567,043.11","1,123,046,155.49","1,129,784,674.50","1,119,065,045.49","1,649,843,184.95","1,429,866,735.02","1,406,928,888.70","1,412,203,009.97","1,430,044,408.91","1,469,677,778.45","1,651,369,388.22","1,553,234,764.31","1,661,226,140.88","2,084,460,608.55","1,985,871,083.91","2,511,753,298.81"
负债和所有者(或股东权益)合计,"899,653,506.34","905,567,043.11","1,123,046,155.49","1,129,784,674.50","1,119,065,045.49","1,649,843,184.95","1,429,866,735.02","1,406,928,888.70","1,412,203,009.97","1,430,044,408.91","1,469,677,778.45","1,651,369,388.22","1,553,234,764.31","1,661,226,140.88","2,084,460,608.55","1,985,871,083.91","2,511,753,298.81"
