科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
一年内到期的非流动资产,,,,,,,,,,,
一年内到期的非流动负债,"12,080,000.00","80,000.00",,,,,,,,,
其他流动资产,"6,379,204.62","438,182.47","7,297,473.45","3,834,814.77","11,749,983.86","34,612,106.11","29,050,244.09","25,013,926.98","21,342,474.57","30,434,862.44","22,021,829.59"
其他流动负债,,,,,,,,,,,
流动资产合计,"397,488,829.62","514,349,295.76","666,382,541.16","763,203,390.11","805,299,988.87","1,645,019,653.49","1,681,273,677.81","1,584,144,829.18","1,623,288,426.80","1,614,948,166.55","1,659,758,293.28"
流动负债合计,"134,309,778.61","165,518,463.48","236,653,121.04","364,255,113.13","338,118,672.73","503,728,536.39","450,187,742.23","406,086,800.83","385,187,268.68","374,033,469.62","384,828,272.83"
可供出售金融资产,,,,,,,,,,,
长期借款,"19,920,000.00","19,840,000.00",,,,,,,,,
持有至到期投资,,,,,,,,,,,
应付债券,,,,,,,,,,,
长期应收款,,,,,,,,,,,
长期应付款,,,,,,,,,,,
长期股权投资,,,,,,,,,,,
专项应付款,,,,,,,,,,,
投资性房地产,,,,,,,,,,,
预计负债,"10,556.94",,,,,,,,,,
固定资产,"447,454,853.00","447,028,108.92","471,161,295.38","497,852,517.28","493,379,181.88","491,659,268.56","481,435,534.37","623,211,799.03","723,655,952.48","760,541,274.90","770,942,296.94"
递延所得税负债,"75,390.00","13,284.00","1,950,043.07","2,549,974.56","2,804,920.39","3,014,587.01","3,014,587.01","3,212,090.04","3,212,090.04","5,328,454.02","5,265,268.02"
在建工程,"12,600,813.81","33,071,954.18","60,514,508.18","135,617,222.58","188,047,900.71","209,741,768.19","219,874,577.16","99,905,713.61","34,050,272.77","105,930,989.90","97,317,620.34"
其他非流动负债,,,,,,,,,,,
工程物资,,,,"1,799,091.41","1,973,697.25","232,841.06",,"564,510.48","83,070.06",,
非流动负债合计,"92,779,686.40","107,483,327.16","97,831,582.88","97,508,272.55","101,550,422.96","108,176,654.16","106,838,309.54","101,498,570.57","97,819,519.67","108,132,933.01","107,533,045.38"
固定资产清理,,,,,,,,,,,
负债合计,"227,089,465.01","273,001,790.64","334,484,703.92","461,763,385.68","439,669,095.69","611,905,190.55","557,026,051.77","507,585,371.40","483,006,788.35","482,166,402.63","492,361,318.21"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","112,863,500.00","112,863,500.00","230,110,706.00","230,110,706.00","230,102,706.00","230,102,706.00"
油气资产,,,,,,,,,,,
资本公积,"335,126,319.96","356,480,977.47","356,480,977.47","356,480,977.47","356,480,977.47","980,716,756.05","1,135,637,323.08","1,028,736,457.19","1,036,890,944.30","1,039,198,622.50","1,042,227,048.57"
无形资产,"52,653,816.36","54,139,888.03","65,230,469.86","64,322,818.94","63,937,153.66","64,347,286.24","63,389,565.10","63,008,794.92","63,044,587.80","66,703,235.44","66,125,533.38"
盈余公积,"6,904,358.35","7,837,622.36","10,434,692.23","10,434,692.23","10,434,692.23","23,315,622.23","23,315,622.23","23,315,622.23","23,315,622.23","30,071,733.51","30,071,733.51"
开发支出,,,,,,,,,,,"5,810,893.57"
减:库存股,,,,,,,"150,843,323.46","153,035,176.46","153,035,176.46","151,661,969.96","151,661,969.96"
商誉,,,,,,,,,,,
未分配利润,"198,954,523.99","292,339,890.73","422,929,528.75","481,241,471.86","580,848,400.64","632,074,793.98","681,163,397.63","699,349,825.04","775,312,881.78","909,080,660.32","972,572,424.31"
长期待摊费用,,,,,,,,,,"650,828.77","632,807.04"
少数股东权益,"56,254,972.45","39,614,211.09","55,786,052.60","68,184,282.15","79,515,525.18","78,655,442.86","87,330,421.38","93,522,827.14","94,755,301.32","97,416,170.60","86,346,246.63"
递延所得税资产,"2,990,843.03","7,333,262.25","8,219,675.26","7,851,499.32","7,264,887.19","10,220,523.49","8,279,812.26","12,077,741.73","9,472,112.62","21,396,973.50","21,185,645.67"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,,"2,250,000.00",,,,"23,675,215.32",,"52,966,600.07","41,474,482.67","67,031,495.02","78,165,771.96"
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"515,700,326.20","543,823,213.38","605,125,948.68","707,443,149.53","754,602,820.69","799,876,902.86","772,979,488.89","851,735,159.84","871,780,478.40","1,022,254,797.53","1,040,180,568.90"
所有者权益(或股东权益)合计,"686,099,690.81","785,170,718.50","937,023,785.92","1,008,883,153.96","1,120,233,713.87","1,832,991,365.80","1,897,227,114.93","1,928,294,617.62","2,012,062,116.85","2,155,036,561.45","2,207,577,543.97"
资产总计,"913,189,155.82","1,058,172,509.14","1,271,508,489.84","1,470,646,539.64","1,559,902,809.56","2,444,896,556.35","2,454,253,166.70","2,435,879,989.02","2,495,068,905.20","2,637,202,964.08","2,699,938,862.18"
负债和所有者(或股东权益)合计,"913,189,155.82","1,058,172,509.14","1,271,508,489.84","1,470,646,539.64","1,559,902,809.56","2,444,896,556.35","2,454,253,166.70","2,435,879,989.02","2,495,068,905.20","2,637,202,964.08","2,699,938,862.18"
