科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
筹资活动现金流出小计,"2,869,015.58","12,850,302.50","13,393,387.06","17,747,076.25","16,082,705.56","50,880,168.48","61,389,165.68","33,080.45","14,614,939.88","22,806,056.39","22,762,517.46",,"2,450,471.85","2,506,271.85","3,060,600.00","1,534,143.00","7,597,499.13","27,915,953.13","45,846,357.00",,"1,895,780.85","16,253,643.52","5,771,185.75","5,783,857.70","2,544,268.44","3,637,268.46","19,451,471.55","25,408,981.90","51,900,445.91","52,529,093.41","55,774,109.92","31,117,587.50","55,588,554.29","75,198,432.32","114,238,311.78","69,124,269.45"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"46,209.00",,"139,310.63",588.00,588.00,"12,588.00",,,"75,000.00","155,000.00",,,,"432,996.00","93,000.00","93,000.00","184,782.28","570,840.02",,,"380,000.00","1,047,000.00","472,000.00","70,000.00","85,205.40","125,756.40",,"196,302.92","400,000.00","432,000.00",,,"76,000.00","588,500.00",
筹资活动产生的现金流量净额,"24,330,984.42","-4,618,654.78","8,606,612.94","2,252,923.75","6,984,294.44","407,456,831.52","408,242,834.32","-33,080.45","-9,185,236.26","-14,652,983.80","-10,678,053.38","887,769.99","-866,781.09","8,372,992.18","24,086,364.13","1,165,857.00","-4,058,503.43","-7,215,953.13","-31,184,715.36","544,776.28","-995,780.85","152,146,343.48","173,755,100.20","13,816,142.30","26,915,308.22","25,822,308.20","266,935,313.11","4,591,018.10","-21,600,445.91","-4,229,093.41","27,270,447.06","-13,877,587.50","43,651,445.71","42,041,567.68","44,041,281.68","-2,079,833.93"
处置子公司及其他营业单位收到的现金净额,"1,845,981.78",,,,,,,,,,,,,,,,,,,,,,,,,,"882,671.50",,,,"47,744,065.50",,,,"31,830,324.57",
四、汇率变动对现金的影响,"-154,441.43","-471,973.38","-105,299.55","-198,060.30","-123,185.20","-163,727.90","-273,896.34","-55,385.05","-169,371.63","-311,251.82","-406,634.68","-38,246.04","16,697.02","58,125.36","-86,404.21","-9,005.99","-333,609.46","-456,271.13","-520,036.83","31,649.00","125,872.09","100,098.71","64,134.78","30,415.95","-48,309.20","-555,547.01","717,624.43","-28,733.38","84,409.54","1,067,619.41","1,260,081.39","-9,537.61","-76,444.25","-203,411.13","-240,512.71","-83,117.97"
收到其他与投资活动有关的现金,,,,,,,,,,,"450,000.00",,,,"350,000.00",,,,"175,000.00",,,"22,016.44",,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,845,981.78","46,209.00",,"139,310.63",588.00,588.00,"12,588.00",,,"75,000.00","605,000.00",,,,"782,996.00","263,465.76","93,000.00","184,782.28","68,987,823.40","4,022,016.44","4,063,112.33","443,112.33","5,173,791.68","472,000.00","270,561,027.26","716,213,444.43","1,172,315,067.84","312,005,879.89","695,090,987.73","1,104,694,684.81","1,845,357,016.09","608,849,151.56","508,842,553.47","819,853,238.68","3,261,002,398.57","408,467,454.00"
五、现金及现金等价物净增加额,"-4,157,353.31","15,498,849.02","7,179,390.19","26,955,241.77","-5,168,988.36","354,016,042.09","355,169,834.32","-37,292,216.15","-68,088,863.39","-106,464,210.56","-98,625,780.67","-2,929,752.15","-47,480,879.39","-55,403,365.99","-43,842,860.90","-2,658,815.36","-21,592,273.54","-36,459,298.45","-21,039,227.15","-31,500,781.45","-45,351,065.00","8,450,114.36","-8,552,123.81","-26,651,629.24","-33,614,099.13","36,388,136.66","132,890,385.87","-98,235,000.77","-265,138,466.95","-291,729,394.78","-74,248,588.96","-66,413,340.82","179,406,488.75","178,005,976.06","287,513,093.69","-130,186,952.03"
购建固定资产、无形资产和其他长期资产支付的现金,"43,616,347.24","21,222,563.22","21,792,403.21","34,611,502.53","9,562,638.19","13,910,517.87","13,026,986.15","8,313,865.68","18,202,859.90","31,840,025.10","34,077,914.77","2,480,928.94","3,054,571.92","4,162,542.43","8,035,934.43","3,052,861.79","15,678,735.82","37,226,797.98","47,097,086.95","7,996,153.81","17,251,637.39","26,419,338.51","36,506,242.82","9,486,624.04","27,688,940.95","30,045,779.30","54,652,316.37","12,617,539.49","33,925,421.39","76,435,639.81","81,307,397.96","3,610,266.40","75,286,657.99","103,541,931.07","145,957,315.57","35,908,177.19"
期初现金及现金等价物余额,"21,959,032.35","17,801,679.04","38,742,700.04","33,300,528.06","60,255,769.83","60,255,769.83","60,255,769.83","403,097,863.86","415,425,604.15","415,425,604.15","415,425,604.15","300,539,547.00","316,799,823.48","300,539,547.00","316,799,823.48","272,956,962.58","272,956,962.58","272,956,962.58","272,956,962.58","245,101,846.90","251,917,735.43","251,917,735.43","251,917,735.43","279,108,109.90","243,365,611.62","243,365,611.62","243,365,611.62","376,255,997.49","376,255,997.49","376,255,997.49","376,255,997.49","305,649,468.23","302,007,408.53","307,117,461.74","302,007,408.53","589,520,502.22"
投资支付的现金,"240,000.00",,,,,,,,"1,023,477.20","1,023,477.20",,,"30,000,000.00","30,000,000.00","30,000,000.00",,,,"72,000,000.00","10,000,000.00","10,000,000.00","80,000,000.02","35,000,000.00",,"277,000,000.00","588,000,000.00","1,257,200,000.00","367,492,799.98","879,292,799.98","1,317,192,799.98","1,937,462,730.00","654,633,309.93","323,504,397.17","615,779,900.84","2,997,600,000.00","406,350,000.00"
期末现金及现金等价物余额,"17,801,679.04","33,300,528.06","45,922,090.23","60,255,769.83","55,086,781.47","414,271,811.92","415,425,604.15","365,805,647.71","347,336,740.76","308,961,393.59","316,799,823.48","297,609,794.85","269,318,944.09","245,136,181.01","272,956,962.58","270,298,147.22","251,364,689.04","236,497,664.13","251,917,735.43","213,601,065.45","206,566,670.43","260,367,849.79","243,365,611.62","252,456,480.66","209,751,512.49","279,753,748.28","376,255,997.49","278,020,996.72","111,117,530.54","84,526,602.71","302,007,408.53","239,236,127.41","481,413,897.28","485,123,437.80","589,520,502.22","459,333,550.19"
