科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他非流动负债,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,
非流动负债合计,"163,881,201.26","44,535,000.00","232,967,022.07","224,954,800.00","121,591,383.67","119,641,314.22","165,519,455.12","162,743,357.99","205,550,632.47","202,051,354.21","259,332,782.71","254,777,964.98","250,324,149.15","245,718,257.37"
固定资产清理,,,"92,192,565.97",,,,,,,,,,,
负债合计,"522,308,651.20","417,962,995.67","535,971,839.78","517,348,900.00","427,660,649.52","421,942,859.30","469,039,993.59","434,348,591.48","465,741,606.90","412,345,465.36","498,751,158.46","468,207,613.89","449,033,362.69","454,099,878.06"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"66,000,000.00","66,000,000.00","66,000,000.00",,"88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00"
油气资产,,,,,,,,,,,,,,
资本公积,"110,468,184.78","110,468,184.78","110,468,184.78",,"236,579,222.60","236,603,644.30","236,603,644.30","236,603,644.30","236,603,644.30","236,603,644.30","236,603,644.30","236,603,644.30","236,603,644.30","236,603,644.30"
无形资产,"71,563,043.50","49,520,386.73","36,517,701.46",,"36,140,227.70","35,951,584.36","35,762,878.66","35,574,172.96","35,385,467.26","35,196,761.56","35,008,055.86","34,819,350.16","34,630,644.46","34,441,938.76"
盈余公积,"19,084,325.75","22,971,488.27","26,581,430.57",,"26,581,430.57","26,581,430.57","29,467,469.17","29,467,469.17","29,467,469.17","29,467,469.17","30,649,949.02","30,649,949.02","30,649,949.02","30,649,949.02"
开发支出,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,
未分配利润,"119,300,449.73","158,120,730.71","191,669,665.02",,"210,621,069.40","211,443,348.78","217,692,382.11","227,056,956.90","217,687,664.68","217,853,054.76","215,739,682.36","211,829,786.22","202,539,834.12","197,656,968.00"
长期待摊费用,,,,,,"824,053.78","813,667.55","803,280.32","792,893.09","782,505.86","772,118.63","761,731.40","751,344.17","740,956.94"
少数股东权益,"36,432,177.55",,,,,,,,,,,,,
递延所得税资产,"2,779,797.28","1,326,533.94","4,709,981.04",,"21,133,248.56","20,863,556.49","28,441,958.51","28,075,752.91","35,005,932.07","34,636,650.40","44,696,536.95","44,320,289.44","43,378,880.53","42,710,904.32"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,"4,856,745.00","2,448,000.00","736,900.00",,"1,234,190.00",,"152,500.00","145,000.00","145,000.00","145,000.00","853,800.00","415,025.00","136,200.00","940,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"543,070,380.00","467,379,796.51","585,084,226.81","587,333,200.00","513,730,143.35","566,685,994.50","570,901,539.76","565,857,250.60","569,570,853.29","562,090,106.29","565,451,652.79","564,393,433.69","557,463,613.06","551,831,778.73"
所有者权益(或股东权益)合计,"351,285,137.81","357,560,403.76","394,719,280.37","404,876,200.00","561,781,722.57","562,628,423.65","571,763,495.58","581,128,070.37","571,758,778.15","571,924,168.23","570,993,275.68","567,083,379.54","557,793,427.44","552,910,561.32"
资产总计,"873,593,789.01","775,523,399.43","930,691,120.15","922,225,000.00","989,442,372.09","984,571,282.95","1,040,803,489.17","1,015,476,661.85","1,037,500,385.05","984,269,633.59","1,069,744,434.14","1,035,290,993.43","1,006,826,790.13","1,007,010,439.38"
负债和所有者(或股东权益)合计,"873,593,789.01","775,523,399.43","930,691,120.15","922,225,000.00","989,442,372.09","984,571,282.95","1,040,803,489.17","1,015,476,661.85","1,037,500,385.05","984,269,633.59","1,069,744,434.14","1,035,290,993.43","1,006,826,790.13","1,007,010,439.38"
