科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
流动负债合计,"87,906,519.59","82,008,017.72","162,401,454.24","137,878,897.01","174,149,857.60","121,930,858.63","177,395,008.84","181,410,662.93","211,781,551.49","159,806,182.12","339,965,292.30","338,801,611.30","411,990,897.37","301,978,144.84","383,464,325.57","397,174,101.59","441,287,191.90","368,778,164.08","605,417,702.05","438,544,015.55","537,225,968.15","433,789,497.69"
可供出售金融资产,,,,,,,,,,,,,"670,000.00","4,670,000.00","4,670,000.00","4,670,000.00",,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,"10,000,000.00","9,996,545.82","9,973,143.21","9,955,403.78","9,931,126.59","10,183,667.97","10,102,346.69","11,484,460.56","11,313,197.73","15,242,490.74","14,876,841.56","14,708,224.72","13,699,003.04","10,503,333.89","10,303,142.85"
专项应付款,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,
固定资产,"120,706,527.14","132,379,073.30","140,777,249.76","147,481,620.76","198,226,789.77","321,416,293.49","393,327,913.16","381,060,253.08","411,963,883.80","442,973,949.04","444,061,562.07","441,689,221.37","464,982,722.19","464,962,308.11","509,307,209.45","507,974,333.89","480,281,853.98","473,377,446.74","475,331,394.25","483,779,028.15","565,046,938.14","581,941,136.66"
递延所得税负债,,,,,,,,,"845,818.37","772,995.81","703,233.93","666,643.61","577,255.57","510,527.54","469,068.65","424,339.96","443,211.51","408,011.96","698,237.43","836,102.80","11,358,563.30","11,673,318.52"
在建工程,"1,774,002.56","240,152.54","22,891,954.84","43,389,163.93","12,838,851.06","45,736,731.53","24,716,953.13","48,506,589.75","36,359,553.11","8,749,208.67","11,735,412.87","35,791,782.74","93,058,025.57","121,805,269.95","116,220,262.40","194,687,389.03","284,257,424.54","291,259,537.43","391,852,610.59","502,740,563.18","625,159,473.99","702,247,095.23"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,"1,250,000.00","1,250,000.00","1,735,693.37","1,639,245.81","1,545,858.93","1,485,643.61","1,372,630.57","1,282,277.54","1,217,193.65","1,148,839.96","14,339,552.06","13,328,024.27","15,622,918.31","14,974,494.51","30,166,406.10","45,906,000.94"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,
负债合计,"87,906,519.59","82,008,017.72","162,401,454.24","137,878,897.01","174,149,857.60","121,930,858.63","178,645,008.84","182,660,662.93","213,517,244.86","161,445,427.93","341,511,151.23","340,287,254.91","413,363,527.94","303,260,422.38","384,681,519.22","398,322,941.55","455,626,743.96","382,106,188.35","621,040,620.36","453,518,510.06","567,392,374.25","479,695,498.63"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"73,500,000.00","73,500,000.00","73,500,000.00","73,500,000.00","73,500,000.00","98,000,000.00","98,000,000.00","294,000,000.00","294,000,000.00","294,000,000.00","299,900,000.00","299,900,000.00","299,900,000.00","299,900,000.00","300,425,000.00","318,118,286.00","318,118,286.00","320,353,286.00","320,353,286.00","320,263,286.00","320,079,286.00","314,319,186.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"20,036,689.97","20,036,689.97","20,036,689.97","20,036,689.97","20,036,689.97","424,992,924.27","424,992,924.27","228,992,924.27","228,992,924.27","228,992,924.27","306,841,824.27","310,288,524.27","314,117,424.27","318,329,652.27","331,545,630.27","897,040,302.64","907,810,495.89","944,815,409.89","945,872,214.35","947,447,050.68","946,481,256.09","851,252,834.30"
无形资产,"9,816.67","2,300,429.38","2,080,632.69","2,066,120.81","2,498,471.08","1,443,586.78","38,323,196.67","38,052,804.95","37,965,528.11","37,503,812.86","86,031,759.59","85,781,899.65","85,158,512.44","84,571,131.52","83,983,750.60","83,436,817.80","83,364,083.93","82,748,474.18","148,978,283.27","148,571,235.52","155,642,585.95","163,227,408.88"
盈余公积,"4,001,161.84","10,026,845.24","20,082,392.33","20,082,392.33","34,215,062.04","34,215,062.04","34,215,062.04","34,215,062.04","51,085,054.82","51,085,054.82","51,085,054.82","51,085,054.82","76,376,460.82","76,376,460.82","76,376,460.82","76,376,460.82","109,984,289.83","109,984,289.83","109,984,289.83","109,984,289.83","137,769,706.19","137,769,706.19"
开发支出,,,"116,893.21","187,669.91","528,301.89","528,301.89","627,358.49",,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,"82,600,000.00","82,600,000.00","82,600,000.00","82,600,000.00","67,348,750.00","67,348,750.00","66,299,730.00","98,170,830.00","72,603,230.00","78,547,801.04","135,557,025.18","68,132,985.00"
商誉,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"36,010,456.51","90,241,607.10","166,041,530.87","214,643,359.57","252,810,558.27","257,907,068.87","277,850,610.16","333,721,779.82","373,880,240.59","387,672,391.38","393,340,342.50","477,624,726.22","550,874,196.96","576,540,048.61","583,060,728.37","697,997,510.98","789,090,198.80","824,615,256.19","865,808,373.40","991,288,953.03","1,041,339,903.11","1,079,766,995.97"
长期待摊费用,,"431,666.62","430,897.52","172,666.76","2,400,574.08","1,327,356.05","2,584,722.53","4,636,264.09","4,330,612.83","3,143,150.93","3,286,614.85","3,084,324.01","10,712,788.31","14,538,206.55","18,158,075.94","24,897,516.13","25,926,886.37","27,335,203.48","24,734,698.57","29,600,361.82","28,671,467.16","43,311,849.90"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,"24,884,072.66"
递延所得税资产,"22,794.13","62,781.39","82,575.01","169,486.37","134,184.00","134,184.00","305,722.89","305,722.89","1,405,949.99","1,405,949.99","1,388,447.03","1,391,004.16","3,480,190.59","3,509,251.10","3,534,107.12","3,566,672.93","8,059,458.68","8,136,879.05","6,363,793.18","6,381,111.84","2,719,073.35","2,780,407.40"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"457,216.00","26,916.00","3,488,012.60","6,762,844.23","2,836,374.00","2,733,250.00","2,332,125.19","1,227,875.13","69,085,852.04","66,526,375.00","18,394,259.90","65,700,818.71","18,763,400.93","33,664,245.59","32,381,138.07","14,105,109.26","17,242,661.39","106,496,046.12","74,008,664.69","71,923,631.99","39,167,411.70","46,115,634.73"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"122,970,356.50","135,441,019.23","169,868,215.63","200,229,572.77","219,463,545.88","373,319,703.74","462,217,992.06","483,789,509.89","571,107,925.70","570,275,589.70","574,853,460.09","643,370,177.23","687,009,308.00","737,822,759.51","779,739,004.14","844,651,036.77","914,374,859.63","1,004,230,428.56","1,135,977,669.27","1,256,694,935.54","1,426,910,284.18","1,549,926,675.65"
所有者权益(或股东权益)合计,"133,548,308.32","193,805,142.31","279,660,613.17","328,262,441.87","380,562,310.28","815,115,055.18","835,058,596.47","890,929,766.13","947,958,219.68","961,750,370.47","968,567,221.59","1,056,298,305.31","1,158,668,082.05","1,188,546,161.70","1,224,059,069.46","1,922,183,810.44","2,058,703,540.52","2,101,597,411.91","2,169,414,933.58","2,290,435,778.50","2,310,113,126.21","2,339,859,810.12"
资产总计,"221,454,827.91","275,813,160.03","442,062,067.41","466,141,338.88","554,712,167.88","937,045,913.81","1,013,703,605.31","1,073,590,429.06","1,161,475,464.54","1,123,195,798.40","1,310,078,372.82","1,396,585,560.22","1,572,031,609.99","1,491,806,584.08","1,608,740,588.68","2,320,506,751.99","2,514,330,284.48","2,483,703,600.26","2,790,455,553.94","2,743,954,288.56","2,877,505,500.46","2,819,555,308.75"
负债和所有者(或股东权益)合计,"221,454,827.91","275,813,160.03","442,062,067.41","466,141,338.88","554,712,167.88","937,045,913.81","1,013,703,605.31","1,073,590,429.06","1,161,475,464.54","1,123,195,798.40","1,310,078,372.82","1,396,585,560.22","1,572,031,609.99","1,491,806,584.08","1,608,740,588.68","2,320,506,751.99","2,514,330,284.48","2,483,703,600.26","2,790,455,553.94","2,743,954,288.56","2,877,505,500.46","2,819,555,308.75"
