科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付的各项税费,"31,988,930.99","44,346,902.86","45,039,436.67","53,673,882.20","107,685,691.78","178,607,009.44","25,949,017.45","80,270,551.87","157,172,309.79","208,861,253.94","51,059,237.53","86,026,047.07","129,953,911.16","206,090,788.16","62,256,595.87","129,413,195.16","171,287,987.00","222,126,033.79","18,177,174.51","33,561,563.98","48,909,676.24","64,672,688.89","27,510,297.39","49,854,946.15","67,744,902.44","73,631,640.00","63,511,291.26","85,618,281.44","134,004,863.57","229,791,347.98"
收到其他与筹资活动有关的现金,"340,255,172.01","192,704,831.23","28,200,000.00",,,,,,,,,,,,,"1,244,253.10","24,060,000.00","100,728,550.00",,"27,963,830.00","27,963,830.00","27,963,830.00","1,505,153.77","91,687,093.32","143,889,003.86","169,923,713.79","72,961,470.00","136,071,470.00","73,071,470.00","73,071,470.00"
支付其他与经营活动有关的现金,"22,720,512.69","56,585,139.09","99,971,264.25","71,887,759.13","76,024,151.49","88,630,843.32","22,176,548.71","50,188,191.27","84,289,427.79","121,312,552.48","20,409,484.00","55,937,945.94","92,746,875.76","118,963,210.32","24,685,950.80","87,408,971.24","118,131,133.69","311,636,374.50","68,309,945.47","193,711,784.23","292,127,409.54","478,429,756.48","195,090,064.51","420,695,257.80","279,625,815.76","435,166,285.99","31,292,391.06","172,948,677.98","301,362,014.17","389,049,874.06"
筹资活动现金流入小计,"559,311,172.01","576,481,773.54","594,737,343.08","446,500,000.00","515,500,000.00","2,739,690,000.00","14,565,448.28","95,549,417.06","130,401,304.17","129,358,167.99","7,836,125.00","68,893,187.26","880,617,015.78","2,059,930,186.39","432,767,643.06","1,357,497,242.06","2,143,063,819.03","3,240,962,990.46","989,018,655.12","1,998,500,319.28","2,941,575,104.68","3,469,841,580.98","822,573,165.77","1,785,299,763.26","2,326,837,630.24","3,261,217,893.53","1,359,223,853.37","2,089,925,546.62","4,707,377,843.00","6,775,653,407.21"
经营活动现金流出小计,"968,191,587.20","1,033,811,610.28","1,530,795,361.63","1,414,312,862.33","2,080,581,848.55","2,987,799,232.02","851,888,535.15","1,534,390,650.45","2,104,741,406.55","2,867,249,627.19","871,308,410.66","1,734,419,216.22","2,677,318,157.73","2,910,118,827.67","843,376,874.21","1,737,249,831.25","3,278,503,911.16","5,067,634,840.06","758,679,528.41","2,019,118,755.98","2,808,588,927.88","3,282,287,894.25","779,321,649.43","2,267,909,556.62","3,052,296,267.63","4,354,024,723.65","1,539,119,271.14","3,463,709,136.01","4,890,898,294.68","7,160,237,453.71"
偿还债务支付的现金,"285,056,000.00","314,470,537.77","389,709,583.80","227,138,356.55","365,639,974.75","459,139,974.75","745,490,000.00","767,863,982.13","841,104,205.82","874,848,167.99",,"7,760,250.00","38,233,697.37","276,547,387.48","167,375,522.01","567,241,090.60","1,035,604,067.54","1,978,111,978.81","922,997,558.57","1,702,974,729.08","2,595,396,202.01","3,963,884,315.58","861,673,682.23","1,419,878,059.73","2,040,524,721.65","3,117,700,351.82","760,494,197.93","1,371,530,935.86","2,006,089,226.32","4,436,597,260.80"
经营活动产生的现金流量净额,"157,253,052.42","56,371,570.04","165,414,449.37","52,240,855.84","156,181,020.35","-91,911,556.81","10,862,254.67","144,482,302.28","496,883,546.73","705,369,134.58","254,641,747.09","10,226,149.52","63,981,594.01","123,516,480.64","-413,988,909.11","-21,795,859.66","-362,378,613.85","-947,146,610.87","320,383,581.65","516,567,404.27","601,560,029.37","1,252,733,320.46","202,911,354.86","45,783,251.36","240,807,652.94","742,126,062.50","9,902,084.29","163,404,891.07","783,820,784.10","566,247,999.59"
分配股利、利润或偿还利息支付的现金,"20,687,847.27","9,851,944.53","40,157,168.09","162,552,653.29","172,272,703.98","180,879,214.24","3,753,349.68","204,099,763.21","204,554,857.41","204,956,554.83","11,194.06","120,023,124.68","124,607,010.89","141,767,923.52","27,418,444.89","200,342,935.44","239,933,981.15","274,418,532.32","32,504,078.21","66,464,731.00","97,228,489.63","117,289,763.70","44,579,983.76","66,097,566.88","92,213,646.39","109,506,349.48","24,575,225.32","142,389,814.19","145,384,109.87","193,305,881.14"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,"97,500.00","97,500.00","10,576,881.78",,,"665,019.81","14,984,456.67","1,477,754.69","1,484,259.60",,"351,640.00"
支付其他与筹资活动有关的现金,"345,134,765.01","200,354,831.23","56,550,000.00",,,"2,880,000.00","7,446,180.00","7,446,180.00","7,446,180.00","7,446,180.00",,,,"66,900,000.00",,"3,617,902.31","3,601,645.31","27,963,830.00",,"482,198,365.28","576,209,868.79","152,605,515.62","32,592,439.37","174,334,664.53","120,244,083.11","252,906,018.17","387,133,033.00","63,000,000.00","106,305,727.31","355,552,306.91"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,"47,385.00","47,385.00","2,147,185.00",,,,,,"3,423,212.67","8,854,369.65","4,706,490.48",
筹资活动现金流出小计,"650,878,612.28","524,677,313.53","486,416,751.89","389,691,009.84","537,912,678.73","642,899,188.99","756,689,529.68","979,409,925.34","1,053,105,243.23","1,087,250,902.82","11,194.06","127,783,374.68","162,840,708.26","485,215,311.00","194,793,966.90","771,201,928.35","1,279,139,694.00","2,280,494,341.13","955,501,636.78","2,251,637,825.36","3,268,834,560.43","4,233,779,594.90","938,846,105.36","1,660,310,291.14","2,252,982,451.15","3,480,112,719.47","1,172,202,456.25","1,576,920,750.05","2,257,779,063.50","4,985,455,448.85"
处置固定资产、无形资产和其他长期资产收回的现金净额,"82,984.00","94,593.56","195,497.75","83,501.50","152,619.14","782,629.83","37,049.32","1,293,506.16","1,293,506.16","2,032,517.85","88,848.42","3,067,073.41","3,096,438.78","2,726,908.02","793,710.77","293,710.38","335,311.44","966,614.19","13,247,396.64","228,593.56","237,747.37","404,357.41","42,623.15","1,037,294.00","2,370,120.95","2,322,399.63","62,664.54","236,421.96","2,278,450.44","5,656,254.38"
筹资活动产生的现金流量净额,"-91,567,440.27","51,804,460.01","108,320,591.19","56,808,990.16","-22,412,678.73","2,096,790,811.01","-742,124,081.40","-883,860,508.28","-922,703,939.06","-957,892,734.83","7,824,930.94","-58,890,187.42","717,776,307.52","1,574,714,875.39","237,973,676.16","586,295,313.71","863,924,125.03","960,468,649.33","33,517,018.34","-253,137,506.08","-327,259,455.75","-763,938,013.92","-116,272,939.59","124,989,472.12","73,855,179.09","-218,894,825.94","187,021,397.12","513,004,796.57","2,449,598,779.50","1,790,197,958.36"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"2,913,085.24","6,000,000.00","5,913,085.24",,,,"15,120,386.79"
四、汇率变动对现金的影响,"-7,624,775.85","816,587.56","-3,051,200.10","2,698,956.28","1,621,045.16","2,841,127.62","-321,353.29","-1,420,974.72","-1,376,850.12","8,234,721.42","3,426,245.36","8,115,735.46","10,341,296.31","11,617,978.51","-2,459,033.85","-2,054,774.47","2,528,366.79","4,422,272.25","-8,512,316.67","-9,870,027.85","-48,655,128.06","-20,373,855.42","-1,405,291.14","-4,576,343.21","-3,351,992.00","-19,410,634.56","-3,576,651.02","-40,460,853.67","-77,973,644.52","-38,025,089.04"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,"11,982,514.70",,,,"24,060,000.00",,"956,291.00","956,291.00","1,570,000.00","70,250.00",,,"3,395,200.00",,"7,278,861.00","7,278,861.00","16,238,861.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"82,984.00","94,593.56","195,497.75","83,501.50","152,619.14","782,629.83","37,049.32","1,293,506.16","1,293,506.16","2,032,517.85","88,848.42","3,067,073.41","3,096,438.78","14,709,422.72","793,710.77","293,710.38","335,311.44","25,026,614.19","13,294,781.64","1,329,769.56","3,438,723.37","12,551,239.19","112,873.15","3,950,379.24","9,035,140.76","26,615,141.54","4,963,631.90","17,853,912.21","14,263,801.92","37,367,142.17"
五、现金及现金等价物净增加额,"36,652,715.11","5,749,461.28","96,599,185.55","32,321,679.05","40,370,921.58","1,843,617,750.18","-942,326,090.08","-975,424,166.37","-798,773,244.85","-1,207,662,379.92","-121,496,463.40","-509,975,352.61","-401,870,957.83","-55,417,309.76","-306,929,966.75","-73,780,055.18","-228,688,674.77","-536,483,702.53","331,342,216.14","159,963,374.43","67,972,658.14","204,461,836.17","35,975,487.45","-59,352,977.63","-114,501,299.41","109,073,363.55","171,554,190.67","265,711,544.39","2,430,871,069.48","753,076,800.07"
购建固定资产、无形资产和其他长期资产支付的现金,"21,491,105.19","93,237,749.89","159,380,152.66","79,510,624.73","95,171,084.34","164,885,261.47","74,686,329.31","99,824,861.74","236,775,878.49","829,312,388.87","387,478,235.21","472,494,123.58","1,197,066,594.45","1,779,976,067.02","129,249,410.72","636,518,445.14","733,097,864.18","579,254,627.43","27,340,848.82","94,726,265.47","157,730,860.79","171,361,843.75","40,660,290.38","215,086,889.83","388,578,859.97","301,941,356.46","26,756,271.62","386,650,987.79","405,691,069.94","527,715,146.65"
期初现金及现金等价物余额,"12,436,297.09","49,089,012.20","54,838,473.48","151,437,659.03","151,437,659.03","151,437,659.03","1,995,055,409.21","1,995,055,409.21","1,995,055,409.21","1,995,055,409.21","787,393,029.29","787,393,029.29","787,393,029.29","787,393,029.29","734,635,719.53","731,975,719.53","731,975,719.53","731,975,719.53","195,492,017.00","195,492,017.00","195,492,017.00","195,492,017.00","399,953,853.17","399,953,853.17","399,953,853.17","400,096,527.39","509,169,890.94","509,169,890.94","509,169,890.94","509,169,890.94"
投资支付的现金,,,,,,,,,,,,,,,,,,,,"200,000.00","3,380,650.00","105,149,010.39","8,710,219.45","6,082,847.31",,"112,139,584.74",,,"101,182,414.26","57,145,458.91"
期末现金及现金等价物余额,"49,089,012.20","54,838,473.48","151,437,659.03","183,759,338.08","191,808,580.61","1,995,055,409.21","1,052,729,319.13","1,019,631,242.84","1,196,282,164.36","787,393,029.29","665,896,565.89","277,417,676.68","385,522,071.46","731,975,719.53","427,705,752.78","658,195,664.35","503,287,044.76","195,492,017.00","526,834,233.14","355,455,391.43","263,464,675.14","399,953,853.17","435,929,340.62","340,600,875.54","285,452,553.76","509,169,890.94","680,724,081.61","774,881,435.33","2,940,040,960.42","1,262,246,691.01"
