科目,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
开发支出,,,,,,,,,,,,,"6,386,965.82","7,871,752.09","7,871,752.09","9,743,734.92",,
减:库存股,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,
未分配利润,"39,377,194.83","118,659,600.95","197,154,799.30","245,809,782.05","268,554,371.27","289,599,276.17","299,946,036.44","317,096,981.57","334,027,163.23","362,055,321.15","369,505,159.21","397,211,578.02","415,810,224.32","445,095,722.32","449,952,583.80","483,166,215.08","488,044,705.22","520,883,926.28"
长期待摊费用,"4,826,906.39","3,640,179.58","7,389,769.09","6,416,789.76","6,213,620.85","6,010,451.95","5,688,720.09","5,444,261.58","5,231,267.37","5,018,273.16","4,805,279.11","4,715,168.72","18,981,376.96","18,762,314.17","18,543,251.38","18,324,188.59","18,105,125.80","17,886,063.01"
少数股东权益,"1,406,000.15","502,160.55","-300,136.33","-1,301,093.14","-1,646,500.22","-1,730,705.01","-1,891,968.38","-2,074,203.63","-3,029,371.86","-3,212,657.33","-3,135,201.82","-3,455,044.67","-4,111,712.30","-4,322,057.82","-4,306,240.55","-4,344,848.76","-5,259,757.78","-5,491,032.27"
递延所得税资产,"8,931,183.17","15,053,882.44","24,662,209.37","33,916,403.16","34,130,049.65","34,257,173.81","37,371,578.34","39,103,650.59","26,356,014.22","26,414,697.88","29,318,052.93","31,339,344.11","34,941,675.11","34,990,055.02","37,780,762.80","42,544,001.09","46,890,651.51","47,052,589.43"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,"8,895,854.00","560,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","7,000,000.00","11,825,244.00","11,825,244.00","11,825,244.00","11,825,244.00","4,825,244.00","4,825,244.00","4,825,244.00","4,825,244.00","4,825,244.00","4,825,244.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"73,408,120.41","76,232,785.61","100,046,218.74","106,506,151.05","112,673,562.51","111,626,584.47","377,134,555.57","391,372,076.29","623,309,808.06","910,880,051.79","916,431,712.16","933,595,595.91","947,003,432.61","952,167,223.57","964,075,238.63","979,288,366.43","1,145,053,430.26","1,142,153,612.79"
所有者权益(或股东权益)合计,"331,232,475.63","421,805,051.64","507,451,852.14","560,156,667.62","585,891,922.31","1,023,737,924.76","1,034,404,975.48","1,053,942,424.94","1,079,943,856.60","1,105,789,626.76","1,113,744,121.44","1,142,851,635.00","1,161,890,668.68","1,192,346,787.13","1,195,790,830.76","1,230,030,764.26","1,242,841,799.27","1,274,678,887.32"
资产总计,"821,583,126.55","1,253,684,044.91","1,422,500,503.46","1,642,534,151.63","1,769,752,544.11","2,199,714,412.60","2,480,409,081.92","2,949,059,865.41","2,917,935,408.44","3,418,189,713.90","3,635,150,115.58","4,097,608,488.70","3,623,526,897.62","3,882,480,734.92","3,770,402,586.00","3,660,539,042.76","4,010,510,869.28","3,882,678,401.64"
负债和所有者(或股东权益)合计,"821,583,126.55","1,253,684,044.91","1,422,500,503.46","1,642,534,151.63","1,769,752,544.11","2,199,714,412.60","2,480,409,081.92","2,949,059,865.41","2,917,935,408.44","3,418,189,713.90","3,635,150,115.58","4,097,608,488.70","3,623,526,897.62","3,882,480,734.92","3,770,402,586.00","3,660,539,042.76","4,010,510,869.28","3,882,678,401.64"
