科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"98,553,687.86","95,475,256.40","107,220,154.18","40,782,746.87","68,385,237.17","103,418,594.48","144,471,261.78","35,358,088.65","67,814,603.05","109,174,708.05","148,227,811.32","39,465,927.38","81,035,820.62","127,152,882.75","183,088,033.75","57,457,515.82","113,033,809.59","166,147,753.53","215,866,269.07","71,659,263.17","132,797,185.18","187,958,576.64","252,490,234.85","82,464,467.19","152,083,105.53","217,696,644.23","266,421,165.78","79,762,185.87","153,708,173.12","219,756,544.74","294,931,069.58","73,471,513.07","166,191,228.03","255,572,521.31","317,207,667.98"
取得借款收到的现金,"1,515,000,000.00","1,850,000,000.00","2,145,000,000.00","220,000,000.00","335,000,000.00","385,000,000.00","395,000,000.00","240,000,000.00","247,500,000.00","437,500,000.00","452,500,000.00","270,000,000.00","320,000,000.00","370,000,000.00","370,000,000.00","320,000,000.00","332,000,000.00","402,000,000.00","662,000,000.00","560,000,000.00","707,000,000.00","777,000,000.00","1,037,000,000.00","348,000,000.00","398,000,000.00","428,000,000.00","643,000,000.00","200,000,000.00","350,000,000.00","650,000,000.00","750,000,000.00","205,000,000.00","660,000,000.00","1,045,000,000.00","1,080,000,000.00"
支付的各项税费,"243,724,280.36","196,751,661.39","213,463,876.52","58,383,200.24","133,673,894.32","184,333,922.36","290,181,661.24","102,457,431.30","277,699,094.99","386,204,213.23","545,315,969.03","83,845,013.24","176,467,044.05","253,741,441.44","363,544,850.31","56,285,206.84","141,449,857.70","178,917,175.93","238,463,934.83","77,160,829.38","176,914,779.01","223,483,139.13","325,336,167.91","85,856,944.76","222,087,015.12","285,520,851.17","491,176,671.69","72,224,042.43","176,428,530.89","270,446,639.26","472,155,324.41","121,713,332.87","377,104,317.42","456,437,684.47","658,991,763.22"
收到其他与筹资活动有关的现金,,"590,163,412.77",,,,,"10,810,479.73",,,,,,,"700,000,000.00","185,375,260.30",,"10,000,000.00","10,000,000.00","57,368,975.00",,,"31,000,000.00","67,856,521.51","5,000,000.00","183,190,496.38","183,190,496.38",,,,,,,,,
支付其他与经营活动有关的现金,"69,421,275.08","68,404,214.82","77,719,796.17","24,903,402.18","43,282,717.81","66,298,979.91","107,518,284.03","32,496,679.22","60,132,895.54","89,893,710.18","104,565,714.66","33,108,674.56","65,343,799.09","96,736,612.64","125,923,007.99","30,153,213.45","52,907,593.42","85,214,786.96","146,898,400.39","29,204,434.26","67,531,228.01","101,264,987.46","152,898,283.45","31,296,635.42","112,586,448.82","141,531,614.31","251,221,741.29","34,077,798.18","124,548,428.95","164,918,164.06","196,818,286.52","42,303,323.09","98,709,891.08","157,887,438.92","244,028,377.97"
筹资活动现金流入小计,"1,515,000,000.00","2,440,163,412.77","2,155,200,000.00","2,220,300,000.00","2,335,300,000.00","2,385,300,000.00","2,406,110,479.73","240,000,000.00","247,500,000.00","437,500,000.00","452,500,000.00","270,000,000.00","320,000,000.00","1,070,000,000.00","1,262,275,260.30","320,000,000.00","351,000,000.00","448,000,000.00","755,368,975.00","560,000,000.00","707,000,000.00","1,109,800,000.00","1,406,656,521.51","353,000,000.00","581,190,496.38","611,190,496.38","643,000,000.00","200,000,000.00","350,000,000.00","650,000,000.00","750,000,000.00","205,000,000.00","660,000,000.00","1,049,500,000.00","1,083,000,000.00"
经营活动现金流出小计,"1,641,179,527.58","1,669,144,852.52","1,887,035,502.01","730,716,249.89","1,352,998,366.07","2,046,954,714.89","3,203,340,229.00","847,641,989.65","1,730,556,923.47","2,767,069,608.85","3,850,405,262.96","853,666,109.13","1,726,592,379.27","2,563,132,829.17","3,425,031,436.25","864,740,134.25","1,492,926,243.70","2,139,521,721.32","3,075,584,933.37","1,104,952,903.80","2,254,208,305.52","3,159,691,835.63","3,363,635,706.51","941,362,205.65","1,886,886,465.78","2,777,596,684.36","3,897,235,519.42","789,743,476.03","1,582,322,852.58","2,660,415,990.88","3,930,767,998.22","1,084,848,712.45","2,258,328,409.38","3,207,847,830.82","4,445,982,595.44"
偿还债务支付的现金,"1,018,000,000.00","1,495,000,000.00","1,700,000,000.00","1,740,000,000.00","1,915,000,000.00","2,015,000,000.00","2,025,000,000.00","220,000,000.00","362,500,000.00","652,500,000.00","675,000,000.00","125,000,000.00","140,000,000.00","325,000,000.00","347,500,000.00","340,000,000.00","347,500,000.00","377,500,000.00","397,000,000.00","320,000,000.00","413,897,500.00","565,100,000.00","846,767,500.00","270,080,000.00","352,080,000.00","392,180,000.00","672,515,000.00","256,300,000.00","313,087,500.00","482,687,500.00","783,055,000.00","256,020,000.00","431,682,500.00","546,712,500.00","1,280,050,000.00"
经营活动产生的现金流量净额,"221,268,991.21","-107,443,453.87","183,542,822.92","47,926,426.19","73,079,270.80","235,600,741.65","227,577,721.86","101,866,118.17","720,036,092.74","555,580,062.96","606,335,061.24","235,217,289.54","347,333,975.18","520,965,491.87","800,933,392.99","-35,890,013.36","155,682,654.60","245,106,465.70","160,401,537.60","113,208,910.48","145,363,135.97","268,730,402.33","1,034,941,757.45","-65,128,684.63","-35,558,476.93","265,417,139.46","742,634,978.34","280,503,312.95","453,763,525.01","513,641,341.45","862,313,983.67","240,345,507.20","323,278,070.94","791,436,514.03","1,257,711,118.19"
分配股利、利润或偿还利息支付的现金,"208,805,690.29","267,705,288.31","142,984,403.15","77,360,263.13","95,439,462.33","105,582,366.91","112,547,088.25","68,187,462.92","79,723,275.05","87,041,723.66","90,667,738.61","150,372,997.84","164,087,518.21","173,632,498.63","180,646,279.69","15,465,123.47","127,238,089.33","163,379,013.26","172,483,153.28","10,770,085.48","131,109,040.90","186,832,922.51","209,284,649.19","21,272,350.65","147,326,568.25","181,965,252.50","238,408,375.10","9,012,808.97","164,279,558.24","193,600,184.10","246,331,330.47","12,643,665.46","143,410,771.43","158,452,324.68","217,767,505.61"
收回投资收到的现金,"390,000.00",,,,,,,"80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00",,,,"500,000,000.00","366,000,000.00","746,000,000.00","1,256,000,000.00","1,586,000,000.00","30,000,000.00","885,000,000.00","1,575,000,000.00","2,608,000,000.00","790,000,000.00","1,270,000,000.00","1,470,000,000.00","1,775,000,000.00","150,000,000.00","230,000,000.00","490,000,000.00","562,317,900.00","140,000,000.00","650,000,000.00","2,104,000,000.00","3,144,000,000.00"
支付其他与筹资活动有关的现金,,,"295,557,338.83","131,700,000.00","372,729,519.94","372,729,519.94","382,064,107.94",,,,,"10,000,000.00","10,000,000.00","12,100,000.00","10,000,000.00",,,"2,100,000.00","2,100,000.00","3,300,000.00","19,800,000.00","21,900,000.00","37,792,582.69","42,000,000.00","42,000,000.00","85,000,000.00","3,000,000.00",,"41,856,918.97","388,102,092.54","138,574,652.54",,,"743,330,000.00",
取得投资收益收到的现金,"52,120,000.00","300,000.00","37,436,380.00","25,000,000.00","28,986,666.66","29,286,666.66","29,286,666.66",,"600,000.00","30,900,000.00","30,900,000.00","4,500,000.00","4,500,000.00","51,300,000.00","56,601,370.00","14,080,794.84","40,675,826.79","61,710,189.80","63,152,025.41","6,135,616.44","9,891,150.68","39,818,137.00","45,042,075.22","2,900,326.96","11,517,131.49","23,311,953.41","25,393,073.17","386,116.44","3,182,046.58","8,556,169.35","9,908,172.45","5,975,981.03","7,768,028.59","17,273,831.89","20,647,555.86"
筹资活动现金流出小计,"1,226,805,690.29","1,762,705,288.31","2,138,541,741.98","1,949,060,263.13","2,383,168,982.27","2,493,311,886.85","2,519,611,196.19","288,187,462.92","442,223,275.05","739,541,723.66","765,667,738.61","285,372,997.84","314,087,518.21","510,732,498.63","538,146,279.69","355,465,123.47","474,738,089.33","542,979,013.26","571,583,153.28","334,070,085.48","564,806,540.90","773,832,922.51","1,093,844,731.88","333,352,350.65","541,406,568.25","659,145,252.50","913,923,375.10","265,312,808.97","519,223,977.21","1,064,389,776.64","1,167,960,983.01","268,663,665.46","575,093,271.43","1,448,494,824.68","1,497,817,505.61"
处置固定资产、无形资产和其他长期资产收回的现金净额,"482,000.00","2,061,726.00","94,417.64",,"49,550.00","196,021.76","200,024.28",,"274,509.81","274,509.81","358,800.00","61,393.20","277,162.43","412,162.43","564,435.64","26,500.00","71,598.04","98,398.04","95,800.00",,"27,461.54","4,408,131.83","684,753.67","156,862.75","436,862.75","539,418.35","1,249,362.30","59,460.78","23,167,227.81","23,167,227.81","23,116,767.03","85,100.00","490,621.36","764,932.40","306,418.00"
筹资活动产生的现金流量净额,"288,194,309.71","677,458,124.46","16,658,258.02","271,239,736.87","-47,868,982.27","-108,011,886.85","-113,500,716.46","-48,187,462.92","-194,723,275.05","-302,041,723.66","-313,167,738.61","-15,372,997.84","5,912,481.79","559,267,501.37","724,128,980.61","-35,465,123.47","-123,738,089.33","-94,979,013.26","183,785,821.72","225,929,914.52","142,193,459.10","335,967,077.49","312,811,789.63","19,647,649.35","39,783,928.13","-47,954,756.12","-270,923,375.10","-65,312,808.97","-169,223,977.21","-414,389,776.64","-417,960,983.01","-63,663,665.46","84,906,728.57","-398,994,824.68","-414,817,505.61"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,-456.53,,,,-448.17,,,,"-1,253,492.32",,38.63,70.85,"-1,052,720.85",,-140.82,-140.82,"-3,304,756.19",,"1,234,787.88","1,192,414.78","638,652.60","1,211,029.51","1,915,567.04","3,406,100.70","120,129.39","-107,567.50","755,689.93","1,148,454.47","2,141,427.78","-230,809.65","-1,356,633.24","-3,101,011.83","28,705.67"
收到其他与投资活动有关的现金,"153,920,000.00",,"65,453,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"206,912,000.00","2,361,726.00","102,984,297.64","25,000,000.00","29,036,216.66","29,482,688.42","29,486,690.94","80,000,000.00","80,874,509.81","111,174,509.81","111,258,800.00","4,561,393.20","4,777,162.43","51,712,162.43","557,165,805.64","380,107,294.84","786,747,424.83","1,317,808,587.84","1,649,247,825.41","36,135,616.44","894,918,612.22","1,619,226,268.83","2,653,726,828.89","793,057,189.71","1,281,953,994.24","1,493,851,371.76","1,801,642,435.47","150,445,577.22","256,349,274.39","521,723,397.16","595,342,839.48","146,061,081.03","658,258,649.95","2,122,038,764.29","3,164,953,973.86"
五、现金及现金等价物净增加额,"79,474,892.79","74,880,971.51","-13,838,444.95","321,406,726.45","-124,313,332.51","-147,733,110.58","-154,914,846.60","87,876,000.89","509,383,133.20","204,657,472.45","161,754,540.27","20,108,294.25","73,849,611.70","207,211,027.71","381,248,029.03","-310,065,346.00","-270,064,376.57","-552,908,943.69","-399,013,918.00","-130,810,408.02","-148,072,579.16","-234,495,813.28","90,075,028.86","-161,420,702.71","-311,144,524.13","-262,980,245.92","-97,106,627.62","-27,191,243.23","68,177,534.31","-138,791,517.04","105,144,306.95","11,709,730.63","64,179,158.72","-118,379,343.73","266,954,771.86"
购建固定资产、无形资产和其他长期资产支付的现金,"612,349,107.32","377,217,725.08","268,470,731.50","22,759,436.61","98,559,837.70","194,804,653.80","185,778,094.77","45,802,654.36","96,804,194.30","160,055,376.66","241,118,090.04","204,297,390.65","278,503,930.70","374,264,083.18","789,657,313.73","118,817,504.01","363,756,225.85","745,644,843.15","893,944,346.54","96,084,849.46","288,405,170.13","435,689,926.18","917,037,723.12","127,487,886.65","299,295,536.61","365,806,101.72","558,686,795.72","36,269,756.93","117,016,977.81","177,723,238.24","233,159,832.09","90,802,382.49","256,907,657.50","385,758,785.54","443,921,520.25"
期初现金及现金等价物余额,"325,448,953.26","404,923,846.05","479,804,817.56","465,966,372.61","465,966,372.61","465,966,372.61","465,966,372.61","311,051,526.01","311,051,526.01","311,051,526.01","311,051,526.01","472,806,066.28","472,806,066.28","472,806,066.28","472,806,066.28","854,054,095.31","854,054,095.31","854,054,095.31","854,054,095.31","455,040,177.31","455,040,177.31","455,040,177.31","455,040,177.31","545,115,206.17","545,115,206.17","545,115,206.17","545,115,206.17","448,008,578.55","448,008,578.55","448,008,578.55","448,008,578.55","553,152,885.50","553,152,885.50","553,152,885.50","553,152,885.50"
投资支付的现金,,"54,824,200.00","48,552,635.50",,"80,000,000.00","110,000,000.00","112,700,000.00",,,,"300,000.00",,"5,670,115.63","550,470,115.63","910,270,115.63","500,000,000.00","725,000,000.00","1,275,200,000.00","1,495,200,000.00","410,000,000.00","1,043,377,404.20","2,023,922,050.53","2,995,006,276.59","782,720,000.00","1,299,944,000.00","1,611,894,000.00","1,811,894,000.00","356,450,000.00","356,450,000.00","583,191,695.24","703,191,695.24","220,000,000.00","744,000,000.00","2,244,000,000.00","3,297,000,000.00"
期末现金及现金等价物余额,"404,923,846.05","479,804,817.56","465,966,372.61","787,373,099.06","341,653,040.10","318,233,262.03","311,051,526.01","398,927,526.90","820,434,659.21","515,708,998.46","472,806,066.28","492,914,360.53","546,655,677.98","680,017,093.99","854,054,095.31","543,988,749.31","583,989,718.74","301,145,151.62","455,040,177.31","324,229,769.29","306,967,598.15","220,544,364.03","545,115,206.17","383,694,503.46","233,970,682.04","282,134,960.25","448,008,578.55","420,817,335.32","516,186,112.86","309,217,061.51","553,152,885.50","564,862,616.13","617,332,044.22","434,773,541.77","820,107,657.36"
