科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
一年内到期的非流动负债,"17,788,091.14","16,000,000.00",,"65,026,403.54","78,948,118.55","92,869,833.56","218,033,536.36",,,
其他流动资产,"42,938,678.78","35,970,936.46","14,435,904.04","3,904,473.36","11,291,344.34",,,"345,000,000.00",,
其他流动负债,,,,,,,,,,
流动资产合计,"958,208,336.98","1,195,603,842.29","1,537,636,196.06","1,710,663,673.31","1,943,744,519.64","2,997,322,055.86","3,148,577,432.81","2,977,109,392.23","3,051,238,121.87","3,046,420,972.49"
流动负债合计,"870,821,235.83","1,052,381,779.26","968,481,458.93","1,131,563,755.47","1,233,314,597.79","1,244,118,130.00","1,482,377,606.01","1,308,331,777.50","1,348,380,212.34","1,422,014,836.71"
可供出售金融资产,,"6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00"
长期借款,"20,000,000.00","180,200,261.95","257,255,775.76","194,816,077.97","171,598,619.58","148,381,161.19",,,,
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,"60,021,498.03","37,957,670.41","15,883,835.40","5,121,501.62",,,,,,
长期股权投资,,,,,,,,,,
专项应付款,,,,,,,,,,
投资性房地产,,,,,,,,,,
预计负债,,,,,,,,,,
固定资产,"588,203,798.58","983,041,971.68","1,026,822,845.64","1,076,449,085.95","1,101,174,227.08","1,106,194,380.82","1,133,647,592.02","1,136,683,133.46","1,145,791,735.52","1,153,391,066.36"
递延所得税负债,"703,236.79","630,193.60","6,942,828.64","9,513,765.24","11,000,685.21","12,409,593.91","12,409,593.91","14,541,856.49","12,354,811.52","411,064.03"
在建工程,"93,672,568.67","1,611,130.20","1,611,130.20","1,611,130.20","1,611,130.20","2,089,920.96","7,308,603.01","21,530,101.66","43,321,889.36","80,863,057.74"
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,"128,750,415.27","273,066,491.84","341,591,479.84","275,974,380.47","258,364,338.23","231,242,751.23","83,557,695.62","85,658,682.83","92,204,185.61","78,943,823.36"
固定资产清理,,,"337,500.00","95,808.55","1,135,600.36","429,899.99","11,120,641.48","621,037.16","677,098.43","2,014,368.53"
负债合计,"999,571,651.10","1,325,448,271.10","1,310,072,938.77","1,407,538,135.94","1,491,678,936.02","1,475,360,881.23","1,565,935,301.63","1,393,990,460.33","1,440,584,397.95","1,500,958,660.07"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"156,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","408,000,000.00","408,000,000.00","408,000,000.00","408,000,000.00","408,000,000.00"
油气资产,,,,,,,,,,
资本公积,"149,999,702.86","39,999,702.86","39,286,227.84","39,286,227.84","39,286,227.84","1,046,569,418.72","1,046,569,418.72","1,046,569,418.72","1,046,569,418.72","1,046,569,418.72"
无形资产,"52,160,856.25","61,511,602.11","68,946,884.73","67,707,033.14","67,033,959.73","174,821,777.68","177,121,116.76","177,941,183.08","176,094,599.61","232,492,342.39"
盈余公积,"17,172,359.74","33,856,772.51","45,790,353.72","52,333,323.40","55,983,638.04","58,768,774.69","58,768,774.69","66,550,808.43","71,933,143.79","105,067,377.13"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,
未分配利润,"399,239,703.67","513,964,303.53","924,484,111.08","1,061,677,331.62","1,223,147,001.39","1,348,164,701.83","1,499,306,302.72","1,493,059,487.42","1,606,729,829.77","1,716,801,192.74"
长期待摊费用,"1,340,333.92","913,823.45","3,825,530.04","7,558,533.14","7,071,684.53","6,628,525.23","10,536,266.83","11,392,311.46","11,942,241.93","12,969,725.95"
少数股东权益,"11,708,192.57","6,608,738.19",,,,,,,,
递延所得税资产,"10,744,083.25","20,604,958.48","20,576,454.58","24,416,984.15","25,428,942.75","29,355,419.11","29,748,213.74","30,863,217.64","32,652,742.08","37,454,719.49"
外币报表折算价差,,,,,,,,,,
其他非流动资产,"29,361,632.29","10,590,459.98","13,877,090.16","26,332,770.36","16,895,739.00","14,021,796.82","54,519,931.11","46,029,798.21","106,098,361.43","205,790,395.71"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"775,483,272.96","1,084,273,945.90","1,141,997,435.35","1,210,171,345.49","1,226,351,283.65","1,339,541,720.61","1,430,002,364.95","1,431,060,782.67","1,522,578,668.36","1,730,975,676.17"
所有者权益(或股东权益)合计,"734,119,958.84","954,429,517.09","1,369,560,692.64","1,513,296,882.86","1,678,416,867.27","2,861,502,895.24","3,012,644,496.13","3,014,179,714.57","3,133,232,392.28","3,276,437,988.59"
资产总计,"1,733,691,609.94","2,279,877,788.19","2,679,633,631.41","2,920,835,018.80","3,170,095,803.29","4,336,863,776.47","4,578,579,797.76","4,408,170,174.90","4,573,816,790.23","4,777,396,648.66"
负债和所有者(或股东权益)合计,"1,733,691,609.94","2,279,877,788.19","2,679,633,631.41","2,920,835,018.80","3,170,095,803.29","4,336,863,776.47","4,578,579,797.76","4,408,170,174.90","4,573,816,790.23","4,777,396,648.66"
