科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"1,200,329.43","1,487,035.51","2,578,287.45","1,545,445.85","1,700,278.45","1,489,440.84","2,507,615.43","2,612,346.06","1,991,624.01","1,378,855.67","1,336,665.19","1,348,126.44","1,447,532.64","2,023,813.57","2,516,163.53","2,169,626.08","3,312,786.16","3,329,741.76","4,356,820.24","9,020,179.87","5,186,130.58"
应付职工薪酬,"20,129,373.13","23,085,253.43","20,163,544.21","14,333,307.45","16,268,952.60","22,779,697.17","12,006,645.84","14,127,248.69","16,828,825.77","20,312,138.56","12,198,193.59","17,080,811.89","20,527,080.06","35,242,369.60","18,743,482.10","24,598,758.05","32,115,343.26","41,057,934.58","22,465,191.21","30,334,267.54","38,836,995.63"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,
应交税费,"-205,260.46","3,507,221.25","3,852,909.05","9,717,837.79","5,273,265.26","3,732,568.10","5,572,968.99","5,405,795.57","5,911,911.96","12,316,783.55","6,189,206.40","11,088,080.49","13,002,585.36","26,225,146.32","218,771,523.60","20,137,063.79","22,294,509.78","17,898,992.10","19,922,636.64","24,546,171.68","26,018,154.21"
应收利息,,,,,,,,,,"106,833.62","277,395.43","94,710.67","82,862.25","229,183.14","194,056.88","92,386.95","202,791.33","19,996.26","137,507.76",133.47,"3,203.20"
应付利息,,,,,,,,,,,,,,,,,,"656,004.06","621,445.78","576,937.45","651,837.36"
应收股利,,,,,,,,,,,,,,,,,,,,"1,586,034.37","1,586,034.37"
应付股利,,,,,,,,,,,,,,,,"2,033,246.12",,,,,
存货,"97,821,164.22","108,804,759.87","92,751,121.49","94,201,276.66","105,708,037.23","97,912,815.83","107,318,431.56","111,245,248.26","109,702,398.25","102,060,463.37","103,240,988.27","103,416,337.72","114,549,237.48","290,827,959.02","312,786,182.25","341,907,822.22","360,244,187.69","370,784,659.79","409,807,752.75","393,078,118.07","447,493,778.67"
其他应付款,"290,757.14","2,147,358.54","1,832,494.59","1,958,214.62","2,123,583.84","1,565,612.73","7,760,218.71","1,818,051.76","1,068,363.75","978,193.18","3,523,152.77","911,340.00","941,903.44","390,992,595.03","7,031,234.45","3,875,797.24","3,226,361.01","3,688,843.95","4,251,299.52","3,017,175.59","2,943,721.77"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,"50,000,000.00","60,803,865.34","58,007,931.53","8,740.79","50,000,000.00","101,867,358.48","51,125,968.04","97,762,796.59","90,624,307.71","108,483,087.98","104,427,787.05","54,831,248.63","96,787,846.52"
其他流动负债,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"249,801,713.39","295,285,974.52","334,558,753.18","357,549,751.31","372,584,113.47","368,657,536.81","448,777,985.01","447,210,029.42","467,045,415.21","464,895,121.53","477,401,950.18","509,654,876.77","531,778,618.33","1,094,332,591.97","1,238,439,575.53","1,113,732,908.24","1,185,762,044.90","1,312,164,781.86","1,331,319,239.41","1,369,157,326.44","1,497,281,299.81"
流动负债合计,"236,667,972.30","293,616,476.37","299,958,527.15","298,569,390.43","299,904,992.38","290,923,820.17","180,708,789.94","176,709,367.13","183,474,740.30","179,472,357.86","178,737,557.42","192,567,807.03","198,383,387.79","911,783,734.36","608,133,895.89","464,565,997.16","556,217,981.16","665,271,486.41","682,766,337.31","710,169,754.11","829,679,299.86"
可供出售金融资产,,,,,,,,,,,,,,"5,000,000.00",,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,"53,070,425.29","20,296,765.76","30,976,132.22","88,357,916.19","96,517,257.37","118,159,579.28","118,802,561.06","117,019,139.66"
专项应付款,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,
固定资产,"156,350,711.69","234,301,869.94","243,318,863.59","238,147,029.44","233,427,441.85","240,459,631.84","235,081,478.27","230,315,966.30","225,026,504.76","227,149,248.39","220,850,096.81","214,674,676.29","213,047,549.28","313,017,926.49","305,629,200.39","300,928,891.69","293,308,249.24","295,771,093.12","289,479,198.67","285,913,741.30","281,477,104.27"
递延所得税负债,,,,,,,,,,,,,,"9,086,893.20","8,807,743.08","8,528,592.96","8,249,442.84","7,970,292.72","7,691,142.60","7,411,992.48","8,901,092.36"
在建工程,"26,233,873.23","3,853,862.34","4,300,446.06","1,154,702.14","2,067,105.01","1,575,709.67","1,731,929.82","5,080,727.18","7,352,868.29","12,031,350.89","13,387,998.34","12,369,235.46","10,244,202.13","10,668,356.63","11,289,584.87","15,292,284.18","20,891,698.25","19,355,853.57","27,855,897.99","34,236,869.48","51,722,149.04"
其他非流动负债,,,"1,710,000.00","2,432,000.00","2,363,000.04","2,294,000.00","2,225,000.00","2,156,000.00","2,087,000.00","2,378,000.00",,,"2,141,000.12",,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,"1,710,000.00","2,432,000.00","2,363,000.04","2,294,000.00","2,225,000.00","2,156,000.00","2,087,000.00","2,378,000.00","2,299,000.04","2,220,000.08","2,141,000.12","11,148,893.36","11,083,243.28","10,717,593.20","10,635,859.80","10,332,959.74","10,370,809.68","9,987,409.62","11,372,259.56"
固定资产清理,,,,,,,,,"67,348.03",,,,,,,,,,,,
负债合计,"236,667,972.30","293,616,476.37","301,668,527.15","301,001,390.43","302,267,992.42","293,217,820.17","182,933,789.94","178,865,367.13","185,561,740.30","181,850,357.86","181,036,557.46","194,787,807.11","200,524,387.91","922,932,627.72","619,217,139.17","475,283,590.36","566,853,840.96","675,604,446.15","693,137,146.99","720,157,163.73","841,051,559.42"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"103,500,000.00","103,500,000.00","103,500,000.00","103,500,000.00","103,500,000.00","103,500,000.00","134,100,000.00","134,100,000.00","134,100,000.00","134,100,000.00","134,100,000.00","134,100,000.00","134,100,000.00","159,269,037.00","175,466,542.00","175,466,542.00","175,466,542.00","175,466,542.00","175,466,542.00","175,466,542.00","175,466,542.00"
油气资产,,,,,,,,,,,,,,,,,,,,,
资本公积,"54,450,641.86","54,450,641.86","54,450,641.86","54,450,641.86","54,450,641.86","54,450,641.86","205,732,701.86","205,732,701.86","205,732,701.86","205,732,701.86","205,732,701.86","205,732,701.86","205,732,701.86","746,238,495.82","1,110,090,986.07","1,110,090,986.07","1,110,090,986.07","1,110,090,986.07","1,110,090,986.07","1,110,090,986.07","1,110,090,986.07"
无形资产,"32,372,175.26","31,566,349.99","31,362,874.52","31,980,293.47","32,099,496.80","31,881,027.45","31,542,763.25","31,204,499.05","30,866,234.76","30,630,996.17","30,395,757.61","30,162,798.12","29,984,418.20","68,621,968.72","67,278,002.86","65,941,338.35","65,887,325.88","64,539,612.18","63,321,373.62","62,501,189.85","79,359,743.16"
盈余公积,"8,584,559.66","14,497,385.23","19,316,492.50","21,544,632.56","22,437,936.96","23,501,019.99","23,844,433.69","24,754,901.17","25,854,421.26","25,787,658.61","25,787,658.61","25,804,175.72","26,069,609.48","26,148,598.85","26,318,576.92","29,522,787.14","37,816,020.76","37,460,900.14","37,632,898.13","41,774,730.58","52,350,204.40"
开发支出,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,"541,011,994.64","541,011,994.64","541,011,994.64","541,011,994.64","541,011,994.64","541,011,994.64","541,011,994.64","543,911,263.16"
未分配利润,"62,317,116.36","100,183,884.53","136,200,204.14","150,609,046.34","159,688,362.79","169,526,672.32","173,692,441.31","173,959,108.77","182,851,779.55","190,224,518.67","199,009,371.58","210,842,793.65","226,227,213.06","243,373,563.74","265,597,772.79","287,036,979.77","314,735,931.16","339,954,725.56","364,568,536.63","375,005,518.15","396,243,896.18"
长期待摊费用,,"339,655.42","303,902.26","286,025.68","277,087.39","268,149.10","259,210.81","250,272.52","241,334.23","232,395.94","223,457.65","214,519.36","205,581.07","580,278.21","557,638.65","925,127.01","859,718.88","767,281.34","689,129.51","610,977.68","1,661,081.84"
少数股东权益,,,,,"70,000.00","311,031.79","315,879.52","324,308.06","329,843.81","324,854.19","337,247.45","373,522.12","416,970.23","473,480.85","481,876.27","408,958.10","346,041.52","729,292.15","1,059,320.44","1,012,191.32","8,152,773.14"
递延所得税资产,"761,816.61","900,675.78","1,291,026.04","1,987,909.15","1,959,689.51","1,665,131.26","3,225,879.16","3,674,892.52","3,830,781.50","3,080,978.27","3,744,276.37","4,564,894.46","4,810,513.53","7,132,262.03","7,670,130.52","9,001,167.11","9,230,414.49","9,179,017.99","10,119,017.14","11,272,471.40","10,924,180.27"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,"3,000,000.00","5,000,000.00","5,000,000.00",,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"215,718,576.79","270,962,413.47","280,577,112.47","273,555,959.88","269,830,820.56","275,849,649.32","271,841,261.31","270,526,357.57","267,385,071.57","273,124,969.66","268,601,586.78","261,986,123.69","261,292,264.21","1,004,103,212.01","958,733,317.69","964,076,935.20","1,019,547,317.57","1,027,142,110.21","1,050,636,190.85","1,054,349,805.41","1,086,074,661.40"
所有者权益(或股东权益)合计,"228,852,317.88","272,631,911.62","313,467,338.50","330,104,320.76","340,146,941.61","351,289,365.96","537,685,456.38","538,871,019.86","548,868,746.48","556,169,733.33","564,966,979.50","576,853,193.35","592,546,494.63","1,175,503,176.26","1,577,955,754.05","1,602,526,253.08","1,638,455,521.51","1,663,702,445.92","1,688,818,283.27","1,703,349,968.12","1,742,304,401.79"
资产总计,"465,520,290.18","566,248,387.99","615,135,865.65","631,105,711.19","642,414,934.03","644,507,186.13","720,619,246.32","717,736,386.99","734,430,486.78","738,020,091.19","746,003,536.96","771,641,000.46","793,070,882.54","2,098,435,803.98","2,197,172,893.22","2,077,809,843.44","2,205,309,362.47","2,339,306,892.07","2,381,955,430.26","2,423,507,131.85","2,583,355,961.21"
负债和所有者(或股东权益)合计,"465,520,290.18","566,248,387.99","615,135,865.65","631,105,711.19","642,414,934.03","644,507,186.13","720,619,246.32","717,736,386.99","734,430,486.78","738,020,091.19","746,003,536.96","771,641,000.46","793,070,882.54","2,098,435,803.98","2,197,172,893.22","2,077,809,843.44","2,205,309,362.47","2,339,306,892.07","2,381,955,430.26","2,423,507,131.85","2,583,355,961.21"
