科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
取得借款收到的现金,,"26,022,295.00","24,494,951.05","3,317,399.00","12,495,399.00","22,495,399.00","27,495,399.00",,"7,797,198.94","38,012,946.94","86,963,187.03","18,555,260.00","34,555,260.00","54,775,369.00","113,499,019.00","54,784,759.67","82,909,032.57","112,579,661.37","143,431,739.26","20,000,000.00","45,000,000.00","60,000,000.00","84,680,000.00","33,500,000.00","79,802,423.18","219,980,123.18","219,980,123.18","7,000,000.00","91,227,941.48"
支付的各项税费,"7,106,042.20","12,386,416.48","10,050,584.03","5,012,484.56","6,493,152.46","10,393,522.43","14,023,696.73","3,033,044.02","4,971,853.04","13,487,827.27","19,076,959.92","2,898,665.20","9,303,996.30","13,099,291.17","19,776,362.22","7,505,502.89","12,672,835.65","17,652,899.30","21,862,787.25","7,925,915.91","9,223,447.27","12,350,986.04","15,122,495.62","5,411,746.66","10,513,811.01","14,302,550.66","19,499,570.36","6,862,682.56","10,395,473.13"
收到其他与筹资活动有关的现金,,,,,"118,053.55","817,055.53",,,,,,,,,,,,,,,,,,,,,,"35,000,000.00","35,000,000.00"
支付其他与经营活动有关的现金,"24,128,268.80","18,230,249.30","21,785,199.31","11,123,531.25","14,864,232.85","19,542,689.17","22,782,778.89","6,733,343.11","17,635,160.21","26,273,234.48","34,616,493.65","8,971,305.10","19,323,904.04","29,212,355.91","38,877,130.84","14,952,558.19","34,723,612.57","46,159,356.24","41,010,174.48","19,403,156.87","30,765,677.27","44,964,194.95","62,531,286.60","21,522,105.95","39,870,455.99","61,234,455.74","75,722,475.60","19,589,698.82","55,999,644.41"
筹资活动现金流入小计,"3,000.00","26,022,295.00","24,494,951.05","3,317,399.00","347,513,452.55","358,212,454.53","362,395,399.00",,"7,797,198.94","38,012,946.94","86,963,187.03","19,055,260.00","35,055,260.00","55,275,369.00","113,999,019.00","57,009,759.67","85,134,032.57","114,804,661.37","145,656,739.26","23,300,000.00","146,240,000.00","164,540,000.00","223,668,100.00","33,500,000.00","88,502,423.18","235,346,123.18","254,942,143.18","476,333,333.34","600,427,941.49"
经营活动现金流出小计,"191,957,823.14","249,091,449.22","285,265,963.58","73,298,926.96","148,722,891.41","226,106,472.72","313,065,825.28","74,180,199.07","160,280,503.54","298,742,083.48","394,203,228.90","91,256,550.64","197,390,664.50","313,006,113.13","436,725,210.31","135,227,747.78","274,782,918.47","424,333,682.88","511,490,951.25","145,140,080.72","268,035,013.00","423,436,174.59","544,640,102.23","161,068,705.97","310,260,284.45","512,718,821.46","693,894,979.94","223,578,131.63","464,977,845.40"
偿还债务支付的现金,"719,940.54","1,330,729.20","34,860,649.27","3,521,907.32","6,946,583.22","21,216,077.35","26,375,633.25","121,321.92","17,774,426.52","30,521,427.96","43,109,252.97","13,866,957.73","25,939,230.52","51,705,954.75","74,007,404.39","50,897,256.51","67,765,083.40","86,715,232.15","124,665,232.15","52,950,000.00","54,900,000.00","86,355,015.37","134,322,706.69","32,302,218.35","35,900,000.00","52,850,000.00","90,593,200.00","50,450,000.00","200,102,423.18"
经营活动产生的现金流量净额,"26,000,185.56","60,435,951.47","45,040,946.39","5,071,168.91","3,517,394.10","4,492,740.49","16,332,056.83","21,164,457.06","13,188,467.76","29,344,332.15","61,657,706.63","36,399,268.21","31,616,853.03","18,696,179.10","29,377,912.27","26,758,396.02","65,427,502.46","77,106,986.32","126,058,528.14","13,617,094.01","29,508,380.21","17,660,410.11","29,095,443.03","31,190,250.53","94,848,368.71","103,768,427.50","136,675,880.33","-27,411,540.63","-48,397,377.34"
分配股利、利润或偿还利息支付的现金,"277,023.29","48,052.49","281,323.89","257,539.55","534,751.59","665,297.05","1,117,017.65","232,140.08","11,513,810.71","12,348,504.35","13,370,625.35","1,330,434.30","13,884,220.93","15,058,309.48","16,118,633.30","1,678,973.62","25,683,957.93","27,945,938.81","29,762,760.20","1,679,537.86","25,742,847.02","27,353,754.31","28,412,483.75","684,178.93","12,765,866.27","18,205,184.84","20,431,172.17","2,517,005.12","23,880,179.69"
收回投资收到的现金,"45,560.34",,,,,,,,,,,"150,000.00","6,150,000.00","12,150,000.00","150,000.00",,,,,"10,000,000.00","10,225,000.00","10,225,000.00","225,000.00",,,,,,"100,000,000.00"
支付其他与筹资活动有关的现金,,,"2,417,415.00","1,080,000.00","1,471,700.00","7,214,200.00","7,214,200.00","32,762.14","71,733.91","106,852.40","560,000.00","74,614.13","74,614.13","92,614.13","92,614.13",,"320,000.00","902,406.88","902,406.88","737,000.00","2,343,200.32","2,343,200.32","2,600,235.00","425,000.00","1,275,000.00","2,075,000.00","40,344,840.00","307,980.00","1,043,990.00"
取得投资收益收到的现金,,,,,,,,,,,,,"22,627.40","41,679.45","171,901.44","92,745.20","92,745.20","92,745.20","92,745.20","27,410.96","27,410.96","27,410.96","163,301.37","92,454.79","92,454.79","92,454.79","92,454.79",,"374,246.58"
筹资活动现金流出小计,"996,963.83","1,378,781.69","37,559,388.16","4,859,446.87","8,953,034.81","29,095,574.40","34,706,850.90","386,224.14","29,359,971.14","42,976,784.71","57,039,878.32","15,272,006.16","39,898,065.58","66,856,878.36","90,218,651.82","52,576,230.13","93,769,041.33","115,563,577.84","155,330,399.23","55,366,537.86","82,986,047.34","116,051,970.00","165,335,425.44","33,411,397.28","49,940,866.27","73,130,184.84","151,369,212.17","53,274,985.12","225,026,592.87"
处置固定资产、无形资产和其他长期资产收回的现金净额,"53,000.00","4,041,200.00","3,928,900.00",,"23,600.00","24,700.00","661,400.00","67,000.00","131,750.00","304,310.00","407,310.00",,"310,396.00","318,796.00","730,387.71",,"1,280,000.00","1,860,000.00","1,892,908.00",,"60,564.00","60,564.00","610,014.00","208,000.00","403,000.00","459,000.00","559,970.00",,"61,100.00"
筹资活动产生的现金流量净额,"-993,963.83","24,643,513.31","-13,064,437.11","-1,542,047.87","338,560,417.74","329,116,880.13","327,688,548.10","-386,224.14","-21,562,772.20","-4,963,837.77","29,923,308.71","3,783,253.84","-4,842,805.58","-11,581,509.36","23,780,367.18","4,433,529.54","-8,635,008.76","-758,916.47","-9,673,659.97","-32,066,537.86","63,253,952.66","48,488,030.00","58,332,674.56","88,602.72","38,561,556.91","162,215,938.34","103,572,931.01","423,058,348.22","375,401,348.62"
处置子公司及其他营业单位收到的现金净额,,"1,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-218,489.88","-96,156.86","-213,184.73","7,757.62","-12,407.44","72,661.71","-238,673.37","-32,046.75","-153,373.95","-290,252.23","-320,429.94","-8,802.49","244,583.05","232,723.90","269,222.50","129,175.16","237,475.42","1,596,792.93","2,488,114.10","142,371.58","852,461.95","1,097,457.58","1,830,211.00","-134,136.37","-1,344,020.19","-3,745,127.31","-5,500,415.06","-1,657,311.49","-104,382.29"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,"26,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","25,676,649.00","1,000,000.00","8,663,800.00","8,863,800.00","20,730,900.00","5,648,016.69","7,318,016.69","18,421,016.69","22,408,840.00","911,900.00","4,556,500.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"98,560.34","5,041,200.00","3,928,900.00",,"23,600.00","24,700.00","661,400.00","67,000.00","131,750.00","304,310.00","407,310.00","150,000.00","6,483,023.40","12,510,475.45","27,052,289.15","13,092,745.20","14,372,745.20","14,952,745.20","27,662,302.20","11,027,410.96","18,976,774.96","19,176,774.96","21,729,215.37","5,948,471.48","7,813,471.48","18,972,471.48","23,061,264.79","911,900.00","104,991,846.58"
五、现金及现金等价物净增加额,"18,396,023.03","42,334,217.67","-12,035,450.15","-13,317,693.72","308,634,222.76","279,826,540.06","275,043,458.12","-47,792,976.26","-128,594,022.71","-161,290,653.97","-169,460,318.20","14,021,124.39","-16,260,810.17","-62,851,597.66","-32,495,390.22","19,079,519.57","29,350,947.59","29,468,689.92","61,220,931.72","-26,769,189.94","73,305,724.30","38,179,480.73","42,444,257.55","-24,684,660.33","-18,315,142.83","22,967,023.07","-28,030,436.55","354,772,638.09","3,014,621.23"
购建固定资产、无形资产和其他长期资产支付的现金,"6,490,269.16","44,839,472.42","47,727,674.70","16,854,572.38","33,454,781.64","53,880,442.27","69,399,873.44","68,606,162.43","120,198,094.32","146,180,506.12","182,623,513.60","23,302,595.17","40,762,464.07","62,209,466.75","73,975,181.32","25,334,326.35","42,051,766.73","53,428,918.06","75,314,352.75","19,489,528.63","39,285,845.48","48,243,191.92","67,944,865.59","21,777,848.69","48,194,519.74","98,244,686.94","118,359,977.66","40,128,758.01","93,876,814.34"
期初现金及现金等价物余额,"12,986,353.30","31,382,376.33","73,716,594.00",,"61,681,143.85","61,681,143.85","61,681,143.85","336,724,601.97","336,724,601.97","338,314,268.15","338,314,268.15","168,853,949.95","168,853,949.95","168,853,949.95","168,853,949.95","136,358,559.73","136,358,559.73","136,358,559.73","136,358,559.73","197,579,491.45","197,579,491.45","197,579,491.45","197,579,491.45","240,023,749.00","240,023,749.00","240,023,749.00","240,023,749.00","211,993,312.45","211,993,312.45"
投资支付的现金,,,,,,,,,,"39,504,700.00","78,504,700.00","3,000,000.00","9,000,000.00","20,500,000.00",,,,,,,,,"598,420.82","40,000,000.00","110,000,000.00","160,000,000.00","160,000,000.00",,"335,000,000.00"
期末现金及现金等价物余额,"31,382,376.33","73,716,594.00","61,681,143.85",,"370,315,366.61","341,507,683.91","336,724,601.97","288,931,625.71","208,130,579.26","177,023,614.18","168,853,949.95","182,875,074.34","152,593,139.78","106,002,352.29","136,358,559.73","155,438,079.30","165,709,507.32","165,827,249.65","197,579,491.45","170,810,301.51","270,885,215.75","235,758,972.18","240,023,749.00","215,339,088.67","221,708,606.17","262,990,772.07","211,993,312.45","566,765,950.54","215,007,933.68"
