科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"6,659,254.02","11,360,160.68","16,447,742.77","4,480,702.92","9,015,362.31","13,092,548.48","17,210,810.56","4,815,459.25","9,447,922.29","14,380,034.57","20,704,349.61","6,002,022.71","12,175,576.54","17,831,564.98","24,838,489.90","7,227,244.21","14,183,265.24","20,924,832.30","28,191,985.41","6,596,340.07","13,399,907.03","19,953,905.43","27,367,047.47","7,374,353.15","14,386,409.68","136,136,227.04","122,215,559.15","146,692,984.24","185,320,751.46"
取得借款收到的现金,,"20,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,"41,558,798.40","41,558,798.40","63,170,210.10",,"14,322,459.26","44,322,459.26","30,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,"538,465,960.00","1,004,245,365.00","370,967,000.00","1,100,412,150.00"
支付的各项税费,"10,354,970.53","21,122,759.57","21,783,623.92","4,813,158.56","11,224,403.08","15,459,439.63","17,612,315.23","1,260,336.84","4,778,120.02","7,380,640.01","9,328,469.22","4,263,754.56","6,690,287.26","7,227,641.82","8,285,053.21","1,250,032.00","2,271,370.83","2,805,695.05","4,739,263.63","3,371,576.99","7,373,392.11","12,976,362.31","15,279,191.82","5,659,150.18","7,396,515.00","182,977,033.38","74,847,384.55","112,805,261.82","66,298,599.17"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,"5,224,007.81","5,224,007.81",,,,,,,,,,,,,"2,000,000.00","1,308,150.00","29,808,150.00"
支付其他与经营活动有关的现金,"7,649,931.35","4,838,682.56","6,031,146.90","5,336,296.02","8,799,847.70","10,948,226.83","11,308,360.89","2,465,898.21","5,671,752.07","11,264,390.98","18,222,100.74","2,746,667.65","9,845,211.48","13,174,097.46","11,297,564.62","1,637,047.98","8,489,704.74","11,553,364.67","39,454,032.94","3,181,794.41","12,114,839.97","118,198,828.36","28,462,680.24","1,280,830.11","7,674,322.05","36,554,424.86","163,409,027.72","127,191,575.55","123,735,669.06"
筹资活动现金流入小计,,"67,855,290.98","40,000,000.00","345,652,900.00","345,652,900.00","345,652,900.00","345,652,900.00",,"41,558,798.40","41,558,798.40","63,170,210.10",,"19,546,467.07","49,546,467.07","30,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,"1,280,141,076.81","1,765,807,611.72","372,275,150.00","1,130,220,300.00"
经营活动现金流出小计,"35,463,008.66","65,218,129.88","108,662,741.05","30,783,689.29","56,179,276.20","71,473,465.27","87,179,806.35","17,225,717.50","31,805,702.07","51,318,766.99","72,154,421.26","22,140,907.03","56,606,292.52","87,555,725.90","107,507,254.49","24,880,310.52","61,247,892.37","86,783,791.39","149,056,639.86","27,993,208.87","59,141,457.52","199,638,177.30","134,813,159.17","33,151,286.39","62,591,210.93","1,196,454,318.69","2,543,116,813.53","1,955,979,233.86","3,202,277,747.01"
偿还债务支付的现金,,,"20,000,000.00","40,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00",,"41,558,798.40","41,558,798.40","42,628,054.38",,"33,766,257.05","33,766,257.05","19,482,642.75",,"20,000,000.00","50,000,000.00","50,000,000.00",,,,,,,"271,749,947.23","744,571,107.15","377,615,600.00","741,015,692.00"
经营活动产生的现金流量净额,"34,252,350.18","32,302,589.64","33,019,518.66","-13,829,688.64","-28,889,567.99","-21,458,481.06","-13,274,320.02","7,299,595.09","22,437,255.07","38,443,901.70","36,139,804.97","4,733,977.07","21,522,480.12","10,567,437.15","9,114,630.25","24,844,485.88","18,434,173.90","9,836,597.04","26,968,204.50","1,349,662.19","26,118,064.37","-64,126,924.13","33,833,600.51","4,132,757.67","10,591,345.95","8,090,739.51","41,357,112.25","-44,276,822.86","221,985,161.94"
分配股利、利润或偿还利息支付的现金,,"40,955,800.00","2,367,033.35","673,300.01","1,176,233.37","14,510,233.37","14,510,233.37",,"6,667,000.00","6,667,000.00","6,771,249.52",,"2,345,788.94","2,345,788.94","3,377,609.18","475,766.67","899,986.67","3,255,956.68","3,202,112.45",,,"1,337,531.68","2,162,548.10",,"2,160,108.00","9,552,235.10","20,845,442.66","10,243,753.10","20,220,781.60"
收回投资收到的现金,,,,,,,,,,,,,,,,,"7,500,000.00","37,500,000.00","50,500,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00",,,,"23,130,540.00","7,800,000.00","15,800,000.00"
支付其他与筹资活动有关的现金,,"810,000.00","843,289.96","71,742.03","5,001,742.03","6,351,742.03","6,351,742.03",,"59,478.34","59,478.34","5,187,000.00",,"24,606,249.94","24,606,249.94",,,"13,335,417.03","13,335,417.03",,,"14,204,043.37","14,204,043.37",,,,"583,000.00","19,766,914.17","7,003,475.64","22,213,950.30"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,"604,999.99",,,,"3,686,515.34",,
筹资活动现金流出小计,,"41,765,800.00","23,210,323.31","40,745,042.04","86,177,975.40","100,861,975.40","100,861,975.40",,"48,285,276.74","48,285,276.74","54,586,303.90",,"60,718,295.93","60,718,295.93","22,860,251.93","475,766.67","34,235,403.70","66,591,373.71","53,202,112.45",,"14,204,043.37","15,541,575.05","2,162,548.10",,"2,160,108.00","281,885,182.33","785,183,463.98","394,862,828.74","783,450,423.90"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"50,000.00","498,000.00",,,,"81,161.54",,,,"40,000.00","2,185,000.00","2,185,000.00","2,185,000.00","2,185,000.00",,,,,,,,"22,168,600.00",,,,"1,547,183.36",,"4,396,107.69"
筹资活动产生的现金流量净额,,"26,089,490.98","16,789,676.69","304,907,857.96","259,474,924.60","244,790,924.60","244,790,924.60",,"-6,726,478.34","-6,726,478.34","8,583,906.20",,"-41,171,828.86","-11,171,828.86","7,139,748.07","-475,766.67","-14,235,403.70","-46,591,373.71","-33,202,112.45",,"-14,204,043.37","-15,541,575.05","-2,162,548.10",,"-2,160,108.00","998,255,894.48","980,624,147.74","-22,587,678.74","346,769,876.10"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,616.03,,2.50,,"1,149.89",,,,"24,659.83",,,,"38,135.08",,,"-21,807.02","-6,725,097.49","-14,951,977.74","5,648,517.81"
收到其他与投资活动有关的现金,,,,,,,"731,829.16",,,,"223,705,688.50",,"124,314,320.00","124,314,320.00","127,557,051.92","1,328,895.11","110,247,519.14","132,386,757.75","116,703,382.62",,"26,000,000.00","26,000,000.00","251,000,000.00","60,184,493.20","110,000,000.00","220,000,000.00","476,063,933.77",,"150,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"50,000.00","498,000.00",,,,"812,990.70",,,,"223,745,688.50","2,185,000.00","126,499,320.00","126,499,320.00","129,742,051.92","1,328,895.11","117,747,519.14","169,886,757.75","167,203,382.62","6,000,000.00","32,000,000.00","32,000,000.00","279,773,599.99","60,184,493.20","110,000,000.00","220,000,000.00","504,428,172.47","7,800,000.00","170,196,107.69"
五、现金及现金等价物净增加额,"21,719,430.23","11,238,943.54","336,582.39","282,398,399.95","212,598,542.77","203,811,541.39","-10,693,818.34","3,920,268.03","-37,497,130.74","-31,284,261.61","46,135,733.50","-34,232,544.16","-56,641,035.03","-46,961,643.55","-52,435,317.65","17,408,131.73","23,098,766.83","22,216,617.03","62,168,142.14","-18,658,268.08","28,476,788.12","-65,224,609.84","-48,942,451.11","40,420,965.51","34,118,145.19","835,087,372.60","868,906,056.24","-337,408,932.62","291,405,540.14"
购建固定资产、无形资产和其他长期资产支付的现金,"12,532,919.95","47,203,137.08","49,970,612.96","8,679,769.37","17,986,813.84","19,520,902.15","27,023,413.62","3,379,327.06","53,207,907.47","63,001,684.97","95,702,483.13","26,126,713.36","19,003,571.79","28,369,134.84","63,445,460.78","8,289,482.59","14,847,522.51","21,915,364.05","52,825,992.36","26,007,930.27","15,437,232.88","17,556,110.66","35,425,238.59","3,896,285.36","4,313,092.76","171,237,454.37","420,778,278.73","111,672,453.28","262,755,623.40"
期初现金及现金等价物余额,"4,033,924.93","25,753,355.16","36,992,298.70","37,328,881.09","37,328,881.09","37,328,881.09","37,328,881.09","242,635,062.75","242,635,062.75","242,635,062.75","26,635,062.75","72,770,796.25","72,770,796.25","72,770,796.25","72,770,796.25","20,335,478.60","20,335,478.60","20,335,478.60","20,335,478.60","82,503,620.74","82,503,620.74","82,503,620.74","82,503,620.74","33,561,169.63","33,561,169.63","176,625,103.40","33,561,169.63","902,467,225.87","902,467,225.87"
投资支付的现金,,,,,,,,,,,,"15,000,000.00","26,987,437.00","26,987,437.00","26,987,437.00",,,"5,000,000.00","20,000,000.00",,,,,,,,,"1,720,000.00","40,438,500.00"
期末现金及现金等价物余额,"25,753,355.16","36,992,298.70","37,328,881.09","319,727,281.04","249,927,423.86","241,140,422.48","26,635,062.75","246,555,330.78","205,137,932.01","211,350,801.14","72,770,796.25","38,538,252.09","16,129,761.22","25,809,152.70","20,335,478.60","37,743,610.33","43,434,245.43","42,552,095.63","82,503,620.74","63,845,352.66","110,980,408.86","17,279,010.90","33,561,169.63","73,982,135.14","67,679,314.82","1,011,712,476.00","902,467,225.87","565,058,293.25","1,193,872,766.01"
