科目,2013-12-31,2014-12-31,2015-12-31,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应收利息,,"91,492.70","24,054.00","107,576.62",,"176,211.47","5,723,113.91","6,300,461.10","646,175.60","1,428,692.83","5,525,260.07",,,
应付利息,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,"50,599,296.00",,,
存货,"58,272,510.34","63,938,666.07","72,150,976.08","63,849,416.75","71,644,955.21","75,117,312.02","67,016,147.34","72,097,541.08","93,558,375.47","98,689,684.02","107,309,847.45","145,391,150.16","163,368,845.19","167,940,939.60"
其他应付款,"4,365,723.20","9,395,838.00","10,328,628.00","10,792,820.00","32,842,419.86","36,431,187.60","38,724,223.32","40,436,276.98","15,267,705.46","10,978,363.25","10,237,375.07","18,226,071.59","14,415,035.19","9,869,659.47"
其中:消耗性生物资产,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,
其他流动资产,"8,506,726.81","7,226,739.66","11,860,589.32","4,913,522.73","4,415,832.54","487,068,846.56","475,731,193.16","456,887,610.97","360,696,659.03","24,157,947.59","326,832,120.11","270,674,951.04","239,913,864.27","125,462,689.13"
其他流动负债,,,,,,,,,,,,,,
流动资产合计,"234,815,609.20","256,854,857.04","349,849,195.84","337,971,621.61","985,166,198.08","991,910,240.16","943,082,522.34","966,016,510.93","995,122,759.16","1,040,322,341.69","1,105,000,836.10","1,131,804,317.96","1,177,863,256.80","1,196,008,793.04"
流动负债合计,"61,921,024.56","88,833,410.09","90,629,063.93","74,388,980.25","105,331,635.40","121,369,288.24","106,836,358.21","123,545,778.72","122,148,262.12","147,507,311.85","226,936,910.86","227,221,402.09","237,410,704.73","203,920,329.95"
可供出售金融资产,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,
投资性房地产,,"1,311,078.24","1,180,280.64","1,082,182.44","1,049,483.04","1,016,783.64","984,084.24","951,384.84","918,685.44","885,986.04","853,286.64","820,587.24","1,449,439.96","1,389,786.67"
预计负债,,,,,,,,,,,,,,
固定资产,"46,883,483.83","43,958,639.98","42,012,187.24","44,042,523.41","46,424,743.57","45,193,538.22","42,357,217.67","48,062,286.43","64,435,891.01","69,860,509.36","66,120,964.66","188,688,189.23","222,003,845.20","217,978,693.57"
递延所得税负债,,,,,,,,,,,,,,
在建工程,"1,109,757.90","2,086,515.36","3,948,595.41","32,205,505.03","67,400,759.32","99,935,898.72","118,013,499.47","134,825,147.77","129,492,519.03","133,947,923.38","141,241,391.20","35,306,080.05","3,920,523.97","6,300,593.21"
其他非流动负债,,,,,,"2,217,750.00",,"2,108,250.00",,,,,,
工程物资,,,,,,,,,,,,,,
非流动负债合计,"1,200,000.00","800,000.00","3,150,000.00","2,665,000.00","2,370,000.00","2,217,750.00","2,020,500.00","2,108,250.00","18,533,133.61","22,270,883.61","21,528,633.61","20,379,133.61","18,798,133.61","27,466,883.61"
固定资产清理,,,,,,,,,,,"106,659.49",,,
负债合计,"63,121,024.56","89,633,410.09","93,779,063.93","77,053,980.25","107,701,635.40","123,587,038.24","108,856,858.21","125,654,028.72","140,681,395.73","169,778,195.46","248,465,544.47","247,600,535.70","256,208,838.34","231,387,213.56"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"53,240,000.00","95,832,000.00","95,832,000.00","95,832,000.00","127,776,000.00","127,776,000.00","229,996,800.00","229,996,800.00","229,996,800.00","229,996,800.00","229,996,800.00","229,996,800.00","229,996,800.00","229,996,800.00"
油气资产,,,,,,,,,,,,,,
资本公积,"65,932,771.29","23,340,771.29","23,340,771.29","23,340,771.29","614,628,873.67","614,628,873.67","512,408,073.67","512,408,073.67","512,408,073.67","512,408,073.67","512,408,073.67","512,408,073.67","512,408,073.67","512,408,251.62"
无形资产,"79,863.24","64,590,158.10","64,430,866.99","62,959,823.35","62,393,330.82","61,826,838.29","61,260,345.76","60,776,915.90","61,055,341.55","60,460,168.43","59,864,995.07","59,269,821.22","58,674,645.06","58,079,471.94"
盈余公积,"13,386,738.92","21,812,323.18","33,456,755.39","41,034,000.46","43,596,432.62","43,596,432.62","48,388,130.95","48,388,130.95","53,805,499.46","53,805,499.46","60,421,890.21","60,421,890.21","70,532,019.81","70,532,019.81"
开发支出,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,
商誉,,,,,,,,"1,716,209.20",,,,,,
未分配利润,"93,860,650.32","145,732,908.69","224,658,158.62","254,520,564.25","277,582,453.65","298,852,082.04","272,152,858.59","302,451,994.49","318,927,132.24","340,121,169.86","323,389,716.75","368,891,359.92","404,335,781.82","439,265,553.56"
长期待摊费用,"1,463,249.45","1,149,695.93","1,317,028.08","1,365,649.93","1,216,758.25","1,067,866.57","918,974.89","770,083.21","303,040.08","855,301.87","852,108.40","484,679.51","424,200.21","684,503.01"
少数股东权益,,,,,,,,,"7,902,537.31","7,980,000.00","7,182,812.05","6,789,337.69","6,403,593.72","12,078,388.35"
递延所得税资产,"5,189,221.47","6,400,468.60","8,328,595.03","5,480,039.77","6,663,248.47","7,489,260.97","5,186,077.05","5,780,489.55","7,757,507.68","7,757,507.68","7,824,595.59","9,734,321.98","11,839,572.96","15,226,385.46"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,,,,"6,673,970.71","970,873.79",,,,"4,635,694.46",,,,"3,709,623.20",
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"54,725,575.89","119,496,556.21","121,217,553.39","153,809,694.64","186,119,197.26","216,530,186.41","228,720,199.08","252,882,516.90","268,598,679.25","273,767,396.76","276,864,001.05","294,303,679.23","302,021,850.56","299,659,433.86"
所有者权益(或股东权益)合计,"226,420,160.53","286,718,003.16","377,287,685.30","414,727,336.00","1,063,583,759.94","1,084,853,388.33","1,062,945,863.21","1,093,244,999.11","1,123,040,042.68","1,144,311,542.99","1,133,399,292.68","1,178,507,461.49","1,223,676,269.02","1,264,281,013.34"
资产总计,"289,541,185.09","376,351,413.25","471,066,749.23","491,781,316.25","1,171,285,395.34","1,208,440,426.57","1,171,802,721.42","1,218,899,027.83","1,263,721,438.41","1,314,089,738.45","1,381,864,837.15","1,426,107,997.19","1,479,885,107.36","1,495,668,226.90"
负债和所有者(或股东权益)合计,"289,541,185.09","376,351,413.25","471,066,749.23","491,781,316.25","1,171,285,395.34","1,208,440,426.57","1,171,802,721.42","1,218,899,027.83","1,263,721,438.41","1,314,089,738.45","1,381,864,837.15","1,426,107,997.19","1,479,885,107.36","1,495,668,226.90"
