科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
预计负债,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"62,456,541.06","92,521,454.14","92,028,245.00","89,788,552.12","88,265,788.09","86,679,446.03","86,442,335.03","90,595,805.43","90,632,916.59","91,240,052.49","93,007,480.65","91,778,778.32","90,188,824.25","250,916,204.83","253,700,788.03","252,524,748.06","294,523,870.01","243,545,459.09","239,855,034.99","237,889,781.60","238,865,366.18","245,468,029.32","245,264,599.22","244,120,738.86"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,"277,277.07","260,413.08","243,549.09"
在建工程,,,"1,633,397.68","2,378,711.56","8,717,149.99","31,893,066.78","42,171,083.78","49,899,254.59","63,533,393.61","80,863,466.52","103,207,695.41","149,768,882.78","181,898,853.04","105,060,246.04","152,507,757.11","185,574,331.63","175,915,756.70","181,400,636.06","202,983,342.17","206,045,347.08","224,905,901.32","225,161,910.79","267,940,177.63","284,861,684.89"
其他非流动负债,"630,375.00","571,875.00","513,375.00","484,125.00","469,500.00","28,724,875.00","28,710,250.00","28,695,625.00","28,621,000.00",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"630,375.00","571,875.00","513,375.00","484,125.00","469,500.00","28,724,875.00","28,710,250.00","28,695,625.00","28,621,000.00","28,606,375.00","28,591,750.00","28,577,125.00","28,562,500.00","28,547,875.00","28,533,250.00","28,518,625.00","28,504,000.00","219,375.00","204,750.00","190,125.00","175,560.41","5,938,152.07","5,906,663.08","5,875,174.09"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"102,391,529.41","207,933,678.94","196,677,448.32","182,392,538.43","211,718,132.58","235,631,216.42","236,197,628.35","234,645,761.12","248,473,031.18","252,017,197.44","254,850,113.03","335,432,215.47","345,333,373.78","321,188,808.21","343,454,495.35","382,316,582.65","387,421,355.12","338,052,065.22","326,937,842.48","488,794,582.12","393,649,630.85","344,420,095.65","390,875,268.96","443,589,537.06"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"64,600,000.00","64,600,000.00","64,600,000.00","64,600,000.00","64,600,000.00","64,600,000.00","86,140,000.00","86,140,000.00","86,140,000.00","88,457,000.00","88,457,000.00","114,994,100.00","114,994,100.00","115,258,000.00","129,423,480.00","258,846,960.00","258,846,960.00","258,788,160.00","258,788,160.00","517,576,320.00","524,277,820.00","524,277,820.00","524,015,580.00","786,023,370.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"66,316,154.80","66,316,154.80","66,316,154.80","66,316,154.80","66,316,154.80","66,316,154.80","420,779,354.80","420,779,354.80","420,779,354.80","461,329,734.80","464,639,734.80","441,412,634.80","444,722,634.80","453,418,595.80","936,185,380.05","808,350,700.05","809,939,500.05","839,423,240.05","839,989,715.05","581,768,030.05","618,429,885.05","628,852,656.00","632,745,907.77","375,284,802.54"
无形资产,"1,998,903.91","13,886,959.32","14,496,944.86","14,401,952.67","59,892,956.28","59,454,076.78","59,306,048.93","58,870,763.76","60,402,800.33","61,390,110.48","60,883,639.02","60,856,970.09","60,302,505.71","59,748,041.34","59,708,904.66","60,000,415.73","59,852,196.34","59,334,368.69","58,731,608.44","58,384,458.54","58,591,151.99","60,169,052.05","60,085,598.25","59,741,370.84"
盈余公积,"8,226,720.40","15,388,135.14","22,714,617.45","22,714,617.45","22,714,617.45","30,818,131.43","30,818,131.43","30,818,131.43","30,818,131.43","40,845,613.14","40,845,613.14","40,845,613.14","40,845,613.14","53,359,166.91","53,359,166.91","53,359,166.91","53,359,166.91","69,578,787.88","69,578,787.88","69,578,787.88","69,578,787.88","90,528,077.26","90,528,077.26","90,528,077.26"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,"40,408,480.00","40,408,480.00","40,408,480.00","40,408,480.00","29,102,239.00","28,931,339.00","29,102,239.00","29,102,239.00","13,743,401.30","13,743,401.30","13,743,401.30","13,743,401.30","39,672,880.00","39,672,880.00","39,672,880.00"
商誉,,,,,,,,,,,,,,,,,,,,,"25,125,398.17","23,625,037.17","23,625,037.17","23,625,037.17"
未分配利润,"40,927,202.46","76,309,935.07","142,248,275.89","182,603,875.00","202,937,449.47","215,179,901.71","231,245,258.26","193,197,544.29","229,367,810.34","236,515,237.12","255,354,281.75","265,240,984.43","312,065,238.84","318,177,271.00","342,133,940.68","328,570,074.69","384,927,159.01","399,442,119.70","430,348,292.31","407,053,670.24","478,899,718.05","485,177,646.22","525,348,492.83","480,094,361.72"
长期待摊费用,"2,048,902.38","10,207,163.29","17,552,872.19","21,799,284.97","20,090,851.57","21,086,446.17","21,525,436.59","23,083,825.87","22,120,891.54","24,331,228.41","21,211,921.04","19,584,529.84","19,178,562.13","24,273,217.28","19,159,379.67","19,881,227.45","21,904,138.05","24,067,009.31","23,913,921.82","23,478,497.75","24,781,285.52","29,446,513.67","28,432,137.67","28,323,828.46"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"905,046.21","1,103,955.82","1,160,691.82","1,298,857.11","1,444,794.45","1,431,499.86","1,827,296.28","2,058,937.08","2,825,692.81","1,732,573.10","1,814,041.23","3,314,930.96","3,113,060.40","2,498,650.66","2,726,406.56","4,193,797.73","4,145,226.93","2,851,433.44","3,404,596.95","5,044,596.15","3,687,398.09","4,071,717.95","5,082,226.26","4,995,524.60"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,"13,576,489.43","17,259,802.68","20,214,549.70","29,881,819.43","35,710,061.60","33,189,854.40","31,369,100.26","41,938,066.57","10,472,626.89","21,473,406.51","27,522,748.98","34,658,962.39","45,487,256.24","28,285,908.14","34,966,774.00","48,689,353.68"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"67,409,393.56","117,719,532.57","126,872,151.55","129,667,358.43","178,411,540.38","200,544,535.62","211,272,200.61","224,508,586.73","255,192,184.31","278,658,283.01","302,180,376.38","356,602,798.24","393,208,753.95","477,884,089.30","521,370,211.04","565,780,152.96","568,481,380.71","578,558,213.70","601,602,377.57","609,746,972.63","661,553,453.49","655,643,088.69","704,116,693.42","732,382,905.34"
所有者权益(或股东权益)合计,"180,070,077.66","222,614,225.01","295,879,048.14","336,234,647.25","356,568,221.72","376,914,187.94","768,982,744.49","730,935,030.52","767,105,296.57","786,739,105.06","808,888,149.69","822,084,852.37","872,219,106.78","911,110,794.71","1,432,170,628.64","1,420,024,662.65","1,477,970,546.97","1,553,488,906.33","1,584,961,553.94","1,562,233,406.87","1,677,442,809.68","1,689,163,319.48","1,732,965,177.86","1,692,257,731.52"
资产总计,"282,461,607.07","430,547,903.95","492,556,496.46","518,627,185.68","568,286,354.30","612,545,404.36","1,005,180,372.84","965,580,791.64","1,015,578,327.75","1,038,756,302.50","1,063,738,262.72","1,157,517,067.84","1,217,552,480.56","1,232,299,602.92","1,775,625,123.99","1,802,341,245.30","1,865,391,902.09","1,891,540,971.55","1,911,899,396.42","2,051,027,988.99","2,071,092,440.53","2,033,583,415.13","2,123,840,446.82","2,135,847,268.58"
负债和所有者(或股东权益)合计,"282,461,607.07","430,547,903.95","492,556,496.46","518,627,185.68","568,286,354.30","612,545,404.36","1,005,180,372.84","965,580,791.64","1,015,578,327.75","1,038,756,302.50","1,063,738,262.72","1,157,517,067.84","1,217,552,480.56","1,232,299,602.92","1,775,625,123.99","1,802,341,245.30","1,865,391,902.09","1,891,540,971.55","1,911,899,396.42","2,051,027,988.99","2,071,092,440.53","2,033,583,415.13","2,123,840,446.82","2,135,847,268.58"
