科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"12,703,853.94","20,192,776.09","7,808,427.46","18,417,387.65","10,783,665.34","13,064,091.79","18,317,723.35","5,740,509.81","12,238,780.11","17,953,305.17","24,284,332.13","6,037,844.38","18,803,958.77","30,937,539.72","42,726,576.22","11,578,436.13","25,344,109.69","31,819,140.29","54,434,055.49","17,077,091.69","29,319,473.67","45,423,411.93","59,408,486.31","15,946,152.82","30,763,300.96","47,195,412.43","66,001,655.44","20,752,212.98","37,965,519.27","56,766,503.43","74,406,679.97","19,990,924.90","35,926,596.86","52,658,181.20","71,171,813.70","20,841,091.05"
取得借款收到的现金,"543,384,310.35","316,953,000.00","147,370,383.96","272,440,683.96","195,094,500.00","230,195,300.00","442,581,372.71","111,790,001.09","285,328,151.09","361,570,292.36","632,471,065.23","212,378,202.66","440,616,009.45","806,838,846.85","1,106,888,058.54","317,558,881.95","520,597,952.74","1,247,110,996.90","1,592,240,029.55","612,538,879.08","898,777,634.42","1,431,685,390.43","1,711,035,110.45","247,174,479.21","542,587,769.53","622,757,934.42","927,364,250.54","191,615,350.57","361,600,000.00","520,600,000.00","765,600,000.00","126,500,000.00","414,500,000.00","579,500,000.00","699,500,000.00","97,108,042.37"
支付的各项税费,"45,772,540.96","36,010,751.80","16,279,746.25","36,209,349.11","19,000,114.24","38,896,245.10","44,040,840.30","6,505,698.83","14,592,266.44","25,883,522.20","35,550,841.06","3,722,441.79","15,049,053.46","28,450,788.47","34,778,730.46","11,371,784.76","23,183,643.07","33,687,513.34","39,307,601.86","11,891,400.57","18,028,632.07","23,970,572.51","40,196,939.18","12,845,365.47","19,437,982.86","27,459,265.34","32,313,418.77","5,195,953.88","14,929,667.15","21,658,672.01","51,586,648.92","9,079,428.71","21,024,978.98","28,887,373.94","40,177,024.03","6,353,642.76"
收到其他与筹资活动有关的现金,"47,846,634.53","12,105,000.00",,"305,411.33",,,,,,,"59,886,957.42",,,,"5,911,771.00","24,044,547.28","3,093,300.00",,"19,900,000.00",,,,,"31,185,713.91","27,409,537.76","26,569,690.87","64,041,365.87",,,,,,,,,
支付其他与经营活动有关的现金,"25,914,084.05","27,150,947.93","15,921,833.76","35,731,751.14","22,403,647.89","42,910,988.75","59,961,975.36","12,056,869.35","21,321,101.05","25,700,818.39","75,799,366.51","10,182,942.87","21,955,651.53","51,946,558.25","94,870,757.13","17,249,985.09","33,341,574.46","65,238,578.25","108,858,471.63","16,803,187.98","29,674,437.32","63,903,807.34","106,685,898.14","15,784,212.94","33,115,580.64","61,166,805.72","97,181,597.47","21,019,142.27","43,234,650.19","71,787,933.64","108,019,273.65","30,865,748.03","57,020,639.99","76,768,414.73","128,724,988.64","33,765,643.88"
筹资活动现金流入小计,"631,238,542.88","329,058,000.00","147,370,383.96","272,746,095.29","195,094,500.00","636,742,100.00","863,981,372.71","111,790,001.09","285,328,151.09","361,570,292.36","692,358,022.65","212,378,202.66","440,616,009.45","806,838,846.85","1,112,799,829.54","341,603,429.23","523,691,252.74","1,247,110,996.90","1,612,140,029.55","612,538,879.08","898,777,634.42","1,431,685,390.43","1,711,035,110.45","278,360,193.12","569,997,307.29","649,327,625.29","991,405,616.41","191,615,350.57","361,600,000.00","520,600,000.00","765,600,000.00","126,500,000.00","414,500,000.00","996,574,991.42","1,117,774,991.42","97,108,042.37"
经营活动现金流出小计,"1,609,344,847.90","1,381,588,124.11","509,567,245.18","1,204,513,862.51","822,510,866.15","1,291,520,796.05","1,836,223,522.63","519,190,235.43","956,056,172.55","1,344,753,186.32","1,766,426,286.27","559,298,235.21","976,006,648.89","1,492,713,258.87","1,953,664,891.86","642,917,305.71","1,253,225,363.88","2,182,653,821.52","2,903,061,197.42","646,115,012.58","1,263,207,709.36","2,085,556,381.13","3,007,997,201.46","789,052,237.06","1,285,487,427.85","1,750,762,799.00","2,090,532,971.27","379,273,649.42","981,176,867.97","1,521,111,760.43","2,061,398,848.22","547,726,110.44","1,111,286,585.39","1,763,565,004.48","1,939,041,751.24","492,096,498.41"
偿还债务支付的现金,"537,904,754.86","311,709,980.80","148,621,800.00","269,256,783.96","199,847,400.00","369,194,000.00","432,694,000.00","25,739,698.72","129,828,019.48","238,410,597.91","439,922,892.55","145,823,047.41","319,364,031.92","540,057,583.24","848,556,525.24","238,054,117.54","380,357,357.64","917,032,271.72","1,256,859,412.10","497,378,345.68","837,714,111.77","1,493,189,751.53","1,705,697,973.28","308,838,430.92","574,861,951.90","818,942,816.07","1,253,661,281.03","133,479,801.45","402,479,801.45","533,079,801.45","776,079,801.45","48,000,000.00","362,970,000.00","561,500,000.00","712,500,000.00","60,901,638.13"
经营活动产生的现金流量净额,"18,227,795.92","31,485,777.50","43,730,878.69","83,050,352.53","56,495,138.84","105,531,607.17","6,979,992.72","-56,175,736.71","-16,830,662.61","60,275,791.58","49,857,227.31","-49,631,096.95","-41,820,713.46","-11,696,226.59","-31,967,251.93","24,515,921.95","-15,612,311.94","-86,358,480.20","-112,918,783.14","4,809,903.59","112,412,567.58","280,123,407.97","307,025,168.43","84,115,779.09","166,896,616.62","323,977,760.08","447,296,159.58","99,509,458.96","132,041,316.46","180,137,904.83","184,104,372.84","48,531,569.60","137,276,916.29","141,738,209.34","219,050,719.82","54,222,366.57"
分配股利、利润或偿还利息支付的现金,"16,146,969.69","16,128,810.43","6,650,566.68","12,285,111.43","5,687,388.65","8,094,115.63","9,230,480.53","1,525,567.78","31,359,627.33","36,191,748.70","42,240,840.12","7,322,078.08","30,028,671.59","39,026,876.72","53,298,698.97","11,986,155.06","33,101,674.92","49,081,206.50","65,509,146.44","16,570,599.72","54,721,544.43","68,436,382.89","87,092,126.97","11,373,509.22","82,607,111.93","92,137,567.65","100,352,221.63","7,817,495.04","62,141,564.89","69,506,637.10","76,024,073.72","7,592,977.50","62,527,361.68","70,540,422.21","78,226,273.53","7,352,043.68"
收回投资收到的现金,,"3,250,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,000,000.00","250,000,000.00",
支付其他与筹资活动有关的现金,,,"1,076,189.19",,,,"122,291,928.42","45,922,727.38","28,988,381.58","26,071,881.58",,"9,701,780.88","3,838,149.52","25,295,594.62",,"10,064,807.17",,"19,205,291.03","2,060,000.00","27,000,000.00",,,"49,981,365.87",,,,,,,,,,,,"1,200,000.00",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"917,190.77",
筹资活动现金流出小计,"554,051,724.55","327,838,791.23","156,348,555.87","281,541,895.39","205,534,788.65","377,288,115.63","564,216,408.95","73,187,993.88","190,176,028.39","300,674,228.19","482,163,732.67","162,846,906.37","353,230,853.03","604,380,054.58","901,855,224.21","260,105,079.77","413,459,032.56","985,318,769.25","1,324,428,558.54","540,948,945.40","892,435,656.20","1,561,626,134.42","1,842,771,466.12","320,211,940.14","657,469,063.83","911,080,383.72","1,354,013,502.66","141,297,296.49","464,621,366.34","602,586,438.55","852,103,875.17","55,592,977.50","425,497,361.68","632,040,422.21","791,926,273.53","68,253,681.81"
处置固定资产、无形资产和其他长期资产收回的现金净额,"81,000.00",,"29,083.23","411,600.00",,,,,,,"79,000.00",,,,,"27,826.92","389,379.37",,"75,000.00",,,,"95,000.00",,"14,570.58","326,515.13","425,000.00","261,311.86","482,250.48","22,086,088.67","28,176,914.00",,,"69,621.36","346,600.62","39,223.30"
筹资活动产生的现金流量净额,"77,186,818.33","1,219,208.77","-8,978,171.91","-8,795,800.10","-10,440,288.65","259,453,984.37","299,764,963.76","38,602,007.21","95,152,122.70","60,896,064.17","210,194,289.98","49,531,296.29","87,385,156.42","202,458,792.27","210,944,605.33","81,498,349.46","110,232,220.18","261,792,227.65","287,711,471.01","71,589,933.68","6,341,978.22","-129,940,743.99","-131,736,355.67","-41,851,747.02","-87,471,756.54","-261,752,758.43","-362,607,886.25","50,318,054.08","-103,021,366.34","-81,986,438.55","-86,503,875.17","70,907,022.50","-10,997,361.68","364,534,569.21","325,848,717.89","28,854,360.56"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"623,556.47","589,200.00","-259,849.90","-566,319.68","-417,410.95","1,563,637.81","-510,696.43",,"-137,726.69","-255,916.30","-1,928,174.93",,,,"-2,829,460.85",,,,"-3,487,669.76",,"449,570.75","647,687.88","-873,753.82","26,824.01","-260,766.96","1,938,277.74","8,577,131.55","-949,903.70","1,308,531.80","2,378,158.25","3,439,308.87","73,974.19","-1,622,425.39","-4,939,252.70","-7,129,518.54","-5,879,624.54"
收到其他与投资活动有关的现金,,,,,"5,074,036.31",,"2,454,569.00",,,,"5,000,000.00",,,,,,,,,,,,,,,,,,,,,,"30,051,700.00","30,051,700.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"81,000.00","3,250,000.00","29,083.23","411,600.00","5,074,036.31",,"2,454,569.00",,,,"5,079,000.00",,,,,"27,826.92","389,379.37",,"75,000.00",,,,"95,000.00",,"14,570.58","326,515.13","425,000.00","261,311.86","482,250.48","22,086,088.67","28,176,914.00",,"30,051,700.00","54,121,321.36","251,263,791.39","39,223.30"
五、现金及现金等价物净增加额,"55,418,250.47","-11,952,923.54","18,998,399.97","40,059,407.53","-1,381,381.55","267,767,017.97","76,552,584.02","-113,644,041.55","-84,393,568.09","-121,443,984.57","-57,503,444.34","-18,686,948.97","-69,024,452.25","-9,036,894.05","-38,741,556.43","67,809,964.46","13,329,207.13","31,704,133.40","-2,925,823.41","21,512,024.32","29,260,068.07","18,596,368.53","34,503,773.74","30,496,630.45","61,891,051.86","36,446,758.18","38,280,795.57","93,979,979.19","-35,858,329.11","-965,520.64","-21,184,452.01","58,980,739.85","81,832,831.55","454,959,590.59","426,816,973.60","-229,689,597.49"
购建固定资产、无形资产和其他长期资产支付的现金,"40,700,920.25","45,247,109.81","15,523,540.14","34,040,425.22","52,092,857.10","98,782,211.38","231,055,645.03","96,070,312.05","158,739,352.73","238,401,507.03","317,940,725.10","18,587,148.31","114,588,895.21","199,799,459.73","214,889,448.98","38,232,133.87","81,680,080.48","143,729,614.05","174,305,841.52","54,887,812.95","89,944,048.48","132,233,983.33","135,006,285.20","11,794,225.63","17,287,611.84","28,043,036.34","54,409,609.31","31,158,942.01","42,669,061.51","86,544,873.84","106,414,110.74","36,531,826.44","48,875,997.67","76,495,256.62","112,216,736.96","56,925,923.38"
期初现金及现金等价物余额,"23,506,893.71","78,925,144.18","66,972,220.64","66,972,220.64","109,049,010.69","107,031,628.17","107,031,628.17","183,584,212.19","183,584,212.19","183,584,212.19","183,584,212.19","126,080,767.85","126,080,767.85","126,080,767.85","126,080,767.85","87,339,211.42","87,339,211.42","87,339,211.42","87,339,211.42","84,413,388.01","84,413,388.01","84,413,388.01","84,413,388.01","118,917,161.75","118,917,161.75","118,917,161.75","118,917,161.75","157,197,957.32","157,197,957.32","157,197,957.32","157,197,957.32","136,013,505.31","136,013,505.31","136,013,505.31","136,013,505.31","562,830,478.91"
投资支付的现金,,"3,250,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000.00","24,000,000.00","24,000,000.00","37,036,360.00","43,987,061.81","24,000,000.00","24,000,000.00","24,000,000.00","250,000,000.00",
期末现金及现金等价物余额,"78,925,144.18","66,972,220.64","85,970,620.61","107,031,628.17","107,667,629.14","374,798,646.14","183,584,212.19","69,940,170.64","99,190,644.10","62,140,227.62","126,080,767.85","107,393,818.88","57,056,315.60","117,043,873.80","87,339,211.42","155,149,175.88","100,668,418.55","119,043,344.82","84,413,388.01","105,925,412.33","113,673,456.08","103,009,756.54","118,917,161.75","149,413,792.20","180,808,213.61","155,363,919.93","157,197,957.32","251,177,936.51","121,339,628.21","156,232,436.68","136,013,505.31","194,994,245.16","217,846,336.86","590,973,095.90","562,830,478.91","333,140,881.42"
