科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"19,660,462.38","39,275,917.66","41,049,848.16","38,974,386.17","53,063,323.00","16,669,519.57","34,922,672.35","52,226,693.79","70,803,888.04","17,302,036.94","29,697,338.77","54,069,517.98","72,192,322.32","17,322,307.98","35,947,722.67","64,839,395.31","84,951,958.80","21,898,531.43","40,593,294.97","60,795,635.90","87,722,379.80","25,053,252.18","39,642,741.30","46,491,368.83","90,237,476.66","46,967,952.54","45,479,562.32","42,194,144.92","94,295,304.74","19,112,458.44","38,656,448.76","81,575,314.85","119,462,238.70","25,757,157.91","49,777,220.46","74,939,551.15","103,335,617.30","30,920,371.44"
取得借款收到的现金,"125,500,000.00","416,400,000.00","504,911,079.05","389,600,000.00","488,300,000.00",,"243,300,000.00","248,600,000.00","322,300,000.00","40,000,000.00","115,000,000.00","159,000,000.00","194,000,000.00","63,915,995.00","101,395,894.00","176,858,046.00","201,858,046.00","55,000,000.00","113,759,476.00","248,204,004.00","311,045,120.00","95,536,842.00","105,766,176.00","95,791,130.08","172,578,310.13",,"40,000,000.00","11,500,000.00","30,500,000.00","5,000,000.00","10,000,000.00","30,001,813.00",,,,,"15,000,000.00",
支付的各项税费,"15,133,048.85","27,642,179.13","28,447,627.98","23,891,306.35","34,376,066.16","4,860,484.52","14,981,363.06","24,541,181.03","33,922,172.20","5,506,533.70","18,445,275.05","21,645,342.01","25,561,262.97","7,431,454.21","13,808,634.82","19,216,775.29","22,766,407.05","4,261,323.39","11,272,942.62","19,123,918.75","24,784,287.54","6,700,326.86","7,800,330.94","13,460,552.93","22,274,186.70","9,706,490.55","12,647,544.36","11,671,308.83","22,335,389.13","8,761,031.03","18,698,966.77","14,752,427.18","28,149,738.10","8,548,960.89","16,986,553.99","26,770,178.52","32,678,373.42","4,272,399.17"
收到其他与筹资活动有关的现金,,,,,,"136,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"16,167,447.52","24,852,182.44","25,989,922.58","24,237,388.21","36,095,728.93","2,171,702.44","14,477,397.73","27,001,291.98","38,474,807.51","13,970,759.93","19,538,983.93","28,599,083.55","36,341,588.49","11,962,770.10","35,306,951.26","36,299,773.14","38,814,086.08","27,701,620.22","46,152,090.19","92,060,288.71","53,425,994.98","19,302,219.49","66,966,582.55","82,759,923.55","40,248,904.18","189,284,764.50","62,249,949.15","71,790,702.20","92,910,032.71","11,604,465.27","21,976,861.95","42,746,387.74","52,460,856.50","9,971,151.70","17,010,018.92","46,606,976.54","59,206,776.40","7,553,531.88"
筹资活动现金流入小计,"145,500,000.00","446,400,000.00","504,911,079.05","409,600,000.00","508,300,000.00","136,000,000.00","794,908,000.00","800,208,000.00","882,160,000.00","40,000,000.00","115,000,000.00","159,000,000.00","194,000,000.00","65,915,995.00","103,395,894.00","178,858,046.00","203,858,046.00","55,000,000.00","113,759,476.00","248,204,004.00","311,045,120.00","95,536,842.00","105,766,176.00","95,791,130.08","172,578,310.13",,"40,000,000.00","11,500,000.00","30,500,000.00","5,000,000.00","10,000,000.00","30,001,813.00",,,,,"15,000,000.00",
经营活动现金流出小计,"360,805,637.66","650,741,995.80","475,213,630.54","547,578,567.01","748,999,771.37","311,249,779.15","571,862,311.02","749,769,040.28","770,163,409.33","114,157,269.23","326,558,172.38","566,731,619.35","449,267,177.34","174,137,838.39","448,261,412.71","688,102,237.71","590,139,304.87","230,229,415.56","573,455,102.20","917,173,037.02","757,923,369.04","133,897,578.45","553,228,385.94","850,801,767.94","667,351,242.43","382,891,917.36","363,808,419.26","655,782,795.56","635,058,977.90","223,770,404.85","477,152,309.13","720,462,367.28","867,133,812.79","136,839,302.33","358,914,546.10","610,819,363.20","792,604,735.89","305,979,408.71"
偿还债务支付的现金,"108,300,000.00","349,400,000.00","501,000,000.00","337,211,079.05","469,211,079.05",,"216,300,000.00","311,600,000.00","380,300,000.00","25,000,000.00","114,000,000.00","163,000,000.00","208,000,000.00","63,915,995.00","106,395,894.00","181,858,046.00","221,858,046.00","35,000,000.00","72,218,335.00","147,529,952.00","210,525,120.00","110,536,842.00","167,776,176.00","207,786,176.00","242,961,413.57","11,814,827.58","62,529,655.16","19,000,000.00","82,267,931.02",,"30,000,604.17","35,002,416.67","10,000,000.00",,,,,
经营活动产生的现金流量净额,"38,295,648.35","42,792,116.40","25,077,006.82","-17,804,848.15","26,681,328.45","-101,506,561.98","-127,468,124.84","-148,776,872.75","-111,294,904.75","9,927,188.47","36,920,689.22","37,378,501.00","51,733,031.25","1,991,438.68","-18,952,945.82","-20,635,875.70","18,739,317.39","-14,333,235.99","-27,234,163.48","-78,179,043.65","-24,089,236.15","24,173,861.11","879,953.96","21,621,447.75","17,273,356.81","-13,958,067.77","6,156,117.06","14,807,930.07","2,451,514.76","-9,623,233.12","9,494,124.43","-6,426,832.61","-5,037,106.09","62,095,786.95","28,345,400.84","24,323,569.95","15,465,653.82","37,702,675.48"
分配股利、利润或偿还利息支付的现金,"3,022,653.45","5,546,026.65","5,291,597.08","20,765,037.10","24,181,362.80","69,000,000.00","7,076,548.59","8,744,652.43","10,014,813.63","1,379,427.43","35,990,285.15","37,093,452.60","38,081,457.61","807,286.86","6,650,929.38","7,542,158.27","8,246,307.12","672,368.78","6,255,071.25","8,740,521.52","12,006,831.22","3,359,638.79","5,958,121.75","5,731,098.94","8,355,107.42","603,072.05","6,528,525.67","6,152,369.83","7,216,171.86","77,013.70","1,732,966.70","1,732,966.70","1,982,927.95",,"1,651,000.00","1,651,000.00","1,978,229.14","1,008,594.05"
收回投资收到的现金,"4,000,000.00","97,300,000.00","73,000,000.00",,,,,,,,,,,,"9,450.96","224,510,000.00","536,840,000.00",,"395,210,000.00","548,220,000.00","809,490,000.00","274,010,849.32","538,000,849.32","734,590,000.00","981,423,590.43","2,643,342.46","378,510,000.00","469,770,000.00","750,890,000.00","3,000,000.00","77,500,000.00","74,500,000.00","1,130,110,000.00","145,790,000.00","290,790,000.00","405,790,000.00","1,827,280,000.00","140,000,000.00"
支付其他与筹资活动有关的现金,,,,,,"2,831,964.40",,,"8,147,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,802.68,"6,720.57","5,924.37",,,,,,,,,,,,,"66,941.40","2,729,148.71","2,014,384.74","2,425,219.46","2,435,473.05","7,631,241.87","7,159,923.55","8,817,140.46","9,923,213.81","10,667,758.11","268,523.13","602,329.59","1,041,228.66","1,806,486.98","667,182.59",,,"4,077,961.49","1,291,885.95","2,938,745.75","4,128,132.87","5,471,506.37","576,727.51"
筹资活动现金流出小计,"111,322,653.45","354,946,026.65","506,291,597.08","357,976,116.15","493,392,441.85","71,831,964.40","223,376,548.59","320,344,652.43","398,461,813.63","26,379,427.43","149,990,285.15","200,093,452.60","246,081,457.61","64,723,281.86","113,046,823.38","189,400,204.27","230,104,353.12","35,672,368.78","78,473,406.25","156,270,473.52","222,531,951.22","113,896,480.79","173,734,297.75","213,517,274.94","251,316,520.99","12,417,899.63","69,058,180.83","25,152,369.83","89,484,102.88","77,013.70","31,733,570.87","36,735,383.37","11,982,927.95",,"1,651,000.00","1,651,000.00","1,978,229.14","1,008,594.05"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"709,239.00","73,557.69","80,850.34","156,568.37",,,,,"609,448.47","1,210,731.54","1,215,151.14","970,330.01",,"152,412.00","1,068,253.88","270,630.89","45,854.69","209,651.30","2,208,281.07","199,260.72","45,854.69","45,854.69","6,194,263.35","10,203,852.39","535,115.66","561,412.83","217,300.00","1,512,207.21","465,550.62","621,777.02","636,227.00","1,237,441.96","216,300.00","227,400.00","536,615.00","1,056,608.68",
筹资活动产生的现金流量净额,"34,177,346.55","91,453,973.35","-1,380,518.03","51,623,883.85","14,907,558.15","64,168,035.60","571,531,451.41","479,863,347.57","483,698,186.37","13,620,572.57","-34,990,285.15","-41,093,452.60","-52,081,457.61","1,192,713.14","-9,650,929.38","-10,542,158.27","-26,246,307.12","19,327,631.22","35,286,069.75","91,933,530.48","88,513,168.78","-18,359,638.79","-67,968,121.75","-117,726,144.86","-78,738,210.86","-12,417,899.63","-29,058,180.83","-13,652,369.83","-58,984,102.88","4,922,986.30","-21,733,570.87","-6,733,570.37","-11,982,927.95",,"-1,651,000.00","-1,651,000.00","13,021,770.86","-1,008,594.05"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,000,000.00","68,019,582.78","74,500,000.00",,,"74,500,000.00",,,,,
四、汇率变动对现金的影响,"17,722.50","-1,177.64","-20,917.31","-92,680.59","-239,177.44","-131,749.92","-156,434.80","-298,062.79","-179,929.15","18,298.18","71,364.03","133,433.97","-54,619.92","-40,387.06","-127,274.32","-228,057.46","-60,749.20","-34,654.14","-11,349.53","-54,572.58","-118,498.91","16,389.32","42,743.36","220,953.77","560,438.22","-94,311.12","136,184.53","238,340.20","662,916.85","-67,685.74","-162,009.90","-156,615.00","-638,970.12","-393,349.14","-228,503.91","46,913.61","940,468.87","-393,014.07"
收到其他与投资活动有关的现金,,,,,,,,,,,,,"2,657,367.73",,,,,,,,,,,,"676,327.31",,,,,,,"3,000,000.00",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"4,000,802.68","98,015,959.57","73,079,482.06","80,850.34","156,568.37",,,,,"609,448.47","1,210,731.54","1,215,151.14","3,627,697.74",,"161,862.96","225,645,195.28","539,839,779.60","2,060,239.43","397,844,870.76","552,863,754.12","817,320,502.59","281,216,627.56","546,863,844.47","750,707,477.16","1,002,971,528.24","3,446,981.25","379,673,742.42","549,028,528.66","822,228,276.97","78,632,733.21","78,121,777.02","78,136,227.00","1,209,925,403.45","147,298,185.95","293,956,145.75","410,454,747.87","1,833,808,115.05","140,576,727.51"
五、现金及现金等价物净增加额,"18,723,455.50","87,113,874.50","-36,487,283.53","-9,023,782.01","-8,666,494.60","-44,853,805.20","427,899,027.68","301,907,152.30","329,705,054.04","8,818,404.72","-22,373,853.60","-40,885,400.99","-53,806,901.57","-9,062,542.09","-164,722,842.41","-191,049,392.60","-266,173,592.10","-4,527,829.42","-8,949,638.23","-17,061,781.59","75,868,833.69","5,968,072.46","23,660,463.11","-129,092,247.84","-24,088,325.16","-37,974,998.26","-44,997,047.91","-43,084,564.83","-5,456,163.44","69,070,276.05","59,581,929.03","57,335,199.07","51,825,304.77","60,839,358.76","17,504,453.01","21,630,794.57","-6,098,150.44","-9,988,714.86"
购建固定资产、无形资产和其他长期资产支付的现金,"53,768,064.58","45,429,897.72","60,242,337.07","42,830,987.46","50,172,772.13","7,383,528.90","16,007,864.09","28,881,259.73","42,518,298.43","15,357,102.97","25,586,353.24","38,519,034.50","57,031,553.03","12,206,306.85","20,153,555.85","28,878,496.45","35,195,632.77","11,547,809.94","19,625,065.73","35,405,449.96","68,867,102.62","7,115,679.06","10,497,107.61","14,337,209.68","42,905,437.57","4,951,700.99","22,964,911.09","13,953,993.93","30,934,769.14","1,794,524.60","3,138,391.65","4,484,009.95","10,331,094.52","2,371,265.00","4,127,589.67","5,753,436.86","25,054,159.04","1,866,509.73"
期初现金及现金等价物余额,"7,913,727.05","26,637,182.55","113,751,057.05","77,263,773.52","77,263,773.52","68,597,278.92","68,597,278.92","68,597,278.92","68,597,278.92","398,302,332.96","398,302,332.96","413,321,237.02","398,302,332.96","344,495,431.39","344,495,431.39","344,495,431.39","344,495,431.39","105,988,839.29","105,988,839.29","105,988,839.29","78,321,839.29","154,190,672.98","154,652,966.98","170,607,936.99","154,190,672.98","130,159,754.21","130,159,990.80","130,159,990.80","130,102,347.82","131,662,251.31","124,646,184.38","124,646,184.38","124,646,184.38","176,471,489.15","176,471,489.15","176,471,489.15","176,471,489.15","170,373,338.71"
投资支付的现金,"4,000,000.00","97,300,000.00","73,000,000.00",,,,,,,,,,,,"116,000,000.00","356,410,000.00","763,250,000.00",,"395,210,000.00","548,220,000.00","736,890,000.00","273,963,487.68","445,660,849.32","769,578,771.98","853,250,000.00","10,000,000.00","378,940,000.00","569,553,000.00","730,880,000.00","3,000,000.00","3,000,000.00",,"1,130,110,000.00","145,790,000.00","298,790,000.00","405,790,000.00","1,844,280,000.00","185,000,000.00"
期末现金及现金等价物余额,"26,637,182.55","113,751,057.05","77,263,773.52","68,239,991.51","68,597,278.92","23,743,473.72","496,496,306.60","370,504,431.22","398,302,332.96","407,120,737.68","375,928,479.36","359,945,836.03","344,495,431.39","335,432,889.30","179,772,588.98","153,446,038.79","78,321,839.29","101,461,009.87","97,039,201.06","88,927,057.70","154,190,672.98","160,158,745.44","178,313,430.09","41,515,689.15","130,102,347.82","92,184,755.95","85,162,942.89","87,075,425.97","124,646,184.38","200,732,527.36","184,228,113.41","181,981,383.45","176,471,489.15","237,310,847.91","193,975,942.16","198,102,283.72","170,373,338.71","160,384,623.85"
