科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
经营活动产生的现金流量净额,"10,084,358.58","22,607,276.43","98,096,744.18","36,907,001.49","31,339,096.83","115,613,256.17","-55,637,490.55","20,325,387.81","51,602,596.93","106,650,228.02","-61,206,556.11","26,328,262.65","57,070,447.25","13,325,740.90","-1,581,925.26","-42,609,335.36","39,454,014.19","-2,958,548.41","17,282,810.05","6,799,128.30","13,136,889.60","-20,441,350.18","-26,414,421.02","24,350,097.61","104,937,239.62","131,797,597.97","96,209,613.24","-22,800,436.40","-146,591,783.09","-108,735,267.74"
分配股利、利润或偿还利息支付的现金,"11,557,472.77","11,579,419.93","10,397,679.92","3,680,422.23","5,818,520.38","8,034,004.14","730,711.11","21,328,701.33","21,341,242.33","20,962,945.83",,,,"44,254,776.00",,,,"33,322,156.20","550,124.21","92,179.40","92,179.40","31,084,805.92",,,"296,472.74","26,491,129.14",,,,"35,532,186.21"
收回投资收到的现金,,,,,,"5,005,000.00",,,,,,,,"9,000,000.00",,,,,,,,,,,,"30,000,000.00",,,,"203,700,000.00"
支付其他与筹资活动有关的现金,"819,500.00",,,,,"6,797,834.00",,,,,"508,372.84","210,014.00","222,526.00","6,601,291.90",,,,"62,971,698.67",,,,"22,977,469.77",,,,"5,331,180.00",,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,624,357.48","8,481,617.75","9,634,493.69"
筹资活动现金流出小计,"223,471,066.98","154,279,419.93","164,097,679.92","4,180,422.23","6,318,520.38","144,831,838.14","730,711.11","126,328,701.33","126,341,242.33","125,962,945.83","508,372.84","210,014.00","222,526.00","50,856,067.90",,,,"96,293,854.87","550,124.21","3,592,179.40","3,592,179.40","138,562,275.69",,"7,500,000.00","34,946,472.74","82,822,309.14","7,150,000.00","45,000,000.00","45,000,000.00","688,399,884.65"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,"13,000,000.00",,,,"420,000.00",,,,,,,"460,000.00","460,000.00",,"35,000.00","85,271.50","308,741.12",,,923.81,"15,202.50"
筹资活动产生的现金流量净额,"114,796,099.65","39,622,180.07","301,101,320.08","1,969,577.77","-168,520.38","926,116,161.86","49,269,288.89","-26,328,701.33","-26,341,242.33","370,901,054.17","-508,372.84","-210,014.00","-222,526.00","-49,047,214.79",,,,"-96,293,854.87","-550,124.21","-592,179.40","3,907,820.60","-545,477.03","1,000,000.00","-2,150,000.00","9,249,277.26","1,929,925,205.53","37,850,000.00","21,750,000.00","24,350,000.00","-137,149,884.65"
处置子公司及其他营业单位收到的现金净额,,,"3,020,000.00",,"7,900,000.00",,,,"13,000,000.00",,,"3,000,000.00","3,000,000.00",,,,,,,,,,,,,"500,000.00",,,,
四、汇率变动对现金的影响,"-2,205,091.16","-472,262.73","-2,129,974.61","-561,878.27","-1,545,488.31","-868,716.25","-50,710.00","-386,488.34","-618,428.72","-864,038.36","-76,541.00","-2,883,849.06","-4,379,004.35","-4,460,482.16","-44,752.00","1,329,557.20","597,516.15","2,438,594.51","-68,054.52","1,568,177.14","2,010,254.57","6,423,474.92","795,086.04","713,141.13","1,980,124.75","1,401,942.20","324,857.36","524,267.38","1,355,242.30","-780,085.63"
收到其他与投资活动有关的现金,,,,,,,,,,,,,"42,130,000.00","57,130,000.00",,,,"830,408,322.53",,"37,500,000.00","37,500,000.00","191,438,379.52",,,,"111,659,004.69",,"200,000,000.00","1,430,000,000.00","66,749,885.46"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"3,020,000.00",,"7,900,000.00","5,005,000.00",,,"13,000,000.00","13,000,000.00",,"3,000,000.00","45,130,000.00","66,550,000.00",,,,"830,408,322.53",,"37,500,000.00","37,960,000.00","191,898,379.52",,"35,000.00","85,271.50","142,467,745.81",,"204,624,357.48","1,438,482,541.56","280,099,581.65"
五、现金及现金等价物净增加额,"94,849,168.94","5,730,934.92","206,299,974.33","-45,350,067.21","-104,646,676.51","841,723,343.32","-70,676,334.15","-90,037,683.83","-83,220,630.71","369,453,429.09","-96,075,567.67","-1,487,685.29","48,206,241.02","-98,693,904.87","-3,286,640.50","-67,483,444.69","9,857,578.85","-109,760,396.97","1,209,121.69","-13,510,017.79","-8,097,630.06","-64,452,445.57","-26,092,657.48","-180,972,509.69","-93,894,129.38","1,357,318,927.57","-8,365,183.76","-600,581,296.47","-1,821,031,546.71","-2,257,528,080.19"
购建固定资产、无形资产和其他长期资产支付的现金,"27,826,198.13","47,026,258.85","143,288,115.32","83,564,768.20","134,271,764.65","193,703,738.07","64,257,422.49","79,647,881.97","86,863,556.59","80,683,541.25","34,284,097.72","27,722,084.88","49,392,675.88","125,061,948.82","1,659,963.24","12,263,666.53","15,653,951.49","28,199,910.73","1,430,509.63","7,260,143.83","9,562,594.83","22,299,093.28","1,473,322.50","3,920,748.43","7,277,292.51","28,463,237.94","2,749,654.36","4,179,484.93","5,127,547.48","59,158,325.17"
期初现金及现金等价物余额,"177,212,475.57","272,061,644.51","277,792,579.43","484,092,553.76","484,092,553.76","484,092,553.76","1,325,815,897.08","1,325,815,897.08","1,325,815,897.08","1,325,815,897.08","1,695,269,326.17","1,695,269,326.17","1,695,269,326.17","1,695,269,326.17","1,602,176,713.20","1,602,176,713.20","1,602,176,713.20","1,596,575,421.30","1,560,044,893.85","1,560,044,893.85","1,560,044,893.85","1,486,815,024.33","1,445,746,312.00","1,445,746,312.00","1,445,746,312.00","1,422,362,578.76","3,178,046,527.18","3,178,046,527.18","3,178,046,527.18","2,779,683,689.12"
投资支付的现金,,"9,000,000.00","50,500,000.00",,,"3,090,000.00",,,,"35,150,000.00",,,,,,,,"600,000.00",,,,,,,,"260,000,000.00",,"550,000,000.00","2,883,000,000.00","2,499,000.00"
期末现金及现金等价物余额,"272,061,644.51","277,792,579.43","484,092,553.76","438,742,486.55","379,445,877.25","1,325,815,897.08","1,255,139,562.93","1,235,778,213.25","1,242,595,266.37","1,695,269,326.17","1,599,193,758.50","1,693,781,640.88","1,743,475,567.19","1,596,575,421.30","1,598,890,072.70","1,534,693,268.51","1,612,034,292.05","1,486,815,024.33","1,561,254,015.54","1,546,534,876.06","1,551,947,263.79","1,422,362,578.76","1,419,653,654.52","1,264,773,802.31","1,351,852,182.62","2,779,681,506.33","3,169,681,343.42","2,577,465,230.71","1,357,014,980.47","522,155,608.93"
