科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
生产性生物资产,,,,,,,,,
实收资本(或股本),"100,400,000.00","100,400,000.00","100,400,000.00","100,400,000.00","133,880,000.00","133,880,000.00","133,880,000.00","136,450,000.00","136,450,000.00"
油气资产,,,,,,,,,
资本公积,"237,272,743.80","237,272,743.80","237,272,743.80","237,272,743.80","951,559,743.80","951,559,743.80","951,559,743.80","1,022,620,243.80","1,022,620,243.80"
无形资产,"42,322,877.68","41,229,760.13","73,576,140.18","72,690,667.56","72,247,931.26","71,805,194.95","71,241,669.70","70,919,722.33","70,325,412.49"
盈余公积,"49,002,334.00","71,926,405.51","79,142,316.73","79,142,316.73","79,142,316.73","89,124,506.90","89,124,506.90","89,124,506.90","89,124,506.90"
开发支出,,,,,,,,,
减:库存股,,,,,,,,"71,739,194.86","71,739,194.86"
商誉,,,,,,,,,
未分配利润,"234,843,954.74","279,729,241.88","322,565,825.33","318,051,589.34","353,008,190.40","397,975,576.35","420,459,096.63","363,006,059.56","399,705,903.86"
长期待摊费用,,,,"1,414,721.23","1,372,218.77","4,381,491.34","4,168,671.65","4,144,667.48","3,884,980.56"
少数股东权益,,,,,,,,,
递延所得税资产,"3,788,434.97","3,318,968.33","3,112,623.55","2,129,364.84","2,281,941.44","2,912,011.20","2,908,846.74","2,765,695.92","2,984,808.08"
外币报表折算价差,,,,,,,,,
其他非流动资产,"1,350,000.00","3,315,811.96","16,125,407.33","16,620,559.89","22,164,328.83","14,942,088.24","12,781,629.71","23,389,896.93","19,139,748.00"
非正常经营项目收益调整,,,,,,,,,
非流动资产合计,"451,922,311.70","417,863,011.62","553,145,973.66","590,672,353.28","594,544,229.93","609,826,586.61","607,177,470.66","615,465,888.48","603,625,224.77"
所有者权益(或股东权益)合计,"621,519,032.54","689,328,391.19","739,380,885.86","734,866,649.87","1,517,590,250.93","1,572,539,827.05","1,595,023,347.33","1,539,461,615.40","1,576,161,459.70"
资产总计,"1,023,472,776.75","1,104,135,742.00","1,258,525,810.34","1,306,198,351.54","1,819,058,979.23","1,889,934,330.46","1,860,549,839.38","1,875,440,895.23","1,904,760,195.55"
负债和所有者(或股东权益)合计,"1,023,472,776.75","1,104,135,742.00","1,258,525,810.34","1,306,198,351.54","1,819,058,979.23","1,889,934,330.46","1,860,549,839.38","1,875,440,895.23","1,904,760,195.55"
