科目,2010年度,2011年度,2012年度,2013年1-6月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"21,247,262.85","40,971,963.40","49,759,119.26","30,477,370.21","63,444,037.44","22,632,237.38","42,669,285.14","65,422,017.88","84,209,700.78","30,329,159.34","57,394,516.67","86,923,260.59","121,266,539.03","44,968,678.71","79,947,982.76","118,918,681.25","158,593,233.99","60,956,994.08","101,052,178.20","147,843,451.65","198,188,699.74","60,439,717.83"
取得借款收到的现金,"25,000,000.00","23,000,000.00","25,000,000.00","13,000,000.00","30,100,000.00",,,,,,,,"20,000,000.00","27,800,000.00","67,800,000.00","67,800,000.00","146,800,000.00","20,000,000.00","138,319,197.44","182,613,878.81","212,613,878.81",
支付的各项税费,"5,047,293.08","11,437,744.51","13,699,407.07","12,044,592.59","16,129,847.21","8,061,547.70","11,700,093.28","13,902,999.96","16,668,528.24","8,687,870.34","14,052,236.99","18,210,061.70","25,042,147.73","14,929,786.18","21,016,010.31","29,045,235.97","42,437,426.63","16,441,103.47","31,554,397.98","38,486,589.14","43,883,802.01","8,434,083.56"
收到其他与筹资活动有关的现金,,,,,,"250,136,300.00","250,136,300.00","250,136,300.00","250,136,300.00",,,,,,,,,,,,,
支付其他与经营活动有关的现金,"5,825,480.66","7,314,297.82","9,255,853.19","11,434,658.86","12,442,778.28","11,156,881.63","25,644,009.02","41,592,451.09","31,564,639.96","10,006,705.77","24,700,338.89","47,386,348.80","68,970,200.66","66,283,543.85","81,650,420.82","101,751,296.00","107,726,025.12","14,247,740.07","48,441,671.85","43,612,752.07","37,205,418.27","26,888,230.81"
筹资活动现金流入小计,"57,025,000.00","23,000,000.00","25,000,000.00","13,000,000.00","30,100,000.00","481,936,800.00","481,936,800.00","481,936,800.00","481,936,800.00",,"30,917,770.00","31,162,770.00","51,162,770.00","28,300,000.00","71,603,000.00","73,003,000.00","152,003,000.00","20,300,000.00","138,619,197.44","919,619,515.89","950,791,068.30",
经营活动现金流出小计,"54,916,268.15","107,750,771.35","127,089,588.36","75,029,964.30","153,686,847.35","55,562,120.83","112,887,611.49","175,590,713.94","216,431,691.12","85,579,594.80","157,549,726.91","247,676,838.56","346,992,388.16","194,739,376.34","305,099,076.02","427,433,914.39","550,607,061.42","166,203,199.59","336,314,200.90","470,370,052.57","600,632,793.93","289,480,228.69"
偿还债务支付的现金,"1,000,000.00","12,000,000.00","36,000,000.00","10,000,000.00","24,000,000.00","17,600,000.00","18,100,000.00","18,600,000.00","19,100,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00",,,,"20,000,000.00","27,800,000.00","137,800,000.00","138,348,428.81","167,348,428.81","122,000,000.00"
经营活动产生的现金流量净额,"13,922,911.89","14,971,019.42","21,488,897.34","-31,798,339.89","2,903,262.25","-2,565,562.50","-17,900,743.78","-39,672,053.21","22,898,858.09","-43,531,454.23","-47,355,811.56","-63,307,077.33","-5,875,176.04","-48,559,763.81","-59,597,464.55","-92,693,193.93","14,460,748.52","-63,076,237.29","-79,299,416.66","-108,985,315.12","-40,128,054.79","-116,608,492.50"
分配股利、利润或偿还利息支付的现金,"616,192.50","7,786,094.70","2,045,560.23","726,183.34","1,933,297.08","353,302.50","578,458.75","3,213,790.35","6,461,912.50","57,239.72","8,754,839.72","8,754,839.72","8,766,116.79","316,489.53","9,946,299.86","11,085,893.52","12,412,107.03","1,736,553.83","16,312,978.03","17,872,564.07","19,592,708.99","932,378.26"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","430,000,000.00"
支付其他与筹资活动有关的现金,"1,440,000.00","327,540.00",,"300,000.00","500,000.00","250,136,280.22","250,136,280.22","251,136,280.22","251,136,280.22",,,,,,,"588,766.10","26,588,766.10",,,"295,626.00","27,363,772.66",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,"277,622.71",
筹资活动现金流出小计,"3,056,192.50","20,113,634.70","38,045,560.23","11,026,183.34","26,433,297.08","268,089,582.72","268,814,738.97","272,950,070.57","276,698,192.72","11,057,239.72","19,754,839.72","19,754,839.72","19,766,116.79","316,489.53","9,946,299.86","11,674,659.62","59,000,873.13","29,536,553.83","154,112,978.03","156,516,618.88","214,304,910.46","122,932,378.26"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"10,862.18","35,185.09","9,853.72","29,215.02",,,"12,100.00","12,100.00","3,579.13","22,104.47","48,264.47","48,264.47",,135.02,554.33,554.33,"8,825.24","69,802.77","73,557.84",,
筹资活动产生的现金流量净额,"53,968,807.50","2,886,365.30","-13,045,560.23","1,973,816.66","3,666,702.92","213,847,217.28","213,122,061.03","208,986,729.43","205,238,607.28","-11,057,239.72","11,162,930.28","11,407,930.28","31,396,653.21","27,983,510.47","61,656,700.14","61,328,340.38","93,002,126.87","-9,236,553.83","-15,493,780.59","763,102,897.01","736,486,157.84","-122,932,378.26"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,"1,934.90",-249.15,928.95,"1,275.45","84,819.86",,"-143,613.61","-130,726.49","-167,552.37","-14,950.94"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"10,862.18","35,185.09","9,853.72","29,215.02",,,"12,100.00","12,100.00","3,579.13","22,104.47","48,264.47","48,264.47",,135.02,554.33,554.33,"8,825.24","69,802.77","73,557.84","50,277,622.71","430,000,000.00"
五、现金及现金等价物净增加额,"18,355,453.66","14,727,082.69","5,059,625.73","-35,735,707.29","-5,492,294.40","208,091,679.45","190,325,539.39","159,419,402.07","213,280,755.09","-81,197,224.52","-91,535,156.63","-115,402,141.79","-42,466,323.68","-24,462,723.00","-8,505,730.98","-48,093,799.38","58,375,514.02","-154,435,381.36","-195,227,653.33","518,996,861.12","147,288,671.92","185,409,961.75"
购建固定资产、无形资产和其他长期资产支付的现金,"49,536,265.73","3,141,164.21","3,418,896.47","5,921,037.78","12,091,474.59","3,189,975.33","4,895,777.86","9,907,374.15","14,868,810.28","6,612,109.70","17,364,379.82","25,552,260.21","31,573,826.42","3,886,220.51","10,566,030.54","16,730,775.61","20,772,735.56","4,731,415.48","9,960,645.24","17,663,552.12","27,752,384.20","4,834,216.55"
期初现金及现金等价物余额,"5,505,372.17","23,860,825.83","38,587,908.52","43,647,534.25","43,647,534.25","38,155,239.85","38,155,239.85","38,155,239.85","38,155,239.85","252,971,821.14","252,971,821.14","252,971,821.14","251,435,994.94","208,969,671.26","208,969,671.26","208,969,671.26","208,969,671.26","267,345,185.28","267,345,024.99","267,345,185.28","267,345,185.28","414,633,857.20"
投资支付的现金,,,,,,,,,,"20,000,000.00","38,000,000.00","37,998,999.00","18,000,000.00",,,,"28,400,000.00","77,400,000.00","90,400,000.00","117,400,000.00","571,400,000.00","200,000.00"
期末现金及现金等价物余额,"23,860,825.83","38,587,908.52","43,647,534.25","7,911,826.96","38,155,239.85","246,246,919.30","228,480,779.24","197,574,641.92","251,435,994.94","171,774,596.62","161,436,664.51","137,569,679.35","208,969,671.26","184,506,948.26","200,463,940.28","160,875,871.88","267,345,185.28","112,909,803.92","72,117,371.66","786,342,046.40","414,633,857.20","600,043,818.95"
