科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"186,000,000.00"
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"745,000,000.00","1,170,000,000.00","2,666,000,000.00","1,166,000,000.00","1,521,000,000.00","2,286,000,000.00","3,865,000,000.00","83,000,000.00","693,000,000.00","1,362,000,000.00","1,860,000,000.00","517,000,000.00","1,333,000,000.00","1,954,000,000.00","2,462,000,000.00","453,000,000.00","868,000,000.00","1,652,000,000.00","2,372,000,000.00","357,000,000.00","1,324,000,000.00","1,889,000,000.00","2,142,000,000.00","363,000,000.00","748,000,000.00","1,586,000,000.00","2,101,000,000.00","833,000,000.00","1,710,000,000.00","2,220,000,000.00","3,460,000,000.00","747,000,000.00","1,747,000,000.00","3,029,000,000.00","4,669,000,000.00","1,253,000,000.00","2,799,000,000.00","3,952,000,000.00","5,059,000,000.00","1,028,000,000.00","2,039,000,000.00","2,630,000,000.00","3,457,000,000.00","868,000,000.00","1,848,000,000.00"
三、利润总额,"6,962,000,000.00","14,714,000,000.00","29,629,000,000.00","8,827,000,000.00","19,529,000,000.00","30,116,000,000.00","36,871,000,000.00","10,975,000,000.00","22,854,000,000.00","34,635,000,000.00","43,901,000,000.00","12,697,000,000.00","27,189,000,000.00","41,251,000,000.00","53,304,000,000.00","15,892,000,000.00","34,035,000,000.00","49,991,000,000.00","65,093,000,000.00","16,807,000,000.00","34,942,000,000.00","51,153,000,000.00","67,248,000,000.00","16,484,000,000.00","35,172,000,000.00","51,232,000,000.00","69,768,000,000.00","15,461,000,000.00","33,334,000,000.00","46,992,000,000.00","59,233,000,000.00","9,820,000,000.00","20,865,000,000.00","29,979,000,000.00","33,082,000,000.00","8,807,000,000.00","18,420,000,000.00","30,676,000,000.00","38,896,000,000.00","17,685,000,000.00","35,809,000,000.00","53,705,000,000.00","70,333,000,000.00","17,482,000,000.00","36,664,000,000.00"
资产减值损失,"12,000,000.00","319,000,000.00","709,000,000.00","117,000,000.00","199,000,000.00","279,000,000.00","1,289,000,000.00","122,000,000.00","302,000,000.00","302,000,000.00","547,000,000.00","-1,000,000.00","-1,000,000.00","-2,000,000.00","330,000,000.00","4,000,000.00","21,000,000.00","17,000,000.00","166,000,000.00","103,000,000.00",,,"113,000,000.00","49,000,000.00","114,000,000.00","159,000,000.00","488,000,000.00","95,000,000.00","246,000,000.00","224,000,000.00","616,000,000.00","-2,000,000.00","395,000,000.00","394,000,000.00","5,773,000,000.00","-23,000,000.00","5,000,000.00","25,000,000.00","2,807,000,000.00","-18,000,000.00","386,000,000.00","389,000,000.00","2,719,000,000.00","13,000,000.00","9,000,000.00"
减:所得税,"1,466,000,000.00","2,985,000,000.00","6,481,000,000.00","1,492,000,000.00","3,504,000,000.00","5,237,000,000.00","7,056,000,000.00","1,845,000,000.00","4,728,000,000.00","6,669,000,000.00","9,156,000,000.00","2,575,000,000.00","5,621,000,000.00","8,582,000,000.00","10,798,000,000.00","3,717,000,000.00","8,575,000,000.00","10,559,000,000.00","13,586,000,000.00","3,601,000,000.00","5,740,000,000.00","8,738,000,000.00","11,541,000,000.00","3,021,000,000.00","6,484,000,000.00","9,888,000,000.00","14,061,000,000.00","2,827,000,000.00","7,016,000,000.00","10,027,000,000.00","12,860,000,000.00","2,164,000,000.00","4,794,000,000.00","7,099,000,000.00","9,818,000,000.00","2,243,000,000.00","4,743,000,000.00","7,170,000,000.00","9,360,000,000.00","3,442,000,000.00","7,241,000,000.00","11,261,000,000.00","16,283,000,000.00","3,320,000,000.00","8,648,000,000.00"
加:公允价值变动净收益,"19,000,000.00","-109,000,000.00","283,000,000.00","119,000,000.00","50,000,000.00","63,000,000.00","472,000,000.00","-183,000,000.00","-230,000,000.00","-92,000,000.00","-178,000,000.00","25,000,000.00","82,000,000.00","210,000,000.00","149,000,000.00","-56,000,000.00","-37,000,000.00","21,000,000.00","114,000,000.00","-61,000,000.00","1,000,000.00","37,000,000.00","-14,000,000.00","-72,000,000.00","-136,000,000.00","-127,000,000.00","-156,000,000.00","18,000,000.00","26,000,000.00","-35,000,000.00","-5,000,000.00","1,000,000.00","-1,000,000.00","1,000,000.00","-6,000,000.00","9,000,000.00","11,000,000.00","13,000,000.00","2,000,000.00","-2,000,000.00","-1,000,000.00",,"-19,000,000.00","-15,000,000.00","11,000,000.00"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"137,000,000.00","219,000,000.00","638,000,000.00","81,000,000.00","334,000,000.00","431,000,000.00","853,000,000.00","130,000,000.00","318,000,000.00","433,000,000.00","700,000,000.00","132,000,000.00","315,000,000.00","444,000,000.00","630,000,000.00","89,000,000.00","202,000,000.00","293,000,000.00","409,000,000.00","51,000,000.00","211,000,000.00","362,000,000.00","534,000,000.00","254,000,000.00","461,000,000.00","510,000,000.00","820,000,000.00","77,000,000.00","202,000,000.00","494,000,000.00","733,000,000.00","138,000,000.00","256,000,000.00","439,000,000.00","644,000,000.00","34,000,000.00","52,000,000.00","201,000,000.00","302,000,000.00","384,000,000.00","899,000,000.00","1,154,000,000.00","1,321,000,000.00","49,000,000.00","321,000,000.00"
四、净利润,"5,496,000,000.00","11,729,000,000.00","23,148,000,000.00","7,335,000,000.00","16,025,000,000.00","24,879,000,000.00","29,815,000,000.00","9,130,000,000.00","18,126,000,000.00","27,966,000,000.00","34,745,000,000.00","10,122,000,000.00","21,568,000,000.00","32,669,000,000.00","42,506,000,000.00","12,175,000,000.00","25,460,000,000.00","39,432,000,000.00","51,507,000,000.00","13,206,000,000.00","29,202,000,000.00","42,415,000,000.00","55,707,000,000.00","13,463,000,000.00","28,688,000,000.00","41,344,000,000.00","55,707,000,000.00","12,634,000,000.00","26,318,000,000.00","36,965,000,000.00","46,373,000,000.00","7,656,000,000.00","16,071,000,000.00","22,880,000,000.00","23,264,000,000.00","6,564,000,000.00","13,677,000,000.00","23,506,000,000.00","29,536,000,000.00","14,243,000,000.00","28,568,000,000.00","42,444,000,000.00","54,050,000,000.00","14,162,000,000.00","28,016,000,000.00"
其中:对联营企业和合营企业的投资权益,"126,000,000.00","185,000,000.00","567,000,000.00","78,000,000.00","316,000,000.00","403,000,000.00","654,000,000.00","129,000,000.00","293,000,000.00","413,000,000.00","643,000,000.00","131,000,000.00","331,000,000.00","477,000,000.00","618,000,000.00","58,000,000.00","123,000,000.00","192,000,000.00","286,000,000.00","32,000,000.00","171,000,000.00","301,000,000.00","448,000,000.00","84,000,000.00","272,000,000.00","304,000,000.00","595,000,000.00","47,000,000.00","140,000,000.00","252,000,000.00","409,000,000.00","77,000,000.00","128,000,000.00","250,000,000.00","428,000,000.00","10,000,000.00","35,000,000.00","148,000,000.00","237,000,000.00","33,000,000.00","223,000,000.00","412,000,000.00","534,000,000.00","29,000,000.00","274,000,000.00"
归属于母公司所有者的净利润,"4,631,000,000.00","9,806,000,000.00","19,766,000,000.00","6,493,000,000.00","14,146,000,000.00","21,938,000,000.00","26,588,000,000.00","7,921,000,000.00","15,976,000,000.00","24,720,000,000.00","30,276,000,000.00","8,726,000,000.00","18,632,000,000.00","28,355,000,000.00","37,187,000,000.00","10,467,000,000.00","21,868,000,000.00","34,183,000,000.00","44,822,000,000.00","11,183,000,000.00","25,181,000,000.00","36,555,000,000.00","47,661,000,000.00","11,065,000,000.00","23,979,000,000.00","33,671,000,000.00","45,678,000,000.00","10,373,000,000.00","21,546,000,000.00","29,632,000,000.00","36,807,000,000.00","5,690,000,000.00","11,727,000,000.00","16,555,000,000.00","16,144,000,000.00","4,607,000,000.00","9,828,000,000.00","17,307,000,000.00","22,712,000,000.00","12,235,000,000.00","24,315,000,000.00","35,649,000,000.00","45,037,000,000.00","11,633,000,000.00","22,977,000,000.00"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"118,000,000.00",,,,
少数股东损益,"865,000,000.00","1,923,000,000.00","3,382,000,000.00","842,000,000.00","1,879,000,000.00","2,941,000,000.00","3,227,000,000.00","1,209,000,000.00","2,150,000,000.00","3,246,000,000.00","4,469,000,000.00","1,396,000,000.00","2,936,000,000.00","4,314,000,000.00","5,319,000,000.00","1,708,000,000.00","3,592,000,000.00","5,249,000,000.00","6,685,000,000.00","2,023,000,000.00","4,021,000,000.00","5,860,000,000.00","8,046,000,000.00","2,398,000,000.00","4,709,000,000.00","7,673,000,000.00","10,029,000,000.00","2,261,000,000.00","4,772,000,000.00","7,333,000,000.00","9,566,000,000.00","1,966,000,000.00","4,344,000,000.00","6,325,000,000.00","7,120,000,000.00","1,957,000,000.00","3,849,000,000.00","6,199,000,000.00","6,824,000,000.00","2,008,000,000.00","4,253,000,000.00","6,795,000,000.00","9,013,000,000.00","2,529,000,000.00","5,039,000,000.00"
