科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,"90,000,000.00","230,000,000.00","100,000,000.00","120,000,000.00","120,000,000.00","260,000,000.00","40,000,000.00","13,000,000.00","742,000,000.00","923,000,000.00","691,000,000.00","820,000,000.00","1,035,000,000.00","1,054,000,000.00","885,000,000.00","850,000,000.00","1,173,820,000.00","1,104,000,000.00","885,680,000.00","920,800,000.00","1,048,000,000.00","1,352,000,000.00","1,480,000,000.00"
其他流动负债,,,,,,,,,,,,,,,,"35,471.00",,,,,,,,,,,
流动资产合计,"267,092,277.46","323,617,893.98","360,286,418.35","408,062,209.00","1,263,456,245.13","1,246,989,198.30","1,229,135,613.59","1,250,944,252.24","1,324,940,576.38","1,399,197,257.99","1,422,893,686.32","1,412,725,245.18","1,515,486,581.52","1,607,936,130.24","1,599,844,295.12","1,642,192,900.76","1,778,239,337.53","1,897,687,782.57","1,852,032,890.67","1,749,852,337.47","1,853,118,881.39","2,010,234,930.55","2,019,513,372.79","1,947,499,443.74","2,083,778,453.75","2,430,335,324.66","2,213,739,931.97"
流动负债合计,"78,608,539.46","293,451,881.83","100,030,772.34","96,255,180.28","102,822,972.24","128,538,364.04","93,777,663.01","117,654,286.24","112,397,352.44","114,062,102.29","98,222,957.23","94,243,115.25","109,852,559.72","133,507,547.39","92,844,981.73","120,051,158.27","154,782,233.08","189,323,676.36","148,708,261.11","165,072,357.00","175,730,422.96","236,761,131.16","199,288,089.06","225,258,372.66","240,465,046.89","487,055,349.85","228,476,868.70"
可供出售金融资产,,,,,,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,"242,000,000.00","169,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,"12,200,000.00","12,200,000.00","12,200,000.00","12,200,000.00","12,200,000.00","12,200,000.00"
长期股权投资,"59,874,050.33",,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"15,623,391.00","14,162,406.66","16,527,880.40","16,930,225.73","22,989,485.29","210,831,622.79","212,324,679.15","210,165,072.17","208,700,370.14","234,043,277.67","230,908,633.48","228,380,696.40","228,414,878.72","229,034,000.21","229,393,977.93","226,396,062.03","223,878,179.65","226,849,674.83","223,466,937.12","218,398,940.62","219,492,125.22","216,645,157.81","216,127,785.71","213,541,557.20","222,719,677.07","220,875,109.33","217,936,432.86"
递延所得税负债,,,,,,,,,,"10,815,751.95","10,815,751.95","10,815,751.95","10,815,751.95","16,222,835.64","16,222,835.64","16,222,835.64","16,222,835.64","21,517,449.45","22,568,236.08","23,268,308.30","23,268,308.30","18,455,939.62","19,265,066.62","20,206,285.60","20,911,816.13","15,038,014.44","16,267,422.81"
在建工程,"24,138,866.02","71,913,369.09","107,100,947.27","121,494,545.27","124,513,009.41","22,111,286.94","22,187,276.94","23,428,643.94","23,428,643.94",,,,,,,"25,000.00","35,000.00",,,,,,,,,,"63,043.06"
其他非流动负债,"2,000,000.00","19,400,000.00","19,400,000.00","22,420,000.00","22,420,000.00","13,418,391.93","14,218,391.93","16,686,626.93","16,686,626.93","28,785,658.78","29,415,658.78","29,200,174.71","27,235,429.46",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"2,000,000.00","19,400,000.00","19,400,000.00","22,420,000.00","22,420,000.00","13,418,391.93","14,218,391.93","16,686,626.93","16,686,626.93","39,601,410.73","40,231,410.73","40,015,926.66","38,051,181.41","45,163,646.11","46,333,646.11","53,588,759.20","52,979,652.41","57,861,814.05","61,810,765.68","63,052,927.08","62,596,927.08","62,705,574.07","64,220,068.45","65,260,004.83","65,870,627.73","59,155,141.88","60,357,905.05"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"80,608,539.46","312,851,881.83","119,430,772.34","118,675,180.28","125,242,972.24","141,956,755.97","107,996,054.94","134,340,913.17","129,083,979.37","153,663,513.02","138,454,367.96","134,259,041.91","147,903,741.13","178,671,193.50","139,178,627.84","173,639,917.47","207,761,885.49","247,185,490.41","210,519,026.79","228,125,284.08","238,327,350.04","299,466,705.23","263,508,157.51","290,518,377.49","306,335,674.62","546,210,491.73","288,834,773.75"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"100,000,000.00","100,000,000.00","150,000,000.00","150,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","260,000,000.00","260,000,000.00","260,000,000.00","260,000,000.00","338,000,000.00","338,000,000.00","338,000,000.00","338,000,000.00","676,000,000.00","676,000,000.00","676,000,000.00","676,000,000.00","676,000,000.00","676,000,000.00","676,000,000.00","676,000,000.00","676,000,000.00","676,000,000.00","676,000,000.00","676,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"3,000,000.00","2,281,850.63","119,109,953.32","119,109,953.32","874,948,726.07","874,948,726.07","874,948,726.07","814,948,726.07","814,948,726.07","812,735,125.44","812,735,125.44","734,735,125.44","734,735,125.44","734,735,125.44","734,735,125.44","396,735,125.44","396,735,125.44","396,735,125.44","396,735,125.44","396,735,125.44","396,735,125.44","396,735,125.44","396,735,125.44","396,735,125.44","396,735,125.44","396,735,125.44","396,735,125.44"
无形资产,"22,184,518.55","34,349,521.36","33,983,058.15","33,584,684.07","33,477,311.47","33,740,996.74","33,525,655.42","33,310,314.10","33,155,909.66","32,938,969.61","32,722,029.56","32,505,089.51","32,366,205.22","32,220,311.01","32,001,892.35","31,793,074.84","31,592,995.38","32,017,428.96","31,777,557.06","31,372,220.28","31,683,006.98","31,437,319.33","31,194,551.90","30,950,324.36","30,699,187.84","30,485,619.69","34,968,586.50"
盈余公积,"44,988,966.38","74,891,732.05","26,704,562.02","26,704,562.02","26,704,562.02","60,627,241.26","60,627,241.26","60,627,241.26","60,627,241.26","101,692,753.72","101,692,753.72","101,692,753.72","101,692,753.72","151,921,578.32","151,921,578.32","151,921,578.32","151,921,578.32","210,333,602.30","210,333,602.30","210,333,602.30","210,333,602.30","272,981,799.50","272,981,799.50","272,981,799.50","272,981,799.50","338,000,000.00","338,000,000.00"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,"749,581.88","749,581.88","749,581.88","749,581.88","749,581.88","749,581.88","749,581.88","749,581.88","749,581.88","749,581.88","749,581.88","749,581.88",,
未分配利润,"403,276,803.50","123,688,892.62","102,970,897.28","166,457,596.50","218,516,214.23","237,624,501.23","254,631,023.26","249,027,574.06","326,342,859.99","346,771,014.92","385,320,747.29","375,560,144.27","462,257,632.94","469,525,910.36","501,728,708.91","514,808,038.05","615,124,529.58","632,937,633.73","670,267,988.55","548,155,370.13","647,826,952.02","676,822,733.52","717,933,350.58","615,733,002.06","735,487,834.49","773,669,597.52","817,094,268.41"
长期待摊费用,"932,543.51","594,761.15","150,450.00","145,800.00","136,275.00",,,,,,,,,"1,991,625.44","2,459,397.70","3,198,627.21","4,022,715.73","2,840,741.30","4,174,730.55","2,685,299.58","2,514,323.16","2,353,114.98","2,768,815.21","1,752,207.47","1,763,908.87","1,640,567.53","1,517,226.19"
少数股东权益,,,,,,,,,,,,,,"4,200,152.52","3,576,589.96","3,370,896.69","3,506,390.86","2,570,958.16","1,866,073.20","1,972,959.68","1,890,535.29","1,594,635.34","1,412,324.31","694,286.18","389,076.55","207,506.99","18,871.01"
递延所得税资产,"28,662.47","76,404.89","167,430.79","729,828.05","840,148.26","2,949,791.72","2,949,791.72","3,446,846.12","3,607,228.60","5,369,453.18","5,369,453.18","5,705,505.78","5,508,888.44","6,235,633.94","6,235,633.94","8,072,103.43","8,072,103.43","8,835,808.61","9,309,996.04","9,513,185.10","9,513,185.10","8,196,919.43","8,132,706.43","8,157,545.83","8,745,154.10","8,467,181.44","8,404,540.49"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"6,592,998.02","9,583,100.08","8,165,039.68","5,994,051.54","4,030,812.53","3,574,461.86","9,105,550.86","9,555,644.01","4,114,204.76","2,061,137.87","7,520,134.30","13,473,462.49","14,537,415.38","11,097,744.63","11,302,368.58","967,330.67","952,709.50","1,954,721.50"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"364,782,031.88","290,096,463.15","157,929,766.61","172,885,083.12","181,956,229.43","269,633,698.19","270,987,403.23","270,350,876.33","268,892,152.34","278,944,698.48","278,583,216.30","274,756,331.37","272,284,023.92","274,261,965.01","274,414,945.66","279,340,000.25","277,906,220.08","275,407,440.34","321,539,940.52","320,239,361.76","327,425,684.83","323,919,508.81","320,071,185.76","316,453,585.32","315,644,840.43","312,421,187.49","314,844,550.60"
所有者权益(或股东权益)合计,"551,265,769.88","300,862,475.30","398,785,412.62","462,272,111.84","1,320,169,502.32","1,374,666,140.52","1,392,126,961.88","1,386,954,215.40","1,464,748,749.35","1,524,478,443.45","1,563,022,534.66","1,553,222,534.64","1,639,866,864.31","1,703,526,901.75","1,735,080,612.94","1,747,892,983.54","1,848,383,672.12","1,925,909,732.50","1,963,053,804.40","1,841,966,415.15","1,942,217,216.18","2,034,687,734.13","2,076,076,401.04","1,973,434,651.57","2,093,087,619.56","2,196,546,020.42","2,239,749,708.82"
资产总计,"631,874,309.34","613,714,357.13","518,216,184.96","580,947,292.12","1,445,412,474.56","1,516,622,896.49","1,500,123,016.82","1,521,295,128.57","1,593,832,728.72","1,678,141,956.47","1,701,476,902.62","1,687,481,576.55","1,787,770,605.44","1,882,198,095.25","1,874,259,240.78","1,921,532,901.01","2,056,145,557.61","2,173,095,222.91","2,173,572,831.19","2,070,091,699.23","2,180,544,566.22","2,334,154,439.36","2,339,584,558.55","2,263,953,029.06","2,399,423,294.18","2,742,756,512.15","2,528,584,482.57"
负债和所有者(或股东权益)合计,"631,874,309.34","613,714,357.13","518,216,184.96","580,947,292.12","1,445,412,474.56","1,516,622,896.49","1,500,123,016.82","1,521,295,128.57","1,593,832,728.72","1,678,141,956.47","1,701,476,902.62","1,687,481,576.55","1,787,770,605.44","1,882,198,095.25","1,874,259,240.78","1,921,532,901.01","2,056,145,557.61","2,173,095,222.91","2,173,572,831.19","2,070,091,699.23","2,180,544,566.22","2,334,154,439.36","2,339,584,558.55","2,263,953,029.06","2,399,423,294.18","2,742,756,512.15","2,528,584,482.57"
