科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
工程物资,,,,,,,,,,,,"317,754.98","3,049,950.10","5,351,529.47","6,043,917.53","6,088,567.09","6,127,712.39"
非流动负债合计,"792,542.96","715,764.46","518,490.15","484,590.43","424,715.30","376,431.43","1,071,336.26","310,907.73","372,618.74","390,649.67","487,244.04","719,570.79","22,678,443.96","23,850,647.32","112,304,114.10","110,854,532.67","105,499,279.01"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"123,997,550.93","78,445,078.02","65,668,006.65","53,088,877.62","51,449,699.93","39,753,585.27","48,724,454.83","52,213,519.57","60,623,566.18","84,344,301.73","80,729,524.54","84,880,666.76","1,256,572,169.29","373,965,973.63","574,952,252.03","477,032,149.77","407,179,154.73"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","177,343,145.00","223,191,040.00","223,191,040.00","223,191,040.00","223,191,040.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"10,965,736.10","10,965,736.10","10,965,736.10","10,965,736.10","141,371,436.10","141,371,436.10","141,371,436.10","141,371,436.10","73,371,436.10","73,371,436.10","73,371,436.10","73,371,436.10","985,814,947.55","1,902,344,752.19","1,994,147,118.06","1,994,147,118.06","1,994,147,118.06"
无形资产,"18,508,576.95","18,104,378.16","28,597,666.60","28,454,376.53","28,333,784.84","28,151,910.71","32,851,444.61","32,544,406.16","32,237,367.71","31,995,766.66","35,665,833.83","35,251,371.41","306,683,422.29","302,058,289.43","298,207,745.86","293,916,722.66","289,510,657.87"
盈余公积,"9,962,357.79","14,286,746.69","17,036,339.42","17,036,339.42","17,036,339.42","17,036,339.42","19,214,706.35","19,214,706.35","19,214,706.35","19,214,706.35","21,848,875.92","21,848,875.92","21,848,875.92","21,848,875.92","22,760,625.31","22,760,625.31","22,760,625.31"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,"602,066,130.87","602,066,130.87","787,466,285.98","787,466,285.98","787,466,285.98"
未分配利润,"90,582,985.98","123,429,307.95","142,585,692.05","142,769,913.12","148,910,114.91","152,504,862.02","155,117,958.04","157,587,615.42","160,230,922.19","163,907,962.72","171,210,298.00","165,626,687.86","178,280,286.50","195,392,061.11","279,367,083.64","327,657,946.32","304,894,653.65"
长期待摊费用,,,,,,,,,,,,,"18,820,928.85","11,141,378.80","10,389,643.18","10,098,869.51","8,990,752.20"
少数股东权益,,,,,,,,,"911,612.10","833,588.58","633,016.92","391,366.11","227,813,179.83","38,600,662.52","34,229,449.96","33,989,832.51","34,582,311.76"
递延所得税资产,"898,333.18","812,773.42","944,221.92","707,954.48","776,088.76","545,566.66","904,588.90","900,250.39","1,038,934.68","1,243,227.37","1,446,000.48","2,745,447.45","3,345,845.67","2,799,762.79","5,834,518.95","9,855,675.02","5,795,405.01"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,"835,000.00",,,"763,030.00",,,,,,"46,962,788.34","50,444,980.48","45,962,987.77","8,852,845.94","9,096,864.35","7,572,385.12","8,861,815.76"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"40,825,704.48","41,361,913.71","58,575,627.92","64,064,539.49","68,372,421.99","73,838,316.60","82,278,635.96","90,361,102.23","95,902,833.85","101,411,964.85","166,323,718.82","175,561,455.06","2,194,736,663.48","2,179,345,295.76","2,352,428,615.49","2,338,549,999.96","2,326,227,158.31"
所有者权益(或股东权益)合计,"162,511,079.87","199,681,790.74","221,587,767.57","221,771,988.64","375,317,890.43","378,912,637.54","383,704,100.49","386,173,757.87","389,728,676.74","393,327,693.75","403,063,626.94","397,238,365.99","1,591,100,434.80","2,381,377,391.74","2,553,695,316.97","2,601,746,562.20","2,579,575,748.78"
资产总计,"286,508,630.80","278,126,868.76","287,255,774.22","274,860,866.26","426,767,590.36","418,666,222.81","432,428,555.32","438,387,277.44","450,352,242.92","477,671,995.48","483,793,151.48","482,119,032.75","2,847,672,604.09","2,755,343,365.37","3,128,647,569.00","3,078,778,711.97","2,986,754,903.51"
负债和所有者(或股东权益)合计,"286,508,630.80","278,126,868.76","287,255,774.22","274,860,866.26","426,767,590.36","418,666,222.81","432,428,555.32","438,387,277.44","450,352,242.92","477,671,995.48","483,793,151.48","482,119,032.75","2,847,672,604.09","2,755,343,365.37","3,128,647,569.00","3,078,778,711.97","2,986,754,903.51"
