科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应交税费,"15,492,850.34","15,310,970.98","10,753,642.20","9,338,347.14","14,268,018.38","10,448,361.42","9,022,560.65","12,013,025.99","18,436,857.17","28,958,999.08","16,198,345.32","12,136,157.28","12,852,258.00","16,729,237.19","17,847,119.13","19,813,712.59","16,690,014.55","21,312,370.54","26,926,264.03","27,057,958.70","20,162,897.17","31,661,131.92","31,387,686.12"
应收利息,,,"770,842.93","1,244,534.04","667,706.62","676,471.36","1,440,045.96","1,702,459.91","2,097,300.24","1,156,876.55","1,520,659.61","2,103,748.90","1,733,288.11","3,812,805.27","3,888,623.00","4,427,177.54","2,467,925.62","1,595,043.93","3,028,530.85","2,524,331.64",,"2,692,637.69","3,384,619.72"
应付利息,"2,254,438.62","467,055.97","1,279,391.97","1,979,108.28","2,219,196.46","1,357,832.23","2,046,350.75","111,129.69","80,309.96","283,946.07","200,406.62","286,578.84","130,030.22","15,549.47","13,291.67","729,534.53","734,609.53","851,727.58","795,902.58","795,902.58",,"2,129,612.52","2,170,995.85"
应收股利,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,"20,000,000.00",,,,,,,,,,,,,,,,,,
存货,"267,277,669.61","334,305,878.36","298,739,493.69","341,258,500.13","390,512,953.91","440,119,220.42","420,230,112.43","410,863,060.35","439,044,139.46","342,216,754.42","436,883,635.86","415,654,981.95","436,114,339.77","421,592,166.09","476,567,277.17","433,307,711.01","511,329,811.83","507,381,033.02","472,772,248.87","468,491,111.14","531,710,689.68","464,924,103.02","439,953,068.71"
其他应付款,"9,982,319.89","7,874,925.49","7,383,158.62","7,767,059.89","10,262,322.08","9,270,849.02","15,824,471.39","12,455,948.98","36,641,060.50","10,593,835.71","17,462,488.36","9,869,617.52","14,206,721.28","13,233,027.24","12,947,845.12","11,031,800.26","17,579,260.97","9,220,832.75","10,009,405.38","10,034,607.42","12,879,022.58","29,766,972.99","39,272,970.04"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,"162,860,366.25",,,,,"18,895,944.78","18,895,944.78"
一年内到期的非流动负债,,,"6,776,569.61","717,605.92",,,,,,,,,,,,,,,,,,,
其他流动资产,"835,832.19","626,666.66","633,333.29","50,981,749.31","59,147,284.43","57,660,607.91","6,211,584.42","161,130,635.90","12,637,875.89","11,968,318.49","16,589,073.25","20,569,089.79","18,971,816.30","189,762,244.32","181,093,899.02","168,606,229.01",,"271,818,343.12","280,549,137.67","304,508,776.37","272,830,425.74","63,897,613.84","243,037,922.34"
其他流动负债,"5,026,529.01","7,267,935.86","7,755,017.92","7,625,527.49","7,854,164.56","8,220,947.63","5,800,913.52","6,939,297.83","14,109,226.49","10,189,634.80","8,515,177.50","9,873,480.65","12,807,011.81","20,013,613.71","4,344,937.82","17,005,643.42","15,710,868.50","10,464,331.21","8,110,784.31","10,500,904.84","10,638,577.51","5,940,469.28","6,218,105.18"
流动资产合计,"879,139,277.63","955,584,698.62","949,735,876.40","1,181,851,249.46","1,144,095,963.99","1,606,839,197.67","1,423,706,593.88","1,643,384,086.02","1,677,695,549.57","1,637,778,934.53","1,600,555,041.52","1,631,467,018.20","2,459,616,659.71","2,406,559,895.19","2,490,610,527.08","2,825,829,426.49","3,203,983,823.30","2,592,722,377.61","2,905,504,440.44","3,310,401,600.30","3,317,582,106.74","2,859,734,064.06","2,942,002,127.00"
流动负债合计,"583,103,359.53","620,410,727.40","536,595,851.42","738,447,137.37","706,717,349.91","741,919,571.83","539,669,884.43","781,931,136.86","913,453,830.50","957,401,129.78","926,234,159.26","1,041,211,997.76","961,806,645.23","897,726,655.27","952,130,736.47","1,343,621,256.82","1,772,090,653.19","1,277,465,374.79","1,644,903,044.54","2,039,517,313.88","1,883,533,487.56","1,680,801,406.11","1,647,485,458.15"
可供出售金融资产,,,,,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","131,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","32,000,003.00","32,000,003.00","32,000,003.00","42,000,003.00","70,695,650.52",
长期借款,,"8,480,302.82","151,587.22",,,,,,,,,,,,,"2,653,698.66","7,069,156.92",,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,"12,002,950.00",,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,"105,129,172.98","105,129,172.98"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00",,,,,,"237,795,552.90","260,294,782.72","297,225,207.47","299,379,222.54","297,247,259.33","302,403,370.40","306,017,881.25","324,621,717.70","345,103,526.34","359,053,918.80","366,174,585.88","377,154,528.87","371,931,524.03","376,745,587.95"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,"7,800,000.00","7,800,000.00"
固定资产,"180,355,870.32","208,447,004.79","199,727,520.89","199,197,197.92","217,843,807.90","219,248,867.91","218,038,395.24","218,290,702.58","224,107,438.07","231,731,658.52","233,521,941.45","243,805,037.88","252,877,143.38","288,624,800.31","294,299,301.50","303,221,632.91","295,252,536.71","284,777,958.08","287,799,770.41","292,601,902.45","297,760,964.15","438,553,772.99","464,298,327.28"
递延所得税负债,"3,463,911.70","3,509,502.03","3,205,731.18","3,145,149.90","3,114,859.26","3,084,568.62","3,084,568.62","3,023,987.34","2,993,696.70","2,963,406.06","2,933,115.42","2,902,824.78","2,902,824.78","1,705,346.10","1,705,346.10","1,668,997.33","1,668,997.33","1,632,648.55","1,559,951.00","1,596,299.78","1,596,299.78","1,559,951.01","1,541,776.62"
在建工程,"4,145,295.32","2,858,849.10","14,100,709.98","23,598,384.22","12,471,726.61","17,076,527.23","18,027,589.92","41,670,543.19","53,816,814.15","76,051,998.45","80,445,632.12","111,341,267.69","158,265,698.59","130,770,492.62","108,433,578.21","121,648,440.21","125,531,680.76","143,473,822.46","143,937,496.89","157,409,335.08","173,266,872.62","162,619,206.45","102,788,208.74"
其他非流动负债,"17,800,000.00","23,500,000.00","34,325,000.00","32,725,000.00","39,315,000.00",,,,,,,,,,,,,,,,,,
工程物资,"4,362,445.15","1,145,244.24","1,646,450.05","1,558,800.05","1,542,650.05","610,083.23","610,083.23","610,083.23","430,083.23",,,,,,,,,,,,,,
非流动负债合计,"33,266,861.70","35,489,804.85","37,682,318.40","35,870,149.90","42,429,859.26","43,599,568.64","47,349,568.65","45,988,987.38","48,021,030.08","61,870,039.46","61,010,248.84","64,233,420.72","71,294,483.24","68,953,629.58","67,595,154.66","68,029,029.61","68,586,012.92","57,797,032.27","55,400,859.75","53,663,733.16","51,702,757.59","56,227,894.46","51,702,096.76"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"616,370,221.23","655,900,532.25","574,278,169.82","774,317,287.27","749,147,209.17","785,519,140.47","587,019,453.08","827,920,124.24","961,474,860.58","1,019,271,169.24","987,244,408.10","1,105,445,418.48","1,033,101,128.47","966,680,284.85","1,019,725,891.13","1,411,650,286.43","1,840,676,666.11","1,335,262,407.06","1,700,303,904.29","2,093,181,047.04","1,935,236,245.15","1,737,029,300.57","1,699,187,554.91"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"102,000,000.00","102,000,000.00","102,000,000.00","102,000,000.00","102,000,000.00","136,000,000.00","136,000,000.00","204,000,000.00","306,000,000.00","306,000,000.00","306,000,000.00","306,000,000.00","350,113,207.00","350,113,207.00","350,113,207.00","350,113,207.00","350,113,207.00","350,113,207.00","350,113,207.00","350,113,207.00","350,113,207.00","350,113,207.00","350,113,207.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"165,833,012.67","165,833,012.67","165,833,012.67","165,833,012.67","165,833,012.67","531,618,291.80","531,618,291.80","463,618,291.80","361,618,291.80","361,618,291.80","361,618,291.80","361,618,291.80","1,234,479,494.70","1,234,135,155.08","1,234,135,155.08","1,234,135,155.08","1,234,135,155.08","1,233,503,534.79","1,233,503,534.79","1,233,503,534.79","1,364,703,534.79","1,364,645,290.39","1,364,645,290.39"
无形资产,"33,710,830.89","32,899,392.90","32,061,700.22","31,247,271.73","40,929,803.37","40,596,733.54","40,023,532.29","39,596,977.27","39,611,237.74","38,950,332.53","38,872,058.50","38,645,576.23","38,287,901.54","46,664,599.32","46,152,313.22","45,402,302.00","80,540,104.80","95,731,587.42","94,015,155.87","97,027,668.38","130,935,320.43","149,915,705.18","148,999,344.05"
盈余公积,"7,526,853.79","17,915,627.47","23,496,095.50","23,496,095.50","23,496,095.50","28,541,142.57","28,541,142.57","28,541,142.57","28,541,142.57","34,155,116.18","34,155,116.18","34,155,116.18","34,155,116.18","36,756,661.43","36,756,661.43","36,756,661.43","36,756,661.43","36,756,661.43","36,756,661.43","36,756,661.43","36,756,661.43","39,456,634.46","39,456,634.46"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,"808,613.11","808,613.11","808,613.11","808,613.11","8,586,507.16","8,586,507.16","10,635,756.33","10,635,756.33","9,842,844.26","9,842,844.26","9,842,844.26","9,842,844.26","9,842,844.26","9,842,844.26"
未分配利润,"187,933,971.25","261,980,341.15","340,350,554.27","385,411,451.23","392,127,489.59","413,633,601.69","432,057,576.98","431,771,798.98","475,752,280.12","510,549,372.23","531,831,815.07","521,571,661.39","557,753,263.38","582,097,570.65","604,049,731.42","587,648,398.75","599,799,225.92","566,397,418.99","551,250,762.77","576,997,643.62","603,241,719.50","622,913,182.24","646,755,482.21"
长期待摊费用,"68,640.01","1,399,451.84","949,763.61","995,184.99","1,213,290.80","1,178,981.58","5,830,460.52","1,028,444.72","1,834,542.22","2,126,793.00","2,751,958.66","8,122,465.68","4,620,182.09","3,217,876.93","3,598,234.46","3,625,273.51","8,873,143.82","3,883,286.84","4,825,401.35","6,062,576.43","6,547,545.26","9,679,056.54","18,896,566.02"
少数股东权益,"35,893,063.65","15,141,814.65","12,852,909.32","13,505,133.25","13,866,806.55","14,160,555.79","14,387,189.57","13,706,422.41","14,706,081.86","15,540,429.86","16,709,985.01","16,422,046.98","17,020,724.06","16,781,755.89","17,320,555.88","15,809,461.04","15,350,398.47","12,509,958.39","7,978,498.31","5,364,195.11","74,085,501.37","74,785,233.00","85,361,632.44"
递延所得税资产,"6,349,361.87","8,005,184.03","9,197,429.19","15,396,956.50","17,046,513.55","11,730,871.95","12,611,898.43","12,769,386.90","14,766,408.18","17,316,342.43","16,277,344.80","16,587,445.96","17,967,073.09","17,958,485.94","18,253,610.18","20,080,007.42","19,035,895.51","15,202,475.65","14,379,352.97","17,833,906.46","17,089,731.59","18,657,080.85","17,118,459.88"
外币报表折算价差,"-5,425,401.40","-6,431,502.67","-9,391,291.24","-8,717,935.05",,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,"-9,326,857.21",,,,,,,,,,,,,,,,,,
非流动资产合计,"230,992,443.56","256,755,126.90","259,683,573.94","273,993,795.41","293,047,792.28","292,442,065.44","297,141,959.63","315,966,137.89","465,566,523.59","606,781,290.94","634,972,331.36","718,535,614.02","774,205,834.34","795,070,021.61","783,726,915.13","812,631,293.63","866,490,835.63","930,015,504.05","945,853,943.55","978,952,821.94","1,054,597,810.18","1,337,024,013.80","1,243,818,511.16"
所有者权益(或股东权益)合计,"493,761,499.96","556,439,293.27","635,141,280.52","681,527,757.60","687,996,547.10","1,113,762,122.64","1,133,829,100.43","1,131,430,099.67","1,181,787,212.58","1,225,289,056.23","1,248,282,964.78","1,244,557,213.74","2,200,721,365.58","2,234,949,631.95","2,254,611,551.08","2,226,810,433.69","2,229,797,992.82","2,187,475,474.60","2,151,054,479.70","2,196,173,375.20","2,436,943,671.77","2,459,728,777.29","2,486,633,083.25"
资产总计,"1,110,131,721.19","1,212,339,825.52","1,209,419,450.34","1,455,845,044.87","1,437,143,756.27","1,899,281,263.11","1,720,848,553.51","1,959,350,223.91","2,143,262,073.16","2,244,560,225.47","2,235,527,372.88","2,350,002,632.22","3,233,822,494.05","3,201,629,916.80","3,274,337,442.21","3,638,460,720.12","4,070,474,658.93","3,522,737,881.66","3,851,358,383.99","4,289,354,422.24","4,372,179,916.92","4,196,758,077.86","4,185,820,638.16"
负债和所有者(或股东权益)合计,"1,110,131,721.19","1,212,339,825.52","1,209,419,450.34","1,455,845,044.87","1,437,143,756.27","1,899,281,263.11","1,720,848,553.51","1,959,350,223.91","2,143,262,073.16","2,244,560,225.47","2,235,527,372.88","2,350,002,632.22","3,233,822,494.05","3,201,629,916.80","3,274,337,442.21","3,638,460,720.12","4,070,474,658.93","3,522,737,881.66","3,851,358,383.99","4,289,354,422.24","4,372,179,916.92","4,196,758,077.86","4,185,820,638.16"
