科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
处置固定资产、无形资产和其他长期资产收回的现金净额,450.00,"256,824.00","3,095,334.92",,"35,000.00","145,400.00","232,011.00","14,058.00","31,558.00","56,558.00","75,558.00",,"38,500.00","38,500.00","44,500.00","41,000.00","41,000.00","50,900.00","2,892,267.68","4,500,000.00","10,552,641.81","10,553,641.81","10,678,170.02",,"230,000.00","1,192,000.00","1,394,200.00","1,825.00","391,345.00"
筹资活动产生的现金流量净额,"-37,510,532.76","55,542,667.63","-33,447,451.58","-1,196,128.90","317,717,164.62","269,937,505.36","265,982,823.27","-1,866,679.37","-17,993,991.17","-64,755,717.69","-45,242,012.85","-1,207,197.93","-676,873.57","7,546,151.43","-25,450,206.75","-7,828,874.92","-1,582,006.63","69,964,140.85","60,976,067.10","12,052,823.83","16,391,195.38","-42,882,189.51","-62,806,716.38","232,020,017.06","254,677,701.23","266,264,664.01","308,449,903.80","216,862,081.05","170,354,857.35"
处置子公司及其他营业单位收到的现金净额,"756,000.00",,,,,,,,,,,,,,,,,,,,,,,"20,500,000.00","20,500,000.00","20,500,000.00","20,500,000.00",,
四、汇率变动对现金的影响,"-92,083.69","-351,411.89","-347,664.14","-6,985.36","70,472.97","127,760.08","-133,814.64","-143,518.58","-330,577.19","-534,633.35","-820,109.56","18,749.95","203,783.82","263,154.61","217,787.17","270,096.60","635,149.16","1,545,135.58","2,375,189.08","-70,192.84","463,481.81","700,875.95","1,598,900.05","25,334.38","-178,811.57","-992,135.49","-1,925,418.81","-1,032,785.97","-310,949.67"
收到其他与投资活动有关的现金,,,,"3,170,006.52","3,170,006.52","3,170,006.52","3,170,006.52",,,,,,,,"13,700,000.00",,,,"86,420,000.00",,"2,316,583.70","2,316,583.70","3,218,420.17","6,182,478.52","3,182,465.01","182,465.01","59,800,000.00","15,500,000.00","23,500,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,690,253.46","349,389.00","3,095,334.92","3,170,006.52","3,205,006.52","3,315,406.52","3,402,017.52","14,058.00","31,558.00","56,558.00","75,558.00",,"38,500.00","38,500.00","13,744,500.00","41,000.00","41,000.00","50,900.00","89,312,267.68","4,501,506.85","12,869,225.51","12,870,225.51","13,896,590.19","26,911,314.12","24,406,569.90","21,983,183.37","83,883,842.24","15,766,675.72","24,351,267.43"
五、现金及现金等价物净增加额,"-6,187,174.74","28,697,461.14","-8,118,355.47","-4,862,304.54","311,994,018.29","251,882,465.69","267,331,945.68","-27,132,239.74","-58,838,701.04","-88,137,890.60","-89,955,976.00","-31,048,561.78","-14,995,427.32","-35,654,496.92","-119,416,539.05","-32,537,198.84","-11,120,063.91","22,425,233.13","56,953,011.13","19,364,988.25","73,902,463.71","29,018,452.84","43,095,368.04","-1,365,416.51","-14,759,375.10","-57,834,213.17","-61,122,417.74","52,944,571.05","1,684,244.07"
购建固定资产、无形资产和其他长期资产支付的现金,"13,946,090.67","63,810,220.34","33,829,614.01","5,875,409.83","11,857,986.44","30,717,409.55","41,792,586.31","13,686,844.13","36,412,472.90","60,577,318.67","94,110,804.01","21,614,846.48","48,958,653.98","68,158,420.84","87,183,134.02","37,355,184.22","54,482,698.74","67,562,625.26","82,642,802.96","21,748,483.51","31,580,702.39","48,269,061.89","54,887,806.19","20,796,668.51","39,880,378.39","53,526,714.16","69,432,223.53","12,963,410.47","22,376,492.36"
期初现金及现金等价物余额,"30,963,528.25","24,776,353.51","53,473,814.65","45,355,459.18","45,355,459.18","45,355,459.18","45,355,459.18","315,255,954.96","315,255,954.96","315,255,954.96","312,687,404.86","236,431,428.86","237,458,099.71","249,401,869.06","222,731,428.86","200,166,885.87","197,810,117.87","197,810,117.87","103,314,889.81","160,267,900.94","160,267,900.94","160,267,900.94","160,267,900.94","203,363,268.98","203,363,268.98","203,363,268.98","203,363,268.98","142,240,851.24","142,240,851.24"
投资支付的现金,,,,,,,,,,,,,,,,,,"13,000,000.00","52,490,000.00","10,000,000.00",,"20,000,000.00","20,000,000.00",,,"63,028,793.78","30,000,000.00",,
期末现金及现金等价物余额,"24,776,353.51","53,473,814.65","45,355,459.18","40,493,154.64","357,349,477.47","297,237,924.87","312,687,404.86","288,123,715.22","256,417,253.92","227,118,064.36","222,731,428.86","205,382,867.08","222,462,672.39","213,747,372.14","103,314,889.81","167,629,687.03","186,690,053.96","220,235,351.00","160,267,900.94","179,632,889.19","234,170,364.65","189,286,353.78","203,363,268.98","201,997,852.47","188,603,893.88","145,529,055.81","142,240,851.24","195,185,422.29","143,925,095.31"
