科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
应付职工薪酬,"192,274,704.31","249,426,608.24","281,855,002.30","200,606,853.60","239,740,739.71","269,204,825.00","292,341,537.73","178,408,122.00","233,194,174.87","253,499,682.38","377,563,541.24","242,648,904.27","296,227,714.01","384,908,419.43","571,001,927.93","435,998,157.84","519,333,996.91","599,137,436.99","755,151,870.24"
应收关联公司款,,,,,,,,,,,,,,,,,,,
应交税费,"30,432,815.99","36,874,479.04","51,702,451.29","36,947,261.70","36,499,009.17","28,631,666.30","44,276,489.90","46,351,740.59","57,004,216.37","28,027,241.85","55,021,088.04","47,724,117.59","42,238,781.74","52,023,834.75","87,907,720.19","77,115,341.05","67,962,353.77","72,183,163.98","108,749,069.41"
应收利息,,,,,,,,,,,,,,"551,221.71","51,526.19","44,727.93","1,939,888.89","4,199,000.00","6,745.14"
应付利息,"182,222.22","370,968.89","488,541.67","488,541.67","511,041.67","511,041.67",,,"335,472.22","335,472.22","335,472.22","335,472.22","169,468.75","218,708.33","253,206.25","253,206.25","248,312.50","255,562.50","268,497.77"
应收股利,"700,430.50",,,,,"1,347,500.00",,,"2,912,100.00",,,,"1,113,992.40",,,,,,
应付股利,"5,388,050.94","1,190,984.28",,,,,,,"44,898.64","3,439.04","3,439.04","3,439.04","3,439.04","3,439.04","3,439.04","3,439.04","3,439.04","3,439.04","3,439.04"
存货,"265,793,025.57","286,050,132.56","293,730,988.74","294,373,436.32","285,484,876.48","314,816,604.61","301,386,682.77","290,089,204.74","373,363,084.59","411,042,988.86","411,522,289.94","404,039,567.27","431,423,072.18","448,876,044.05","437,270,124.47","447,566,621.67","539,957,800.75","629,644,556.29","563,769,198.35"
其他应付款,"20,179,853.92","138,763,857.65","140,173,401.00","86,879,273.67","100,811,213.48","55,231,274.15","99,570,697.78","48,087,018.36","89,689,620.27","100,314,067.24","155,111,184.67","162,937,706.94","142,482,087.04","93,364,197.63","143,234,725.89","124,263,871.82","206,579,766.05","173,164,410.21","177,150,299.62"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"17,581.12","19,718.25","20,291.95","20,882.35","27,420.00","22,115.17",,,,"24,803.46",,"19,515.59","13,228.39","6,758.27",,,,
其他流动资产,,,"534,229.75","804,950.31",,"726,361.34","140,000,000.00","140,000,000.00","140,000,000.00","170,000,000.00","170,031,316.50","140,000,000.00","95,000,000.00","75,000,000.00","80,971,816.85","194,470,954.47","235,000,000.00","311,315,648.56","143,149,129.46"
其他流动负债,,,,,,,,,,,,,,,,,,,
流动资产合计,"1,239,947,538.58","1,684,009,578.43","1,935,528,001.15","1,798,169,483.17","1,846,326,625.94","2,661,807,757.26","2,516,183,472.29","2,418,952,118.45","2,556,602,391.80","2,596,408,204.89","2,948,441,160.62","2,816,482,028.39","2,733,613,302.57","3,042,683,309.35","3,483,011,728.66","3,334,091,132.28","3,598,153,069.01","3,831,353,350.05","4,341,803,341.08"
流动负债合计,"1,002,305,903.06","1,354,833,765.72","1,467,365,613.65","1,323,541,340.04","1,446,062,003.55","1,493,239,374.31","1,431,256,162.59","1,299,012,544.92","1,638,457,666.91","1,655,925,754.65","1,964,713,458.64","1,786,126,109.10","1,818,986,253.65","2,032,405,421.59","2,408,745,176.70","2,227,517,881.14","2,493,030,350.21","2,665,113,502.35","3,077,038,405.91"
可供出售金融资产,,,,,,"72,000.00","26,562,000.00","26,562,000.00","105,495,586.40","105,495,586.40","105,995,586.40","105,995,586.40","105,995,586.40","107,371,186.40","102,396,186.40","102,396,186.40","102,396,186.40","102,396,186.40","103,063,626.40"
长期借款,,"60,000,000.00","145,000,000.00","145,000,000.00","145,000,000.00","145,000,000.00",,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,,"80,250.23","38,459.71","53,822.49","42,936.40","31,400.55","31,561.76","48,383.66","42,936.38","37,330.61","6,758.28","25,625.03",,,,,,,
长期股权投资,"34,989,077.24","39,600,494.64","44,616,884.63","44,841,331.76","45,014,435.00","69,778,829.34","43,239,786.00","45,379,002.14","44,050,261.99","43,711,550.82","47,789,566.89","47,825,570.67","160,357,356.49","73,141,477.66","73,832,925.20","79,719,007.39","83,144,791.97","81,384,822.70","85,382,592.22"
专项应付款,,,,,,"718,842.58",,,,,,,,,,,,,
投资性房地产,,,,,,,"41,559,679.86","41,191,038.08","40,822,396.30","40,453,754.52","74,841,187.93","73,734,815.20","72,587,665.79","71,460,904.72","70,336,593.15","69,210,444.29","68,084,295.55","66,958,146.81","65,831,998.31"
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"66,170,413.03","62,500,615.66","59,644,514.75","57,082,726.61","364,794,177.57","368,124,675.91","333,265,928.32","331,801,269.20","365,281,969.17","362,363,349.89","350,664,439.19","347,468,371.38","346,913,797.17","367,938,383.51","374,997,297.73","374,420,695.22","371,151,247.67","371,859,073.61","380,833,083.08"
递延所得税负债,,,,,,,,,,,"11,832,031.06","11,702,536.37","11,573,041.69","13,791,464.87","13,580,538.01","13,406,740.83","13,235,827.06","13,064,977.47","12,894,570.05"
在建工程,"9,156,895.70","108,219,546.31","195,902,378.17","231,974,037.54",,"408,047.96",,"439,035.00",,,,,,,,,"31,957,486.40","31,959,530.93","32,030,285.65"
其他非流动负债,,"2,000,000.00","3,987,915.00","3,987,915.00","2,480,469.07","2,761,626.49",,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"62,080,250.23","149,026,374.71","149,041,737.49","147,523,405.47","148,511,869.62","4,595,603.25","4,562,425.15","4,411,477.87","4,333,122.10","15,592,101.91","15,301,003.09","14,965,412.50","17,003,364.80","16,627,062.34","16,276,568.08","15,928,957.23","15,654,160.56","13,492,637.95"
固定资产清理,,,,,,,,,,,,,,,,,,,
负债合计,"1,002,305,903.06","1,416,914,015.95","1,616,391,988.36","1,472,583,077.53","1,593,585,409.02","1,641,751,243.93","1,435,851,765.84","1,303,574,970.07","1,642,869,144.78","1,660,258,876.75","1,980,305,560.55","1,801,427,112.19","1,833,951,666.15","2,049,408,786.39","2,425,372,239.04","2,243,794,449.22","2,508,959,307.44","2,680,767,662.91","3,090,531,043.86"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"78,000,000.00","78,000,000.00","78,000,000.00","78,000,000.00","78,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","211,517,600.00","211,517,600.00","211,517,600.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"185,002,773.66","185,002,773.66","185,002,773.66","185,002,773.66","185,002,773.66","935,812,773.66","935,812,773.66","935,812,773.66","935,812,773.66","935,812,773.66","935,812,773.66","935,812,773.66","831,812,773.66","831,812,773.66","831,812,773.66","831,812,773.66","889,441,598.36","895,108,110.00","898,479,624.62"
无形资产,"58,747,884.42","58,275,592.89","58,806,253.33","57,760,137.04","57,416,248.78","56,498,050.92","48,503,666.18","48,603,241.46","58,926,060.39","58,465,516.51","48,853,844.85","48,862,084.94","50,342,334.90","51,593,461.11","52,096,497.21","50,933,674.91","50,833,495.91","50,579,304.74","50,443,303.07"
盈余公积,"10,997,733.07","25,733,234.82","39,000,000.00","39,000,000.00","39,000,000.00","39,000,000.00","52,000,000.00","52,000,000.00","52,000,000.00","52,000,000.00","52,000,000.00","52,000,000.00","52,000,000.00","52,000,000.00","69,000,757.96","69,000,757.96","69,000,757.96","69,000,757.96","95,941,724.19"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,"61,276,592.00","61,276,592.00","61,276,592.00"
商誉,"13,122,673.62","13,122,673.62","13,122,673.62","13,122,673.62","13,122,673.62","13,122,673.62","13,122,673.62","13,122,673.62","36,987,112.83","36,987,112.83","49,591,449.29","49,591,449.29","49,591,449.29","75,360,149.59","75,360,149.59","75,360,149.59","75,360,149.59","75,360,149.59","75,360,149.59"
未分配利润,"156,351,609.67","278,030,497.62","414,624,204.40","453,705,245.33","459,061,591.57","479,931,298.95","528,518,440.26","564,295,940.76","566,721,179.78","586,556,613.22","652,383,673.23","693,714,881.37","692,768,176.38","724,491,655.17","793,252,740.78","842,308,829.01","849,418,823.80","907,981,350.88","998,488,433.12"
长期待摊费用,"91,831.00",,"879,936.98","799,839.84","709,486.29","619,132.74","528,779.19","438,425.64","53,066,098.96","52,043,285.79","50,424,611.32","49,847,131.60","48,473,791.20","47,174,595.45","46,963,347.94","46,657,878.42","45,957,023.44","44,791,530.52","44,999,002.59"
少数股东权益,"545,756.80","527,332.51","525,908.33","511,354.39","448,353.40","431,163.54","518,036.53","495,098.44","859,319.86","835,613.55","820,176.61","824,669.19","820,284.90","30,003,230.43","31,856,611.47","33,224,469.63","30,848,447.20","31,351,193.83","35,724,155.68"
递延所得税资产,"10,977,462.67","18,479,353.01","25,044,232.12","25,052,221.33","27,714,480.45","30,495,312.33","33,735,030.83","33,689,979.34","41,030,540.24","43,535,515.53","48,720,337.56","47,972,398.54","51,477,617.28","58,992,977.86","61,666,773.26","63,894,560.86","68,914,039.29","74,473,157.70","82,815,171.67"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,"18,633,623.77","31,457,550.12","1,958,157.53","3,334,830.53","6,843,435.81"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"193,256,237.68","300,198,276.13","398,016,873.60","430,632,967.74","508,771,501.71","539,118,722.82","540,517,544.00","541,226,664.48","745,660,026.28","743,055,672.29","776,881,023.43","771,297,408.02","885,739,598.52","853,033,136.30","876,283,394.25","894,050,147.20","899,756,873.75","903,096,733.53","927,602,648.39"
所有者权益(或股东权益)合计,"430,897,873.20","567,293,838.61","717,152,886.39","756,219,373.38","761,512,718.63","1,559,175,236.15","1,620,849,250.45","1,656,603,812.86","1,659,393,273.30","1,679,205,000.43","1,745,016,623.50","1,786,352,324.22","1,785,401,234.94","1,846,307,659.26","1,933,922,883.87","1,984,346,830.26","1,988,950,635.32","2,053,682,420.67","2,178,874,945.61"
资产总计,"1,433,203,776.26","1,984,207,854.56","2,333,544,874.75","2,228,802,450.91","2,355,098,127.65","3,200,926,480.08","3,056,701,016.29","2,960,178,782.93","3,302,262,418.08","3,339,463,877.18","3,725,322,184.05","3,587,779,436.41","3,619,352,901.09","3,895,716,445.65","4,359,295,122.91","4,228,141,279.48","4,497,909,942.76","4,734,450,083.58","5,269,405,989.47"
负债和所有者(或股东权益)合计,"1,433,203,776.26","1,984,207,854.56","2,333,544,874.75","2,228,802,450.91","2,355,098,127.65","3,200,926,480.08","3,056,701,016.29","2,960,178,782.93","3,302,262,418.08","3,339,463,877.18","3,725,322,184.05","3,587,779,436.41","3,619,352,901.09","3,895,716,445.65","4,359,295,122.91","4,228,141,279.48","4,497,909,942.76","4,734,450,083.58","5,269,405,989.47"
