科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
流动负债合计,"571,914,481.60","747,589,837.31","812,623,280.88","635,142,075.75","974,943,128.94","580,420,875.88","1,008,260,217.73","1,026,550,069.60","1,199,637,099.82","1,110,633,247.01","1,123,335,404.06","1,185,653,602.74","1,257,759,124.11","1,226,229,169.94","1,294,678,080.39","1,088,789,090.56","1,032,885,459.62","1,070,762,290.07","1,003,004,193.22","834,043,075.82","761,925,467.84","727,169,525.16","926,350,331.74","1,448,882,403.63","1,410,307,344.81"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,"400,000,000.00","400,000,000.00","400,000,000.00"
长期借款,"67,956,709.46","13,477,133.52","12,659,853.89","12,044,211.26","11,953,636.56","10,689,990.66","9,405,242.53","8,856,511.43","8,576,519.11","7,890,594.26","7,891,823.52","8,009,700.39","7,133,060.38","6,515,281.19","6,252,620.40","6,103,841.40","6,209,850.10","6,307,254.00","6,454,520.82","7,235,503.25","7,084,143.79","70,000,000.00","70,000,000.00","69,500,000.00","69,500,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,"500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00",,,,,,,,,,,,,,,
专项应付款,,"5,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,"3,022,645.76","3,088,072.30","3,155,076.51","3,216,242.55","3,278,883.54","3,343,035.02","3,408,733.44","3,468,564.44","3,529,838.18"
固定资产,"79,159,472.39","141,863,427.24","207,974,997.36","209,303,932.64","224,235,039.75","220,379,471.66","255,009,351.27","254,811,282.07","251,560,280.89","266,869,240.82","265,726,540.76","265,623,772.52","279,387,028.53","286,828,837.78","280,135,958.29","446,115,255.20","488,363,217.44","474,953,954.74","482,671,399.65","499,721,757.77","523,011,606.85","536,930,881.44","524,683,286.06","662,178,367.30","385,966,946.08"
递延所得税负债,,,,,,,,,"482,144.53","610,633.77","675,394.35","780,150.76","924,165.07","924,165.07","924,165.07","924,165.07","924,165.07","793,241.69","793,241.69","793,241.69","793,241.69","700,825.18","677,721.05","654,616.91","631,512.77"
在建工程,"70,252,680.05","81,014,487.13","132,129,736.10","170,127,997.21","184,697,440.82","258,282,881.98","233,632,595.08","249,893,124.07","268,815,138.43","259,171,852.10","261,237,738.67","272,370,979.68","272,281,130.80","305,376,242.91","319,846,905.75","173,480,423.19","242,865,181.90","126,860,659.08","122,889,013.69","108,993,431.60","101,776,740.43","129,365,629.40","140,696,826.88","22,703,598.02","3,987,500.25"
其他非流动负债,"34,002,585.80","30,176,771.86","30,219,863.10","38,084,603.82","74,850,653.11","81,529,639.67","80,396,908.09","80,152,884.71","78,897,614.93","78,593,077.49","90,435,242.18","89,190,059.38","87,846,991.21","86,503,923.04",,,,,,,,"300,000,000.00","500,000,000.00","405,000,000.00","120,846,402.23"
工程物资,"222,304.61","65,399.38","3,949,455.82","3,418,609.62","3,377,545.43","3,445,363.86","3,353,645.66","242,602.72","243,505.67","242,692.91","234,591.60","336,427.13","284,532.02","108,691.32","436,218.98","524,563.21","714,315.11","570,858.41","557,646.28","552,350.33","544,551.38","48,770.02","51,561.64","50,907.15","13,832.47"
非流动负债合计,"101,959,295.26","48,653,905.38","72,879,716.99","80,128,815.08","86,804,289.67","92,219,630.33","89,802,150.62","89,009,396.14","87,956,278.57","87,094,305.52","99,002,460.05","97,979,910.53","95,904,216.66","93,943,369.30","92,337,640.34","90,845,793.17","92,631,379.46","122,738,218.35","121,257,699.92","120,405,058.93","118,621,551.00","444,343,542.87","643,063,404.50","546,300,837.67","231,965,999.78"
固定资产清理,,,,"176,614.72",,,,,,,,,"59,535.90",,,,,,,,,,,,
负债合计,"673,873,776.86","796,243,742.69","885,502,997.87","715,270,890.83","1,061,747,418.61","672,640,506.21","1,098,062,368.35","1,115,559,465.74","1,287,593,378.39","1,197,727,552.53","1,222,337,864.11","1,283,633,513.27","1,353,663,340.77","1,320,172,539.24","1,387,015,720.73","1,179,634,883.73","1,125,516,839.08","1,193,500,508.42","1,124,261,893.14","954,448,134.75","880,547,018.84","1,171,513,068.03","1,569,413,736.24","1,995,183,241.30","1,642,273,344.59"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"180,000,000.00","190,000,000.00","190,000,000.00","190,000,000.00","253,360,000.00","253,360,000.00","253,360,000.00","253,360,000.00","253,360,000.00","253,360,000.00","253,360,000.00","354,704,000.00","354,704,000.00","354,704,000.00","354,704,000.00","354,704,000.00","499,250,649.00","499,250,649.00","499,250,649.00","499,250,649.00","499,250,649.00","499,250,649.00","499,250,649.00","543,250,649.00","543,250,649.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"42,709,990.26","44,122,627.23","44,122,627.23","44,122,627.23","451,818,223.23","451,818,223.23","451,818,223.23","451,818,223.23","451,818,223.23","451,818,223.23","451,818,223.23","350,474,223.23","350,474,223.23","350,474,223.23","350,474,223.23","350,474,223.23","1,276,746,094.99","1,278,221,807.52","1,278,221,807.52","1,278,221,807.52","1,278,221,807.52","1,278,221,807.52","1,278,221,807.52","1,676,512,764.66","1,683,385,636.08"
无形资产,"87,387,081.27","101,544,536.79","128,283,315.34","126,415,242.28","102,434,281.28","101,653,183.32","100,856,405.35","100,054,499.17","99,257,592.99","113,987,935.31","113,103,107.62","112,173,184.32","111,292,650.24","110,411,542.41","109,674,969.08","109,462,347.51","796,235,854.29","709,483,997.94","698,053,596.60","687,643,345.26","676,548,678.74","649,912,009.78","638,550,973.63","627,200,349.90","575,223,198.27"
盈余公积,"6,239,790.36","15,816,646.43","23,272,706.48","23,272,706.48","23,272,706.48","31,916,373.60","31,916,373.60","31,916,373.60","31,916,373.60","37,779,507.04","37,779,507.04","37,779,507.04","37,779,507.04","43,531,972.56","43,531,972.56","43,531,972.56","43,531,972.56","43,531,972.56","43,531,972.56","43,531,972.56","43,531,972.56","45,405,349.88","45,405,349.88","45,405,349.88","45,405,349.88"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,"465,014,000.00","465,014,000.00"
商誉,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"83,107,248.28","121,881,863.24","179,135,976.78","230,479,222.26","251,245,389.90","260,550,959.28","278,735,679.10","275,005,871.94","284,086,051.32","295,606,234.31","302,768,338.83","310,841,739.54","321,486,467.07","336,888,832.48","318,964,241.24","262,327,451.35","216,255,265.64","-23,911,383.69","-73,801,851.18","-71,150,879.03","-83,841,116.17","3,589,565.85","5,032,118.07","64,465,070.26","96,845,265.27"
长期待摊费用,,,,,,,,,,,,,,,,,"154,492,679.01","153,860,718.75","158,071,606.15","163,738,638.61","168,177,075.73","175,967,475.37","181,319,610.56","186,189,240.10","187,838,510.34"
少数股东权益,"20,278,531.99","21,653,709.36","20,708,225.11","20,170,374.92","19,866,936.10","19,541,551.33","19,203,416.00","18,963,237.33","18,696,056.06","18,450,603.84","17,948,357.86","17,574,474.36","17,239,895.03","15,943,824.65","15,610,593.61","13,352,929.31","10,175,683.34","-37,834,690.86","-40,063,851.98","-42,200,869.11","-43,973,726.36","-27,151,144.44","-28,526,845.09","-31,345,997.41","-53,563.24"
递延所得税资产,"520,662.94","371,852.20","612,016.71","1,426,542.64","1,421,288.70","1,944,087.45","4,277,035.77","5,182,401.70","1,737,361.15","4,873,357.88","4,911,587.17","7,045,532.56","8,097,217.12","13,170,268.19","14,417,865.77","37,480,353.07","61,372,869.36","84,083,258.60","94,287,317.61","88,028,089.06","86,787,695.82","73,438,770.55","68,680,456.84","52,746,200.80","38,909,528.95"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"237,542,201.26","325,359,702.74","473,449,521.33","511,368,939.11","516,665,595.98","586,204,988.27","597,629,033.13","610,683,909.73","622,113,879.13","645,645,079.02","645,213,565.82","657,549,896.21","671,402,094.61","715,895,582.61","724,511,917.87","767,062,942.18","1,744,044,117.11","1,549,813,447.52","1,556,530,579.98","1,548,677,612.63","1,556,846,348.95","1,565,663,536.56","1,953,982,715.61","1,951,068,663.27","1,591,939,516.36"
所有者权益(或股东权益)合计,"332,335,560.89","393,474,846.26","457,239,535.60","510,883,393.31","1,004,053,478.57","1,023,425,828.99","1,043,135,927.04","1,041,262,770.52","1,052,150,759.90","1,071,202,706.35","1,080,139,121.04","1,090,049,362.40","1,102,432,036.29","1,124,444,475.81","1,108,719,839.54","1,052,299,040.57","2,076,396,481.95","1,801,594,726.69","1,752,092,842.38","1,755,557,014.52","1,743,097,439.31","1,849,067,691.91","1,850,943,016.42","1,886,048,332.67","1,950,188,443.93"
资产总计,"1,006,209,337.75","1,189,718,588.95","1,342,742,533.47","1,226,154,284.14","2,065,800,897.18","1,696,066,335.20","2,141,198,295.39","2,156,822,236.26","2,339,744,138.29","2,268,930,258.88","2,302,476,985.15","2,373,682,875.67","2,456,095,377.06","2,444,617,015.05","2,495,735,560.27","2,231,933,924.30","3,201,913,321.03","2,995,095,235.11","2,876,354,735.52","2,710,005,149.27","2,623,644,458.15","3,020,580,759.94","3,420,356,752.66","3,881,231,573.97","3,592,461,788.52"
负债和所有者(或股东权益)合计,"1,006,209,337.75","1,189,718,588.95","1,342,742,533.47","1,226,154,284.14","2,065,800,897.18","1,696,066,335.20","2,141,198,295.39","2,156,822,236.26","2,339,744,138.29","2,268,930,258.88","2,302,476,985.15","2,373,682,875.67","2,456,095,377.06","2,444,617,015.05","2,495,735,560.27","2,231,933,924.30","3,201,913,321.03","2,995,095,235.11","2,876,354,735.52","2,710,005,149.27","2,623,644,458.15","3,020,580,759.94","3,420,356,752.66","3,881,231,573.97","3,592,461,788.52"
