科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"48,709,542.51","62,414,084.18","58,412,456.97","27,986,999.57","40,048,196.25","51,087,828.75","13,530,551.32","24,038,832.67","38,037,176.72","53,125,168.83","16,354,849.73","30,323,656.15","46,421,972.69","68,577,755.12","23,190,775.54","45,392,537.42","69,359,937.60","103,388,364.56","33,355,435.77"
取得借款收到的现金,"471,000,000.00","555,000,000.00","398,000,000.00","232,000,000.00","336,300,000.00","476,300,000.00","61,000,000.00","234,000,000.00","365,500,000.00","610,500,000.00","10,000,000.00","188,500,000.00","239,000,000.00","364,000,000.00","100,000,000.00","314,000,000.00","418,000,000.00","508,500,000.00","120,000,000.00"
支付的各项税费,"66,379,509.22","66,120,745.80","69,777,221.68","29,590,711.47","47,348,560.85","55,137,996.76","3,531,179.93","11,411,249.87","26,359,330.40","41,427,530.67","14,812,857.05","34,972,955.68","54,632,060.84","69,591,126.58","11,005,769.43","25,357,029.51","45,038,333.20","65,641,303.02","21,140,057.56"
收到其他与筹资活动有关的现金,,,,,,,,,,"9,440,000.00",,,,,,,,,
支付其他与经营活动有关的现金,"94,160,060.76","113,556,435.96","92,821,819.74","56,314,121.24","67,778,870.01","76,177,110.89","15,109,623.23","48,889,743.83","87,527,732.45","88,365,815.10","21,983,804.87","48,190,283.88","65,515,746.78","119,856,180.80","33,610,750.30","77,776,372.81","114,910,832.11","169,983,066.58","83,240,789.34"
筹资活动现金流入小计,"471,000,000.00","555,000,000.00","398,000,000.00","232,000,000.00","611,026,900.00","751,026,900.00","61,000,000.00","234,000,000.00","365,500,000.00","619,940,000.00","10,000,000.00","188,500,000.00","239,000,000.00","364,000,000.00","100,000,000.00","314,000,000.00","418,000,000.00","508,500,000.00","120,000,000.00"
经营活动现金流出小计,"796,067,482.77","742,453,247.96","703,284,660.83","294,475,747.98","443,735,470.47","608,552,015.60","96,385,130.43","242,777,978.18","444,217,771.64","572,197,609.37","119,506,079.05","257,551,336.17","424,874,005.25","674,999,050.10","177,464,799.87","386,765,505.46","617,429,178.77","609,326,253.80","189,469,180.02"
偿还债务支付的现金,"387,000,000.00","571,000,000.00","410,000,000.00","233,000,000.00","343,000,000.00","473,000,000.00","168,300,000.00","296,300,000.00","437,271,200.00","721,683,200.00","89,000,000.00","255,500,000.00","255,500,000.00","370,500,000.00","80,000,000.00","219,000,000.00","309,000,000.00","439,500,000.00","100,000,000.00"
经营活动产生的现金流量净额,"-5,066,471.62","110,600,771.42","37,856,141.81","48,809,093.00","57,540,205.40","51,108,725.03","36,421,887.97","44,433,531.55","71,760,765.36","95,233,189.88","52,195,727.83","58,087,669.56","83,802,453.77","86,146,560.64","29,415,697.88","26,781,675.83","82,327,808.28","61,696,673.55","-26,926,632.46"
分配股利、利润或偿还利息支付的现金,"18,492,487.68","23,478,886.89","18,992,721.37","10,635,086.10","15,366,006.24","20,043,958.34","4,321,571.91","26,463,646.53","30,440,678.49","33,899,651.10","2,781,307.45","20,306,440.07","23,067,345.63","26,268,453.66","3,233,939.59","15,155,124.82","19,408,366.82","23,493,738.13","4,139,433.95"
收回投资收到的现金,"26,278,031.38",,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,"9,336,900.00",,,"500,000.00","12,440,000.00",,"438,161.00","989,500.00",,,,,,
取得投资收益收到的现金,,,,,,,"5,413.70","5,413.70","5,413.70",,"84,894.11",,"174,628.26",,"108,853.42","284,141.09","406,245.80",,"40,678.92"
筹资活动现金流出小计,"405,492,487.68","594,478,886.89","428,992,721.37","243,635,086.10","358,366,006.24","502,380,858.34","172,621,571.91","322,763,646.53","468,211,878.49","768,022,851.10","91,781,307.45","276,244,601.07","279,556,845.63","396,768,453.66","83,233,939.59","234,155,124.82","328,408,366.82","462,993,738.13","104,139,433.95"
处置固定资产、无形资产和其他长期资产收回的现金净额,"9,550.00","354,246.97","895,923.08","102,542.77","301,571.90","298,242.47",,"3,064,490.65","28,724,311.15","28,976,859.88","4,115,600.00","526,145.18","545,760.57","3,603,418.37",,"38,883,210.82","39,054,726.72","40,459,496.42",
筹资活动产生的现金流量净额,"65,507,512.32","-39,478,886.89","-30,992,721.37","-11,635,086.10","252,660,893.76","248,646,041.66","-111,621,571.91","-88,763,646.53","-102,711,878.49","-148,082,851.10","-81,781,307.45","-87,744,601.07","-40,556,845.63","-32,768,453.66","16,766,060.41","79,844,875.18","89,591,633.18","45,506,261.87","15,860,566.05"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,-0.45,,,,,,,,,,
收到其他与投资活动有关的现金,,"6,620,000.00",,,,,,,"72,128.62","37,789,350.69",,"30,296,034.33","40,210,970.69","58,273,831.51","14,850,000.00","21,500,000.00","40,150,000.00","820,989,931.31","145,107,506.85"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"26,287,581.38","6,974,246.97","895,923.08","102,542.77","301,571.90","298,242.47","5,413.70","3,069,904.35","28,801,853.47","66,766,210.57","4,200,494.11","30,822,179.51","40,931,359.52","61,877,249.88","14,958,853.42","60,667,351.91","79,610,972.52","861,449,427.73","145,148,185.77"
五、现金及现金等价物净增加额,"15,792,563.06","9,720,891.97","-20,549,175.76","20,501,626.45","291,869,836.99","229,551,482.15","-97,852,914.59","-69,446,734.99","-79,445,373.78","-101,865,776.06","-46,739,753.72","-72,033,939.98","-61,732,399.87","-58,844,346.17","1,152,140.50","42,031,946.65","94,787,002.97","9,876,910.10","-3,212,338.70"
购建固定资产、无形资产和其他长期资产支付的现金,"70,936,059.02","68,375,239.53","28,308,519.28","16,774,923.22","18,632,834.07","70,501,527.01","22,658,644.35","28,186,524.36","35,296,113.67","51,063,609.30","12,833,118.21","11,890,881.74","11,216,628.38","17,776,415.27","1,838,471.21","4,037,456.27","6,518,911.01","12,998,052.39","2,324,458.06"
期初现金及现金等价物余额,"14,404,010.94","30,196,574.00","39,917,465.97","19,368,290.21","20,256,290.21","19,368,290.21","248,919,772.36","249,075,842.36","249,075,842.36","248,919,772.36","148,078,251.79","147,053,996.30","147,003,917.95","147,053,996.30","88,209,650.13","88,210,647.63","88,210,647.63","88,209,650.13","98,086,560.23"
投资支付的现金,,,,,,,,,,,,"19,600,000.00","30,760,000.00","46,560,000.00","40,150,000.00","46,294,500.00","65,294,500.00","8,720,000.00","1,970,000.00"
期末现金及现金等价物余额,"30,196,574.00","39,917,465.97","19,368,290.21","39,869,916.66","312,126,127.20","248,919,772.36","151,066,857.77","179,629,107.37","169,630,468.58","147,053,996.30","101,338,498.07","75,020,056.32","85,271,518.08","88,209,650.13","89,361,790.63","130,242,594.28","182,997,650.60","98,086,560.23","94,874,221.53"
