科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
非流动负债合计,"2,950,000.00","14,305,400.00","18,975,964.86","21,493,766.61","21,102,024.11","20,969,509.10","19,577,766.60","19,186,024.10","18,794,281.60","18,654,695.81"
固定资产清理,,,,,,,,,,
负债合计,"188,786,545.00","229,053,464.80","205,743,588.34","156,715,815.88","192,097,845.87","271,209,176.49","214,342,754.14","222,611,563.56","278,802,529.77","367,961,523.03"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"57,250,000.00","93,000,000.00","93,000,000.00","93,000,000.00","93,000,000.00","93,000,000.00","124,000,000.00","124,000,000.00","124,000,000.00","124,000,000.00"
油气资产,,,,,,,,,,
资本公积,"14,800,000.00","71,089,369.29","71,089,369.29","71,089,369.29","71,089,369.29","71,089,369.29","289,644,793.44","289,644,793.44","289,644,793.44","289,644,793.44"
无形资产,"19,146,991.04","48,989,025.04","47,026,178.32","46,507,262.85","46,253,627.45","46,163,283.50","46,779,425.75","53,439,357.18","60,121,244.80","78,230,358.14"
盈余公积,"11,257,806.91","2,368,778.50","8,202,953.22","8,202,953.22","8,202,953.22","16,049,601.20","16,049,601.20","16,049,601.20","16,049,601.20","21,789,872.94"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,
未分配利润,"65,291,107.37","17,069,694.25","76,679,431.52","123,527,524.29","108,717,089.78","124,489,256.70","149,857,895.76","141,309,426.10","153,365,587.48","159,686,322.85"
长期待摊费用,"633,208.00","109,182.00",,,,,,,,
少数股东权益,,,,,,,,"2,665,311.62","2,085,299.23","2,924,192.78"
递延所得税资产,"1,192,189.44","4,286,522.77","7,115,459.40","6,609,900.74","7,387,913.32","7,943,992.39","6,472,159.76","7,038,555.85","7,425,598.82","7,672,134.45"
外币报表折算价差,,,,,,,,,,
其他非流动资产,"3,384,218.80","6,993,993.68","3,553,209.98","8,541,256.97","4,023,422.23","6,388,395.47","4,321,981.88","11,237,722.24","26,198,206.72","11,561,717.28"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"157,056,601.69","224,939,880.36","270,504,124.32","292,391,626.47","310,268,606.04","350,376,154.96","347,765,380.33","370,622,980.13","442,421,449.64","529,256,581.05"
所有者权益(或股东权益)合计,"148,598,914.28","183,527,842.04","248,971,754.03","295,819,846.80","281,009,412.29","304,628,227.19","579,552,290.40","573,669,132.36","585,145,281.35","598,045,182.01"
资产总计,"337,385,459.28","412,581,306.84","454,715,342.37","452,535,662.68","473,107,258.16","575,837,403.68","793,895,044.54","796,280,695.92","863,947,811.12","966,006,705.04"
负债和所有者(或股东权益)合计,"337,385,459.28","412,581,306.84","454,715,342.37","452,535,662.68","473,107,258.16","575,837,403.68","793,895,044.54","796,280,695.92","863,947,811.12","966,006,705.04"
