科目,2010年度,2011年度,2012年度,2013年1-6月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"116,179,573.82","203,351,675.96","216,709,664.40","105,183,400.34","221,578,444.57","54,546,724.92","121,887,160.68","200,139,810.05","281,949,817.76","57,767,030.32","122,427,125.84","189,501,994.13","272,225,342.26","69,330,330.02","146,901,579.71","205,002,044.64","299,369,173.95","99,887,420.99","197,860,396.59","302,769,189.65","417,456,268.90","118,902,680.55","243,098,830.58"
取得借款收到的现金,"482,615,045.15","680,500,000.00","965,300,000.00","671,230,000.00","1,358,480,000.00","442,900,000.00","640,200,000.00","972,500,000.00","1,110,000,000.00","188,500,000.00","217,000,000.00","397,600,000.00","648,600,000.00","128,500,000.00","327,000,000.00","732,690,000.00","1,296,971,100.00","314,500,000.00","1,154,450,000.00","1,417,949,999.00","2,010,849,999.00","310,050,000.00","610,450,000.00"
支付的各项税费,"122,717,579.14","279,774,066.45","367,724,012.97","143,927,991.39","338,778,555.86","90,830,512.21","174,575,609.63","243,449,001.57","346,456,146.81","48,429,882.39","120,881,692.87","185,310,220.01","278,268,213.99","76,667,896.07","158,246,203.62","230,206,699.03","310,049,032.99","55,561,275.64","120,824,072.58","204,634,003.66","308,553,860.72","79,328,266.39","155,663,676.49"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,"712,206,447.90","15,000,000.00","220,000,000.00","275,000,000.00","550,000,000.00","30,000,000.00","60,000,000.00"
支付其他与经营活动有关的现金,"205,616,313.29","342,331,732.85","358,511,191.54","227,307,077.14","319,781,665.71","46,377,954.07","94,333,317.74","148,856,335.28","401,317,038.94","56,838,635.95","126,319,853.79","181,275,989.20","237,849,007.00","45,353,182.13","84,548,152.22","160,549,057.11","279,603,495.64","118,797,152.49","296,513,748.22","540,557,171.66","495,627,095.53","120,130,537.69","181,394,456.44"
筹资活动现金流入小计,"652,016,564.28","680,500,000.00","965,300,000.00","671,230,000.00","1,358,480,000.00","1,334,300,000.00","1,531,600,000.00","1,863,900,000.00","2,786,298,600.00","188,500,000.00","217,000,000.00","397,600,000.00","1,047,000,000.00","526,900,000.00","760,400,000.00","1,764,290,000.00","3,924,739,473.41","528,900,000.00","2,172,391,100.00","2,789,991,099.00","4,256,091,099.00","639,150,000.00","969,550,000.00"
经营活动现金流出小计,"1,171,785,649.50","1,685,897,618.40","1,926,198,388.75","987,159,980.93","1,783,178,122.83","489,552,679.09","821,478,351.94","1,202,916,610.30","2,040,464,572.76","445,858,895.66","764,743,016.06","1,067,874,772.96","1,563,807,551.96","361,251,028.35","869,450,723.06","1,226,265,889.96","1,933,403,958.66","831,805,305.83","1,710,241,119.64","2,649,284,929.78","3,334,350,275.51","849,062,020.68","1,532,301,580.73"
偿还债务支付的现金,"352,015,045.15","558,900,000.00","842,430,139.20","510,969,860.80","1,154,899,860.80","492,250,000.00","747,550,000.00","1,106,850,000.00","1,396,650,000.00","112,100,000.00","186,300,000.00","450,100,000.00","541,100,000.00","240,800,000.00","307,100,000.00","441,900,000.00","1,470,008,833.67","695,226,408.33","2,022,875,083.32","2,478,473,183.31","3,516,681,683.30","585,356,899.99","1,322,721,799.98"
经营活动产生的现金流量净额,"154,143,204.11","275,008,867.33","468,200,138.08","153,131,992.43","202,063,364.33","-122,200,887.07","195,758,060.19","122,820,597.23","96,988,781.00","-283,504,696.95","329,997,527.29","403,791,422.01","599,369,191.40","-277,654,345.52","-361,492,940.09","-130,356,283.30","236,023,830.68","33,979,960.07","336,482,299.50","264,255,023.73","633,306,310.16","276,407,229.57","554,672,673.28"
分配股利、利润或偿还利息支付的现金,"13,158,512.93","87,043,973.84","195,038,337.70","284,824,305.50","440,622,636.01","11,600,058.87","302,034,508.04","314,425,982.84","325,134,552.33","13,184,094.93","184,487,507.44","197,473,061.39","290,520,053.38","10,557,544.82","297,278,927.74","306,687,756.68","403,998,888.61","36,120,228.22","76,468,163.99","376,182,657.39","496,390,046.04","37,694,921.75","113,630,472.30"
收回投资收到的现金,,,,,,,,,,"400,000,000.00","800,000,000.00","800,000,000.00","400,000,000.00",,,"50,000,000.00","10,000,000.00","300,000,000.00","600,000,000.00","600,000,000.00","1,100,000,000.00",,"27,682,108.11"
支付其他与筹资活动有关的现金,"37,577.01","1,732,187.85","1,213,962.00",,,"9,388,054.73","9,388,054.73","9,388,054.73",,,,,,,,,"812,258,183.45","30,000,000.00","325,346,989.32","380,346,989.32","530,367,418.15",,"53,000,000.00"
取得投资收益收到的现金,,,,,,,,,,"1,854,246.56","1,854,246.56","1,854,246.56","1,854,246.56",,,,,"4,700,904.10","17,193,300.59","17,193,300.59","34,777,492.37",,"9,235.38"
筹资活动现金流出小计,"365,211,135.09","647,676,161.69","1,038,682,438.90","795,794,166.30","1,595,522,496.81","513,238,113.60","1,058,972,562.77","1,430,664,037.57","1,721,784,552.33","125,284,094.93","370,787,507.44","647,573,061.39","831,620,053.38","251,357,544.82","604,378,927.74","748,587,756.68","2,686,265,905.73","761,346,636.55","2,424,690,236.63","3,235,002,830.02","4,543,439,147.49","623,051,821.74","1,489,352,272.28"
处置固定资产、无形资产和其他长期资产收回的现金净额,"16,299,424.00","3,945,300.00","1,900.00","59,333.35","310,000.00",,,,"95,000.00",,,,,,,"2,100.00","155,269.55","15,534.00","46,200.50","158,995.00","201,570.04","7,190.86","36,275,553.00"
筹资活动产生的现金流量净额,"286,805,429.19","32,823,838.31","-73,382,438.90","-124,564,166.30","-237,042,496.81","821,061,886.40","472,627,437.23","433,235,962.43","1,064,514,047.67","63,215,905.07","-153,787,507.44","-249,973,061.39","215,379,946.62","275,542,455.18","156,021,072.26","1,015,702,243.32","1,238,473,567.68","-232,446,636.55","-252,299,136.63","-445,011,731.02","-287,348,048.49","16,098,178.26","-519,802,272.28"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,"-249,995.36","524,827.59","-1,838.78","33,491.01","72,518.08","-261,000.06","-16,932.16","-55,304.01","-76,380.28","7,343,969.45","-985,237.77","-5,913,719.94"
收到其他与投资活动有关的现金,,,,,,,,,,,,,"836,833,118.95",,"200,000,000.00","398,740,000.00","708,886,406.04",,,,"465,850.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"16,299,424.00","3,945,300.00","1,900.00","59,333.35","310,000.00",,,,"95,000.00","401,854,246.56","801,854,246.56","801,854,246.56","1,238,687,365.51",,"200,000,000.00","448,742,100.00","719,041,675.59","304,716,438.10","617,239,501.09","617,352,295.59","1,135,444,912.41","7,190.86","63,966,896.49"
五、现金及现金等价物净增加额,"113,154,970.62","-3,266,419.46","339,611,610.44","-9,879,173.21","-89,210,777.17","566,918,069.73","547,577,117.72","416,390,212.68","199,866,316.81","-345,718,524.22","192,174,641.31","-197,831,243.59","258,795,705.08","-194,859,151.79","-694,796,371.08","-297,926,155.31","157,031,933.97","-309,741,801.88","-453,636,618.83","-745,700,433.21","-638,853,970.08","188,682,830.84","-84,938,626.54"
购建固定资产、无形资产和其他长期资产支付的现金,"344,093,086.68","315,044,425.10","55,207,988.74","38,506,332.69","54,541,644.69","131,942,929.60","120,808,379.70","139,666,346.98","161,731,511.86","38,123,978.90","46,729,625.10","54,565,533.61","81,677,547.54","42,745,422.67","59,107,994.26","76,489,452.26","256,731,447.01","144,190,354.34","217,486,451.58","244,719,641.23","468,701,113.61","95,844,530.08","129,999,448.89"
期初现金及现金等价物余额,"154,994,552.69","268,149,523.31","264,883,103.85","604,494,714.29","604,494,714.29","515,283,937.12","515,283,937.12","515,283,937.12","515,283,937.12","1,193,268,070.20","715,150,253.93","715,150,253.93","715,150,253.93","973,945,959.01","973,945,959.01","973,945,959.01","973,945,959.01","1,130,977,892.98","1,130,977,892.98","1,130,977,892.98","1,130,977,892.98","492,123,922.90","492,123,922.90"
投资支付的现金,,,,,,,,,"400,000,000.00","89,160,000.00","339,160,000.00","499,948,321.80","714,748,078.50","150,000,000.00","530,250,000.00","1,455,597,281.15","1,042,069,247.16","271,784,277.00","937,517,527.20","937,500,000.00","1,587,900,000.00","7,000,000.00","47,862,755.20"
期末现金及现金等价物余额,"268,149,523.31","264,883,103.85","604,494,714.29","594,615,541.08","515,283,937.12","1,082,202,006.85","1,062,861,054.84","931,674,149.80","715,150,253.93","847,549,545.98","907,324,895.24","517,319,010.34","973,945,959.01","779,086,807.22","279,149,587.93","676,019,803.70","1,130,977,892.98","821,236,091.10","677,341,274.15","385,277,459.77","492,123,922.90","680,806,753.74","407,185,296.36"
