科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"5,202,006.00","6,321,470.82","7,639,524.50","10,297,749.95","3,164,439.99","6,348,423.99","10,070,015.58","15,074,209.58","5,198,693.62","12,320,506.87","15,530,988.38","23,862,856.70","7,665,808.69","14,398,694.66","19,722,873.12","30,889,418.74","6,781,617.74","14,498,781.08","21,715,285.70","32,677,829.63","8,906,830.90","16,537,200.74","26,552,809.74","32,923,117.15","8,402,626.99","16,212,791.31","23,407,680.83","27,023,464.12","7,824,352.56","14,535,277.59","23,189,866.04","31,277,379.27","10,318,237.84","21,523,687.87","36,107,397.96","53,090,404.22","20,361,792.58","37,200,066.16"
取得借款收到的现金,"2,000,000.00","6,400,000.00","10,000,000.00","10,000,000.00",,,,,,"36,000,000.00","36,000,000.00","39,000,000.00",,"9,000,000.00","39,000,000.00","49,000,000.00","20,000,000.00","29,000,000.00","59,000,000.00","59,000,000.00","20,000,000.00","29,000,000.00","29,000,000.00","29,000,000.00",,"9,000,000.00","9,000,000.00","9,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00",,"18,000,000.00","75,000,000.00","115,000,000.00","79,935,233.33","135,000,000.00"
支付的各项税费,"8,641,778.32","29,506,855.14","18,411,236.63","27,591,681.07","5,190,550.79","10,231,616.39","15,706,833.74","20,320,237.59","3,336,641.83","17,692,866.83","17,178,382.16","24,326,494.96","4,147,658.10","14,011,604.18","18,089,076.38","21,313,974.85","5,958,930.59","16,547,469.38","21,085,339.56","31,942,348.21","11,210,331.33","22,277,822.61","28,007,925.25","31,829,345.11","6,285,235.03","19,641,898.69","27,074,578.71","20,373,709.07","8,047,590.73","18,509,131.74","23,913,657.44","29,423,130.19","13,843,211.73","24,754,856.94","36,945,795.20","44,264,526.28","9,935,341.51","24,033,941.66"
收到其他与筹资活动有关的现金,,,,,"280,079.02","432,629.02","1,665,692.72",,"1,078,470.60",,,,,,,,,,,,,,,,,,,,,,,,,,"752,000.00","4,461,000.00",,"100,198.00"
支付其他与经营活动有关的现金,"4,961,293.04","13,666,087.43","15,075,305.46","22,842,035.87","5,172,437.10","6,867,248.38","11,353,924.41","26,012,229.29","8,304,063.94","13,318,271.71","20,635,270.60","41,840,693.92","12,929,197.46","15,542,210.86","25,849,098.60","35,039,902.53","21,988,030.25","6,229,893.28","19,417,994.30","43,172,949.26","11,344,254.95","14,385,839.87","24,306,191.61","35,348,658.41","6,958,065.56","15,976,698.73","16,412,481.01","35,154,697.50","4,349,859.96","9,879,472.84","11,647,929.76","20,833,180.82","6,181,563.10","18,136,337.25","28,100,339.13","35,907,223.60","11,567,939.28","21,794,545.18"
筹资活动现金流入小计,"30,500,000.00","41,800,000.00","10,000,000.00","536,520,000.00","280,079.02","432,629.02","1,665,692.72",,"1,078,470.60","36,000,000.00","36,000,000.00","39,000,000.00",,"9,000,000.00","39,000,000.00","49,000,000.00","20,000,000.00","29,000,000.00","59,000,000.00","59,000,000.00","20,000,000.00","29,000,000.00","29,000,000.00","29,000,000.00",,"9,000,000.00","9,000,000.00","9,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00",,"18,000,000.00","75,752,000.00","133,461,000.00","79,935,233.33","136,020,198.13"
经营活动现金流出小计,"80,777,025.49","153,392,525.01","106,288,010.45","165,099,202.78","50,133,418.85","91,597,696.25","136,975,070.30","199,225,900.22","56,702,329.11","119,474,901.69","170,517,785.98","256,403,989.68","77,627,780.22","134,822,406.29","212,624,904.40","162,344,188.83","73,633,351.17","83,147,452.58","133,019,116.56","180,262,402.73","55,803,255.11","88,043,997.78","127,215,950.69","167,718,585.26","38,585,551.11","83,001,077.73","111,589,983.29","150,915,263.29","29,370,161.35","59,988,314.48","88,597,958.30","114,645,518.34","52,133,426.16","126,460,052.72","216,817,925.15","299,141,438.86","130,796,421.02","211,167,122.51"
偿还债务支付的现金,"20,300,000.00","2,000,000.00",,"6,400,000.00",,"10,000,000.00","10,000,000.00","12,929,686.86",,,,"3,000,000.00",,"39,000,000.00","39,000,000.00","39,000,000.00",,"19,000,000.00","49,000,000.00","49,000,000.00","20,000,000.00","69,000,000.00","79,000,000.00","79,000,000.00",,"9,000,000.00","9,000,000.00","9,000,000.00",,,,,"10,000,000.00","70,000,000.00","85,000,000.00","95,000,000.00",,"33,000,000.00"
经营活动产生的现金流量净额,"23,996,183.50","7,655,053.70","-6,690,324.91","3,306,790.80","-24,314,861.43","-22,006,207.02","-32,319,884.60","-41,436,785.73","-7,087,219.62","-15,473,249.51","-11,256,006.81","2,943,404.69","8,106,557.60","29,416,599.85","9,221,149.46","32,782,930.20","-9,578,964.56","13,257,799.96","23,584,172.63","14,314,296.86","357,935.17","11,856,813.68","1,365,318.98","7,136,143.59","-270,633.20","16,094,500.35","13,615,226.17","25,336,026.09","16,961,836.80","29,986,436.90","27,890,291.68","51,908,932.32","12,052,618.39","47,197,694.80","16,077,873.75","3,379,260.58","-29,046,883.86","-67,030,328.55"
分配股利、利润或偿还利息支付的现金,"239,791.93","1,696,791.07","629,210.59","798,704.80","259,846.78","12,526,060.00","12,526,091.00","12,586,485.71",,"18,694,802.91","19,184,276.96","20,017,155.23","649,210.60","25,492,001.16","25,952,451.27","26,235,823.70","808,475.99","1,735,670.98","2,646,724.31","3,567,925.97","918,551.99","37,062,119.50","38,780,904.79","39,234,913.41","175,500.00","327,653.02","23,860,538.00","23,834,841.02",,"46,770,750.00","47,896,881.13","48,214,708.35","718,477.39","27,313,439.24","27,959,019.72","29,134,485.79","2,044,860.20","15,757,858.75"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"435,000,000.00",,"43,000,000.00","35,000,000.00","151,000,000.00","160,000,000.00","87,310,000.00","74,900,000.00","116,980,000.00","55,685,664.60","50,020,000.00"
支付其他与筹资活动有关的现金,,,"4,307,948.64","7,744,245.00","4,377,655.00","5,685,544.68","6,709,818.14","6,348,550.00",,"373,150.14","373,150.14","433,650.00",,"140,902.00","142,422.00","168,238.52",,"180,000.00","180,000.00","1,175,000.00",,"180,024.80","180,024.80","180,000.00",,"207,000.00","207,000.00","277,156.12",,,,,,,,,"106,333.33",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,571,491.80","8,680,910.08",,,"8,032,453.66","8,713,037.94","2,855,649.32",,,"3,983,819.03",,
筹资活动现金流出小计,"20,539,791.93","3,696,791.07","4,937,159.23","14,942,949.80","4,637,501.78","28,211,604.68","29,235,909.14","31,864,722.57",,"19,067,953.05","19,557,427.10","23,450,805.23","649,210.60","64,632,903.16","65,094,873.27","65,404,062.22","808,475.99","20,915,670.98","51,826,724.31","53,742,925.97","20,918,551.99","106,242,144.30","117,960,929.59","118,414,913.41","175,500.00","9,534,653.02","33,067,538.00","33,111,997.14",,"46,770,750.00","47,896,881.13","48,214,708.35","10,718,477.39","97,313,439.24","112,959,019.72","124,134,485.79","2,151,193.53","48,757,858.75"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"8,100.00","8,100.00",,,,,"110,000.00","110,000.00","140,000.00","109,660.00",,,"1,860.00","1,860.00","33,730,000.00","51,411,000.00","51,411,000.00","53,985,000.00","5,000.00","5,000.00","5,000.00","4,903.85",,"10,000.00","10,000.00","10,000.00","10,000.00","290,000.00","878,656.91",,280.00,280.00,280.00,280.00,"6,000.00","1,006,030.00"
筹资活动产生的现金流量净额,"9,960,208.07","38,103,208.93","5,062,840.77","521,577,050.20","-4,357,422.76","-27,778,975.66","-27,570,216.42","-31,864,722.57","1,078,470.60","16,932,046.95","16,442,572.90","15,549,194.77","-649,210.60","-55,632,903.16","-26,094,873.27","-16,404,062.22","19,191,524.01","8,084,329.02","7,173,275.69","5,257,074.03","-918,551.99","-77,242,144.30","-88,960,929.59","-89,414,913.41","-175,500.00","-534,653.02","-24,067,538.00","-24,111,997.14",,"3,229,250.00","2,103,118.87","1,785,291.65","-10,718,477.39","-79,313,439.24","-37,207,019.72","9,326,514.21","77,784,039.80","87,262,339.38"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"130,038,158.84","18,000,000.00","23,600,000.00","23,600,000.00","25,366,967.77",,,,"700,000.00",,,,,,
四、汇率变动对现金的影响,,"-4,346.94",,-806.33,,"-4,382.44","-4,382.44","-24,767.76",,,"-3,833.48","-5,088.76",-483.92,"-2,068.08","-2,068.08","-1,983.38",,"-28,377.49","-1,282.05","-1,630.18",,2.87,,,,,,,,,,"175,716.49",,,,,,
收到其他与投资活动有关的现金,,,"12,000,000.00","12,000,000.00",,,,,,,,,,,,,,,,,,"100,000,000.00","100,000,000.00",,,,,,,,,,,"23,132,601.88","23,132,601.88","15,800,000.00","1,724,300.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"12,008,100.00","12,008,100.00",,,,,"110,000.00","110,000.00","140,000.00","109,660.00",,,"1,860.00","1,860.00","33,730,000.00","51,411,000.00","51,411,000.00","53,985,000.00","5,000.00","100,005,000.00","100,005,000.00","130,043,062.69","18,000,000.00","23,610,000.00","31,181,491.80","469,057,877.85","10,000.00","43,290,000.00","43,911,110.57","160,413,037.94","162,855,929.32","110,442,881.88","98,032,881.88","136,764,099.03","57,415,964.60","51,026,030.00"
五、现金及现金等价物净增加额,"24,777,857.12","30,909,557.36","5,183,033.37","531,231,210.61","-34,064,528.61","-55,967,832.61","-76,769,131.83","-116,738,937.71","-4,964,943.99","-9,575,204.38","-43,567,523.45","-59,491,214.72","-16,474,264.18","-66,916,955.50","-84,484,457.91","-125,499,795.52","35,559,050.37","35,249,562.91","21,207,954.90","13,358,162.80","-9,886,549.86","18,042,277.21","-15,211,851.52","37,071,211.61","-293,583,111.71","-294,624,469.24","-293,934,561.41","-301,337,712.33","16,319,983.14","11,556,633.71","7,305,088.16","133,175,968.82","-3,016,566.70","-141,958,330.58","-147,228,572.46","-96,775,286.58","-4,449,016.67","-26,496,311.69"
购建固定资产、无形资产和其他长期资产支付的现金,"5,278,534.45","14,844,358.33","5,197,582.49","5,659,924.06","5,392,244.42","6,178,267.49","16,874,648.37","21,702,055.04","5,066,194.97","17,144,001.82","54,890,256.06","78,088,385.42","23,931,127.26","40,698,584.11","67,610,526.02","74,878,540.12","7,783,509.08","37,475,188.58","60,959,211.37","60,196,577.91","9,330,933.04","16,577,395.04","27,621,240.91","10,693,081.26","1,136,978.51","3,794,316.57","4,663,741.38","3,799,619.13","651,853.66","949,053.19","2,599,432.96","1,767,009.58","1,712,887.02","5,142,968.02","8,989,808.37","9,939,588.05","16,480,877.48","29,449,277.79"
期初现金及现金等价物余额,"2,867,894.64","27,645,751.76","58,555,309.12","58,555,309.12","589,786,519.73","589,786,519.73","589,786,519.73","589,786,519.73","473,047,582.02","473,047,582.02","473,047,582.02","473,047,582.02","413,556,367.30","413,556,367.30","413,556,367.30","413,556,367.30","288,915,854.78","288,915,854.78","288,915,854.78","288,056,571.78","305,475,734.28","305,475,734.28","305,475,734.28","301,414,734.58","338,670,946.19","338,670,946.19","338,670,946.19","338,485,946.19","58,147,803.86","58,147,803.86","58,147,803.86","37,148,233.86","177,656,804.56","170,324,202.68","170,324,202.68","170,324,202.68","73,548,916.10","73,548,916.10"
投资支付的现金,"3,900,000.00",,,,,,,"21,710,606.61","-6,000,000.00","-6,000,000.00","-6,000,000.00",,,,,,,,,,,,,,"310,000,000.00","330,000,000.00","310,000,000.00","753,000,000.00",,"64,000,000.00","64,000,000.00","64,360,000.00",,,,"48,235,500.00","94,121,259.73",
期末现金及现金等价物余额,"27,645,751.76","58,555,309.12","63,738,342.49","589,786,519.73","555,721,991.12","533,818,687.12","513,017,387.90","473,047,582.02","468,082,638.03","463,472,377.64","429,480,058.57","413,556,367.30","397,082,103.12","346,639,411.80","329,071,909.39","288,056,571.78","324,474,905.15","324,165,417.69","310,123,809.68","301,414,734.58","295,589,184.42","323,518,011.49","290,263,882.76","338,485,946.19","45,087,834.48","44,046,476.95","44,736,384.78","37,148,233.86","74,467,787.00","69,704,437.57","65,452,892.02","170,324,202.68","174,640,237.86","28,365,872.10","23,095,630.22","73,548,916.10","69,099,899.43","47,052,604.41"
