科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
非流动负债合计,"197,626,307.05","160,761,929.47","167,424,568.15","253,112,678.92","214,333,838.14","213,594,492.49","158,108,674.56","169,674,411.90","164,591,756.93","170,603,626.94","178,803,180.61","142,285,176.67","160,123,248.72","151,805,918.52","152,003,571.12","151,980,229.11","165,540,790.30","166,916,928.65","166,888,301.08","168,167,828.91","182,528,609.92","196,192,525.43","213,897,550.61","197,684,190.01"
固定资产清理,,,"1,800.00",,,,"50,004.10",,66.00,,"191,806.59",,"299,577.76",,"61,297.50",,"57,210.93",,"1,696,954.03",,"24,862.95",,"52,129.37",
负债合计,"2,062,687,630.47","2,051,022,384.69","1,965,909,243.60","2,133,338,387.88","2,197,967,773.97","2,154,077,863.25","2,042,636,074.70","1,958,297,621.20","1,930,776,958.68","1,927,197,643.07","1,935,439,428.38","1,976,888,975.82","2,015,929,678.16","2,089,463,909.53","1,991,058,573.19","1,890,386,358.81","1,878,051,333.06","1,809,925,120.69","1,719,831,326.46","1,739,776,440.77","1,858,250,634.90","1,928,474,465.42","1,873,755,274.67","1,766,616,963.28"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00","469,053,689.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"83,501,500.50","81,236,032.69","107,145,747.22","99,787,987.35","108,986,784.86","108,589,111.87","113,372,191.70","106,480,347.21","106,480,347.21","101,867,339.01","101,592,594.01","106,274,845.53","106,222,479.73","106,122,470.84","106,570,499.26","109,607,543.80","109,619,362.81","109,610,920.66","109,576,476.24","109,496,780.68","108,967,983.54","108,957,459.00","108,940,124.48","108,982,222.60"
无形资产,"220,424,155.71","237,809,257.33","232,697,785.47","263,970,112.25","259,252,113.46","257,406,122.41","223,476,491.98","215,795,006.02","214,705,879.25","213,342,062.99","207,258,209.48","205,880,479.09","204,296,594.32","203,124,558.32","201,791,128.52","200,510,257.47","201,232,209.53","199,959,816.59","198,905,337.70","197,800,844.33","197,173,798.09","240,973,787.30","239,730,531.39","238,325,570.44"
盈余公积,"45,757,247.32","45,757,247.32","45,757,247.32","80,227,085.85","89,783,969.31","89,783,969.31","80,227,085.85","88,524,010.99","88,524,010.99","88,524,010.99","88,524,010.98","98,800,502.24","98,800,502.24","98,800,502.24","98,800,502.24","118,143,949.56","118,143,949.55","118,143,949.56","118,143,949.55","142,619,812.94","142,619,812.94","142,619,812.94","142,619,812.93","175,728,186.84"
开发支出,,"1,703,125.00","1,703,125.00","3,940,000.00","3,940,000.00","3,940,000.00","3,940,000.00","4,460,000.00","4,460,000.00","4,460,000.00","4,494,760.64","4,479,800.00","4,479,800.00","4,479,800.00","4,479,800.00","4,719,800.00","3,019,800.00","3,019,800.00","3,019,800.00","3,019,800.00","3,019,800.00","3,319,800.00","3,319,800.00","3,319,800.00"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"63,278,330.85","90,018,872.29","145,979,836.89","83,450,019.20","157,380,600.76","172,063,034.43","137,831,681.60","140,916,719.35","173,259,801.03","196,528,110.95","207,551,744.90","238,405,903.53","304,782,660.33","348,453,770.79","392,612,919.14","409,727,435.68","494,268,926.95","545,799,562.60","596,337,626.00","622,884,500.75","717,479,920.60","815,076,624.75","876,594,776.86","912,932,754.23"
长期待摊费用,"4,673,356.83","4,306,872.15","3,983,233.72","3,602,270.48","15,482,552.36","13,420,377.02","3,082,457.22","3,072,551.14","3,405,788.17","3,155,214.47","2,638,858.28","2,221,488.20","2,523,429.41","2,325,370.60","2,127,311.81","1,429,253.01","1,288,292.82","1,929,812.91","1,748,379.75","1,860,639.43","1,632,833.71","1,430,976.75","1,201,652.31","973,846.59"
少数股东权益,"47,352,816.83","48,968,328.95","50,768,564.87","47,690,567.61","50,156,398.33","50,577,713.29","49,272,211.21","51,037,039.70","53,055,041.41","56,510,592.70","56,267,889.93","55,630,359.34","60,183,563.29","64,901,272.82","61,701,763.39","58,391,534.80","65,091,814.60","70,608,075.16","74,698,758.98","63,529,382.24","71,393,708.23","69,733,611.16","73,886,745.09","66,200,734.64"
递延所得税资产,"15,017,569.19","15,347,978.11","15,017,569.19","36,130,063.65","24,533,846.03","26,363,608.06","17,820,014.47","22,732,427.12","22,732,427.12","22,913,310.74","22,660,511.27","22,264,907.57","20,749,914.39","22,413,923.56","22,264,907.57","26,798,073.63","26,798,073.63","26,832,700.81","26,832,700.81","30,464,565.16","29,068,629.11","48,281,899.68","30,480,456.04","38,384,390.76"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,"37,542.13",,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,597,326,443.15","1,565,392,729.80","1,618,110,560.01","1,594,301,065.65","1,588,833,586.60","1,529,285,223.81","1,520,538,436.09","1,526,344,154.41","1,526,596,115.55","1,520,753,062.70","1,506,783,790.89","1,482,386,202.23","1,471,992,437.24","1,483,056,121.83","1,501,414,354.92","1,526,231,326.88","1,540,523,179.61","1,559,330,677.61","1,520,843,900.41","1,534,492,510.40","1,543,309,894.20","1,571,648,574.81","1,567,866,176.36","1,626,805,672.70"
所有者权益(或股东权益)合计,"708,943,584.50","735,034,170.25","818,705,085.30","780,209,349.01","875,361,442.26","890,067,517.90","849,756,859.36","856,011,806.25","890,372,889.64","912,483,742.65","922,989,928.82","968,165,299.64","1,039,042,894.59","1,087,331,705.69","1,128,739,373.03","1,164,924,152.84","1,256,177,742.91","1,313,216,196.98","1,367,810,499.77","1,407,584,165.61","1,509,515,114.31","1,605,441,196.85","1,671,095,148.36","1,732,897,587.31"
资产总计,"2,771,631,214.97","2,786,056,554.94","2,784,614,328.90","2,913,547,736.89","3,073,329,216.23","3,044,145,381.15","2,892,392,934.06","2,814,309,427.45","2,821,149,848.32","2,839,681,385.72","2,858,429,357.20","2,945,054,275.46","3,054,972,572.75","3,176,795,615.22","3,119,797,946.22","3,055,310,511.65","3,134,229,075.97","3,123,141,317.67","3,087,641,826.23","3,147,360,606.38","3,367,765,749.21","3,533,915,662.27","3,544,850,423.03","3,499,514,550.59"
负债和所有者(或股东权益)合计,"2,771,631,214.97","2,786,056,554.94","2,784,614,328.90","2,913,547,736.89","3,073,329,216.23","3,044,145,381.15","2,892,392,934.06","2,814,309,427.45","2,821,149,848.32","2,839,681,385.72","2,858,429,357.20","2,945,054,275.46","3,054,972,572.75","3,176,795,615.22","3,119,797,946.22","3,055,310,511.65","3,134,229,075.97","3,123,141,317.67","3,087,641,826.23","3,147,360,606.38","3,367,765,749.21","3,533,915,662.27","3,544,850,423.03","3,499,514,550.59"
