科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"14,337,487.99","14,336,038.24","13,242,698.21","6,052,438.21","9,755,307.04","13,462,825.53","19,256,588.82","7,056,730.89","10,633,452.60","14,520,667.18","20,061,212.91","7,022,498.48","9,983,071.25","13,405,728.52","16,608,454.56","13,550,684.84","17,262,847.01","20,989,806.29","26,797,156.01","13,421,317.84","17,239,648.89","21,132,205.78","27,674,854.20","19,462,201.24","24,669,996.27","30,308,145.96","54,853,178.08","34,470,542.04","55,287,411.59"
取得借款收到的现金,"24,000,000.00","62,010,000.00","50,000,000.00","18,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00",,,"10,000,000.00","10,000,000.00",,,,,"100,000,000.00","165,000,000.00","165,000,000.00","185,000,000.00",,"15,000,000.00","28,986,420.00","28,986,420.00",,"22,829,051.19","62,829,051.19","99,295,340.00","159,394,724.00","259,394,724.00"
支付的各项税费,"28,518,649.90","29,576,245.19","19,638,740.09","4,560,932.67","16,058,207.27","17,703,352.12","35,067,809.61","10,605,319.06","11,730,154.91","15,572,991.66","21,930,054.31","800,760.13","5,549,620.22","9,989,353.05","12,374,709.31","1,335,765.10","9,889,462.40","23,516,587.34","31,952,908.33","31,567,939.99","38,365,254.93","39,501,356.06","37,429,157.66","7,712,423.64","29,369,113.08","50,973,983.62","85,893,096.25","36,317,283.06","106,592,889.43"
收到其他与筹资活动有关的现金,,"4,300,000.00",,,"4,540,000.00","4,540,000.00","10,823,000.00",,,,,,,,,,,,"9,893,000.00",,,,"108,511,779.57",,"3,739,835.10","19,991,435.01","71,647,838.51",,"23,481,123.33"
支付其他与经营活动有关的现金,"28,737,949.39","43,624,647.77","50,433,399.54","17,932,053.27","28,234,151.76","45,091,647.76","26,103,292.02","10,941,342.05","26,447,641.50","38,490,966.75","28,458,099.92","18,785,388.56","34,155,116.27","48,573,854.22","30,429,524.60","30,943,665.14","53,274,399.25","65,111,335.38","55,668,154.19","17,473,764.30","44,940,141.05","76,611,044.24","35,154,875.77","22,724,120.14","41,145,722.68","111,411,361.97","83,021,904.57","49,720,636.42","86,680,640.79"
筹资活动现金流入小计,"24,000,000.00","66,310,000.00","50,000,000.00","18,000,000.00","528,730,000.00","528,730,000.00","535,013,000.00",,,"10,000,000.00","10,000,000.00",,,,,"100,000,000.00","165,000,000.00","165,000,000.00","206,893,000.00","479,508,119.47","495,558,119.47","509,544,539.47","617,126,876.18",,"26,568,886.29","82,820,486.20","965,943,152.46","159,394,724.00","282,875,847.33"
经营活动现金流出小计,"288,003,249.73","270,016,968.99","368,010,019.76","112,196,234.22","228,193,046.69","308,626,978.20","375,154,984.22","78,145,553.72","150,885,923.00","221,166,363.23","287,658,037.33","92,424,297.51","164,530,605.20","263,386,796.33","391,777,916.68","338,742,104.68","841,167,829.96","1,257,399,102.55","1,625,971,066.40","519,147,485.38","1,039,255,917.25","1,800,411,280.22","2,680,656,703.41","986,408,097.90","1,976,719,351.78","3,431,759,591.21","5,093,826,013.13","1,441,311,381.42","3,689,992,969.83"
偿还债务支付的现金,"40,000,000.00","42,010,000.00","40,000,000.00","10,000,000.00","60,000,000.00","98,000,000.00","98,000,000.00",,,,"10,000,000.00",,,,,,"100,000,000.00","100,000,000.00","100,000,000.00","20,000,000.00","85,000,000.00","100,000,000.00","100,000,000.00",,"14,242,410.00","14,242,410.00","13,986,420.00","45,000,000.00","160,000,000.00"
经营活动产生的现金流量净额,"22,458,380.39","52,415,206.08","47,484,006.47","-2,282,327.15","-73,761,501.04","-127,250,979.47","-123,929,579.82","-2,952,215.40","-14,728,276.26","-9,111,701.95","21,398,130.08","-25,128,151.41","32,541,828.27","22,647,931.15","18,185,333.22","-100,550,310.27","-213,817,354.56","-191,383,018.14","-153,574,702.39","106,446,442.07","150,708,282.40","70,603,366.53","170,765,752.86","-104,868,635.19","-86,137,020.02","-138,186,047.66","-254,528,887.69","52,869,142.58","-112,508,537.23"
分配股利、利润或偿还利息支付的现金,"542,765.34","19,584,318.67","1,288,046.55","639,059.71","1,485,231.38","1,631,648.33","1,631,648.33",,"9,649,369.92","10,017,111.11","10,059,111.11",,"4,938,788.36","5,000,000.00","5,000,000.00","633,394.31","5,971,819.47","6,892,109.74","7,922,007.77","911,919.45","19,117,655.08","19,252,505.08","20,985,208.18","71,272.32","17,327,181.71","17,305,086.53","22,075,604.51","2,276,700.06","35,180,017.78"
收回投资收到的现金,,"4,456,000.00",,,,,,,,,"325,000,000.00","85,000,000.00","195,000,000.00","549,993,984.00","779,993,984.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00",,"748,000,000.00","1,329,249,855.28","2,344,990,000.00","378,500,000.00","785,900,000.00","1,028,480,000.00","1,337,986,600.76","366,680,000.00","581,400,000.00"
支付其他与筹资活动有关的现金,,,,"3,980,000.00",,"4,540,000.00","9,023,000.00",,,,,,,,"8,078,000.00",,"1,815,000.00","1,815,000.00","19,053,920.00","77,091.67","1,272,091.67","3,018,352.43","102,665,105.32","1,415,000.00","6,919,842.00","46,932,816.00","70,851,898.76","4,531,882.45","16,960,306.35"
取得投资收益收到的现金,,,"2,103,301.05",,,,"89,352.40",,,,"2,310,304.76","799,054.79","1,443,164.38","2,969,279.71","3,981,001.53","829,041.09","829,041.09","829,041.09","1,085,741.09","47,476.71","2,791,213.81","6,280,462.96","9,170,915.50","2,250,693.24","4,193,954.12","5,607,296.31","10,950,486.33","2,105,944.54","3,577,529.01"
筹资活动现金流出小计,"40,542,765.34","61,594,318.67","41,288,046.55","14,619,059.71","61,485,231.38","104,171,648.33","108,654,648.33",,"9,649,369.92","10,017,111.11","20,059,111.11",,"4,938,788.36","5,000,000.00","13,078,000.00","633,394.31","107,786,819.47","108,707,109.74","126,975,927.77","20,989,011.12","105,389,746.75","122,270,857.51","223,650,313.50","1,486,272.32","38,489,433.71","78,480,312.53","106,913,923.27","51,808,582.51","212,140,324.13"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"46,650.00","3,710.83",,,,,,,,"675,492.31",,"20,800.00","137,602.00","137,602.00",,,,"28,000.00",,"20,200.00","37,800.00","80,798.69",,800.00,"1,450.00","8,861,268.00",,"6,450.00"
筹资活动产生的现金流量净额,"-16,542,765.34","4,715,681.33","8,711,953.45","3,380,940.29","467,244,768.62","424,558,351.67","426,358,351.67",,"-9,649,369.92","-17,111.11","-10,059,111.11",,"-4,938,788.36","-5,000,000.00","-13,078,000.00","99,366,605.69","57,213,180.53","56,292,890.26","79,917,072.23","458,519,108.35","390,168,372.72","387,273,681.96","393,476,562.68","-1,486,272.32","-11,920,547.42","4,340,173.67","859,029,229.19","107,586,141.49","70,735,523.20"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,-0.44,-10.51,-37.22,,-3.06,-5.21,-594.00,,-750.95,-803.00,"-711,627.52","304,056.05","210,515.24","190,557.35","363,409.23","521,764.95","313,592.24","232,230.02","1,223,201.97","-337,261.32","1,132,851.12","1,578,095.47","8,027,270.31","-1,626,432.24","-5,366,286.85","-10,248,933.11","-15,059,500.62","-7,256,760.65","3,014,485.57"
收到其他与投资活动有关的现金,,"13,500,000.00",,,,,,,,,,,,,"7,946,067.30",,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"18,002,650.00","2,107,011.88",,,,"89,352.40",,,,"327,985,797.07","85,799,054.79","196,463,964.38","553,100,865.71","792,058,654.83","100,829,041.09","100,829,041.09","100,829,041.09","101,113,741.09","47,476.71","750,811,413.81","1,335,568,118.24","2,354,241,714.19","380,750,693.24","790,094,754.12","1,034,088,746.31","1,357,798,355.09","368,785,944.54","584,983,979.01"
五、现金及现金等价物净增加额,"67,459.39","20,376,699.48","-14,521,218.75","-5,820,018.50","372,570,584.88","260,602,675.92","231,513,445.31","-10,570,544.51","-36,418,616.96","-23,304,669.89","-95,334,129.81","15,591,386.92","-74,290,560.98","-51,083,591.04","60,893,316.87","-2,752,370.96","-159,747,603.12","-155,555,049.19","-76,582,573.79","450,784,227.81","457,729,535.13","199,231,401.93","351,474,116.57","33,057,013.03","114,834,970.37","-174,436,754.46","140,968,111.11","58,903,506.44","-269,538,385.75"
购建固定资产、无形资产和其他长期资产支付的现金,"5,848,155.22","54,756,827.42","68,620,637.11","6,918,631.64","13,912,679.64","29,704,691.07","64,004,084.94","7,618,329.11","12,040,219.83","14,175,053.83","23,947,318.33","5,383,572.51","8,440,534.51","11,895,399.25","13,642,096.41","2,919,472.42","4,286,062.42","4,526,192.42","5,261,886.69","751,538.00","7,091,384.92","7,791,860.27","10,047,183.47","1,212,340.46","2,335,929.46","4,350,693.67","16,766,889.21","29,101,481.38","46,234,356.16"
期初现金及现金等价物余额,"11,377,797.49","11,445,256.88","31,821,956.36","17,300,737.61","17,300,737.61","17,300,737.61","17,300,737.61","248,814,182.92","248,814,182.92","248,814,182.92","248,814,182.92","153,480,053.11","153,480,053.11","153,480,053.11","153,480,053.11","214,373,369.98","214,373,369.98","214,373,369.98","214,373,369.98","157,650,812.21","137,790,796.19","137,790,796.19","137,790,796.19","489,264,912.76","489,264,912.76","489,264,912.76","489,264,912.76","630,233,023.87","630,233,023.87"
投资支付的现金,,,"4,203,516.22",,"7,000,000.00","7,000,000.00","7,000,000.00",,,,"410,000,000.00","40,000,000.00","289,993,984.00","609,993,984.00","722,993,984.00","100,000,000.00","100,000,000.00","117,000,000.00","100,000,000.00","113,140,000.00","828,000,000.00","1,588,000,000.00","2,564,990,000.00","238,500,000.00","569,500,000.00","860,080,000.00","1,302,340,000.00","160,460,000.00","496,010,000.00"
期末现金及现金等价物余额,"11,445,256.88","31,821,956.36","17,300,737.61","11,480,719.11","389,871,322.49","277,903,413.53","248,814,182.92","238,243,638.41","212,395,565.96","225,509,513.03","153,480,053.11","169,071,440.03","79,189,492.13","102,396,462.07","214,373,369.98","211,620,999.02","54,625,766.86","58,818,320.79","137,790,796.19","608,435,040.02","595,520,331.32","337,022,198.12","489,264,912.76","522,321,925.79","604,099,883.13","314,828,158.30","630,233,023.87","689,136,530.31","360,694,638.12"
