科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应付利息,,,,,,,,,,,,,,,,,,"387,408.43","248,254.30","129,665.23","215,107.43","23,421.31","192,044.13","866,927.09","491,173.78","512,201.72"
应收股利,,,,,"2,299,005.38",,,,,,,,,,,,,,,,,,,,,
应付股利,"152,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
存货,"23,261,706.97","31,013,347.96","30,177,745.64","32,980,299.04","37,003,908.45","43,145,244.76","40,430,429.48","44,516,667.57","55,531,535.46","63,560,122.09","56,122,446.20","57,184,673.52","66,636,706.91","71,393,728.78","58,406,944.42","60,298,713.42","69,700,415.98","518,783,054.57","556,431,971.91","561,021,002.74","618,902,576.38","639,815,937.22","631,924,991.98","700,096,850.90","620,404,039.89","648,851,081.52"
其他应付款,"289,837.71","186,980.33","303,883.93","277,417.72","7,758,917.18","683,399.41","287,394.30","425,623.17","1,156,948.60","738,303.13","84,459.55","409,692.28","439,212.52","396,298.67","28,781,580.86","28,760,446.72","21,771,145.43","234,881,541.71","169,083,265.69","163,540,326.31","172,147,150.64","181,108,143.21","76,057,859.66","56,461,904.92","112,587,280.20","294,632,099.75"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,"21,563,474.76","19,851,665.15","19,838,933.88","9,663,729.77","48,326,311.42","45,410,877.17","2,221,742.01","18,982,038.80","2,307,641.03","25,001,995.32","8,957,820.48","11,361,356.75","33,014,290.82","38,654,522.88","29,391,511.77","26,256,222.06"
其他流动负债,,,,"484,776.71",,,,,,,,,,,,,,,,"103,533.51",-91.05,"-5,692.01",,-185.65,"359,857.47",
流动资产合计,"52,862,810.50","79,825,325.39","112,644,017.30","108,048,850.58","301,567,402.53","287,349,864.81","289,359,131.37","292,586,306.31","293,970,175.99","273,990,691.15","231,659,866.00","238,656,474.45","255,739,066.73","290,326,913.95","271,015,126.03","283,390,309.61","294,225,427.03","1,132,755,102.49","1,084,487,804.62","1,064,520,486.26","1,201,255,893.16","1,278,061,679.05","1,963,620,305.03","1,894,905,615.26","1,854,717,644.07","2,025,005,339.58"
流动负债合计,"16,869,530.57","27,429,813.73","30,778,626.70","22,452,213.53","32,922,922.82","34,874,975.76","30,031,507.55","32,988,618.12","43,562,468.98","38,380,738.07","54,449,011.25","54,514,811.02","59,555,430.34","62,896,150.98","121,669,600.50","121,605,599.63","120,901,127.96","741,186,045.04","715,048,533.15","714,902,911.70","792,191,233.31","805,805,096.80","738,494,777.37","692,861,053.79","724,633,283.00","1,068,352,138.12"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,"69,750,000.00","68,500,000.00","62,000,000.00","62,000,000.00","62,000,000.00","62,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,"840,251.82",,"592,033.64",,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"21,701,653.65","27,025,780.14","25,421,179.06","25,140,039.58","26,386,710.22","25,669,845.22","25,055,971.98","27,418,989.01","40,142,182.42","67,375,483.61","126,665,091.46","126,090,729.48","124,313,060.42","127,096,860.29","158,144,033.98","154,950,196.09","152,235,866.65","221,194,429.16","287,867,785.12","284,205,135.30","280,473,042.49","277,108,191.63","326,212,859.81","325,298,501.14","322,446,765.09","359,542,134.62"
递延所得税负债,,,,,,,,,,,,,,,,,,"5,783,392.98","8,886,032.73","8,779,534.90","8,192,163.79","7,849,721.39","6,363,900.91","6,363,900.92","5,683,901.80","6,611,790.07"
在建工程,"167,966.74","787,074.98",,,,"285,488.22","610,239.28","2,997,038.15","4,972,294.97","5,139,916.78",,"2,690,625.01","2,780,368.96","2,631,992.93","473,465.94","2,027,936.04","3,685,654.15","4,119,359.98","13,425,189.64","29,375,559.00","37,523,712.50","44,508,846.71","38,570,130.46","45,945,662.27","53,873,351.51","109,216,383.27"
其他非流动负债,,,,,,,"500,000.00","500,000.00","6,500,000.00","11,193,767.62","11,661,000.00","11,525,499.99","11,389,999.98","12,567,166.58",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,"500,000.00","500,000.00","6,500,000.00","11,193,767.62","11,661,000.00","11,525,499.99","11,389,999.98","12,567,166.58","12,371,166.54","15,165,166.50","14,931,999.71","92,961,727.79","121,492,407.32","116,025,180.59","113,636,346.60","147,982,808.30","149,697,933.74","139,228,637.87","137,312,584.67","137,371,177.07"
固定资产清理,,,,,,"157,380.00",,,,,,,,,,,,,,,,,,"29,973.32","1,606.38","33,451.60"
负债合计,"16,869,530.57","27,429,813.73","30,778,626.70","22,452,213.53","32,922,922.82","34,874,975.76","30,531,507.55","33,488,618.12","50,062,468.98","49,574,505.69","66,110,011.25","66,040,311.01","70,945,430.32","75,463,317.56","134,040,767.04","136,770,766.13","135,833,127.67","834,147,772.83","836,540,940.47","830,928,092.29","905,827,579.91","953,787,905.10","888,192,711.11","832,089,691.66","861,945,867.67","1,205,723,315.19"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","53,340,000.00","53,340,000.00","53,340,000.00","53,340,000.00","53,340,000.00","53,340,000.00","53,340,000.00","53,340,000.00","55,506,000.00","138,765,000.00","138,765,000.00","138,765,000.00","138,765,000.00","215,386,609.00","215,386,609.00","215,386,609.00","211,874,821.00","211,874,821.00","233,669,692.00","233,669,692.00","704,329,075.00","704,317,930.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"10,343,470.76","10,343,470.76","10,343,470.76","10,343,470.76","173,188,232.19","173,188,232.19","173,188,232.19","173,188,232.19","173,188,232.19","173,188,232.19","173,188,232.19","173,188,232.19","200,623,028.83","121,107,598.75","98,664,228.67","101,444,379.76","110,667,755.43","815,275,845.39","818,977,797.15","820,874,896.65","860,837,741.34","862,723,893.60","1,670,846,469.45","1,671,878,008.74","1,281,060,914.53","1,284,179,875.38"
无形资产,"93,132.48","69,784.32","2,918,740.32","2,913,664.32","3,037,027.44","3,031,350.26","2,997,654.04","2,966,702.14","2,935,750.24","3,603,088.61","3,523,133.89","3,636,866.93","810,606.82","847,397.95","789,957.52","742,451.27","818,967.23","23,801,412.46","33,117,222.87","33,029,942.46","29,689,131.27","27,951,732.66","26,237,012.22","26,041,970.92","97,120,517.15","98,842,235.55"
盈余公积,"4,079,893.43","6,528,777.10","9,682,261.14","9,682,261.14","9,682,261.14","9,682,261.14","12,331,660.80","12,331,660.80","12,331,660.80","12,331,660.80","14,836,145.40","14,836,145.40","16,037,884.66","16,037,884.66","17,792,402.54","17,792,402.54","17,792,402.54","17,792,402.54","21,201,471.00","21,201,471.00","21,201,471.00","21,201,471.00","26,351,947.50","26,351,947.50","26,351,947.50","26,351,947.50"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,"62,700.00","56,115.00"
减:库存股,,,,,,,,,,,,,,,"2,166,000.00","2,166,000.00","1,632,000.00","1,758,400.00","1,758,400.00","1,758,400.00","862,050.00","862,050.00","862,050.00","862,050.00","64,728,300.00","64,726,800.00"
商誉,,,,,,,,,,,,,,,,,,"575,558,426.48","579,762,979.09","579,762,979.09","579,762,979.09","579,762,979.09","577,160,595.16","577,160,595.16","577,160,595.16","740,002,218.63"
未分配利润,"4,562,946.14","24,758,993.91","53,026,007.77","57,917,595.11","66,191,704.32","46,784,649.91","50,032,517.79","55,761,145.29","53,214,832.61","61,643,978.82","61,806,390.92","67,845,090.26","67,556,812.38","73,998,819.25","82,998,954.63","86,748,032.91","87,266,420.90","116,888,159.89","149,587,896.26","168,927,533.09","193,360,969.64","249,022,597.65","283,668,500.43","300,678,688.00","294,204,520.43","324,390,922.55"
长期待摊费用,"745,712.90","915,297.60","2,199,681.20","3,646,237.57","3,640,627.61","682,842.08","525,263.12","1,264,684.16","1,038,105.20","834,526.24","5,880,646.65","5,906,643.94","5,629,241.23","5,640,218.01","5,400,901.63","5,176,711.75","5,014,532.72","5,697,558.39","5,488,576.48","5,354,801.28","4,403,239.95","4,459,079.60","10,921,186.79","10,509,665.30","12,850,430.15","13,495,074.69"
少数股东权益,,,,,,,,,"1,796,994.96","1,741,015.34","1,302,509.27","4,586,110.58","4,485,184.18","4,127,761.44","4,147,313.79","4,357,614.08","4,301,830.46","4,335,516.82","25,831,629.13","25,317,779.91","25,347,801.52","24,538,491.01","22,206,261.43","21,638,709.82","22,320,137.42","53,968,905.26"
递延所得税资产,"284,564.63","437,793.07","646,748.49","646,748.49","693,360.43","693,360.43","875,659.12","875,659.12","875,659.12","875,659.12","2,854,513.40","2,854,513.40","2,923,918.30","2,956,962.17","4,576,298.06","4,545,398.06","4,581,236.11","12,806,099.95","19,610,872.92","19,430,979.10","19,669,927.85","17,971,940.53","17,760,433.86","17,730,829.28","15,286,151.64","15,874,276.42"
外币报表折算价差,,,,,7.76,12.02,0.58,-277.51,-21.60,-27.33,-37.63,-36.23,-36.09,-36.36,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,"22,958,041.82",,"33,842,979.12","32,879,297.06","32,432,948.03","26,135,695.22","41,878,426.99","65,205,238.70","64,825,014.48","92,479,466.05","163,172,439.63","187,412,016.85","191,608,162.85","171,825,113.86"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"22,993,030.40","29,235,730.11","31,186,349.07","32,346,689.96","33,757,725.70","30,520,266.21","30,064,787.54","35,523,072.58","49,963,991.95","77,828,674.36","138,923,385.40","141,179,378.76","159,415,237.55","139,173,431.35","203,227,636.25","200,321,990.27","198,769,204.89","869,312,981.64","981,151,053.11","1,016,364,634.93","1,016,347,047.63","1,044,242,236.27","1,160,034,657.93","1,190,129,214.24","1,270,410,279.93","1,508,887,003.64"
所有者权益(或股东权益)合计,"58,986,310.33","81,631,241.77","113,051,739.67","117,943,327.01","302,402,205.41","282,995,155.26","288,892,411.36","294,620,760.77","293,871,698.96","302,244,859.82","304,473,240.15","313,795,542.20","344,208,873.96","354,037,027.74","340,201,995.24","346,941,533.75","357,161,504.25","1,167,920,311.30","1,229,097,917.26","1,249,957,028.90","1,311,775,360.88","1,368,516,010.22","2,235,462,251.85","2,252,945,137.84","2,263,182,056.33","2,328,169,028.03"
资产总计,"75,855,840.90","109,061,055.50","143,830,366.37","140,395,540.54","335,325,128.23","317,870,131.02","319,423,918.91","328,109,378.89","343,934,167.94","351,819,365.51","370,583,251.40","379,835,853.21","415,154,304.28","429,500,345.30","474,242,762.28","483,712,299.88","492,994,631.92","2,002,068,084.13","2,065,638,857.73","2,080,885,121.19","2,217,602,940.79","2,322,303,915.32","3,123,654,962.96","3,085,034,829.50","3,125,127,924.00","3,533,892,343.22"
负债和所有者(或股东权益)合计,"75,855,840.90","109,061,055.50","143,830,366.37","140,395,540.54","335,325,128.23","317,870,131.02","319,423,918.91","328,109,378.89","343,934,167.94","351,819,365.51","370,583,251.40","379,835,853.21","415,154,304.28","429,500,345.30","474,242,762.28","483,712,299.88","492,994,631.92","2,002,068,084.13","2,065,638,857.73","2,080,885,121.19","2,217,602,940.79","2,322,303,915.32","3,123,654,962.96","3,085,034,829.50","3,125,127,924.00","3,533,892,343.22"
