科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"10,252,928.63","15,276,492.50","14,624,660.74","9,496,752.36","16,766,658.75","2,130,513.11","5,660,914.37","9,178,230.75","17,371,098.97","2,699,150.73","6,507,345.61","10,725,387.54","21,268,171.12","3,341,650.25","8,652,182.44","13,105,544.23","23,594,530.68","5,138,549.98","10,903,311.33","14,405,031.61","28,383,337.33","5,501,164.68","10,412,409.01","66,663,398.64","98,948,535.16","42,418,553.71","71,414,857.98","98,370,539.46","135,151,152.77","54,057,880.22","85,122,879.02","110,965,219.94","139,910,089.25","48,036,358.40","70,647,745.77"
取得借款收到的现金,,"40,000,000.00","40,000,000.00","20,000,000.00","40,000,000.00",,,,,,,,,,,,,,,,,,,"189,000,000.00","189,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,"115,000,000.00","270,000,000.00","350,000,000.00"
支付的各项税费,"14,072,545.74","19,903,964.77","26,693,212.89","26,224,834.92","35,609,971.41","10,796,476.25","17,769,830.61","25,609,678.25","30,237,714.34","10,368,768.15","24,772,805.40","35,500,586.27","35,415,829.19","6,182,106.10","19,265,996.32","29,213,827.92","35,689,850.45","9,726,903.74","24,996,908.17","35,468,531.76","41,609,179.79","8,790,286.59","21,640,574.55","39,767,718.18","75,828,345.02","31,634,043.85","61,464,849.33","91,009,124.82","127,423,760.30","38,580,091.37","69,445,668.61","92,418,017.79","108,587,140.39","41,064,071.16","57,465,791.91"
收到其他与筹资活动有关的现金,,,,"300,000.00","300,000.00",,,,,,,,,,"3,936,131.89","4,167,313.53",,,"2,894,010.34","3,739,157.43",,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"12,695,619.20","13,540,497.77","18,744,420.42","14,466,028.10","20,371,566.05","4,697,761.57","8,362,943.44","18,932,614.11","25,854,411.10","4,537,252.35","10,826,012.23","16,559,615.46","18,313,022.14","5,162,124.17","10,753,698.97","13,923,301.31","18,825,400.33","4,438,259.74","8,531,211.63","14,523,667.98","17,702,822.51","3,570,555.70","7,226,163.91","239,888,471.66","335,722,610.41","82,610,596.24","198,833,787.59","322,219,983.67","396,584,383.05","82,791,931.65","189,690,603.56","287,664,691.81","392,727,513.22","848,935,739.99","223,765,433.19"
筹资活动现金流入小计,,"51,140,800.00","40,000,000.00","20,300,000.00","40,300,000.00",,"471,272,858.31","471,272,858.31","471,272,858.31",,,,,,"3,936,131.89","4,167,313.53",,,"2,894,010.34","3,739,157.43",,,,"189,000,000.00","189,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,"790,400,000.00","915,000,000.00","270,000,000.00","350,000,000.00"
经营活动现金流出小计,"75,600,064.06","88,415,048.29","102,526,402.34","83,134,218.22","127,047,758.93","32,079,863.77","69,083,656.62","108,501,931.08","167,545,039.39","60,899,971.18","120,689,836.54","160,567,728.26","200,850,083.14","48,233,507.26","116,506,583.37","151,096,432.36","184,203,143.18","57,583,493.02","106,188,905.66","175,114,447.12","238,606,013.17","57,739,221.35","130,088,858.99","388,212,043.42","609,904,244.18","207,126,689.42","417,255,891.20","648,217,455.00","839,317,780.44","228,244,414.40","435,664,428.81","602,537,973.92","766,282,065.01","952,504,086.34","380,840,340.27"
偿还债务支付的现金,,"20,000,000.00","40,000,000.00","20,000,000.00","40,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,"194,462,755.97","302,474,661.50","58,650,000.00","82,650,000.00","162,650,000.00","162,650,000.00","450,000.00","450,000.00","450,000.00","15,450,000.00","500,000.00","500,000.00"
经营活动产生的现金流量净额,"25,067,695.14","46,888,207.12","54,056,995.29","62,425,337.24","85,712,123.64","16,798,179.79","32,586,025.28","51,990,747.30","74,426,515.06","5,065,145.18","12,924,072.04","36,764,408.19","63,035,343.84","5,122,734.26","40,236,299.92","57,686,696.04","83,132,883.27","19,421,258.41","51,041,469.61","70,191,136.06","80,108,148.74","35,311,846.04","53,795,926.82","46,916,992.57","137,728,784.12","56,665,586.04","137,743,129.87","168,339,194.28","169,315,097.84","18,639,969.39","114,395,985.87","193,819,827.48","271,106,655.26","76,636,993.46","22,872,060.70"
分配股利、利润或偿还利息支付的现金,"12,038,790.36","17,075,550.00","46,303,100.00","23,322,000.00","23,568,433.33","295,416.66","405,777.77","43,716,777.77","43,746,111.10",,"43,990,000.00","54,140,000.00","54,140,000.00",,"43,498,055.32","54,140,000.00","54,140,000.00",,"60,690,250.00","70,382,000.00","70,382,000.00",,,"12,491,229.82","16,878,608.74","1,801,668.07","36,118,064.04","37,085,419.73","37,086,083.63","24,225.00",,"24,225.00","50,868.75","4,670,754.15","10,229,809.70"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,"634,490.30","1,315,690.70",,,,"1,586,616.85",,,,,,,,,,,"3,739,157.43","5,900,000.00","4,700,000.00","4,700,000.00",,"1,466,500.00",,,,,,"24,225.00","16,000.00","13,169,389.67",,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,"262,724.97","425,734.89","531,518.33","772,154.37",,,,,,,,,,,,,,
筹资活动现金流出小计,"12,038,790.36","37,075,550.00","86,303,100.00","43,956,490.30","64,884,124.03","295,416.66","20,405,777.77","63,716,777.77","65,332,727.95",,"43,990,000.00","54,140,000.00","54,140,000.00",,"43,498,055.32","54,140,000.00","54,140,000.00",,"60,690,250.00","74,121,157.43","76,282,000.00","4,700,000.00","4,700,000.00","206,953,985.79","320,819,770.24","60,451,668.07","118,768,064.04","199,735,419.73","199,736,083.63","474,225.00","474,225.00","490,225.00","28,670,258.42","5,170,754.15","10,729,809.70"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,218,212.16",,"380,000.00",,,,,,,,,,"61,980.00",,,"133,351.97","560,000.00",,"1,500,000.00","2,161,126.59","2,159,590.67",,,"1,882.79",800.00,,"44,126.21","435,300.00","445,220.35",,"118,000.00","277,000.00","382,560.00","6,000.00","538,000.00"
筹资活动产生的现金流量净额,"-12,038,790.36","14,065,250.00","-46,303,100.00","-23,656,490.30","-24,584,124.03","-295,416.66","450,867,080.54","407,556,080.54","405,940,130.36",,"-43,990,000.00","-54,140,000.00","-54,140,000.00",,"-39,561,923.43","-49,972,686.47","-54,140,000.00",,"-57,796,239.66","-70,382,000.00","-76,282,000.00","-4,700,000.00","-4,700,000.00","-17,953,985.79","-131,819,770.24","-10,451,668.07","-68,768,064.04","-149,735,419.73","-149,736,083.63","-474,225.00","-474,225.00","789,909,775.00","886,329,741.58","264,829,245.85","339,270,190.30"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,"2,821.37","-57,314.01","10,607.40","30,861.15","-26,429.81","44,154.63","1,069.23","5,599.61","6,774.38","6,640.29","1,771.61",558.94
收到其他与投资活动有关的现金,,,,"5,221,119.41","5,221,119.41",,"3,589,364.00","3,589,364.00",,"2,200,000.00","2,200,000.00","2,200,000.00","2,200,000.00",,,,,,,,,,,"33,000,000.00","618,164,248.87",,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,218,212.16",,"380,000.00","5,221,119.41","5,221,119.41",,"3,589,364.00","3,589,364.00",,"2,200,000.00","2,200,000.00","2,200,000.00","2,261,980.00",,,"133,351.97","560,000.00","262,724.97","1,925,734.89","2,692,644.92","2,931,745.04",,,"33,001,882.79","618,165,048.87",,"44,126.21","435,300.00","445,220.35",,"118,000.00","277,000.00","382,560.00","6,000.00","538,000.00"
五、现金及现金等价物净增加额,"9,337,047.02","29,838,495.79","-7,494,562.49","14,760,940.97","36,674,825.20","15,065,983.30","479,613,688.05","448,543,803.44","453,218,027.57","3,966,952.84","-37,640,854.36","-52,633,569.32","-50,955,672.83","-14,423,389.74","-20,455,899.29","-24,115,907.64","-12,851,509.68","13,588,928.66","-14,936,575.82","-10,504,862.97","-13,836,443.94","27,359,814.23","46,227,643.42","32,898,710.89","503,401,271.18","34,623,701.45","40,691,482.56","-133,957,470.63","-104,618,227.83","8,962,597.34","91,795,065.57","933,377,675.22","1,043,693,212.80","171,239,666.34","37,368,267.09"
购建固定资产、无形资产和其他长期资产支付的现金,"5,910,069.92","31,114,961.33","15,628,457.78","29,229,025.38","29,674,293.82","1,436,779.83","7,428,781.77","14,592,388.40","27,148,617.85","3,298,192.34","8,774,926.40","37,457,977.51","62,112,996.67","19,546,124.00","21,130,275.78","31,963,269.18","42,404,392.95","6,095,054.72","10,107,540.66","13,006,643.95","20,594,337.72","3,252,031.81","2,868,283.40","29,069,000.05","45,615,477.56","11,600,823.92","28,358,570.63","34,609,239.25","44,686,617.02","9,204,216.28","22,250,294.91","50,635,701.64","88,132,384.33","14,585,080.70","169,663,278.97"
期初现金及现金等价物余额,"9,932,599.35","19,269,646.37","49,108,142.16","41,613,579.67","41,613,579.67","78,288,404.87","78,288,404.87","78,288,404.87","78,288,404.87","531,506,432.44","531,506,432.44","531,506,432.44","531,506,432.44","480,550,759.61","480,550,759.61","480,550,759.61","480,550,759.61","467,699,249.93","467,699,249.93","467,699,249.93","467,699,249.93","453,862,805.99","453,862,805.99","370,316,249.16","370,316,249.16","873,717,520.34","873,717,520.34","873,717,520.34","873,717,520.34","769,099,292.51","769,099,292.51","769,099,292.51","769,099,292.51","1,816,292,391.61","1,812,792,505.31"
投资支付的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"118,360,876.12","80,000,000.00",,,,"26,000,000.00","155,639,123.88","155,639,123.88"
期末现金及现金等价物余额,"19,269,646.37","49,108,142.16","41,613,579.67","56,374,520.64","78,288,404.87","93,354,388.17","557,902,092.92","526,832,208.31","531,506,432.44","535,473,385.28","493,865,578.08","478,872,863.12","480,550,759.61","466,127,369.87","460,094,860.32","456,434,851.97","467,699,249.93","481,288,178.59","452,762,674.11","457,194,386.96","453,862,805.99","481,222,620.22","500,090,449.41","403,214,960.05","873,717,520.34","908,341,221.79","914,409,002.90","739,760,049.71","769,099,292.51","778,061,889.85","860,894,358.08","1,702,476,967.73","1,812,792,505.31","1,987,532,057.95","1,850,160,772.40"
