科目,2008-12-31,2009-06-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
应付利息,"53,674,000.00","112,705,000.00","4,494,000.00","3,844,000.00","11,008,000.00","16,607,000.00","41,923,000.00","81,638,000.00","117,033,000.00","136,751,000.00","224,086,000.00","136,137,000.00","218,348,000.00","214,017,000.00","205,007,000.00","273,483,000.00","182,675,000.00","263,747,000.00","281,490,000.00","164,725,000.00","410,981,000.00","519,513,000.00","721,189,000.00","267,065,000.00"
应收股利,"2,347,000.00","34,855,000.00","2,337,000.00","2,347,000.00","54,597,000.00","54,985,000.00","2,015,000.00",,"53,768,000.00","3,521,000.00","62,270,000.00","76,262,000.00","68,898,000.00","70,952,000.00","24,204,000.00","24,204,000.00","40,395,000.00","40,395,000.00","20,694,000.00","40,694,000.00","53,469,000.00","1,925,000.00","11,889,000.00","11,889,000.00"
应付股利,"128,884,000.00","86,581,000.00","125,542,000.00","65,091,000.00","229,837,000.00","63,873,000.00","149,966,000.00","182,534,000.00","178,470,000.00","184,877,000.00","190,280,000.00","175,539,000.00","666,920,000.00","242,351,000.00","180,460,000.00","162,617,000.00","1,165,768,000.00","121,406,000.00","121,337,000.00","124,587,000.00","2,187,530,000.00","127,710,000.00","150,521,000.00","142,778,000.00"
存货,"9,345,939,000.00","10,783,761,000.00","12,934,504,000.00","15,382,389,000.00","16,895,619,000.00","20,143,523,000.00","24,161,482,000.00","31,961,439,000.00","35,882,555,000.00","35,332,098,000.00","31,054,409,000.00","32,909,770,000.00","30,069,524,000.00","29,483,945,000.00","24,646,220,000.00","24,641,601,000.00","25,725,771,000.00","26,002,425,000.00","18,640,158,000.00","23,719,740,000.00","29,147,249,000.00","34,607,531,000.00","29,003,568,000.00","34,934,133,000.00"
其他应付款,"1,429,318,000.00","1,416,821,000.00","1,455,623,000.00","1,498,914,000.00","1,540,381,000.00","1,654,535,000.00","1,597,458,000.00","2,792,200,000.00","2,373,928,000.00","2,715,880,000.00","2,034,457,000.00","2,468,688,000.00","2,193,459,000.00","2,289,914,000.00","2,273,499,000.00","2,669,057,000.00","2,752,712,000.00","2,840,524,000.00","2,936,355,000.00","2,719,227,000.00","3,329,362,000.00","3,753,356,000.00","3,608,982,000.00","3,574,347,000.00"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,"37,000.00","19,000.00","57,859,000.00","58,667,000.00","158,585,000.00","74,060,000.00","234,005,000.00","233,823,000.00","369,319,000.00","356,036,000.00","402,473,000.00","373,273,000.00","474,595,000.00","931,987,000.00","1,040,256,000.00","1,040,469,000.00","1,498,434,000.00","1,549,678,000.00","4,239,021,000.00","4,299,069,000.00","4,764,095,000.00","4,854,546,000.00","2,320,269,000.00","2,287,190,000.00"
一年内到期的非流动负债,"114,000,000.00",,"100,000,000.00",,"2,840,000.00",,"60,000,000.00","60,000,000.00","179,969,000.00","131,881,000.00","125,446,000.00","118,151,000.00","28,733,000.00","73,337,000.00","356,282,000.00","355,110,000.00","356,282,000.00","5,140,000.00","4,011,000.00","4,215,000.00","503,741,000.00","501,159,000.00","1,605,146,000.00","1,299,280,000.00"
其他流动资产,"276,937,000.00","427,593,000.00","380,288,000.00","529,367,000.00","817,777,000.00","1,020,479,000.00","531,634,000.00","885,306,000.00","831,086,000.00","615,745,000.00","525,110,000.00","661,405,000.00","456,503,000.00","403,519,000.00","404,910,000.00","398,834,000.00","619,039,000.00","615,446,000.00","296,201,000.00","617,165,000.00","820,301,000.00","750,889,000.00","640,662,000.00","649,529,000.00"
其他流动负债,"2,843,304,000.00","2,833,478,000.00","158,247,000.00","154,321,000.00","270,893,000.00","4,283,193,000.00","4,387,963,000.00","8,382,674,000.00","6,470,077,000.00","6,469,344,000.00","8,504,613,000.00","4,432,324,000.00","8,454,749,000.00","14,459,500,000.00","14,542,153,000.00","16,491,289,000.00","12,471,459,000.00","14,549,364,000.00","9,994,357,000.00","14,680,472,000.00","16,703,336,000.00","17,719,181,000.00","17,737,249,000.00","7,757,886,000.00"
流动资产合计,"24,383,951,000.00","27,954,598,000.00","43,971,722,000.00","46,811,586,000.00","49,961,473,000.00","53,162,727,000.00","51,369,133,000.00","72,569,889,000.00","69,675,873,000.00","76,756,508,000.00","63,138,857,000.00","74,209,018,000.00","74,550,249,000.00","76,043,647,000.00","64,214,534,000.00","66,753,390,000.00","68,841,091,000.00","74,914,921,000.00","70,729,412,000.00","81,500,288,000.00","98,001,106,000.00","101,715,909,000.00","97,492,485,000.00","89,872,888,000.00"
流动负债合计,"28,380,486,000.00","34,339,126,000.00","37,913,474,000.00","41,817,796,000.00","45,871,418,000.00","51,102,698,000.00","50,064,428,000.00","72,539,624,000.00","69,397,482,000.00","77,140,135,000.00","65,253,812,000.00","69,573,047,000.00","71,090,953,000.00","73,048,661,000.00","65,202,273,000.00","68,624,506,000.00","72,745,944,000.00","79,528,646,000.00","75,363,526,000.00","80,204,327,000.00","90,313,573,000.00","92,465,921,000.00","88,330,891,000.00","80,144,633,000.00"
可供出售金融资产,"167,489,000.00","229,487,000.00","75,364,000.00","93,079,000.00","105,299,000.00","77,497,000.00","219,803,000.00","174,177,000.00","134,874,000.00","79,160,000.00","68,424,000.00","66,318,000.00","70,511,000.00","63,272,000.00","74,348,000.00","68,304,000.00","79,732,000.00","89,296,000.00","90,829,000.00","78,161,000.00","86,850,000.00","117,083,000.00","117,451,000.00","139,919,000.00"
长期借款,"2,974,787,000.00","1,422,052,000.00","920,083,000.00","288,933,000.00","283,201,000.00","84,408,000.00","22,365,000.00","22,465,000.00","222,674,000.00","172,678,000.00","219,660,000.00","220,218,000.00","18,958,000.00","19,723,000.00","20,033,000.00","19,361,000.00","19,398,000.00","889,987,000.00","1,415,277,000.00","1,955,378,000.00","2,065,219,000.00","2,128,799,000.00","958,957,000.00","407,053,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,"3,968,537,000.00","3,970,532,000.00","3,972,548,000.00","3,974,564,000.00","3,972,537,000.00"
长期应收款,,"82,014,000.00","151,675,000.00","140,871,000.00","380,860,000.00","714,734,000.00","470,167,000.00","426,751,000.00","493,204,000.00","865,766,000.00","933,417,000.00","1,206,748,000.00","1,778,079,000.00","2,222,047,000.00","4,155,395,000.00","5,348,426,000.00","6,044,516,000.00","6,920,175,000.00","7,069,381,000.00","7,285,523,000.00","7,733,842,000.00","7,270,905,000.00","6,228,672,000.00","5,842,072,000.00"
长期应付款,"5,711,000.00","4,473,000.00","8,914,000.00","11,897,000.00","7,467,000.00","9,043,000.00","4,113,000.00","8,694,000.00","795,571,000.00","888,435,000.00","3,071,430,000.00","806,055,000.00","792,372,000.00","801,679,000.00","2,080,750,000.00","33,810,000.00","32,551,000.00","22,050,000.00","31,206,000.00","31,206,000.00","5,206,000.00","3,857,000.00","4,206,000.00","2,067,000.00"
长期股权投资,"710,331,000.00","718,172,000.00","854,162,000.00","909,197,000.00","943,726,000.00","1,473,409,000.00","1,187,080,000.00","1,456,141,000.00","1,436,947,000.00","1,485,731,000.00","1,816,379,000.00","1,825,957,000.00","1,755,641,000.00","1,802,579,000.00","1,854,340,000.00","1,919,279,000.00","1,854,893,000.00","1,947,772,000.00","2,027,496,000.00","2,079,839,000.00","2,009,706,000.00","2,106,906,000.00","2,198,808,000.00","2,253,171,000.00"
专项应付款,,,"29,843,000.00","26,163,000.00","22,376,000.00","17,159,000.00","13,303,000.00","10,683,000.00","57,040,000.00","6,777,000.00","101,487,000.00","110,871,000.00","110,400,000.00","112,865,000.00","94,336,000.00","97,059,000.00","93,876,000.00","97,430,000.00","89,450,000.00","87,700,000.00","88,846,000.00","92,749,000.00","92,965,000.00","92,750,000.00"
投资性房地产,"93,815,000.00","90,592,000.00","81,007,000.00","82,686,000.00","89,124,000.00","101,287,000.00","97,527,000.00","96,289,000.00","95,438,000.00","94,436,000.00","94,143,000.00","94,819,000.00","92,280,000.00","109,208,000.00","96,390,000.00","94,412,000.00","94,177,000.00","91,785,000.00","84,265,000.00","83,447,000.00","82,284,000.00","166,214,000.00","74,210,000.00","66,474,000.00"
预计负债,,,,,,,,,,,,,,,,,,,"814,090,000.00",,,,,
固定资产,"8,109,201,000.00","8,829,424,000.00","9,335,159,000.00","9,219,427,000.00","9,679,391,000.00","9,854,590,000.00","11,805,022,000.00","13,169,061,000.00","13,624,721,000.00","13,591,746,000.00","15,418,031,000.00","15,042,859,000.00","16,248,061,000.00","17,049,197,000.00","19,787,975,000.00","20,304,197,000.00","20,669,257,000.00","21,342,085,000.00","22,706,936,000.00","22,655,334,000.00","23,232,236,000.00","23,042,540,000.00","24,658,450,000.00","24,425,992,000.00"
递延所得税负债,"14,376,000.00","19,225,000.00",,,"3,556,000.00",,"14,614,000.00","8,473,000.00","4,007,000.00",,,,,,,,"182,000.00",,"1,183,000.00",,,"1,564,000.00","336,000.00","88,000.00"
在建工程,"1,346,224,000.00","1,183,460,000.00","2,098,151,000.00","2,820,583,000.00","2,825,700,000.00","3,781,826,000.00","3,895,379,000.00","4,599,451,000.00","5,084,529,000.00","6,092,716,000.00","6,391,554,000.00","7,342,425,000.00","6,889,853,000.00","6,646,264,000.00","5,270,086,000.00","5,113,822,000.00","5,587,497,000.00","5,964,185,000.00","5,184,820,000.00","5,655,600,000.00","5,339,410,000.00","5,869,078,000.00","5,207,499,000.00","5,392,680,000.00"
其他非流动负债,"2,654,363,000.00","2,554,013,000.00","2,837,229,000.00","2,811,783,000.00","2,994,923,000.00","2,869,183,000.00","2,908,839,000.00","3,980,644,000.00","3,957,362,000.00","3,971,639,000.00","2,321,056,000.00","4,606,164,000.00","4,698,556,000.00","4,758,966,000.00","2,645,078,000.00","4,688,587,000.00","4,719,577,000.00","4,685,024,000.00","2,878,550,000.00","4,992,672,000.00","5,006,077,000.00","5,091,357,000.00","2,200,014,000.00","2,203,362,000.00"
工程物资,"375,818,000.00","396,350,000.00","528,914,000.00","605,446,000.00","724,590,000.00","938,813,000.00","665,402,000.00","719,751,000.00","784,613,000.00","551,705,000.00","115,372,000.00","117,851,000.00","139,545,000.00","120,894,000.00","101,964,000.00","107,542,000.00","69,467,000.00","90,956,000.00","17,304,000.00","48,339,000.00","44,761,000.00","44,120,000.00","49,973,000.00","47,687,000.00"
非流动负债合计,"5,649,237,000.00","3,999,763,000.00","3,796,069,000.00","3,138,776,000.00","3,311,523,000.00","2,979,793,000.00","2,963,234,000.00","4,030,959,000.00","5,036,654,000.00","5,039,529,000.00","5,713,633,000.00","5,743,308,000.00","5,620,286,000.00","5,693,233,000.00","4,840,197,000.00","4,838,818,000.00","4,865,584,000.00","5,694,491,000.00","5,229,756,000.00","11,035,493,000.00","11,135,880,000.00","11,290,874,000.00","10,171,682,000.00","9,601,321,000.00"
固定资产清理,,,,,,,,"222,000.00",,"1,565,000.00",,"584,000.00",,,,,,,,,,,,
负债合计,"34,029,723,000.00","38,338,889,000.00","41,709,543,000.00","44,956,572,000.00","49,182,941,000.00","54,082,491,000.00","53,027,662,000.00","76,570,583,000.00","74,434,136,000.00","82,179,664,000.00","70,967,445,000.00","75,316,355,000.00","76,711,239,000.00","78,741,894,000.00","70,042,470,000.00","73,463,324,000.00","77,611,528,000.00","85,223,137,000.00","80,593,282,000.00","91,239,820,000.00","101,449,453,000.00","103,756,795,000.00","98,502,573,000.00","89,745,954,000.00"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"5,800,000,000.00","5,800,000,000.00","8,300,000,000.00","8,300,000,000.00","8,300,000,000.00","8,300,000,000.00","8,300,000,000.00","8,300,000,000.00","8,300,000,000.00","8,300,000,000.00","8,300,000,000.00","10,320,056,000.00","10,320,056,000.00","10,320,056,000.00","10,320,056,000.00","10,320,056,000.00","10,320,056,000.00","10,320,056,000.00","10,320,056,000.00","10,320,056,000.00","12,259,780,000.00","12,259,780,000.00","12,259,780,000.00","12,259,780,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"237,928,000.00","-8,259,000.00","10,937,932,000.00","10,952,989,000.00","10,703,646,000.00","10,840,732,000.00","11,024,776,000.00","10,966,412,000.00","10,926,431,000.00","10,866,834,000.00","10,859,848,000.00","15,712,172,000.00","15,715,750,000.00","15,715,883,000.00","15,796,104,000.00","15,790,624,000.00","15,777,580,000.00","15,789,771,000.00","15,483,128,000.00","15,480,629,000.00","21,246,056,000.00","21,271,501,000.00","21,629,081,000.00","21,629,083,000.00"
无形资产,"6,005,861,000.00","5,948,849,000.00","6,064,451,000.00","6,024,695,000.00","6,156,131,000.00","6,706,458,000.00","6,716,207,000.00","7,070,384,000.00","7,157,359,000.00","7,275,991,000.00","8,032,962,000.00","8,016,239,000.00","8,206,210,000.00","8,354,413,000.00","8,566,518,000.00","8,577,791,000.00","8,576,458,000.00","8,646,788,000.00","9,609,479,000.00","9,562,591,000.00","9,670,698,000.00","9,704,087,000.00","9,832,478,000.00","9,766,682,000.00"
盈余公积,"61,634,000.00","61,634,000.00","96,287,000.00","96,287,000.00","96,287,000.00","96,287,000.00","152,458,000.00","152,458,000.00","161,344,000.00","161,344,000.00","246,875,000.00","246,875,000.00","246,875,000.00","246,874,000.00","498,035,000.00","498,034,000.00","498,035,000.00","498,034,000.00","617,534,000.00","617,534,000.00","617,534,000.00","617,534,000.00","665,660,000.00","665,659,000.00"
开发支出,"6,083,000.00","6,833,000.00","6,933,000.00","8,363,000.00","6,933,000.00","9,569,000.00","8,620,000.00","8,967,000.00","700,000.00","929,000.00","215,000.00",,,,,,,"1,842,000.00",,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,"13,557,000.00","13,557,000.00","13,557,000.00","13,557,000.00","13,557,000.00","13,557,000.00","13,557,000.00","13,557,000.00","13,557,000.00","13,557,000.00"
未分配利润,"719,692,000.00","856,903,000.00","1,750,794,000.00","2,009,371,000.00","2,218,276,000.00","2,857,812,000.00","3,433,881,000.00","3,792,115,000.00","4,357,995,000.00","4,947,287,000.00","5,562,328,000.00","6,226,529,000.00","6,696,377,000.00","7,387,224,000.00","8,175,987,000.00","8,895,164,000.00","8,711,377,000.00","9,518,779,000.00","11,275,183,000.00","12,151,420,000.00","11,530,717,000.00","13,165,913,000.00","14,651,902,000.00","15,604,439,000.00"
长期待摊费用,"6,244,000.00","9,294,000.00","8,562,000.00","8,373,000.00","8,224,000.00","7,595,000.00","7,965,000.00","6,925,000.00","4,177,000.00","3,500,000.00","2,642,000.00","1,758,000.00","5,594,000.00","5,342,000.00","6,116,000.00","5,921,000.00","5,388,000.00","4,777,000.00","4,880,000.00","4,708,000.00","5,661,000.00","5,566,000.00","38,200,000.00","34,814,000.00"
少数股东权益,"499,588,000.00","539,626,000.00","546,545,000.00","566,352,000.00","592,628,000.00","812,768,000.00","1,223,425,000.00","1,242,669,000.00","1,325,889,000.00","1,317,005,000.00","1,323,235,000.00","1,373,945,000.00","1,401,570,000.00","1,289,404,000.00","1,578,636,000.00","1,601,441,000.00","1,640,743,000.00","1,746,377,000.00","1,785,293,000.00","1,827,603,000.00","1,749,123,000.00","1,771,173,000.00","1,855,590,000.00","1,907,871,000.00"
递延所得税资产,"143,548,000.00","139,720,000.00","165,001,000.00","157,265,000.00","212,327,000.00","161,585,000.00","167,074,000.00","159,644,000.00","178,793,000.00","192,987,000.00","252,104,000.00","245,272,000.00","243,959,000.00","250,366,000.00","286,085,000.00","279,591,000.00","301,786,000.00","304,664,000.00","451,337,000.00","474,737,000.00","527,840,000.00","539,679,000.00","774,521,000.00","774,026,000.00"
外币报表折算价差,,,,,,,,,,,,,,,,,,,"-98,000.00","-103,000.00","-95,000.00","-75,000.00",,
其他非流动资产,,,,,,,"552,823,000.00","566,585,000.00","834,567,000.00","779,394,000.00","995,631,000.00","1,026,084,000.00","1,111,885,000.00","1,034,106,000.00","2,009,295,000.00","2,024,841,000.00","2,475,487,000.00","2,818,267,000.00","2,169,221,000.00","2,279,374,000.00","2,192,612,000.00","2,334,973,000.00","2,465,976,000.00","2,844,559,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"16,964,614,000.00","17,634,195,000.00","19,369,379,000.00","20,069,985,000.00","21,132,305,000.00","23,827,363,000.00","25,793,069,000.00","28,454,348,000.00","29,829,922,000.00","31,015,626,000.00","34,120,874,000.00","34,986,914,000.00","36,541,618,000.00","37,657,688,000.00","42,222,069,000.00","43,857,683,000.00","45,772,215,000.00","48,236,149,000.00","49,429,505,000.00","50,221,210,000.00","50,939,457,000.00","51,214,708,000.00","51,659,795,000.00","51,601,633,000.00"
所有者权益(或股东权益)合计,"7,318,842,000.00","7,249,904,000.00","21,631,558,000.00","21,924,999,000.00","21,910,837,000.00","22,907,599,000.00","24,134,540,000.00","24,453,654,000.00","25,071,659,000.00","25,592,470,000.00","26,292,286,000.00","33,879,577,000.00","34,380,628,000.00","34,959,441,000.00","36,394,133,000.00","37,147,749,000.00","37,001,778,000.00","37,927,933,000.00","39,565,635,000.00","40,481,678,000.00","47,491,110,000.00","49,173,822,000.00","50,649,707,000.00","51,728,567,000.00"
资产总计,"41,348,565,000.00","45,588,793,000.00","63,341,101,000.00","66,881,571,000.00","71,093,778,000.00","76,990,090,000.00","77,162,202,000.00","101,024,237,000.00","99,505,795,000.00","107,772,134,000.00","97,259,731,000.00","109,195,932,000.00","111,091,867,000.00","113,701,335,000.00","106,436,603,000.00","110,611,073,000.00","114,613,306,000.00","123,151,070,000.00","120,158,917,000.00","131,721,498,000.00","148,940,563,000.00","152,930,617,000.00","149,152,280,000.00","141,474,521,000.00"
负债和所有者(或股东权益)合计,"41,348,565,000.00","45,588,793,000.00","63,341,101,000.00","66,881,571,000.00","71,093,778,000.00","76,990,090,000.00","77,162,202,000.00","101,024,237,000.00","99,505,795,000.00","107,772,134,000.00","97,259,731,000.00","109,195,932,000.00","111,091,867,000.00","113,701,335,000.00","106,436,603,000.00","110,611,073,000.00","114,613,306,000.00","123,151,070,000.00","120,158,917,000.00","131,721,498,000.00","148,940,563,000.00","152,930,617,000.00","149,152,280,000.00","141,474,521,000.00"
