科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"19,903,724.80","27,742,473.83","40,177,656.52","10,540,252.88","21,537,855.07","28,702,584.81","50,822,250.58","13,991,513.18","30,994,986.11","48,725,518.45","68,594,990.41","20,158,600.16","35,839,035.21","49,009,092.75","75,209,290.55","18,343,093.41","33,522,093.54","49,707,889.49","66,615,965.99","23,080,510.84","41,009,646.11","59,338,389.36","119,555,988.95","34,567,369.54","55,517,867.86","79,966,998.73","112,429,748.92","31,546,047.37","59,789,717.21","90,817,970.16","126,546,485.24"
取得借款收到的现金,"13,000,000.00","15,600,000.00","8,000,000.00",,"53,900,000.00","53,900,000.00","53,900,000.00","40,000,000.00","88,000,000.00","113,000,000.00","191,861,692.84","60,280,227.92","120,934,855.68","143,554,930.71","201,388,213.74","58,538,193.11","129,851,785.00","156,511,785.00","207,681,785.00","12,200,000.00","37,200,000.00","87,980,000.00","281,880,000.00","40,000,000.00","227,500,000.00","283,650,000.00","590,906,263.98","65,000,000.00","287,500,000.00","447,500,000.00","899,913,963.00"
支付的各项税费,"39,494,862.29","43,285,822.45","81,655,507.37","16,620,738.87","34,784,048.06","48,368,670.20","60,397,131.28","18,632,995.92","49,069,877.21","71,836,694.52","89,843,277.56","31,797,995.40","72,202,052.73","103,128,696.47","119,334,278.91","20,846,055.22","56,193,538.93","72,876,136.12","88,067,775.31","54,220,072.67","60,811,018.75","75,048,199.31","123,238,181.39","48,204,360.70","73,483,659.27","105,724,928.76","129,580,553.33","42,118,688.48","91,831,413.79","124,645,521.03","157,465,464.17"
收到其他与筹资活动有关的现金,"37,450,000.00","21,690,000.00",,,,,,,,,,,,,,,,,,,,,"52,500,000.00",,"2,000,000.00","2,000,000.00","30,472,049.98",,,"51,000,000.00","57,032,995.78"
支付其他与经营活动有关的现金,"12,464,475.72","11,455,745.60","19,412,957.46","9,175,710.65","13,453,424.09","24,873,774.76","32,154,077.67","10,943,422.90","23,363,108.94","32,708,352.52","30,631,987.37","9,539,398.62","15,069,595.73","20,315,000.65","35,239,667.89","8,311,877.78","14,264,965.89","19,857,607.08","31,269,530.89","7,580,138.85","17,014,097.11","25,578,406.53","94,321,182.00","22,421,132.54","90,474,928.15","126,745,787.86","159,976,913.90","75,101,307.59","149,274,252.29","228,657,845.29","210,810,474.61"
筹资活动现金流入小计,"60,950,000.00","140,490,000.00","8,000,000.00",,"443,476,000.00","443,476,000.00","434,914,870.00","40,000,000.00","88,000,000.00","120,500,000.00","199,361,692.84","60,280,227.92","120,934,855.68","417,954,930.71","461,287,993.74","58,538,193.11","133,563,785.00","160,223,785.00","212,593,785.00","126,217,782.51","151,199,991.34","201,979,991.34","692,029,295.20","40,000,000.00","230,980,000.00","792,349,680.00","1,129,709,159.29","65,000,000.00","288,490,000.00","499,590,000.00","996,942,858.78"
经营活动现金流出小计,"402,065,055.98","441,239,451.13","672,534,205.34","145,409,108.16","313,479,151.33","458,595,072.28","653,976,377.88","164,927,849.78","381,398,676.26","647,682,580.08","835,540,193.39","217,057,861.48","439,198,374.70","754,068,758.38","950,660,363.56","211,206,945.62","486,436,863.19","721,747,507.25","920,401,397.39","314,244,750.55","565,789,903.74","807,956,776.60","1,596,509,813.19","429,547,930.14","796,975,774.54","1,157,192,862.31","1,757,857,392.71","590,983,276.12","1,123,895,959.42","1,710,354,417.95","2,311,943,184.08"
偿还债务支付的现金,"25,243,072.51","11,306,376.97","15,413,992.89","626,169.93",,"13,720,695.22","22,400,000.00","9,500,000.00","39,500,000.00","42,000,000.00","110,000,000.00","13,800,000.00","79,800,000.00","100,300,000.00","189,876,735.36","62,238,116.94","116,633,171.22","135,103,171.22","194,064,956.22","59,490,000.00","113,690,000.00","113,690,000.00","352,190,000.00","70,780,000.00","145,680,000.00","407,712,875.00","431,006,000.00","40,000,000.00","244,000,000.00","423,650,000.00","503,906,263.98"
经营活动产生的现金流量净额,"18,342,988.52","69,847,290.21","50,027,810.47","-9,077,279.48","-26,682,229.18","-38,656,954.79","-36,311,837.22","-24,250,872.04","-40,916,096.54","-38,538,345.69","11,717,539.24","2,507,968.94","-11,298,489.64","-28,551,722.47","-17,806,405.46","4,086,613.13","-9,987,956.31","-17,124,218.47","36,845,150.20","12,301,556.38","-18,050,151.69","6,357,161.39","-23,103,395.47","-32,745,656.06","-92,646,922.98","-44,996,540.02","-108,444,793.63","-116,182,787.77","-124,477,140.85","-123,464,490.78","-95,852,882.29"
分配股利、利润或偿还利息支付的现金,"2,729,824.17","979,775.09","15,488,578.03","211,776.41","718,502.55","1,947,772.11","3,202,317.96","1,163,286.42","29,326,312.17","34,013,721.33","33,898,130.57","1,923,841.48","18,788,685.84","21,553,532.57","26,757,629.58","2,958,201.99","11,448,659.67","33,419,847.73","38,125,419.15","2,366,738.96","7,102,734.53","31,512,283.64","41,934,433.35","3,648,063.56","18,380,428.61","46,362,353.07","49,255,501.65","8,822,932.61","19,925,204.08","85,450,152.22","95,941,652.83"
收回投资收到的现金,,,,,,,,,,,"120,000.00",,,,,,,,,,,,,,,"7,300,000.00","7,300,000.00",,"7,170,000.00","7,170,000.00","7,100,000.00"
支付其他与筹资活动有关的现金,"16,945,225.17","62,596,980.46","9,371,626.92",,"1,492,539.31","2,837,563.46","6,442,385.29",,"3,876,299.50","4,997,033.41","7,093,941.17",,"5,917,537.00","19,917,537.00","11,524,263.89","509,681.40","999,435.29","1,396,356.81","16,760,945.30","242,266.89","25,467,020.97","35,144,488.94","38,897,199.77","56,396.29","3,098,777.17","10,227,281.71","25,575,056.80","1,657,148.39","3,454,299.54","23,417,298.01","75,050,287.32"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,"999,180.77","1,368,119.13",,,"1,589.04","1,589.04",,,,,,,,,"70,000.00"
筹资活动现金流出小计,"44,918,121.85","74,883,132.52","40,274,197.84","837,946.34","2,211,041.86","18,506,030.79","32,044,703.25","10,663,286.42","72,702,611.67","81,010,754.74","150,992,071.74","15,723,841.48","104,506,222.84","141,771,069.57","228,158,628.83","65,706,000.33","129,081,266.18","169,919,375.76","248,951,320.67","62,099,005.85","146,259,755.50","180,346,772.58","433,021,633.12","74,484,459.85","167,159,205.78","464,302,509.78","505,836,558.45","50,480,081.00","267,379,503.62","532,517,450.23","674,898,204.13"
处置固定资产、无形资产和其他长期资产收回的现金净额,"240,000.00","636,638.00","180,000.00",,"42,500.00","42,500.00","178,000.00",,,,,,"52,850.00","52,850.00","1,765,665.88",,"2,413,326.92","2,564,326.92","3,582,000.00",,"250,000.00","647,500.00","3,820,805.48",,"1,289,792.19","1,638,792.19","3,064,024.00",,"543,030.00","15,535,202.73","19,881,757.63"
筹资活动产生的现金流量净额,"16,031,878.15","65,606,867.48","-32,274,197.84","-837,946.34","441,264,958.14","424,969,969.21","402,870,166.75","29,336,713.58","15,297,388.33","39,489,245.26","48,369,621.10","44,556,386.44","16,428,632.84","276,183,861.14","233,129,364.91","-7,167,807.22","4,482,518.82","-9,695,590.76","-36,357,535.67","64,118,776.66","4,940,235.84","21,633,218.76","259,007,662.08","-34,484,459.85","63,820,794.22","328,047,170.22","623,872,600.84","14,519,919.00","21,110,496.38","-32,927,450.23","322,044,654.65"
处置子公司及其他营业单位收到的现金净额,,,"50,684.74",,,,,,,,,,,,,,,,,,,,"8,733,763.85",,"2,200,000.00","2,200,000.00","2,200,000.00",,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,"9,100,000.00",,,,,,,,,,,,,,"190,500,000.00","229,500,000.00","311,716,709.92",,"1,000,000.00","1,000,000.00","24,901,589.04",,"10,420,000.00","10,420,000.00","32,352,011.33",,"13,090,816.20","23,090,816.20","29,770,816.20"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"240,000.00","636,638.00","9,330,684.74",,"42,500.00","42,500.00","178,000.00",,,,"120,000.00",,"52,850.00","52,850.00","1,765,665.88",,"193,912,507.69","233,432,446.05","315,298,709.92",,"1,251,589.04","1,649,089.04","37,456,158.37",,"13,909,792.19","21,558,792.19","44,916,035.33",,"20,803,846.20","45,796,018.93","56,822,573.83"
五、现金及现金等价物净增加额,"44,909.98","83,425,045.42","-54,289,994.51","-24,018,052.25","363,742,306.97","298,301,182.05","271,822,435.82","-56,371,879.47","-104,841,255.66","-117,872,048.83","-127,944,440.77","32,745,472.89","-21,365,069.64","220,571,974.18","48,490,820.72","-107,156,852.07","-37,959,344.36","-106,063,702.11","-55,539,528.67","64,621,324.93","-43,247,064.05","-26,302,794.76","124,125,158.75","-98,916,861.52","-121,758,990.79","-54,769,640.06","64,696,610.02","-146,235,763.21","-172,098,626.44","-200,887,677.33","29,649,029.76"
购建固定资产、无形资产和其他长期资产支付的现金,"34,569,956.69","52,665,750.27","67,722,324.26","14,102,826.43","50,882,921.99","88,054,332.37","88,656,498.80","41,457,721.01","59,222,547.45","98,822,948.40","168,031,601.11","14,318,882.49","26,548,062.84","27,113,014.49","69,597,804.61","29,075,657.98","29,366,414.56","38,176,338.93","78,180,555.72","11,799,008.11","29,388,737.24","53,942,263.95","84,235,266.23","31,686,745.61","51,242,654.22","118,779,062.45","130,547,232.52","44,572,894.44","89,535,828.17","90,291,755.25","153,365,316.43"
期初现金及现金等价物余额,"5,732,355.19","5,777,265.17","89,202,310.59","45,863,496.08","45,863,496.08","45,863,496.08","34,912,316.08","306,734,751.90","306,734,751.90","306,734,751.90","306,734,751.90","178,790,311.13","178,790,311.13","178,790,311.13","178,790,311.13","227,281,131.85","227,281,131.85","227,281,131.85","227,281,131.85","172,041,603.18","172,041,603.18","172,041,603.18","188,830,756.63","333,054,715.23","312,955,915.38","312,955,915.38","312,955,915.38","377,652,525.40","377,652,525.40","377,652,525.40","377,652,525.40"
投资支付的现金,,,"700,787.62",,,,,,,,"120,000.00",,,,"90,000,000.00",,,,,,"2,000,000.00","2,000,000.00","51,000,000.00",,"35,600,000.00","240,600,000.00","360,600,000.00",,,,
期末现金及现金等价物余额,"5,777,265.17","89,202,310.59","34,912,316.08","21,845,443.83","409,605,803.05","344,164,678.13","306,734,751.90","250,362,872.43","201,893,496.24","188,862,703.07","178,790,311.13","211,535,784.02","157,425,241.49","399,362,285.31","227,281,131.85","120,124,279.78","189,321,787.49","121,217,429.74","171,741,603.18","236,662,928.11","128,794,539.13","145,738,808.42","312,955,915.38","234,137,853.71","191,196,924.59","258,186,275.32","377,652,525.40","231,416,762.19","205,553,898.96","176,764,848.07","407,301,555.16"
