科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"124,451,909.05","150,504,730.16","189,585,637.00","58,503,490.58","104,040,504.55","155,226,245.45","209,188,494.75","73,240,496.28","131,943,921.49","198,178,258.54","266,685,645.78","82,249,227.95","155,554,364.46","256,000,488.44","289,870,063.93","89,806,445.89","157,397,102.71","228,387,333.49","312,715,472.88","87,219,844.15","161,848,267.55","232,181,475.49","337,456,030.33","89,132,030.82","171,373,015.58","250,025,310.79","353,850,578.67","99,141,270.62","182,518,267.61"
取得借款收到的现金,"364,070,000.00","506,700,000.00","454,749,817.08","53,530,000.00","215,980,000.00","351,476,500.00","679,476,500.00","214,000,000.00","399,000,000.00","583,000,000.00","909,400,000.00","202,999,420.50","313,490,039.30","507,690,039.30","957,740,039.30","150,400,000.00","532,362,900.00","668,362,900.00","1,030,297,875.34","390,880,499.77","686,126,334.28","1,199,204,981.38","1,470,273,796.20","602,198,500.00","1,282,822,058.65","1,703,274,253.58","2,671,046,548.78","426,482,802.23","1,164,008,297.96"
支付的各项税费,"88,684,758.54","95,613,000.40","120,812,589.01","22,913,314.18","90,298,740.62","111,902,102.40","134,186,546.81","46,047,697.04","104,890,956.18","129,542,804.76","146,901,603.66","25,752,438.20","70,259,456.81","89,749,257.68","113,946,010.43","21,575,727.18","62,275,336.86","87,410,398.11","112,775,729.26","37,697,634.97","63,953,171.11","87,852,252.89","110,160,085.37","28,885,167.01","127,086,843.27","218,782,380.30","173,635,238.92","92,347,959.65","193,334,925.68"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,"83,944,277.18","117,060,990.00","145,857,601.00","203,279,219.83","238,367,590.90","32,314,922.22","175,737,130.47","253,184,333.84","58,314,922.22","53,688,230.00","317,614,240.23"
支付其他与经营活动有关的现金,"200,138,470.90","170,376,646.40","235,638,619.71","189,168,760.32","162,200,960.85","269,591,104.31","479,244,649.92","184,043,066.90","199,936,341.03","319,455,876.32","289,343,648.99","180,033,134.06","275,239,958.48","277,450,870.96","577,722,032.65","299,535,764.81","513,983,683.79","881,734,564.64","725,908,375.36","394,233,532.90","429,868,673.99","725,285,049.70","767,973,804.84","448,919,643.53","274,154,018.55","1,076,839,119.97","368,678,134.88","224,231,662.76","603,849,611.21"
筹资活动现金流入小计,"374,820,000.00","523,254,773.18","459,761,817.08","53,530,000.00","600,280,000.00","735,776,500.00","1,057,209,004.29","233,600,000.00","418,600,000.00","603,400,000.00","927,500,000.00","202,999,420.50","414,490,039.30","617,374,039.30","967,824,039.30","152,150,000.00","538,975,170.00","1,002,385,037.22","1,448,264,289.74","507,941,489.77","904,331,935.28","1,474,832,201.21","1,782,289,387.10","1,196,207,093.75","2,022,252,860.65","2,520,152,258.95","3,293,055,142.53","480,171,685.65","1,481,623,191.61"
经营活动现金流出小计,"1,171,721,785.46","1,541,441,088.23","1,681,903,844.24","530,245,622.26","942,604,691.45","1,477,992,314.52","2,036,915,273.24","700,057,708.04","1,166,614,372.53","1,825,559,468.49","2,577,238,294.17","664,450,147.33","1,375,766,226.78","1,988,728,722.95","2,694,920,430.88","807,645,611.10","1,615,868,717.37","2,440,344,287.06","2,979,660,862.59","963,928,509.80","1,632,835,459.83","2,457,154,594.05","3,273,468,012.16","1,138,319,241.57","2,157,629,286.19","4,521,051,836.43","5,001,332,697.59","1,567,723,231.60","3,274,817,370.10"
偿还债务支付的现金,"307,490,256.79","363,765,116.72","531,140,689.85","99,585,000.00","276,636,376.67","360,708,043.34","474,226,200.01","78,591,494.45","221,513,161.12","443,714,827.79","778,626,666.68","197,051,666.67","466,963,375.84","634,408,128.31","979,252,948.61","96,412,720.00","371,390,424.08","636,238,793.58","862,283,259.34","223,505,953.04","613,397,581.97","1,056,227,551.82","1,190,321,180.16","345,688,509.04","804,535,131.07","1,283,588,231.79","2,104,169,630.39","371,758,638.47","946,249,703.82"
经营活动产生的现金流量净额,"159,747,426.46","284,180,912.61","191,305,298.97","44,203,458.80","40,350,734.94","49,260,677.84","197,982,570.41","17,510,147.74","34,149,405.31","54,002,797.14","33,616,622.37","136,290,853.18","29,364,870.89","90,794,721.55","225,725,422.85","9,628,822.20","57,732,649.04","139,556,413.84","86,029,468.08","-69,585,672.69","-4,861,479.09","-123,551,769.30","-106,192,330.22","16,702,409.27","-122,034,459.42","-80,972,680.26","-26,653,873.33","-162,933,733.66","-269,690,751.97"
分配股利、利润或偿还利息支付的现金,"52,973,606.91","71,817,978.06","52,199,482.76","10,718,904.66","25,633,976.07","15,931,974.07","37,064,515.49","10,662,233.00","58,957,470.48","65,705,008.45","93,198,291.96","12,136,063.24","33,178,277.44","44,338,743.88","69,113,732.17","10,811,429.02","39,914,732.76","51,294,735.52","73,292,723.76","8,399,349.42","57,155,770.42","66,656,574.33","82,401,485.54","23,475,448.33","51,523,837.63","103,034,796.06","152,554,816.10","23,251,089.57","64,543,351.66"
收回投资收到的现金,"691,335.69","6,013,550.00","2,900,000.00","31,422,888.89","31,422,888.89","32,422,888.89","32,422,888.89",,,"520,000.00","2,000,000.00",,,,,,,,"1,817,438.06",,,"3,000,000.00","3,000,000.00",,"2,548,000.00","2,548,000.00","36,868,000.00",,
支付其他与筹资活动有关的现金,,,,,,"371,637.11","6,790,000.00",,,,,,,,,,,,"28,432,583.40","98,057,212.79","163,086,603.24","207,286,233.28","274,291,355.59","15,000,000.00","223,016,889.16","206,520,289.16","91,186,548.85","80,438,381.00","142,187,417.71"
取得投资收益收到的现金,"907,160.73","1,884,504.88","2,065,001.48","47,627.84","6,679,635.08","3,772,199.80","2,206,122.93","36,752.00","1,217,832.00","943,457.26","3,201,516.00","44,952.00","2,004,681.00","2,594,764.70","4,920,688.70","38,952.00","77,904.00","1,808,356.00","4,304,908.00","180,381.05","837,492.51","984,402.96","3,944,418.09","342,262.65","669,889.27","687,846.54","662,731.37","895,294.83","1,519,198.35"
筹资活动现金流出小计,"360,463,863.70","435,583,094.78","583,340,172.61","110,303,904.66","302,270,352.74","377,011,654.52","518,080,715.50","89,253,727.45","280,470,631.60","509,419,836.24","871,824,958.64","209,187,729.91","500,141,653.28","678,746,872.19","1,048,366,680.78","107,224,149.02","411,305,156.84","687,533,529.10","964,008,566.50","329,962,515.25","833,639,955.63","1,330,170,359.43","1,547,014,021.29","384,163,957.37","1,079,075,857.86","1,593,143,317.01","2,347,910,995.34","475,448,109.04","1,152,980,473.19"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,113,539.49","41,403,965.75","26,733,456.34","10,251,000.00","10,486,242.61","17,870,483.21","84,072,888.21","408,700.00","1,591,674.00","2,374,679.22","50,042,994.99","825,200.00","1,571,100.00","6,626,789.50","20,363,698.86","1,054,117.00","1,104,617.00","1,334,077.00","82,503,364.82","69,501,227.84","70,141,877.84","71,954,541.55","95,204,399.05","383,700.00","1,652,938.61","1,956,767.30","8,338,130.78","162,960,420.97","164,980,825.25"
筹资活动产生的现金流量净额,"14,356,136.30","87,671,678.40","-123,578,355.53","-56,773,904.66","298,009,647.26","358,764,845.48","539,128,288.79","144,346,272.55","138,129,368.40","93,980,163.76","55,675,041.36","-6,188,309.41","-85,651,613.98","-61,372,832.89","-80,542,641.48","44,925,850.98","127,670,013.16","314,851,508.12","484,255,723.24","177,978,974.52","70,691,979.65","144,661,841.78","235,275,365.81","812,043,136.38","943,177,002.79","927,008,941.94","945,144,147.19","4,723,576.61","328,642,718.42"
处置子公司及其他营业单位收到的现金净额,,,"165,322,333.02",,,,,,,,,,"18,146,567.79","18,146,567.79","18,310,613.93",,,,"333,161.10",,,,,,"2,000,000.00","2,000,000.00","2,000,000.00","300,000.00","300,000.00"
四、汇率变动对现金的影响,,,,,,,,,,,,"8,975.85","8,975.85","10,866.16",,,,,,,,,,,"-2,093,016.38","-1,846,234.78","-1,471,082.80","-192,423.92","2,548,972.49"
收到其他与投资活动有关的现金,,,"13,562,105.23",,"5,553.59","12,953,502.96","17,801,540.38",,,,,,,"288,650.43",,,,"6,766,087.12","6,766,087.12",,,,"82,895,000.00","66,500,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,712,035.91","49,302,020.63","210,582,896.07","41,721,516.73","48,594,320.17","67,019,074.86","136,503,440.41","445,452.00","2,809,506.00","3,838,136.48","55,244,510.99","870,152.00","21,722,348.79","27,656,772.42","43,595,001.49","1,093,069.00","1,182,521.00","9,908,520.12","95,724,959.10","69,681,608.89","70,979,370.35","75,938,944.51","185,043,817.14","67,225,962.65","6,870,827.88","7,192,613.84","47,868,862.15","164,155,715.80","166,800,023.60"
五、现金及现金等价物净增加额,"-7,075,571.61","63,747,147.57","24,349,004.73","-21,593,440.87","278,772,890.51","317,447,017.41","359,810,032.21","-27,165,384.65","-88,730,976.72","-126,300,970.17","-169,326,936.22","109,303,611.58","-116,978,145.29","-44,917,260.96","6,793,887.69","-62,064,079.57","-131,390,670.30","87,181,557.31","105,834,102.53","21,828,184.70","-76,021,452.96","-165,843,681.90","-161,218,353.01","379,223,982.73","292,344,193.58","211,114,590.29","242,322,979.80","-58,005,415.79","29,726,528.30"
购建固定资产、无形资产和其他长期资产支付的现金,"172,714,461.82","332,984,068.30","241,356,201.78","48,613,138.06","108,181,811.86","157,597,580.77","478,571,049.33","148,967,256.94","223,179,256.43","228,861,114.29","298,099,110.94","21,378,060.04","77,422,726.84","96,706,788.20","123,447,458.05","41,410,362.30","114,751,114.21","163,860,145.48","272,362,508.60","122,941,591.99","152,416,189.84","202,477,564.86","333,135,071.71","33,966,328.57","36,072,661.60","142,414,550.76","285,495,974.17","52,541,451.62","94,574,435.24"
期初现金及现金等价物余额,"90,062,260.83","82,986,689.22","146,733,836.79","171,082,841.52","186,084,245.92","177,425,152.92","171,082,841.52","530,892,873.73","530,892,873.73","530,892,873.73","530,892,873.73","361,565,937.51","361,565,937.51","361,565,937.51","361,790,711.79","368,584,599.48","368,584,599.48","368,584,599.48","368,584,599.48","474,418,702.01","474,418,702.01","474,418,702.01","474,418,702.01","313,200,349.00","313,200,349.00","313,200,349.00","313,200,349.00","555,523,328.80","555,523,328.80"
投资支付的现金,"4,421,323.40","20,125,802.89","12,604,633.00",,,,"28,092,800.00","2,500,000.00","2,500,000.00","10,564,000.00","4,900,000.00","300,000.00","5,000,000.00","5,300,000.00","26,165,200.00","47,000,000.00","77,500,000.00","87,550,000.00","88,784,800.00",,"2,970,000.00","2,970,000.00","3,770,000.00",,"20,000,000.00","20,350,000.00","34,202,263.34","11,217,099.00","103,999,999.00"
期末现金及现金等价物余额,"82,986,689.22","146,733,836.79","171,082,841.52","149,489,400.65","464,857,136.43","494,872,170.33","530,892,873.73","503,727,489.08","442,161,897.01","404,591,903.56","361,565,937.51","470,869,549.09","244,587,792.22","316,648,676.55","368,584,599.48","306,520,519.91","237,193,929.18","455,766,156.79","474,418,702.01","496,246,886.71","398,397,249.05","308,575,020.11","313,200,349.00","692,424,331.73","605,544,542.58","524,314,939.29","555,523,328.80","497,517,913.01","585,249,857.10"
