科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"501,290.60","746,985.23","1,020,849.74","585,915.58","21,237.86",,"1,020,220.79","14,239.63","28,717.36","61,146.67","25,019.05","323,846.17","621,606.63","1,090,045.35","1,241,125.65","108,931.92","280,908.67","703,704.28","1,220,132.64","-54,707.77","1,453,064.08","1,780,510.24","2,982,347.46","2,778,649.66","5,262,664.30","7,491,239.44","10,952,536.85","4,416,784.94","8,835,182.50","15,224,203.78","23,897,903.48","8,364,457.83","27,449,131.70","31,078,130.72","28,597,397.18","-1,820,475.53","-362,468.78","4,062,861.97","16,089,937.16","12,360,192.03","21,182,330.76","78,185,842.94","165,024,021.04","24,964,683.93","86,391,544.13","174,580,240.56","525,431,239.34","45,356,388.68"
三、利润总额,"7,542,718.48","21,688,496.44","40,440,477.67","12,940,117.43","29,698,930.95","46,482,311.60","53,111,470.72","13,014,991.89","23,942,056.58","38,032,832.38","56,155,464.44","5,184,495.04","33,465,102.95","59,589,611.46","77,649,634.41","16,710,213.81","37,031,160.64","59,672,140.92","82,950,490.13","20,279,473.89","40,521,847.78","62,451,700.57","84,998,058.71","61,262,279.14","123,984,145.10","163,212,224.79","204,315,788.22","84,634,292.43","178,582,054.31","247,943,921.93","290,337,348.70","61,233,583.20","105,348,507.10","239,426,150.87","400,540,160.09","91,750,559.22","185,319,968.08","256,811,327.22","461,583,141.92","79,629,648.70","185,642,207.08","321,594,760.09","305,810,426.77","98,706,184.72","163,878,177.61","-255,126,875.68","-1,333,907,205.53","62,975,888.14"
资产减值损失,,"858,951.63","260,172.79",,,,"5,138,208.88",,"1,327,983.85","1,327,983.85","-216,094.45",,"1,047,530.48","1,047,530.48","1,415,646.40",,"1,368,038.26","1,368,038.26","1,794,575.55",,"1,739,876.32","1,739,876.32","2,196,935.08","2,195,073.67","5,636,001.34","5,636,001.34","3,991,059.76","5,382,031.70","16,030,878.92","16,030,878.91","19,943,770.43",,"23,749,534.12","32,812,403.59","71,746,194.76","-7,983,691.55","-2,940,665.20","2,579,311.61","77,223,390.57","96,013.00","51,077.00","186,061.52","89,571,550.70","89,615.93","-2,091.60","337,251,382.35","797,884,831.92","-361,274.42"
减:所得税,,"3,571,042.99","6,643,731.91","1,941,017.61","4,522,245.78","6,972,346.74","8,600,245.21","1,952,248.78","3,208,250.47","5,704,970.46","8,350,056.63","703,333.88","4,635,917.51","9,025,963.46","11,688,204.93","2,440,432.23","5,449,140.46","8,780,098.77","11,604,763.59","2,664,200.18","5,974,234.99","9,517,613.37","12,055,427.90","10,171,936.61","19,360,950.59","26,496,762.16","32,989,834.41","10,348,504.29","20,765,281.31","30,790,981.03","33,187,874.33","8,286,174.22","25,307,494.79","48,833,272.18","78,429,669.33","19,597,618.10","43,098,680.05","56,749,332.04","65,415,242.86","9,544,942.65","24,846,206.71","57,804,407.99","83,105,105.62","31,034,616.52","58,125,021.81","87,052,951.37","53,774,751.55","29,325,986.38"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,138.96,,,,,,,,,,,,,,,"320,000.00","320,000.00",,,,,,"5,810,997.92","5,810,997.92","5,792,940.95",,,"654,551.97","3,691,031.56",,,,"118,271.79","1,959,479.16",,"9,938.00","-17,610,750.37","7,186,802.02"
四、净利润,"7,542,718.48","18,117,453.45","33,796,745.76","10,999,099.82","25,176,685.17","39,509,964.86","44,511,225.51","11,062,743.11","20,733,806.11","32,327,861.92","47,805,407.81","4,481,161.16","28,829,185.44","50,563,648.00","65,961,429.48","14,269,781.58","31,582,020.18","50,892,042.15","71,345,726.54","17,615,273.71","34,547,612.79","52,934,087.20","72,942,630.81","51,090,342.53","104,623,194.51","136,715,462.63","171,325,953.81","74,285,788.14","157,816,773.00","217,152,940.90","257,149,474.37","52,947,408.98","80,041,012.31","190,592,878.69","322,110,490.76","72,152,941.12","142,221,288.03","200,061,995.18","396,167,899.06","70,084,706.05","160,796,000.37","263,790,352.10","222,705,321.15","67,671,568.20","105,753,155.80","-342,179,827.05","-1,387,681,957.08","33,649,901.76"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-18,056.97",,,,"657,367.79",,,,"118,271.79",,,,"455,160.11",
归属于母公司所有者的净利润,"7,542,718.48","18,117,453.45","33,796,745.76","10,999,099.82","25,176,685.17","39,509,964.86","44,511,225.51","11,062,743.11","20,733,806.11","32,327,861.92","47,805,407.81","4,481,161.16","28,829,185.44","50,563,648.00","65,961,429.48","14,269,781.58","31,582,020.18","50,892,042.15","71,345,726.54","17,615,273.71","34,455,198.76","53,172,907.30","73,672,375.13","50,232,055.59","104,074,900.58","136,773,452.14","169,827,048.01","74,460,271.92","159,330,086.67","217,968,588.07","257,332,861.50","53,315,762.03","81,008,887.51","190,131,506.56","323,626,317.65","72,801,547.09","143,840,918.83","201,852,707.23","403,631,489.47","71,960,806.67","165,489,097.46","251,927,100.66","202,809,263.86","51,357,567.04","72,317,026.90","-386,694,689.59","-1,417,817,723.30","26,899,235.72"
影响营业利润的其他科目,,,,,"-499,630.48","-319,850.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,,"92,414.03","-238,820.10","-729,744.32","858,286.94","548,293.93","-57,989.51","1,498,905.80","-174,483.78","-1,513,313.67","-815,647.17","-183,387.13","-368,353.05","-967,875.20","461,372.13","-1,515,826.89","-648,605.97","-1,619,630.80","-1,790,712.05","-7,463,590.41","-1,876,100.62","-4,693,097.09","11,863,251.44","19,896,057.29","16,314,001.16","33,436,128.90","44,514,862.54","30,135,766.22","6,750,666.04"
