科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"779,668.67","287,590.13","1,015,659.96","993,780.19","1,295,697.33","382,329.92","512,912.49","440,053.29","349,681.75","162,019.15","341,415.59","335,337.67","663,589.35","667,857.25","1,439,792.18","1,236,149.58","1,610,097.51","1,964,926.83","2,266,932.75","5,715,117.86","5,043,977.05","6,196,622.70","7,076,768.11","14,119,138.79","12,267,716.77","13,429,382.56"
应付职工薪酬,"4,686,449.41","6,064,422.76","7,061,649.45","6,055,878.78","3,626,005.70","5,614,302.88","13,532,355.75","13,969,998.34","10,232,008.17","16,003,975.21","19,356,699.18","20,625,367.80","11,856,210.08","16,097,757.53","15,927,297.78","14,335,042.40","10,284,684.41","14,317,420.35","18,576,948.94","19,319,970.17","17,338,350.34","23,630,602.33","31,508,624.63","30,867,072.75","19,713,553.51","26,994,466.17"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,754,890.68","388,445.22","4,056,789.93","8,188,941.72","4,199,697.84","8,689,633.30","5,690,334.69","9,366,121.67","5,375,414.28","9,489,735.49","10,886,473.53","8,398,355.43","3,556,214.29","9,164,736.03","14,481,868.59","12,883,002.86","6,108,687.80","10,259,676.43","9,337,827.46","14,391,552.88","11,462,329.28","16,690,539.26","21,223,164.98","15,880,796.87","9,395,499.95","16,673,388.84"
应收利息,,,,,"3,944,000.00","7,940,438.00","8,710,415.43","11,159,106.21","8,017,032.64","9,698,682.64","11,318,239.04","13,355,914.04","1,697,472.50","1,107,237.21","1,620,450.00","2,786,625.00","560,250.00","602,625.00","297,875.00","328,500.00","58,125.00","77,500.00",,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,"241,117.67","109,925.72","107,465.43",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,"7,722,000.00",,"14,451,190.55",,,,,,,,,,,,,,,,,"593,300.00","593,300.00"
存货,"19,021,750.35","31,201,777.44","37,227,396.31","40,075,734.75","43,253,755.78","50,227,132.85","45,092,540.01","44,625,346.10","43,936,675.78","54,603,693.00","68,019,729.90","85,143,775.50","81,957,817.89","79,755,545.14","78,578,779.28","79,438,481.21","91,779,079.34","112,052,930.47","128,543,847.24","122,712,009.84","124,094,118.91","149,445,237.29","156,469,604.12","158,326,347.49","164,827,158.10","216,302,784.17"
其他应付款,"1,958,344.08","1,352,568.37","2,504,313.81","10,221,731.82","6,607,050.64","5,610,184.87","3,719,134.08","2,041,849.11","10,533,284.24","3,558,070.31","4,931,562.14","7,449,783.93","7,521,530.37","14,044,812.76","10,338,447.77","4,686,994.99","5,769,716.44","5,126,337.85","12,346,199.09","23,354,097.34","25,858,419.25","22,641,866.06","46,318,042.13","42,946,226.41","42,762,032.04","45,243,536.09"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"5,000,000.00",,,,,,,,,,,,,,,,,,,,,"35,803,320.00","36,123,289.26","37,973,024.94","39,174,932.91"
其他流动资产,"62,931.35",,,,,,,,,,"40,000,000.00","103,000,000.00","120,000,000.00","20,000,000.00","7,430,889.30","6,277,888.21","332,498,187.40","318,114,632.99","818,214,714.30","828,325,008.28","794,599,434.25","698,539,946.31","704,473,054.37","637,373,493.61","447,527,709.49","494,755,567.48"
其他流动负债,"21,240.00","24,463.05","45,174.16","35,100.49","33,349.40",,"12,074.99",,,,,,,,,,,,,,,,,,,
流动资产合计,"132,187,763.79","203,124,780.36","286,425,420.10","788,518,031.75","815,689,057.33","848,827,316.91","855,866,412.95","865,992,825.49","767,851,932.61","866,772,319.51","923,782,115.65","964,456,554.34","970,241,078.71","1,019,838,804.55","1,030,445,145.19","1,044,101,858.48","1,053,397,140.15","1,125,161,604.58","1,743,890,749.24","1,870,813,047.07","1,956,281,600.58","2,112,035,433.18","2,184,866,259.32","2,263,689,406.76","2,119,128,982.50","2,271,446,813.55"
流动负债合计,"63,406,539.68","101,122,546.62","130,849,619.51","139,504,625.14","154,313,393.76","192,089,022.77","192,132,911.58","201,533,989.82","217,999,518.06","276,829,084.60","312,889,761.52","330,003,603.63","345,450,075.52","369,227,496.85","350,377,916.22","313,346,546.88","334,526,976.13","395,147,373.70","485,164,274.14","593,682,453.12","686,960,575.03","807,035,637.82","949,031,084.77","1,010,423,965.46","1,018,988,954.00","1,136,420,431.01"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,"694,709.96",,,,,
长期借款,"5,000,000.00",,,,,,,,,,,,,,,,,,,"35,880,744.90","36,059,766.57","36,576,588.51",,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,"12,393,130.78",,,,,"698,705.12",,,,"1,500,000.00","1,500,000.00","4,840,000.00"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,"136,369,043.11","134,678,286.22","132,987,529.33","131,296,772.44","130,189,035.16",,,,,,,,,,"35,485,371.44","35,485,371.44","36,295,794.25","36,020,826.10"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"45,702,318.75","82,915,049.56","108,959,277.52","114,171,575.23","122,803,127.72","126,896,108.52","141,541,777.18","149,404,958.55","161,421,187.77","163,717,131.07","179,378,837.04","191,686,060.47","207,588,387.91","356,387,417.56","349,820,163.65","353,881,683.90","350,428,014.06","359,896,453.87","387,826,216.16","407,564,830.04","407,490,553.52","423,295,439.75","467,333,393.84","475,851,485.17","479,558,243.39","509,292,275.57"
递延所得税负债,,,,,,,,,"20,262,223.17","20,005,739.33","19,749,255.50","19,492,771.66","19,324,730.52","19,156,689.39","18,988,648.25","18,820,607.11","18,652,565.97","18,484,524.84","18,316,483.70","18,148,442.56","17,980,401.42","17,812,360.29","17,644,319.15","17,476,278.01","17,308,236.87","17,140,195.74"
在建工程,"15,980,368.49",,,,,,,,,,,,,,,,,,,,"4,554,328.61","6,079,026.06","6,331,278.30","11,684,835.62","83,603,043.03","92,246,941.79"
其他非流动负债,,"2,975,000.00","2,675,000.00","2,600,000.00","2,525,000.00","2,450,000.00","2,375,000.00","2,300,000.00","2,225,000.00","2,150,000.00","6,033,333.33","7,633,333.33","11,499,166.66","11,136,666.66","11,794,830.20",,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"5,000,000.00","2,975,000.00","2,675,000.00","2,600,000.00","2,525,000.00","2,450,000.00","2,375,000.00","2,300,000.00","22,487,223.17","22,155,739.33","25,782,588.83","27,126,104.99","30,823,897.18","30,293,356.05","30,783,478.45","30,254,927.93","29,726,377.41","34,190,160.23","37,501,525.87","72,626,468.73","72,049,688.36","71,810,708.27","86,928,317.72","86,172,515.68","84,638,935.86","83,266,600.50"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"68,406,539.68","104,097,546.62","133,524,619.51","142,104,625.14","156,838,393.76","194,539,022.77","194,507,911.58","203,833,989.82","240,486,741.23","298,984,823.93","338,672,350.35","357,129,708.62","376,273,972.70","399,520,852.90","381,161,394.67","343,601,474.81","364,253,353.54","429,337,533.93","522,665,800.01","666,308,921.85","759,010,263.39","878,846,346.09","1,035,959,402.49","1,096,596,481.14","1,103,627,889.86","1,219,687,031.51"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"45,800,000.00","59,540,000.00","59,540,000.00","80,000,000.00","80,000,000.00","136,000,000.00","136,000,000.00","217,600,000.00","217,600,000.00","217,600,000.00","217,600,000.00","217,600,000.00","282,880,000.00","282,880,000.00","282,880,000.00","282,880,000.00","622,336,000.00","622,336,000.00","688,053,415.00","688,053,415.00","688,053,415.00","688,053,415.00","693,986,415.00","693,986,415.00","1,249,175,547.00","1,251,595,547.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"35,004,836.41","21,264,836.41","21,264,836.41","475,464,836.41","475,464,836.41","419,464,836.41","419,464,836.41","337,864,836.41","337,864,836.41","337,864,836.41","337,864,836.41","337,864,836.41","272,584,836.41","272,475,033.97","272,655,152.40","272,655,152.40","18,036,475.75","18,036,475.75","539,099,220.19","539,099,220.19","539,099,220.19","537,019,058.57","561,326,509.44","561,326,509.44","6,137,377.44","9,331,777.44"
无形资产,"98,712.08","323,952.49","280,730.47","377,755.85","354,553.31","354,989.77","356,365.93","327,386.62","355,934.72","370,321.91","393,437.44","638,231.48","625,944.33","786,802.09","737,534.97","889,595.35","903,383.88","928,417.26","39,981,735.01","39,764,486.74","39,837,139.27","39,841,807.50","79,874,714.21","80,039,907.19","80,254,993.88","79,710,066.11"
盈余公积,"4,621,653.80","11,134,519.36","19,152,667.09","19,152,667.09","23,717,613.52","23,717,613.52","28,305,341.20","31,211,417.51","34,603,145.81","38,363,175.67","41,807,834.81","45,687,213.61","50,349,001.85","55,151,859.27","60,063,729.48","64,538,547.30","67,025,003.22","69,664,866.02","70,647,691.34","73,711,360.50","76,717,517.05","81,710,011.38","86,525,713.07","90,495,308.80","93,849,704.93","98,890,382.13"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,"29,487,010.00","29,487,010.00","28,893,710.00","34,508,110.00"
商誉,,,,,,,,,"18,334,711.89","18,334,711.89","18,334,711.89","18,334,711.89","18,334,711.89","18,334,711.89","18,334,711.89","18,334,711.89","18,334,711.89","18,334,711.89","18,334,711.89","75,500,311.73","76,969,843.26","77,402,058.42","81,337,893.50","80,864,582.55","79,465,075.31","78,178,965.49"
未分配利润,"41,594,884.22","91,050,674.22","163,214,003.77","187,588,036.06","204,298,521.64","204,152,396.24","221,588,070.80","227,342,757.60","256,147,110.25","288,752,465.75","318,621,236.12","352,552,421.72","350,211,276.04","392,960,090.42","435,752,432.94","475,355,390.18","369,447,538.91","392,227,994.50","400,240,650.35","425,932,214.38","419,182,530.91","464,035,937.73","505,171,955.77","539,026,787.87","500,425,061.22","545,742,280.64"
长期待摊费用,"727,517.32",,,,,,,,,,"1,325,851.13","5,777,021.29","5,553,860.14","7,016,516.57","18,416,746.27","19,479,849.09","18,539,521.41","28,001,804.44","27,926,088.60","27,382,783.29","25,648,221.85","25,938,112.67","32,208,481.46","35,707,073.27","33,377,367.81","31,230,358.73"
少数股东权益,,,,,,,,,,"4,885,647.10","4,563,241.68","4,327,488.12","3,869,683.83","3,130,447.92","2,954,850.00","2,595,297.74","5,272,410.53","6,766,625.63","6,022,417.50","38,227,909.08","38,902,743.34","45,773,858.55","42,384,290.47","42,135,417.24","42,320,119.01","43,186,664.69"
递延所得税资产,"731,233.68","723,794.20","1,030,698.69","1,242,801.87","1,472,626.97","1,795,453.74","2,101,603.93","2,127,830.68","2,369,023.60","2,578,178.26","2,927,016.89","2,972,316.57","3,635,752.69","3,754,031.82","5,320,126.74","4,938,163.72","4,768,010.56","6,046,503.79","8,769,693.49","8,897,028.81","10,921,001.47","13,476,714.74","14,109,939.96","14,218,267.32","14,895,053.28","15,710,154.68"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"41,394,054.13","16,150,068.21"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"63,240,150.32","83,962,796.25","110,270,706.68","115,792,132.95","124,630,308.00","129,046,552.03","143,999,747.04","151,860,175.85","318,849,901.09","319,678,629.35","335,347,383.72","350,705,114.14","365,927,692.12","386,279,479.93","405,022,414.30","397,524,003.95","392,973,641.80","413,207,891.25","482,838,445.15","559,808,145.73","566,115,797.94","586,033,159.14","716,681,072.71","735,351,522.56","850,343,625.08","863,379,656.68"
所有者权益(或股东权益)合计,"127,021,374.43","182,990,029.99","263,171,507.27","762,205,539.56","783,480,971.57","783,334,846.17","805,358,248.41","814,019,011.52","846,215,092.47","887,466,124.93","920,457,149.02","958,031,959.86","959,894,798.13","1,006,597,431.58","1,054,306,164.82","1,098,024,387.62","1,082,117,428.41","1,109,031,961.90","1,704,063,394.38","1,764,312,270.95","1,763,387,135.13","1,819,222,246.23","1,865,587,929.54","1,902,444,448.18","1,865,844,717.72","1,915,139,438.72"
资产总计,"195,427,914.11","287,087,576.61","396,696,126.78","904,310,164.70","940,319,365.33","977,873,868.94","999,866,159.99","1,017,853,001.34","1,086,701,833.70","1,186,450,948.86","1,259,129,499.37","1,315,161,668.48","1,336,168,770.83","1,406,118,284.48","1,435,467,559.49","1,441,625,862.43","1,446,370,781.95","1,538,369,495.83","2,226,729,194.39","2,430,621,192.80","2,522,397,398.52","2,698,068,592.32","2,901,547,332.03","2,999,040,929.32","2,969,472,607.58","3,134,826,470.23"
负债和所有者(或股东权益)合计,"195,427,914.11","287,087,576.61","396,696,126.78","904,310,164.70","940,319,365.33","977,873,868.94","999,866,159.99","1,017,853,001.34","1,086,701,833.70","1,186,450,948.86","1,259,129,499.37","1,315,161,668.48","1,336,168,770.83","1,406,118,284.48","1,435,467,559.49","1,441,625,862.43","1,446,370,781.95","1,538,369,495.83","2,226,729,194.39","2,430,621,192.80","2,522,397,398.52","2,698,068,592.32","2,901,547,332.03","2,999,040,929.32","2,969,472,607.58","3,134,826,470.23"
