科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付的各项税费,"103,134,205.00","107,690,519.00","194,716,140.00","107,286,230.00","158,064,809.00","257,953,088.00","73,932,371.00","195,677,930.00","271,319,155.00","380,434,786.00","152,072,831.00","290,004,505.00","458,651,037.00","575,468,160.00","190,884,013.00","398,550,102.00","601,711,807.00","838,944,334.00","244,251,663.00","539,909,500.00","757,494,228.00","977,630,863.00","132,227,170.00","412,507,620.00","629,527,048.00","840,994,767.00","169,158,319.00"
收到其他与筹资活动有关的现金,,,,"4,732,579.00","36,611,692.00",,,,,,,,,"17,480,000.00",,,,"525,000,000.00",,"222,900,000.00","223,076,637.00","222,900,000.00",,"61,919,171.00","61,919,171.00",,"264,000,000.00"
支付其他与经营活动有关的现金,"93,250,158.00","136,494,919.00","198,742,890.00","104,530,703.00","151,932,737.00","249,104,232.00","26,567,900.00","147,409,040.00","262,895,885.00","368,419,079.00","106,524,415.00","223,045,976.00","281,591,507.00","477,896,485.00","121,701,478.00","284,806,611.00","445,926,245.00","625,993,288.00","137,912,821.00","340,019,393.00","560,361,447.00","739,572,302.00","151,805,473.00","381,264,684.00","662,506,212.00","827,413,525.00","170,705,821.00"
筹资活动现金流入小计,"684,477,411.00","983,200,732.00","1,939,467,562.00","1,188,854,593.00","3,269,582,395.00","3,290,767,494.00","305,277,925.00","1,178,027,962.00","1,265,704,736.00","1,796,276,327.00","849,366,811.00","2,035,959,255.00","3,248,846,239.00","3,953,279,744.00","749,326,637.00","2,743,861,594.00","3,849,620,060.00","5,108,727,399.00","1,481,422,439.00","3,845,766,215.00","5,605,691,063.00","6,760,008,772.00","1,529,683,615.00","2,107,044,075.00","2,540,804,075.00","3,222,918,441.00","1,081,742,892.00"
经营活动现金流出小计,"1,251,784,513.00","1,386,661,740.00","2,648,382,408.00","1,591,473,202.00","2,466,264,429.00","3,451,772,361.00","887,855,262.00","2,185,584,966.00","3,396,361,272.00","4,440,703,439.00","1,245,682,546.00","2,558,742,954.00","3,837,137,926.00","5,575,588,255.00","1,251,959,785.00","2,974,155,968.00","4,623,372,040.00","6,099,937,665.00","1,390,483,777.00","2,937,083,649.00","4,621,590,531.00","6,560,479,781.00","1,559,872,493.00","3,119,555,283.00","5,077,785,430.00","7,017,963,438.00","1,587,874,182.00"
偿还债务支付的现金,"615,055,076.00","811,605,328.00","1,378,805,419.00","957,454,427.00","1,387,797,737.00","1,792,830,273.00","512,946,973.00","853,861,706.00","1,115,002,107.00","1,493,128,115.00","692,946,942.00","1,422,985,276.00","2,352,440,963.00","3,074,996,043.00","671,732,006.00","1,464,887,286.00","2,277,158,746.00","2,670,943,708.00","592,398,987.00","1,436,913,778.00","2,524,190,397.00","3,499,175,706.00","1,081,888,776.00","1,931,043,394.00","3,141,983,237.00","4,399,250,001.00","1,015,700,370.00"
经营活动产生的现金流量净额,"199,072,655.00","298,551,427.00","-89,223,107.00","310,467,611.00","339,346,076.00","415,278,014.00","182,078,311.00","50,802,665.00","175,012,695.00","668,895,954.00","167,245,335.00","399,925,704.00","658,547,160.00","769,522,323.00","253,627,580.00","384,349,780.00","671,618,964.00","1,185,482,321.00","323,157,052.00","732,935,717.00","1,013,457,401.00","760,354,235.00","-66,886,567.00","1,282,966,520.00","1,693,193,305.00","1,890,634,617.00","-127,380,480.00"
分配股利、利润或偿还利息支付的现金,"53,306,374.00","112,091,134.00","151,338,029.00","29,843,633.00","77,262,035.00","74,229,874.00","22,535,757.00","339,262,550.00","358,039,920.00","373,804,999.00","17,349,826.00","340,108,915.00","364,282,011.00","417,944,112.00","47,953,712.00","477,007,108.00","539,470,283.00","582,479,704.00","45,718,742.00","565,761,690.00","647,188,948.00","708,468,934.00","52,566,170.00","206,220,962.00","299,427,790.00","341,150,088.00","43,471,828.00"
收回投资收到的现金,"442,376.00","233,490.00","11,880,614.00",,,,,,,,,,"100,000,000.00","200,000,000.00",,,"30,000,000.00","70,000,000.00","130,000,000.00","1,520,000,000.00","3,490,000,000.00","5,070,000,000.00","507,130,658.00","3,202,901,963.00","5,028,706,440.00","6,624,122,900.00","452,000,000.00"
支付其他与筹资活动有关的现金,,,"7,295,996.00","5,580,167.00","9,828,482.00","39,664,139.00",,"21,913,646.00","21,913,646.00","39,935,480.00",,,"6,000,000.00","59,233,014.00",,"1,700,000.00","1,955,792.00","38,835,565.00","27,028,646.00","193,404,207.00","372,717,507.00","209,300,485.00","48,872,026.00","196,399,410.00","253,411,390.00","528,286,084.00","94,498,934.00"
取得投资收益收到的现金,"362,834.00","317,999.00","12,500.00",,,"25,000.00",,,"35,000.00","35,000.00",,,"556,301.00","1,104,246.00",,,"191,000.00","721,556.00","567,425.00","22,217,477.00","29,716,196.00","39,081,175.00","6,468,899.00","51,623,577.00","70,640,685.00","81,410,958.00","355,809.00"
筹资活动现金流出小计,"668,361,450.00","923,696,462.00","1,537,439,444.00","992,878,227.00","1,474,888,254.00","1,906,724,286.00","535,482,730.00","1,215,037,902.00","1,494,955,673.00","1,906,868,594.00","710,296,768.00","1,763,094,191.00","2,722,722,974.00","3,552,173,169.00","719,685,718.00","1,943,594,394.00","2,818,584,821.00","3,292,258,977.00","665,146,375.00","2,196,079,675.00","3,544,096,852.00","4,416,945,125.00","1,183,326,972.00","2,333,663,766.00","3,694,822,417.00","5,268,686,173.00","1,153,671,132.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,684,505.00","56,005.00","2,851,248.00","531,015.00","546,317.00","782,902.00",,"1,104,678.00","1,368,526.00","2,153,203.00",,,,"2,004,500.00","9,100.00","20,400.00","28,035.00","167,411.00","850,065.00","1,061,265.00","4,881,040.00","7,475,767.00","27,000.00","193,618.00","3,495,118.00","9,220,741.00","20,720.00"
筹资活动产生的现金流量净额,"16,115,961.00","59,504,270.00","402,028,118.00","195,976,366.00","1,794,694,141.00","1,384,043,208.00","-230,204,805.00","-37,009,940.00","-229,250,937.00","-110,592,267.00","139,070,043.00","272,865,064.00","526,123,265.00","401,106,575.00","29,640,919.00","800,267,200.00","1,031,035,239.00","1,816,468,422.00","816,276,064.00","1,649,686,540.00","2,061,594,211.00","2,343,063,647.00","346,356,643.00","-226,619,691.00","-1,154,018,342.00","-2,045,767,732.00","-71,928,240.00"
处置子公司及其他营业单位收到的现金净额,"25,086.00",,,,,,,,,,,,,"848,797.00",,,,,,,,,,,,,
四、汇率变动对现金的影响,,"-192,370.00","-153,613.00","110,018.00","19,202.00","-14,218.00","19,202.00","19,202.00","-10,264.00","15,943.00","-7,233.00","-3,843.00","-3,828.00","151,973.00","-229,035.00","-163,884.00","-463,060.00","-88,524.00","-5,015,282.00","-4,973,585.00","-4,346,222.00","-1,288,320.00","-55,099.00","269,436.00","-1,505,400.00","1,680,431.00","-2,427,737.00"
收到其他与投资活动有关的现金,,"3,560,000.00","2,000,000.00",,,,,,,,,,,"20,851,807.00","4,337,000.00","4,437,000.00","45,127,800.00","78,291,479.00",,"41,706,937.00","60,968,685.00","106,435,960.00","70,383,218.00","152,732,391.00","174,556,154.00","276,221,166.00","38,366,218.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,514,801.00","4,167,494.00","16,744,362.00","531,015.00","546,317.00","807,902.00",,"1,104,678.00","1,403,526.00","2,188,203.00",,,"100,556,301.00","224,809,350.00","4,346,100.00","4,457,400.00","75,346,835.00","149,180,446.00","131,417,490.00","1,584,985,679.00","3,585,565,921.00","5,222,992,902.00","584,009,775.00","3,407,451,549.00","5,277,398,397.00","6,990,975,765.00","490,742,747.00"
五、现金及现金等价物净增加额,"62,778,996.00","165,729,522.00","-129,489,355.00","271,589,893.00","1,729,092,803.00","1,369,443,351.00","-191,987,705.00","-494,269,705.00","-918,882,157.00","-567,465,710.00","59,294,304.00","86,758,127.00","488,469,339.00","197,497,809.00","146,533,722.00","293,241,343.00","213,875,908.00","900,748,307.00","-830,001,621.00","-815,685,021.00","-416,023,218.00","-931,289,883.00","340,994,958.00","1,480,584,002.00","749,158,837.00","258,015,082.00","-302,039,834.00"
购建固定资产、无形资产和其他长期资产支付的现金,"115,248,556.00","196,301,299.00","458,885,115.00","235,495,117.00","405,512,933.00","430,671,555.00","143,880,413.00","509,186,310.00","866,037,177.00","1,127,973,543.00","247,013,841.00","486,028,798.00","696,753,559.00","893,587,513.00","131,013,962.00","527,033,552.00","862,555,338.00","1,193,862,962.00","410,108,090.00","713,098,229.00","965,243,000.00","1,104,657,984.00","126,151,111.00","186,626,492.00","434,814,516.00","592,379,149.00","67,080,804.00"
期初现金及现金等价物余额,"53,446,792.00","116,225,788.00","281,955,310.00","152,465,955.00","152,465,955.00","152,465,955.00","1,521,909,306.00","1,521,909,306.00","1,521,909,306.00","1,521,909,306.00","954,443,596.00","954,443,596.00","954,443,596.00","966,943,466.00","1,164,421,870.00","1,164,441,275.00","1,164,441,275.00","1,164,441,275.00","2,065,189,582.00","2,065,189,582.00","2,065,189,582.00","2,065,189,582.00","1,133,899,699.00","1,133,899,699.00","1,133,899,699.00","1,133,899,699.00","1,391,914,782.00"
投资支付的现金,"675,865.00",,,,,,,,,,,"100,000,000.00","100,000,000.00","200,000,000.00",,"358,797,721.00","691,268,852.00","1,004,375,501.00","1,685,461,759.00","4,064,782,630.00","6,105,282,630.00","5,240,000,000.00","365,890,000.00","2,649,287,415.00","4,303,778,210.00","5,647,290,000.00","452,000,000.00"
期末现金及现金等价物余额,"116,225,788.00","281,955,310.00","152,465,955.00","424,055,848.00","1,881,558,758.00","1,521,909,306.00","1,329,921,601.00","1,027,639,601.00","603,027,149.00","954,443,596.00","1,013,737,900.00","1,041,201,723.00","1,442,912,935.00","1,164,441,275.00","1,310,955,592.00","1,457,682,618.00","1,378,317,183.00","2,065,189,582.00","1,235,187,961.00","1,249,504,561.00","1,649,166,364.00","1,133,899,699.00","1,474,894,657.00","2,614,483,701.00","1,883,058,536.00","1,391,914,781.00","1,089,874,948.00"
