科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"58,153,314.58","61,957,854.02","88,530,801.08","29,868,113.35","57,579,087.14","87,899,906.90","124,944,371.49","41,533,935.03","87,785,336.82","134,732,499.82","185,407,859.83","57,017,013.67","119,997,724.96","193,078,583.93","272,053,098.10","96,111,378.92","205,290,252.65","335,178,615.50","468,045,892.31","144,739,101.32","286,254,414.98","445,963,974.46","612,175,683.02","177,123,482.21","362,485,215.71","554,235,731.05","754,402,559.15","227,873,008.53","451,893,005.47","682,114,646.80","914,950,843.54"
取得借款收到的现金,"170,000,000.00","184,679,362.24","117,177,758.00","35,000,000.00","85,000,000.00","85,000,000.00","85,000,000.00",,,,,,,,,"477,204.00","1,430,293.80",,"2,014,838.40",,,"63,072,195.00","139,254,195.00",,"50,000,000.00","50,000,000.00","50,136,681.25",,"245,000,000.00","245,000,000.00","692,092,643.43"
支付的各项税费,"61,261,980.33","60,728,926.87","63,814,852.17","17,866,038.36","38,983,220.83","64,201,763.40","80,572,557.79","24,779,779.29","50,733,835.18","74,925,677.97","70,832,132.90","20,655,447.82","54,214,494.20","88,166,434.14","106,705,543.71","23,172,287.50","60,074,031.61","120,094,385.73","157,722,480.98","50,585,563.34","91,747,137.53","160,378,712.18","215,112,859.13","68,736,220.87","129,779,758.25","189,429,334.35","235,826,414.96","63,220,893.92","103,866,548.47","157,970,130.10","171,100,101.16"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,"1,431,785.00",,,,,"11,250,000.00",,,,,,"1,000,000.00","1,800,000.00","1,800,000.00"
支付其他与经营活动有关的现金,"20,293,925.02","17,809,843.68","20,903,384.92","7,980,879.11","15,083,621.11","28,624,054.02","23,915,612.73","8,515,421.46","19,273,568.44","30,632,767.67","27,766,522.65","32,598,495.23","42,904,641.07","58,535,647.05","46,531,669.31","17,884,085.12","93,275,806.04","115,289,983.44","96,475,269.63","25,591,566.52","49,827,791.84","79,080,197.56","67,039,785.00","57,044,566.12","101,748,514.26","168,502,261.46","94,384,127.35","45,924,332.46","82,188,808.25","119,157,287.61","81,883,764.52"
筹资活动现金流入小计,"170,000,000.00","184,679,362.24","117,177,758.00","35,000,000.00","1,243,360,000.00","1,243,360,000.00","1,236,939,030.48",,,,,,,,,"477,204.00","1,430,293.80","1,431,785.00","2,014,838.40",,,"63,087,780.46","150,521,295.92",,"50,000,000.00","50,000,000.00","50,141,134.99",,"246,000,000.00","246,800,000.00","693,892,643.43"
经营活动现金流出小计,"271,869,552.27","219,984,595.33","257,443,536.77","100,851,103.70","206,411,282.46","317,956,597.84","433,142,231.72","126,199,974.90","255,040,805.82","387,617,171.00","505,345,607.70","168,383,578.94","362,609,420.79","568,764,330.74","732,146,429.67","257,025,682.99","608,330,257.32","956,259,019.57","1,238,955,751.18","372,366,190.59","707,328,473.31","1,131,212,221.27","1,460,784,337.33","438,437,841.39","881,081,284.06","1,378,003,304.04","1,830,311,798.58","517,140,935.81","1,047,076,952.28","1,596,978,868.84","2,003,176,010.77"
偿还债务支付的现金,"108,000,000.00","169,000,000.00","109,600,174.40","27,177,758.00","72,177,758.00","207,177,758.00","200,000,000.00",,,,,,"4,826,528.45","4,826,528.45","3,150,522.06","97,888.00","989,765.15","990,797.06","2,025,500.27","670,296.73","704,839.82","778,509.88","1,178,440.81","64,993,551.62","147,850,991.25","197,850,991.25","197,937,654.02",,"10,580.20","125,018,535.79","295,035,270.69"
经营活动产生的现金流量净额,"11,906,831.14","137,550,197.13","185,638,278.90","23,315,298.83","50,824,694.05","81,478,539.84","86,456,687.05","34,666,837.67","65,966,923.43","93,663,720.91","132,213,194.86","37,694,788.26","78,348,578.05","122,813,556.98","228,608,252.17","85,800,753.80","38,141,798.42","122,885,451.80","253,288,291.78","144,548,386.10","329,267,221.33","413,706,038.40","553,452,022.22","202,137,502.15","484,579,094.12","568,549,156.48","581,794,883.06","221,031,215.65","280,065,832.60","369,948,532.55","423,817,801.00"
分配股利、利润或偿还利息支付的现金,"8,273,352.25","84,832,674.87","18,200,529.73","1,675,284.71","3,695,548.60","4,205,449.99","4,205,449.99",,"109,148,405.34","109,148,405.34","120,000,000.00",,,"120,000,000.00","120,385,793.49",,"120,190,563.20","120,190,761.88","120,428,818.73","11,501.81","200,172,058.40","200,775,573.34","201,424,412.02","83,549.58","200,440,082.19","200,477,041.95","200,464,042.68",,"299,499,506.41","302,434,609.50","304,713,028.69"
收回投资收到的现金,,,,,,,,,,,,,,,"350,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","370,000,000.00","580,000,000.00","600,000,000.00","712,000,000.00","87,000,000.00","209,000,000.00","299,000,000.00","299,000,000.00",,"350,000,000.00","413,000,000.00","413,000,000.00"
支付其他与筹资活动有关的现金,,,,,"495,000.00","5,845,000.00","6,064,855.18",,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,"1,068,470.33","2,406,387.00","3,933,130.08","3,933,130.08","3,933,130.08","3,933,130.08","2,570,410.96","4,314,097.27","4,522,891.78","7,053,475.43","3,814,304.18","6,916,537.59","12,065,221.00","17,121,941.04","4,631,250.00","10,977,197.48","16,282,734.00","20,875,085.65"
筹资活动现金流出小计,"116,273,352.25","253,832,674.87","127,800,704.13","28,853,042.71","76,368,306.60","217,228,207.99","210,270,305.17",,"109,148,405.34","109,148,405.34","120,000,000.00",,"4,826,528.45","124,826,528.45","123,536,315.55","97,888.00","121,180,328.35","121,181,558.94","122,454,319.00","681,798.54","200,876,898.22","201,554,083.22","202,602,852.83","65,077,101.20","348,291,073.44","398,328,033.20","398,401,696.70",,"299,510,086.61","427,453,145.29","599,748,299.38"
处置固定资产、无形资产和其他长期资产收回的现金净额,"8,000.00","18,500.00","2,979,669.61","913,108.99","6,909,430.99","6,909,430.99","6,984,640.24",,,,,,"18,300.00","7,627,040.00","7,670,340.66",,"35,000.00","9,155,338.50","18,426,303.00","1,002,452.00","1,034,252.89","1,034,252.89","529,769.27","652,559.76","219,400.00","235,306.56","399,459.29","179,038.60","250,057.08","368,993.98","356,412.83"
筹资活动产生的现金流量净额,"53,726,647.75","-69,153,312.63","-10,622,946.13","6,146,957.29","1,166,991,693.40","1,026,131,792.01","1,026,668,725.31",,"-109,148,405.34","-109,148,405.34","-120,000,000.00",,"-4,826,528.45","-124,826,528.45","-123,536,315.55","379,316.00","-119,750,034.55","-119,749,773.94","-120,439,480.60","-681,798.54","-200,876,898.22","-138,466,302.76","-52,081,556.91","-65,077,101.20","-298,291,073.44","-348,328,033.20","-348,260,561.71",,"-53,510,086.61","-180,653,145.29","94,144,344.05"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"428,567.00"
四、汇率变动对现金的影响,"-150,143.46","-61,698.06","-31,610.18","-46,601.73","-100,957.29","-190,342.39","-319,981.52","82,157.49","-156,989.61","-66,458.28","-743,398.33","39,595.30","-302,751.34","153,524.92","1,043,185.50","802,050.49","-357,410.26","-650,720.05","-868,130.79","-60,173.50","942,409.53","3,393,631.76","5,686,176.79","976,739.24","6,615,643.29","7,575,150.06","10,082,949.55","406,556.70","-1,335,736.64","-7,106,761.79","-23,191,228.80"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,"200,000,000.00",,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"8,000.00","18,500.00","2,979,669.61","913,108.99","6,909,430.99","6,909,430.99","6,984,640.24",,,,,,"18,300.00","208,695,510.33","360,076,727.66","183,933,130.08","183,968,130.08","193,088,468.58","202,359,433.08","373,572,862.96","585,348,350.16","605,557,144.67","719,583,244.70","91,466,863.94","216,135,937.59","311,300,527.56","316,521,400.33","4,810,288.60","361,227,254.56","429,651,727.98","434,660,065.48"
五、现金及现金等价物净增加额,"-22,927,797.90","1,374.12","14,506,340.80","2,561,157.22","1,147,189,719.65","1,006,513,846.59","954,402,595.69","2,414,390.94","-93,981,725.75","-90,640,751.49","-60,403,425.62","11,126,381.01","-112,407,930.00","-362,815,320.19","-327,492,492.87","-56,944,902.54","-313,616,973.75","-317,309,892.21","-502,294,661.66","188,966,685.30","234,400,362.57","121,958,633.07","143,828,967.20","63,799,397.41","124,979,760.77","-26,825,737.28","-45,448,580.12","70,849,528.79","41,761,014.88","-79,523,560.95","80,447,511.66"
购建固定资产、无形资产和其他长期资产支付的现金,"88,385,362.88","68,190,042.60","163,457,051.40","27,767,606.16","77,435,141.50","107,815,573.86","165,387,475.39","32,334,604.22","50,643,254.23","75,089,608.78","71,873,222.15","26,608,002.55","81,101,023.26","115,106,878.97","247,747,714.43","138,103,795.61","312,682,227.44","406,259,088.60","492,316,359.38","18,412,591.72","80,280,720.23","90,231,879.00","123,810,919.60","43,704,606.72","162,059,840.79","252,636,838.18","292,301,551.35","55,398,532.16","131,686,249.03","178,363,914.40","335,983,470.07"
期初现金及现金等价物余额,"46,072,401.08","23,144,603.18","23,145,977.30","37,652,318.10","37,652,318.10","37,652,318.10","37,652,318.10","992,054,913.79","992,054,913.79","992,054,913.79","992,054,913.79","931,651,488.17","931,651,488.17","931,651,488.17","931,651,488.17","604,166,058.09","606,465,889.55","606,465,889.55","604,158,995.30","101,864,333.64","101,864,333.64","101,864,333.64","101,864,333.64","245,693,300.84","245,693,300.84","245,693,300.84","245,693,300.84","200,244,720.72","200,244,720.72","200,244,720.72","200,244,720.72"
投资支付的现金,,"162,269.72",,,,,,,,,,,"4,544,505.00","4,544,505.00","541,533,455.65","189,756,357.30",,,"243,688,080.00","310,000,000.00","400,000,000.00","672,000,000.00","959,000,000.00","122,000,000.00","122,000,000.00","313,285,700.00","313,285,700.00","100,000,000.00","413,000,000.00","513,000,000.00","513,000,000.00"
期末现金及现金等价物余额,"23,144,603.18","23,145,977.30","37,652,318.10","40,213,475.32","1,184,842,037.75","1,044,166,164.69","992,054,913.79","994,469,304.73","898,073,188.04","901,414,162.30","931,651,488.17","942,777,869.18","819,243,558.17","568,836,167.98","604,158,995.30","547,221,155.55","292,848,915.80","289,155,997.34","101,864,333.64","290,831,018.94","336,264,696.21","223,822,966.71","245,693,300.84","309,492,698.25","370,673,061.61","218,867,563.56","200,244,720.72","271,094,249.51","242,005,735.60","120,721,159.77","280,692,232.38"
