科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"37,912,974.07","47,798,213.52","65,871,874.37","17,374,931.46","39,488,279.32","63,612,589.80","83,344,294.17","25,784,519.31","49,418,475.28","74,768,543.67","101,041,790.30","35,999,553.43","63,142,973.00","90,151,566.25","120,444,777.53","46,184,961.20","77,638,335.45","111,900,496.46","145,711,779.09","53,667,443.58","92,158,958.20","128,473,316.47","172,275,395.21","58,363,536.30","102,394,682.57","145,918,655.10","200,916,432.26","67,697,312.85","120,224,033.00","182,674,770.00"
取得借款收到的现金,"244,843,140.80","276,000,000.00","367,000,000.00","18,000,000.00","75,329,920.00","109,329,920.00","219,329,920.00","44,000,000.00","54,000,000.00","99,400,000.00","257,900,000.00","20,000,000.00","44,000,000.00","100,000,000.00","270,600,000.00","20,000,000.00","43,300,000.00","118,300,000.00","279,300,000.00","20,000,000.00","54,000,000.00","139,000,000.00","255,000,000.00","55,000,000.00","95,000,000.00","145,000,000.00","284,000,000.00","30,000,000.00","40,000,000.00","140,000,000.00"
支付的各项税费,"40,000,573.66","32,865,156.12","40,122,475.79","10,650,424.54","20,139,770.63","27,665,411.63","34,280,517.68","4,359,827.05","11,171,728.57","16,007,034.52","23,050,852.62","9,518,464.61","22,410,171.81","34,566,140.96","51,980,783.62","10,761,534.08","28,360,844.01","33,937,538.82","42,729,861.01","16,467,409.28","38,235,654.85","55,446,262.08","76,464,458.70","12,722,535.59","29,279,544.47","39,488,597.87","56,022,791.92","27,458,397.04","70,897,819.87","115,030,678.45"
收到其他与筹资活动有关的现金,,,,"105,230.63",,,,,,,,,,,,,,,,,,,,,,,"32,614,260.41",,,"5,000,000.00"
支付其他与经营活动有关的现金,"32,395,727.73","43,953,800.39","40,393,107.79","27,032,506.96","18,941,319.94","35,008,136.82","45,951,128.01","9,010,648.84","22,966,218.25","35,276,770.80","55,370,837.46","12,382,893.12","28,529,443.84","44,145,277.10","59,034,045.25","18,431,343.15","36,641,838.11","57,726,421.94","75,630,774.52","19,086,309.76","31,919,605.17","46,558,991.83","83,741,925.22","31,198,527.39","42,152,802.96","66,143,576.26","104,726,627.90","54,980,533.51","123,559,714.78","178,418,373.06"
筹资活动现金流入小计,"244,843,140.80","276,000,000.00","367,000,000.00","18,105,230.63","609,351,990.00","643,351,990.00","753,351,990.00","44,000,000.00","54,000,000.00","99,400,000.00","257,900,000.00","20,000,000.00","44,000,000.00","100,000,000.00","270,600,000.00","20,000,000.00","106,936,800.00","184,119,200.00","345,119,200.00","20,000,000.00","59,799,120.00","164,399,120.00","280,399,120.00","55,100,000.00","136,900,000.00","186,900,000.00","358,914,260.41","323,999,985.12","334,999,985.12","441,399,985.12"
经营活动现金流出小计,"580,632,938.06","539,863,607.91","713,154,127.62","201,800,884.77","404,400,116.12","658,357,490.93","832,073,538.60","156,690,389.93","346,700,508.52","562,315,492.06","781,393,788.67","195,892,206.48","447,203,285.65","628,182,503.28","888,956,470.17","226,708,997.38","511,022,569.47","717,152,331.64","985,980,076.07","254,304,134.29","586,290,407.91","758,959,186.41","1,015,765,191.49","225,445,123.87","468,337,069.09","717,088,490.78","1,210,926,672.21","259,424,300.13","528,785,410.51","846,425,047.46"
偿还债务支付的现金,"204,943,140.80","219,400,000.00","292,000,000.00","43,000,000.00","110,000,000.00","209,329,920.00","337,329,920.00","48,500,000.00","65,500,000.00","100,000,000.00","217,000,000.00","35,000,000.00","52,500,000.00","118,400,000.00","254,900,000.00","35,500,000.00","53,830,000.00","158,330,000.00","287,370,000.00","33,300,000.00","64,930,000.00","171,630,000.00","272,670,000.00","41,800,000.00","120,930,000.00","187,730,000.00","298,860,000.00","6,800,000.00","89,600,000.00","151,400,000.00"
经营活动产生的现金流量净额,"30,230,061.28","105,624,585.58","108,674,388.62","10,167,316.56","18,201,823.76","6,488,556.12","62,690,636.50","9,486,917.74","22,432,904.58","56,678,442.36","86,605,849.15","3,966,023.70","27,495,595.01","78,032,692.16","93,921,980.24","46,103,952.97","88,844,245.88","155,039,017.80","219,455,483.56","52,510,505.72","67,928,049.83","160,431,578.16","207,917,945.46","72,803,941.38","128,472,339.36","237,236,171.73","241,482,126.65","19,709,802.80","51,470,092.27","88,777,723.06"
分配股利、利润或偿还利息支付的现金,"16,706,972.22","28,893,745.56","28,921,815.56","4,522,437.21","10,030,498.61","14,763,604.04","19,561,995.06","4,359,185.70","33,236,568.07","37,614,720.33","41,665,010.48","4,599,333.58","15,341,140.18","32,269,470.57","36,720,360.00","4,745,833.80","33,785,804.72","38,211,998.65","42,265,462.99","4,451,535.21","46,668,860.33","50,311,563.36","53,682,537.83","3,426,059.84","44,807,711.02","47,784,803.12","50,727,919.81","3,153,187.53","65,347,209.76","68,072,084.41"
收回投资收到的现金,,"207,619.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,"126,200.00","5,676,031.04","5,954,035.25",,,,,,,,,,,,,,,,,,,,"5,000,000.00",,,
取得投资收益收到的现金,,"22,953.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"221,650,113.02","248,293,745.56","320,921,815.56","47,522,437.21","120,156,698.61","229,769,555.08","362,845,950.31","52,859,185.70","98,736,568.07","137,614,720.33","258,665,010.48","39,599,333.58","67,841,140.18","150,669,470.57","291,620,360.00","40,245,833.80","87,615,804.72","196,541,998.65","329,635,462.99","37,751,535.21","111,598,860.33","221,941,563.36","326,352,537.83","45,226,059.84","165,737,711.02","235,514,803.12","354,587,919.81","9,953,187.53","154,947,209.76","219,472,084.41"
处置固定资产、无形资产和其他长期资产收回的现金净额,"710,364.86","571,272.12","1,527,697.66","80,000.00","80,000.00","1,882,862.92","1,919,441.98","7,436.79","123,100.69","238,386.86","869,005.30","14,412.02",,"25,746.74","193,680.13",,"788,969.16","909,309.16","1,173,701.63","640,908.59","775,358.60","775,358.60","928,623.16","102,390.96","155,491.20","263,097.20","3,561,978.12","3,172,234.00","3,730,108.24","3,758,045.04"
筹资活动产生的现金流量净额,"23,193,027.78","27,706,254.44","46,078,184.44","-29,417,206.58","489,195,291.39","413,582,434.92","390,506,039.69","-8,859,185.70","-44,736,568.07","-38,214,720.33","-765,010.48","-19,599,333.58","-23,841,140.18","-50,669,470.57","-21,020,360.00","-20,245,833.80","19,320,995.28","-12,422,798.65","15,483,737.01","-17,751,535.21","-51,799,740.33","-57,542,443.36","-45,953,417.83","9,873,940.16","-28,837,711.02","-48,614,803.12","4,326,340.60","314,046,797.59","180,052,775.36","221,927,900.71"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,"6,300,000.00",,,,"4,233,800.00",,,,"10,500,000.00","3,800,000.00","8,881,300.00","14,856,042.98","15,987,300.00","2,281,000.00","2,281,000.00","9,101,000.00","11,351,000.00","7,845,659.33","14,587,859.33","16,597,859.33"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"710,364.86","801,844.51","1,527,697.66","80,000.00","80,000.00","1,882,862.92","1,919,441.98","7,436.79","123,100.69","238,386.86","7,169,005.30","14,412.02",,"25,746.74","4,427,480.13",,"788,969.16","909,309.16","11,673,701.63","4,440,908.59","9,656,658.60","15,631,401.58","16,915,923.16","2,383,390.96","2,436,491.20","9,364,097.20","14,912,978.12","11,017,893.33","18,317,967.57","20,355,904.37"
五、现金及现金等价物净增加额,"1,259,919.78","37,820,215.17","21,498,920.98","-37,372,288.08","429,914,031.64","317,131,626.06","320,114,710.70","-14,884,643.60","-56,126,672.86","-53,321,399.55","-16,199,072.24","-45,899,646.99","-70,194,810.69","-101,462,041.18","-87,649,075.71","-39,339,299.45","49,734,342.51","-7,737,561.13","39,738,779.65","-13,106,700.65","-50,431,776.38","-6,531,458.20","16,528,382.91","17,731,569.92","-3,474,882.46","-14,539,898.87","40,924,562.07","314,303,513.53","108,357,351.81","162,088,465.34"
购建固定资产、无形资产和其他长期资产支付的现金,"52,873,534.14","92,580,469.36","134,781,349.74","18,421,144.11","77,563,083.51","104,822,227.90","135,001,407.47","15,519,812.43","33,946,110.06","72,023,508.44","109,208,916.21","30,280,749.13","73,849,265.52","128,851,009.51","160,178,176.08","65,197,418.62","59,219,867.81","107,463,089.44","159,566,267.22","52,306,579.75","76,216,744.48","125,051,994.58","159,852,067.88","67,329,702.58","105,546,002.00","151,621,741.55","158,893,260.17","28,390,980.19","139,163,483.39","163,328,642.00"
期初现金及现金等价物余额,"71,856,790.41","73,116,710.19","110,936,925.36","130,200,210.53","141,921,491.94","155,549,595.94","132,435,846.34","458,050,557.04","452,550,557.04","452,550,557.04","452,550,557.04","436,351,484.80","436,351,484.80","436,351,484.80","436,351,484.80","348,702,409.09","348,702,409.09","351,194,533.76","348,702,409.09","388,441,188.74","388,441,188.74","388,441,188.74","388,441,188.74","404,969,571.65","404,969,571.65","404,969,571.65","404,969,571.65","445,894,133.72","445,894,133.72","445,894,133.72"
投资支付的现金,,"3,732,000.00",,,,,,,,,,,,,"4,800,000.00",,,"43,800,000.00",,,,,"2,500,000.00",,,"60,903,623.13","50,000,000.00","2,080,000.00","2,320,000.00","5,644,420.80"
期末现金及现金等价物余额,"73,116,710.19","110,936,925.36","132,435,846.34","92,827,922.45","571,835,523.58","472,681,222.00","452,550,557.04","443,165,913.44","396,423,884.18","399,229,157.49","436,351,484.80","390,451,837.81","366,156,674.11","334,889,443.62","348,702,409.09","309,363,109.64","398,436,751.60","343,456,972.63","388,441,188.74","375,334,488.09","338,009,412.36","381,909,730.54","404,969,571.65","422,701,141.57","401,494,689.19","390,429,672.78","445,894,133.72","760,197,647.25","554,251,485.53","607,982,599.06"
