科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
长期待摊费用,"2,488,100.37","2,021,570.23","972,338.34","765,812.57","601,161.17","541,696.19","756,611.25","3,935,708.75","7,789,004.67","7,679,472.25","7,273,859.37","6,807,242.67","6,543,168.67","6,069,140.89","6,118,177.41","8,297,462.19","12,893,758.18","11,855,690.48","13,558,116.81"
少数股东权益,,,,,,,,,,,,,,,"110,394,777.09","112,524,853.56","79,942,139.40","119,485,876.56","124,987,556.27"
递延所得税资产,"704,600.76","950,203.42","1,235,114.48","1,558,064.80","2,184,035.84","2,184,035.84","3,648,640.15","3,648,640.15","3,668,691.59","3,668,691.59","3,838,018.46","3,838,018.46","4,844,922.05","3,893,120.79","6,055,437.56","5,035,513.72","5,055,305.07","1,616,701.32","6,153,599.31"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,"1,200,000.00",,,,,"7,151,726.00","7,151,726.00","7,151,726.00","7,151,726.00",,,"16,412,500.00","16,412,500.00",,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"38,922,545.99","40,602,278.70","38,579,159.61","38,421,964.74","37,767,945.44","36,938,515.23","38,363,786.58","44,421,318.95","63,170,277.57","62,565,321.26","66,720,501.60","90,252,267.42","90,903,340.23","98,279,460.86","295,858,690.70","293,572,305.22","279,383,883.17","279,210,025.92","292,512,418.34"
所有者权益(或股东权益)合计,"285,147,043.44","358,500,563.12","449,480,873.15","489,565,192.17","536,854,567.92","908,405,091.96","931,978,778.89","928,431,671.30","949,209,664.09","958,294,091.48","956,338,550.23","977,535,948.35","1,395,544,170.31","1,407,552,412.36","1,526,685,334.64","1,558,383,822.96","1,561,417,221.00","1,574,046,641.03","1,586,998,551.22"
资产总计,"465,209,083.64","538,958,657.04","674,353,835.52","733,567,986.08","843,016,839.25","1,228,967,062.77","1,284,216,532.53","1,152,309,816.09","1,179,380,952.79","1,245,346,304.77","1,313,380,777.06","1,486,374,383.89","1,919,126,325.62","1,997,267,647.64","2,525,933,891.73","2,524,757,294.38","2,595,654,821.73","2,609,357,395.10","2,709,935,966.89"
负债和所有者(或股东权益)合计,"465,209,083.64","538,958,657.04","674,353,835.52","733,567,986.08","843,016,839.25","1,228,967,062.77","1,284,216,532.53","1,152,309,816.09","1,179,380,952.79","1,245,346,304.77","1,313,380,777.06","1,486,374,383.89","1,919,126,325.62","1,997,267,647.64","2,525,933,891.73","2,524,757,294.38","2,595,654,821.73","2,609,357,395.10","2,709,935,966.89"
