科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"74,773,307.94","123,505,361.72","125,286,990.10","34,640,719.10","81,458,891.80","108,727,614.81","166,909,333.85","46,638,618.19","106,478,556.27","158,282,047.44","197,212,869.87","60,834,710.17","119,332,110.68","160,415,038.88","256,946,664.68","74,919,085.05","173,594,999.88","259,912,563.91","347,033,161.17","126,971,946.81","236,094,141.41","352,495,274.37","403,990,516.40","111,926,457.03","250,864,121.33","384,004,542.80","482,736,686.87","144,128,803.92","327,540,693.00"
取得借款收到的现金,"578,526,635.00","456,587,320.00","407,084,125.00","70,000,000.00","135,000,000.00","150,000,000.00","196,877,132.20","38,043,000.00","223,323,000.00","323,249,000.00","417,615,000.00",,"439,200,633.16","689,700,633.16","1,094,598,243.11","298,298,186.64","976,024,177.34","1,286,047,049.09","1,696,909,049.09","408,294,100.00","1,418,515,100.25","1,952,734,749.17","2,260,963,460.42","223,464,857.64","704,307,000.00","1,262,558,800.00","1,839,427,610.94","399,193,800.00","1,017,978,898.80"
支付的各项税费,"66,700,666.27","95,177,769.69","161,003,142.09","23,759,743.19","53,725,357.73","87,163,679.84","132,326,428.87","29,127,595.55","76,083,283.20","98,996,054.05","130,068,483.20","25,093,629.31","61,177,561.00","88,796,077.22","123,401,979.13","30,750,397.12","92,192,846.13","129,924,065.17","204,728,342.77","68,207,193.40","130,815,483.21","215,385,137.94","280,818,904.50","78,566,194.15","221,553,327.53","258,634,542.54","402,472,080.93","92,139,816.13","217,691,435.40"
收到其他与筹资活动有关的现金,,,"2,700,000.00",,,"824,340.00","824,340.00","5,610,000.00","7,860,000.00","7,860,000.00","6,593,250.00","5,610,000.00","6,560,000.00","8,560,000.00","8,560,000.00",,"69,084,840.00","91,084,840.00","99,084,840.00",,"16,195,000.00","26,849,916.65","30,000,000.00",,,,"12,788,950.44",,
支付其他与经营活动有关的现金,"75,972,484.10","79,648,169.95","144,449,396.36","48,685,308.37","59,777,919.60","80,885,888.52","147,936,737.58","30,149,397.55","66,703,311.40","88,444,117.87","112,415,513.71","27,293,704.23","56,633,931.08","92,998,508.79","211,190,231.09","73,938,580.13","255,470,081.20","134,355,547.18","559,620,792.26","92,133,307.66","285,880,866.33","327,728,868.70","215,030,861.05","3,369,249.73","41,012,414.28","41,924,724.07","185,090,084.38","31,423,827.58","36,343,761.22"
筹资活动现金流入小计,"578,526,635.00","457,587,320.00","421,784,125.00","70,000,000.00","1,160,000,000.00","1,175,824,340.00","1,258,901,472.20","43,653,000.00","231,183,000.00","331,109,000.00","424,208,250.00","118,924,500.00","559,075,133.16","1,165,575,133.16","1,585,375,943.11","298,298,186.64","1,053,109,017.34","1,385,131,889.09","1,804,473,889.09","408,294,100.00","1,434,890,100.25","1,979,764,665.82","2,450,723,668.42","1,143,464,857.64","1,624,307,000.00","2,182,558,800.00","2,783,380,761.38","399,193,800.00","1,024,458,898.80"
经营活动现金流出小计,"880,448,744.28","1,033,086,268.67","1,428,908,878.25","263,737,137.83","583,419,832.12","913,510,811.21","1,324,971,753.27","379,141,017.12","790,828,390.93","1,142,604,854.23","1,510,136,688.35","366,812,671.54","817,132,407.44","1,313,860,679.92","1,898,277,600.43","498,041,463.96","1,212,600,151.24","1,850,737,627.51","2,357,613,219.84","676,453,660.74","1,268,094,356.13","1,901,954,971.05","2,274,049,504.40","663,192,141.84","1,512,722,603.90","2,120,403,808.09","2,866,603,240.55","902,042,150.64","1,700,426,217.36"
偿还债务支付的现金,"235,088,045.10","351,736,635.00","525,479,711.30","102,100,000.00","249,700,000.00","269,800,000.00","408,617,011.33","38,164,873.38","97,783,959.29","145,933,794.44","279,182,069.60","8,149,835.16","279,594,899.20","543,075,229.53","541,900,708.52","14,736,108.07","419,720,598.25","682,782,255.07","982,828,118.16","153,457,668.61","861,934,510.56","1,337,229,568.63","1,841,406,234.29","396,829,556.93","1,275,659,900.00","1,753,353,797.02","2,098,260,955.92","343,179,100.00","905,326,426.25"
经营活动产生的现金流量净额,"92,311,923.21","183,597,326.80","400,732,305.49","92,782,978.97","161,099,299.12","214,415,795.81","311,785,850.21","55,168,192.78","105,993,713.35","148,215,315.00","343,986,058.03","41,639,247.59","82,925,369.27","126,379,974.90","165,537,405.35","5,955,731.91","-70,332,768.44","11,019,516.92","227,783,450.15","6,908,958.28","19,900,576.36","153,912,849.30","689,844,199.94","98,632,519.78","89,866,496.56","472,220,795.66","671,396,305.88","53,424,340.17","298,710,706.65"
分配股利、利润或偿还利息支付的现金,"16,675,966.43","64,642,353.34","31,864,483.06","9,245,462.04","20,154,386.53","25,167,591.57","104,623,957.14","8,222,342.97","26,313,599.70","78,268,277.82","84,452,787.44","15,239,051.05","84,074,752.36","111,065,869.27","128,164,453.68","30,366,347.93","83,768,965.50","159,347,586.78","248,158,511.55","36,595,873.08","108,853,470.62","175,583,798.52","249,075,055.67","16,170,335.81","59,726,146.89","223,018,321.27","270,054,331.71","45,330,534.10","82,185,232.87"
收回投资收到的现金,,"20,280,109.85","628,110.66",,"100,000.00","100,000.00","100,000.00",,,"752,711.63","752,711.63",,,,"554,760.00","98,000,000.00","91,000,000.00","95,500,000.00","4,904,820.69",,"5,000,000.00","5,000,000.00","21,200,000.00",,,,,,
支付其他与筹资活动有关的现金,,"5,909,788.40","5,066,148.97",,"12,682,963.20","24,396,202.50","33,097,007.86",,"11,415,035.00","11,665,035.00","26,732,249.48","122,474.12","240,869.12","3,253,527.76","21,164,968.23","297,000.00","30,744,611.18","30,993,347.50","93,778,376.11","12,855,059.90","69,084,840.00","69,084,840.00","72,763,930.73","8,572,600.00","8,572,600.00","13,866,460.00","10,917,188.00",,
取得投资收益收到的现金,"1,221,060.69","1,080,358.88","580,161.62","133,623.93","364,864.20","512,418.04","248,522.82","752,818.06","759,641.63","101,380.00","1,503,406.11",,"999,293.83","1,900,119.87","37,350,503.19","320,900.31","509,003.65","994,220.56","24,066,135.56",,"50,295.89","50,295.89","26,465,528.64",,,"12,500,000.00","12,844,469.69",,"12,269,981.54"
筹资活动现金流出小计,"251,764,011.53","422,288,776.74","562,410,343.33","111,345,462.04","282,537,349.73","319,363,794.07","546,337,976.33","46,387,216.35","135,512,593.99","235,867,107.26","390,367,106.52","23,511,360.33","363,910,520.68","657,394,626.56","691,230,130.43","45,399,456.00","534,234,174.93","873,123,189.35","1,324,765,005.82","202,908,601.59","1,039,872,821.18","1,581,898,207.15","2,163,245,220.69","421,572,492.74","1,343,958,646.89","1,990,238,578.29","2,379,232,475.63","388,509,634.10","987,511,659.12"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"86,688.13","821,798.54",,,,"504,676.36","365,000.00","412,901.82","409,075.30","347,698.55","72,000.00","75,119.66","325,700.00","548,001.78",,"79,057.70","103,657.70","282,086.48",,,,"271,679.16","126,000.00","132,354.37","282,354.37","1,023,679.41","12,306.84","331,071.62"
筹资活动产生的现金流量净额,"326,762,623.47","35,298,543.26","-140,626,218.33","-41,345,462.04","877,462,650.27","856,460,545.93","712,563,495.87","-2,734,216.35","95,670,406.01","95,241,892.74","33,841,143.48","95,413,139.67","195,164,612.48","508,180,506.60","894,145,812.68","252,898,730.64","518,874,842.41","512,008,699.74","479,708,883.27","205,385,498.41","395,017,279.07","397,866,458.67","287,478,447.73","721,892,364.90","280,348,353.11","192,320,221.71","404,148,285.75","10,684,165.90","36,947,239.68"
处置子公司及其他营业单位收到的现金净额,"7,948,073.06","4,136,575.00","37,065,401.18",,"120,636.00","120,636.00",,,"3,300,000.00","3,300,000.00",,,,,,,,,,,"85,800,000.00","207,335,600.00","318,098,481.58",,,,,,
四、汇率变动对现金的影响,"303,783.89","-1,073,360.43","-2,676,471.24",,"85,024.98","131,655.98","606,146.94","-488,642.91","-263,491.81","714,212.70","-346,913.01",,,"104,178.56","-410,955.88","29,350.07","1,145.70","263,147.39","-225,541.66","-52,820.49","-140,619.87","237,725.18","514,954.92","2,485,514.37","-1,200,321.06","2,039,678.94","-496,036.13","2,201,590.08","2,157,565.38"
收到其他与投资活动有关的现金,,"22,380,000.00",,"520,665.14",,"5,308,013.25",,,,"23,487,322.85",,,,,,,,,"145,804,820.69",,"53,253,948.82","53,253,948.82","196,842,400.00",,"1,642,909.29","1,642,909.29","99,269,802.94",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"9,169,133.75","47,963,731.86","39,095,472.00","654,289.07","585,500.20","6,041,067.29","853,199.18","1,117,818.06","4,472,543.45","28,050,489.78","2,603,816.29","72,000.00","1,074,413.49","2,225,819.87","38,453,264.97","98,320,900.31","91,588,061.35","96,597,878.26","175,057,863.42",,"144,104,244.71","265,639,844.71","562,878,089.38","126,000.00","1,775,263.66","14,425,263.66","113,137,952.04","12,306.84","12,601,053.16"
五、现金及现金等价物净增加额,"-5,754,573.80","-23,374,972.29","73,577,183.35","-7,343,922.58","894,031,610.83","931,864,925.74","769,075,614.72","-111,523,643.10","20,830,541.26","-31,785,033.82","-82,011,920.59","-13,034,945.12","-92,163,003.92","-126,990,808.54","89,421,562.64","-37,931,132.71","-10,934,591.00","-192,963,280.56","-208,337,483.95","-75,983,013.00","43,625,565.75","-63,134,281.47","323,697,032.36","640,600,861.97","-46,767,135.24","-160,360,810.31","82,271,663.49","-192,432,695.16","-117,009,150.54"
购建固定资产、无形资产和其他长期资产支付的现金,"382,929,299.27","183,004,646.34","212,907,024.57","48,435,728.58","104,640,863.74","145,120,316.46","190,564,485.69","94,955,903.53","115,222,616.40","167,966,930.70","317,855,221.30","100,159,332.38","217,048,550.68","328,730,451.55","500,956,254.16","196,026,593.53","285,260,710.65","460,440,737.66","475,898,039.74","144,224,649.20","281,413,198.52","531,210,778.45","839,107,842.03","139,035,537.08","343,665,177.51","594,475,020.28","743,388,561.87","256,595,098.15","441,292,036.81"
期初现金及现金等价物余额,"203,366,124.50","197,611,550.70","174,236,578.41",,"247,813,761.76","247,813,761.76","247,813,761.76","1,016,889,376.48","1,016,889,376.48","1,016,889,376.48","1,016,889,376.48","934,877,455.89","934,877,455.89","934,877,455.89","934,877,455.89","1,024,299,018.53","1,024,299,018.53","1,024,299,018.53","1,024,299,018.53","815,961,534.58","815,961,534.58","815,961,534.58","815,961,534.58","1,139,658,566.94","1,139,658,566.94","1,139,658,566.94","1,139,658,566.94","1,221,930,230.43","1,221,930,230.43"
投资支付的现金,"51,372,738.85","65,208,935.33","10,040,880.00",,"40,560,000.00","63,822.81",,"38,000,000.00","38,000,000.00",,"14,940,891.67","10,000,000.00",,,"116,000,000.00",,,,"230,955,350.00",,,,"105,848,750.00",,,,"189,298,762.53",,
期末现金及现金等价物余额,"197,611,550.70","174,236,578.41","247,813,761.76",,"1,141,845,372.59","1,179,678,687.50","1,016,889,376.48","905,365,733.38","1,037,719,917.74","985,104,342.66","934,877,455.89","921,842,510.77","842,714,451.97","807,886,647.35","1,024,299,018.53","986,367,885.82","1,013,364,427.53","831,335,737.97","815,961,534.58","739,978,521.58","859,587,100.33","752,827,253.11","1,139,658,566.94","1,780,259,428.91","1,092,891,431.70","979,297,756.63","1,221,930,230.43","1,029,497,535.27","1,104,921,079.89"
