科目,2010年度,2011年度,2012年度,2013年1-6月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
取得借款收到的现金,"4,520,000,000.00","5,529,000,000.00","11,390,856,948.00","3,613,310,000.00","11,832,412,983.00","3,685,650,000.00","9,551,020,000.00","11,511,820,000.00","14,038,310,000.00","2,995,690,000.00","7,442,192,700.00","9,305,892,700.00","12,041,192,700.00","1,100,000,000.00","6,954,900,000.00","9,704,900,000.00","11,805,000,000.00","1,600,000,000.00","2,853,650,000.00","4,138,650,000.00","7,238,650,000.00","500,000,000.00"
支付的各项税费,"6,065,999,623.80","8,030,825,790.66","11,034,449,723.69","3,408,098,946.93","6,997,730,348.72","1,175,479,893.52","2,935,248,514.91","4,489,491,135.17","5,784,803,081.83","1,098,815,223.86","2,306,293,528.80","3,471,649,230.21","4,476,133,283.47","818,108,550.65","1,926,350,191.03","3,025,940,219.27","4,556,186,616.32","2,194,529,529.10","5,172,830,760.15","7,530,533,752.96","10,037,096,528.49","3,601,741,241.57"
收到其他与筹资活动有关的现金,"57,710,000.00","174,990,000.00","73,520,000.00","8,100,000.00","55,170,000.00",,,,,,,,"215,980,000.00",,"3,225,942,637.37","3,225,942,637.37","383,660,000.00","6,000,000.00","73,731,120.00","543,053,890.44","120,360,000.00",
支付其他与经营活动有关的现金,"2,284,518,132.17","1,714,570,468.84","2,351,163,339.12","2,085,646,573.79","2,123,689,059.06","993,919,369.79","2,781,239,435.10","3,285,342,104.86","7,501,488,723.48","1,064,781,659.76","2,483,520,310.92","3,409,003,520.45","8,268,820,374.92","789,915,866.45","2,534,805,833.08","2,676,343,629.84","5,376,370,301.87","1,188,719,331.66","3,152,832,059.17","4,613,649,296.53","4,891,201,920.62","1,380,368,167.59"
筹资活动现金流入小计,"4,851,214,750.00","5,914,040,000.00","11,685,800,948.00","3,712,410,000.00","11,978,582,983.00","7,495,389,100.00","13,360,759,130.43","15,321,565,130.43","17,848,055,130.43","2,995,690,000.00","7,459,692,700.00","9,323,392,700.00","12,257,172,700.00","1,100,000,000.00","10,180,842,637.37","12,930,842,637.37","12,189,260,000.00","1,606,000,000.00","2,927,391,120.00","5,678,203,890.44","8,356,210,000.00","500,000,000.00"
经营活动现金流出小计,"26,757,949,752.55","35,234,277,797.62","43,514,663,853.37","15,518,836,220.08","31,497,793,609.85","5,685,629,406.00","15,489,089,882.30","22,429,982,367.34","29,058,528,761.35","4,083,095,663.39","9,293,823,551.62","13,953,600,754.38","26,567,877,369.47","3,302,342,330.53","8,791,194,699.19","12,417,527,779.07","25,373,556,926.06","6,336,694,198.78","16,561,757,855.58","23,791,602,814.33","40,589,075,694.59","9,141,847,698.26"
偿还债务支付的现金,"3,137,550,000.00","6,706,819,360.00","1,291,751,700.00","7,695,036,160.00","11,635,134,160.00","2,196,000,000.00","7,897,234,700.00","10,542,262,430.00","10,897,231,106.84","1,321,350,000.00","4,892,196,000.00","6,563,251,081.12","9,121,703,020.00","1,680,000,000.00","7,356,868,541.91","10,100,305,545.39","12,728,368,545.91","2,104,000,000.00","5,960,295,440.00","9,699,445,440.00","14,293,445,440.00","198,000,000.00"
经营活动产生的现金流量净额,"11,445,542,677.50","15,103,366,243.96","4,918,081,437.00","2,944,546,086.22","5,967,902,404.24","-98,757,350.51","345,688,889.47","54,492,129.90","121,415,894.64","-202,139,764.13","852,752,099.50","334,515,807.20","-888,587,629.23","279,681,621.59","631,438,333.36","4,964,019,482.35","8,266,537,896.00","3,319,233,248.83","5,780,590,316.01","10,926,850,278.81","16,930,864,645.16","3,228,295,831.72"
分配股利、利润或偿还利息支付的现金,"2,728,925,842.15","6,157,441,827.74","6,176,054,433.43","736,310,627.03","4,965,407,500.24","242,659,248.30","566,941,492.63","2,177,134,332.92","2,672,672,711.11","353,797,473.72","1,084,469,468.29","1,507,625,228.79","1,798,817,665.77","306,095,553.79","922,636,178.01","1,391,001,476.72","1,992,208,206.31","249,128,307.59","727,539,914.90","2,174,324,365.53","3,305,271,078.13","351,288,068.64"
收回投资收到的现金,,,,,,,,,,,,,,,,,"10,000,000.00",,,"100,000,000.00","1,000,000,000.00",
支付其他与筹资活动有关的现金,"439,537,711.59","254,104,999.68","250,595,586.42","91,969,915.09","238,095,107.31","2,533,041.77",,"19,607,540.00","816,500.01",,,,,,,,"267,000,000.00",,,,"216,000,000.00",
取得投资收益收到的现金,"256,295,934.00","750,777,252.81","1,012,033,120.51","129,722,545.45","721,760,477.30","5,000,000.00","5,000,000.00","189,501,501.69","174,895,463.11","4,182,649.98","39,162,649.98","208,361,497.81","215,361,538.37",,,"13,305,325.44","13,716,905.82","78,127,360.87","110,727,360.87","208,364,059.61","221,766,879.62","10,703,168.87"
筹资活动现金流出小计,"6,306,013,553.74","13,118,366,187.42","7,718,401,719.85","8,523,316,702.12","16,838,636,767.55","2,441,192,290.07","8,464,176,192.63","12,739,004,302.92","13,570,720,317.96","1,675,147,473.72","5,976,665,468.29","8,070,876,309.91","10,920,520,685.77","1,986,095,553.79","8,279,504,719.92","11,491,307,022.11","14,987,576,752.22","2,353,128,307.59","6,687,835,354.90","11,873,769,805.53","17,814,716,518.13","549,288,068.64"
处置固定资产、无形资产和其他长期资产收回的现金净额,"34,793,155.32","14,513,048.90","21,535,867.31","1,175,464.00","18,885,765.26","60,494.00","1,569,024.08","1,210,103.20","6,594,937.55","50,000.00","78,000.00","4,236,026.93","16,609,567.12",,,,"719,013.17","600,000.00","3,596,386.58","3,597,786.58","4,419,345.62","5,582,000.00"
筹资活动产生的现金流量净额,"-1,454,798,803.74","-7,204,326,187.42","3,967,399,228.15","-4,810,906,702.12","-4,860,053,784.55","5,054,196,809.93","4,896,582,937.80","2,582,560,827.51","4,277,334,812.47","1,320,542,526.28","1,483,027,231.71","1,252,516,390.09","1,336,652,014.23","-886,095,553.79","1,901,337,917.45","1,439,535,615.26","-2,798,316,752.22","-747,128,307.59","-3,760,444,234.90","-6,195,565,915.09","-9,458,506,518.13","-49,288,068.64"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,"485,345,154.54",,"2,500,537,962.19","2,500,537,962.19","6,146,896,766.30",,,,"84,003,179.83",
四、汇率变动对现金的影响,"-7,602.20","-25,998.48",-3.90,-19.47,"116,748.56",,,,"-142,110.40",,,,"-1,305,161.72",,,,"290,935.40",,,,"-504,716.22",
收到其他与投资活动有关的现金,"357,710,763.74","93,131,412.51","22,708,522.89","893,000.00","16,229,588.37","121,088.30","3,666,586.00","3,701,586.00","22,097,042.85",,"101,149,367.06","101,456,205.32","107,179,588.91","270,475.89","71,182,572.03","78,081,844.11","80,750,726.65","7,759,121.79","25,321,663.32","25,861,316.67","46,462,304.24","31,204,439.53"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"648,799,853.06","858,421,714.22","1,056,277,510.71","131,791,009.45","756,875,830.93","5,181,582.30","10,235,610.08","194,413,190.89","203,587,443.51","4,232,649.98","140,390,017.04","314,053,730.06","824,495,848.94","270,475.89","2,571,720,534.22","2,591,925,131.74","6,252,083,411.94","86,486,482.66","139,645,410.77","337,823,162.86","1,356,651,709.31","47,489,608.40"
五、现金及现金等价物净增加额,"1,511,822,654.39","-1,671,249,818.28","2,544,940,807.02","-4,755,294,783.39","-4,703,828,255.65","3,133,504,523.24","3,554,878,539.98","33,885,977.43","1,268,391,666.05","-731,656,371.90","1,083,711,885.02","-216,535,074.34","-1,408,209,233.37","-1,118,007,104.17","-451,826,069.93","3,130,207,331.14","5,200,717,747.04","2,363,949,336.91","1,515,802,922.51","1,734,779,246.45","-1,041,932,214.06","1,689,259,940.24"
购建固定资产、无形资产和其他长期资产支付的现金,"6,977,486,914.96","9,091,732,116.67","6,923,688,215.96","3,020,027,157.47","6,567,281,454.83","1,495,970,000.00","1,373,938,997.37","2,146,335,402.47","2,687,991,082.65","1,848,801,705.00","1,188,436,063.23","1,913,579,601.69","2,445,137,805.59","507,071,774.74","1,047,295,897.83","1,353,332,960.12","2,008,737,805.99","283,835,836.23","641,338,569.37","1,431,186,096.20","5,012,091,174.16","432,390,745.94"
期初现金及现金等价物余额,"7,117,676,747.49","8,629,499,401.88","6,958,249,583.60","9,503,190,390.62","9,503,190,390.62","4,799,362,134.97","4,799,362,134.97","4,799,362,134.97","4,799,362,134.97","6,067,753,801.02","6,067,753,801.02","6,067,753,801.02","6,067,753,801.02","4,659,544,567.65","4,661,107,918.99","4,639,107,918.99","4,661,107,918.99","9,861,825,666.03","9,861,825,666.03","9,861,825,666.03","9,861,825,666.03","8,819,893,451.97"
投资支付的现金,"73,700,000.00","85,530,000.00","410,900,000.00",,,"148,500,000.00","148,500,000.00","386,500,000.00","386,500,000.00",,"204,000,000.00","204,000,000.00","204,000,000.00",,,"1,850,000.00","1,201,900.00",,,"1,600,000,000.00","4,549,789,683.55","1,100,000,000.00"
期末现金及现金等价物余额,"8,629,499,401.88","6,958,249,583.60","9,503,190,390.62","4,747,895,607.23","4,799,362,134.97","7,932,866,658.21","8,354,240,674.95","4,833,248,112.40","6,067,753,801.02","5,336,097,429.12","7,151,465,686.04","5,851,218,726.68","4,659,544,567.65","3,541,537,463.48","4,209,281,849.06","7,769,315,250.13","9,861,825,666.03","12,225,775,002.94","11,377,628,588.54","11,596,604,912.48","8,819,893,451.97","10,509,153,392.21"
